fit_id,observer,pool_id,target,selected_mask_id,selected_head_count,predicted_effect
90402-1,atp_raw,candidate_pool_00,0.5,mask_bfa108de38e6d58f,6,0.408739454112947
90402-1,atp_raw,candidate_pool_00,1.0,mask_a096a397a7d70275,7,1.0302116211404282
90402-1,atp_raw,candidate_pool_00,1.5,mask_153f1c2a9e066490,6,1.63796571920653
90402-1,atp_raw,candidate_pool_01,0.5,mask_3507ab216f864cbe,4,0.5395434980226445
90402-1,atp_raw,candidate_pool_01,1.0,mask_16dc2167f216f5a8,5,0.8475098115238315
90402-1,atp_raw,candidate_pool_01,1.5,mask_4d3f046ece5f8214,9,1.468351584122272
90402-1,atp_raw,candidate_pool_02,0.5,mask_ab59149b00e47e01,7,0.48776030312608737
90402-1,atp_raw,candidate_pool_02,1.0,mask_267196af5474f7ae,8,1.1073013597611086
90402-1,atp_raw,candidate_pool_02,1.5,mask_c7772d470875866f,4,1.1138165960431965
90402-1,atp_raw,candidate_pool_03,0.5,mask_4887f05639551759,6,0.37661035677183025
90402-1,atp_raw,candidate_pool_03,1.0,mask_dc2e11f8d6ea9e67,6,1.1094010173189408
90402-1,atp_raw,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.4165761825149354
90402-1,atp_raw,candidate_pool_04,0.5,mask_5d6868f3c7cf99b3,6,0.4622318478192664
90402-1,atp_raw,candidate_pool_04,1.0,mask_8b7737474604b389,8,0.8211973010227807
90402-1,atp_raw,candidate_pool_04,1.5,mask_6d2e3876c8f68db8,9,1.2189477986782715
90402-1,atp_raw,candidate_pool_05,0.5,mask_0ea1a19911258943,4,0.4975585523197084
90402-1,atp_raw,candidate_pool_05,1.0,mask_de24099fc59a002a,4,1.3325967517889383
90402-1,atp_raw,candidate_pool_05,1.5,mask_f5d21a1898de9318,7,1.3422119153925733
90402-1,atp_raw,candidate_pool_06,0.5,mask_c22a533faf194bc5,7,0.47783305330509407
90402-1,atp_raw,candidate_pool_06,1.0,mask_8a4903df460893e2,6,0.9448440831959319
90402-1,atp_raw,candidate_pool_06,1.5,mask_8a4903df460893e2,6,0.9448440831959319
90402-1,atp_raw,candidate_pool_07,0.5,mask_21e5e4333c6fc40a,6,0.6280694844255459
90402-1,atp_raw,candidate_pool_07,1.0,mask_21e5e4333c6fc40a,6,0.6280694844255459
90402-1,atp_raw,candidate_pool_07,1.5,mask_83fe021aaca96bf0,5,1.4299495725765896
90402-1,atp_raw,candidate_pool_08,0.5,mask_331502b1b3b7fde3,6,0.5150304696368937
90402-1,atp_raw,candidate_pool_08,1.0,mask_a842b06af7760b08,4,0.9259080593971517
90402-1,atp_raw,candidate_pool_08,1.5,mask_a842b06af7760b08,4,0.9259080593971517
90402-1,atp_raw,candidate_pool_09,0.5,mask_ea7ded36b0b6aa15,8,0.47328649762818964
90402-1,atp_raw,candidate_pool_09,1.0,mask_6c66643ec3bf086c,6,1.3509234287730842
90402-1,atp_raw,candidate_pool_09,1.5,mask_6c66643ec3bf086c,6,1.3509234287730842
90402-1,atp_calibrated,candidate_pool_00,0.5,mask_bfa108de38e6d58f,6,0.3471468162203017
90402-1,atp_calibrated,candidate_pool_00,1.0,mask_b55f4fdddb0ed7df,7,0.9920280017202565
90402-1,atp_calibrated,candidate_pool_00,1.5,mask_153f1c2a9e066490,6,1.3911419090544126
90402-1,atp_calibrated,candidate_pool_01,0.5,mask_3cd97f4a74d408b8,10,0.5108366769843203
90402-1,atp_calibrated,candidate_pool_01,1.0,mask_d34cab07e9bf4ded,4,1.018709693663129
90402-1,atp_calibrated,candidate_pool_01,1.5,mask_88feb37e4997bcb0,7,1.3722810377915837
90402-1,atp_calibrated,candidate_pool_02,0.5,mask_053a16108482e172,6,0.4755696212139314
90402-1,atp_calibrated,candidate_pool_02,1.0,mask_c7772d470875866f,4,0.9459764191564545
90402-1,atp_calibrated,candidate_pool_02,1.5,mask_c7772d470875866f,4,0.9459764191564545
90402-1,atp_calibrated,candidate_pool_03,0.5,mask_e3bfff07ca1cabef,9,0.5651674598023357
90402-1,atp_calibrated,candidate_pool_03,1.0,mask_dc2e11f8d6ea9e67,6,0.9422262206364166
90402-1,atp_calibrated,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.2031133934960945
90402-1,atp_calibrated,candidate_pool_04,0.5,mask_93f84412f1b2de39,7,0.5604635296561042
90402-1,atp_calibrated,candidate_pool_04,1.0,mask_6d2e3876c8f68db8,9,1.0352654807161754
90402-1,atp_calibrated,candidate_pool_04,1.5,mask_6d2e3876c8f68db8,9,1.0352654807161754
90402-1,atp_calibrated,candidate_pool_05,0.5,mask_0ea1a19911258943,4,0.4225818319785685
90402-1,atp_calibrated,candidate_pool_05,1.0,mask_de24099fc59a002a,4,1.1317887594017617
90402-1,atp_calibrated,candidate_pool_05,1.5,mask_f5d21a1898de9318,7,1.1399550213049174
90402-1,atp_calibrated,candidate_pool_06,0.5,mask_72750b59b18d6c0c,4,0.461934758104485
90402-1,atp_calibrated,candidate_pool_06,1.0,mask_8a4903df460893e2,6,0.8024662459313787
90402-1,atp_calibrated,candidate_pool_06,1.5,mask_8a4903df460893e2,6,0.8024662459313787
90402-1,atp_calibrated,candidate_pool_07,0.5,mask_21e5e4333c6fc40a,6,0.5334261708516295
90402-1,atp_calibrated,candidate_pool_07,1.0,mask_73324c4014b4a4c2,4,1.2071861376580606
90402-1,atp_calibrated,candidate_pool_07,1.5,mask_d43daec0a2f27dc1,8,1.4105409797950725
90402-1,atp_calibrated,candidate_pool_08,0.5,mask_fc5299efb847cbc8,5,0.49967120112802926
90402-1,atp_calibrated,candidate_pool_08,1.0,mask_a842b06af7760b08,4,0.7863836771764625
90402-1,atp_calibrated,candidate_pool_08,1.5,mask_a842b06af7760b08,4,0.7863836771764625
90402-1,atp_calibrated,candidate_pool_09,0.5,mask_ea7ded36b0b6aa15,8,0.40196731477329417
90402-1,atp_calibrated,candidate_pool_09,1.0,mask_6c66643ec3bf086c,6,1.1473538033507271
90402-1,atp_calibrated,candidate_pool_09,1.5,mask_6c66643ec3bf086c,6,1.1473538033507271
90403-0,additive,candidate_pool_00,0.5,mask_bfa108de38e6d58f,6,0.5084606154553741
90403-0,additive,candidate_pool_00,1.0,mask_b611eb15c1cbe033,4,1.1592591703171728
90403-0,additive,candidate_pool_00,1.5,mask_714aefc72a94a0e9,5,1.4621438507796303
90403-0,additive,candidate_pool_01,0.5,mask_625dbe9e05728352,8,0.6009679044605647
90403-0,additive,candidate_pool_01,1.0,mask_f78efa18c25e46d0,5,0.9894147376474324
90403-0,additive,candidate_pool_01,1.5,mask_69b8a0bd055bae3b,8,1.4029988888110356
90403-0,additive,candidate_pool_02,0.5,mask_a0046e43df20ac57,5,0.6293374607786227
90403-0,additive,candidate_pool_02,1.0,mask_4069015a4c8c7628,4,1.0388367435113093
90403-0,additive,candidate_pool_02,1.5,mask_8539d49577e1ed9d,9,1.6016740068966029
90403-0,additive,candidate_pool_03,0.5,mask_db4ced2a93ad8780,7,0.45608731204416486
90403-0,additive,candidate_pool_03,1.0,mask_30716df5e75daa97,7,0.965538834613145
90403-0,additive,candidate_pool_03,1.5,mask_dc2e11f8d6ea9e67,6,1.3411847460227628
90403-0,additive,candidate_pool_04,0.5,mask_8f5eca4cbcfcb5db,6,0.4282608484926245
90403-0,additive,candidate_pool_04,1.0,mask_5d6868f3c7cf99b3,6,0.9811074691539531
90403-0,additive,candidate_pool_04,1.5,mask_6d2e3876c8f68db8,9,1.6323269836574676
90403-0,additive,candidate_pool_05,0.5,mask_ae737f6731edb34d,7,0.5736117082988428
90403-0,additive,candidate_pool_05,1.0,mask_62191f28479b805a,7,0.8224028186658197
90403-0,additive,candidate_pool_05,1.5,mask_de24099fc59a002a,4,1.4992896049873563
90403-0,additive,candidate_pool_06,0.5,mask_f2b097d9ab973b9b,7,0.4916122175651221
90403-0,additive,candidate_pool_06,1.0,mask_ba28cb4fde59866a,9,0.9517008716981581
90403-0,additive,candidate_pool_06,1.5,mask_8a4903df460893e2,6,1.4125994160260815
90403-0,additive,candidate_pool_07,0.5,mask_9401c6bc69ed4d22,10,0.39416674841405663
90403-0,additive,candidate_pool_07,1.0,mask_21e5e4333c6fc40a,6,1.0690977233870387
90403-0,additive,candidate_pool_07,1.5,mask_83fe021aaca96bf0,5,1.535900699666244
90403-0,additive,candidate_pool_08,0.5,mask_8dc1386ad4524dcb,5,0.5260729413298115
90403-0,additive,candidate_pool_08,1.0,mask_a842b06af7760b08,4,0.9870624807568624
90403-0,additive,candidate_pool_08,1.5,mask_a9f1de05a2b5cc89,7,1.4113579860581202
90403-0,additive,candidate_pool_09,0.5,mask_99b322f566a2bc85,6,0.47092403625708845
90403-0,additive,candidate_pool_09,1.0,mask_6000c95aa8146da6,7,0.966966401248375
90403-0,additive,candidate_pool_09,1.5,mask_ea7ded36b0b6aa15,8,1.4745878164576314
90403-0,all_pairs,candidate_pool_00,0.5,mask_ffe0389c017216d1,4,0.5559612071680047
90403-0,all_pairs,candidate_pool_00,1.0,mask_b55f4fdddb0ed7df,7,1.013132475694107
90403-0,all_pairs,candidate_pool_00,1.5,mask_153f1c2a9e066490,6,1.523534781484439
90403-0,all_pairs,candidate_pool_01,0.5,mask_d4041af54a719d70,7,0.48536365446984203
90403-0,all_pairs,candidate_pool_01,1.0,mask_76f706be2ab175f0,7,0.928787252061783
90403-0,all_pairs,candidate_pool_01,1.5,mask_4d3f046ece5f8214,9,1.4816091432201737
90403-0,all_pairs,candidate_pool_02,0.5,mask_c36034d7c9cf0b25,7,0.45292249494687
90403-0,all_pairs,candidate_pool_02,1.0,mask_ab59149b00e47e01,7,0.9980401997220462
90403-0,all_pairs,candidate_pool_02,1.5,mask_8539d49577e1ed9d,9,1.6726014481020668
90403-0,all_pairs,candidate_pool_03,0.5,mask_dc2e11f8d6ea9e67,6,0.5070059595852981
90403-0,all_pairs,candidate_pool_03,1.0,mask_30716df5e75daa97,7,0.9346215064328505
90403-0,all_pairs,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.0918026247439254
90403-0,all_pairs,candidate_pool_04,0.5,mask_d1786933297085c0,4,0.45429645186374623
90403-0,all_pairs,candidate_pool_04,1.0,mask_dc190fdfa9807171,10,0.9887912551211704
90403-0,all_pairs,candidate_pool_04,1.5,mask_8b7737474604b389,8,1.6544254069120234
90403-0,all_pairs,candidate_pool_05,0.5,mask_22c097f7c153bb13,9,0.41741212640317
90403-0,all_pairs,candidate_pool_05,1.0,mask_111b2c86496d6209,10,1.0347975849495172
90403-0,all_pairs,candidate_pool_05,1.5,mask_290a3cb1caf906c3,10,1.4477551854153357
90403-0,all_pairs,candidate_pool_06,0.5,mask_f2b097d9ab973b9b,7,0.48795061570213366
90403-0,all_pairs,candidate_pool_06,1.0,mask_5bf7af84e459f7ba,10,1.0118983591610373
90403-0,all_pairs,candidate_pool_06,1.5,mask_c22a533faf194bc5,7,1.2903149261940752
90403-0,all_pairs,candidate_pool_07,0.5,mask_6c3e3315afb6fb8c,4,0.5265839123479594
90403-0,all_pairs,candidate_pool_07,1.0,mask_2261c8e54842bff6,8,0.9057814746573548
90403-0,all_pairs,candidate_pool_07,1.5,mask_d43daec0a2f27dc1,8,1.5968155453178352
90403-0,all_pairs,candidate_pool_08,0.5,mask_bda88699e1e7badf,7,0.41878148638633805
90403-0,all_pairs,candidate_pool_08,1.0,mask_0483c7c3a82ced7e,6,0.9906854780229473
90403-0,all_pairs,candidate_pool_08,1.5,mask_1ee94a6fab0d1183,8,1.3802420116601062
90403-0,all_pairs,candidate_pool_09,0.5,mask_99b322f566a2bc85,6,0.4377195196535442
90403-0,all_pairs,candidate_pool_09,1.0,mask_6000c95aa8146da6,7,0.9641220768952269
90403-0,all_pairs,candidate_pool_09,1.5,mask_ea7ded36b0b6aa15,8,1.4796043474663585
90403-0,atp_raw,candidate_pool_00,0.5,mask_bfa108de38e6d58f,6,0.4127907819630018
90403-0,atp_raw,candidate_pool_00,1.0,mask_b611eb15c1cbe033,4,0.940790380993225
90403-0,atp_raw,candidate_pool_00,1.5,mask_153f1c2a9e066490,6,1.70462058497213
90403-0,atp_raw,candidate_pool_01,0.5,mask_3cd97f4a74d408b8,10,0.5180220173319205
90403-0,atp_raw,candidate_pool_01,1.0,mask_d34cab07e9bf4ded,4,1.134399142224812
90403-0,atp_raw,candidate_pool_01,1.5,mask_261f2ebd1f8a4eaa,5,1.5286220692514072
90403-0,atp_raw,candidate_pool_02,0.5,mask_ab59149b00e47e01,7,0.47554838102202385
90403-0,atp_raw,candidate_pool_02,1.0,mask_c7772d470875866f,4,1.1001846593741362
90403-0,atp_raw,candidate_pool_02,1.5,mask_267196af5474f7ae,8,1.136578213025644
90403-0,atp_raw,candidate_pool_03,0.5,mask_e3bfff07ca1cabef,9,0.6269069370741334
90403-0,atp_raw,candidate_pool_03,1.0,mask_dc2e11f8d6ea9e67,6,1.1310638205953014
90403-0,atp_raw,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.447234002249406
90403-0,atp_raw,candidate_pool_04,0.5,mask_5d6868f3c7cf99b3,6,0.446778444383402
90403-0,atp_raw,candidate_pool_04,1.0,mask_6d2e3876c8f68db8,9,1.1567723180293967
90403-0,atp_raw,candidate_pool_04,1.5,mask_6d2e3876c8f68db8,9,1.1567723180293967
90403-0,atp_raw,candidate_pool_05,0.5,mask_0ea1a19911258943,4,0.48574178562797965
90403-0,atp_raw,candidate_pool_05,1.0,mask_f5d21a1898de9318,7,1.3404668699904772
90403-0,atp_raw,candidate_pool_05,1.5,mask_de24099fc59a002a,4,1.4416694372657288
90403-0,atp_raw,candidate_pool_06,0.5,mask_72750b59b18d6c0c,4,0.5153705624827337
90403-0,atp_raw,candidate_pool_06,1.0,mask_8a4903df460893e2,6,0.9506966464302855
90403-0,atp_raw,candidate_pool_06,1.5,mask_8a4903df460893e2,6,0.9506966464302855
90403-0,atp_raw,candidate_pool_07,0.5,mask_21e5e4333c6fc40a,6,0.5733080449902895
90403-0,atp_raw,candidate_pool_07,1.0,mask_83fe021aaca96bf0,5,1.3691669604108099
90403-0,atp_raw,candidate_pool_07,1.5,mask_73324c4014b4a4c2,4,1.5268064598797015
90403-0,atp_raw,candidate_pool_08,0.5,mask_331502b1b3b7fde3,6,0.5448209212785495
90403-0,atp_raw,candidate_pool_08,1.0,mask_a9f1de05a2b5cc89,7,0.9078837768898065
90403-0,atp_raw,candidate_pool_08,1.5,mask_a9f1de05a2b5cc89,7,0.9078837768898065
90403-0,atp_raw,candidate_pool_09,0.5,mask_ea7ded36b0b6aa15,8,0.45322198847091766
90403-0,atp_raw,candidate_pool_09,1.0,mask_6c66643ec3bf086c,6,1.364141054858354
90403-0,atp_raw,candidate_pool_09,1.5,mask_6c66643ec3bf086c,6,1.364141054858354
90403-0,atp_calibrated,candidate_pool_00,0.5,mask_bfa108de38e6d58f,6,0.3545235981364731
90403-0,atp_calibrated,candidate_pool_00,1.0,mask_a096a397a7d70275,7,0.9625015782403247
90403-0,atp_calibrated,candidate_pool_00,1.5,mask_153f1c2a9e066490,6,1.4640061010276746
90403-0,atp_calibrated,candidate_pool_01,0.5,mask_3507ab216f864cbe,4,0.4816702557168223
90403-0,atp_calibrated,candidate_pool_01,1.0,mask_d34cab07e9bf4ded,4,0.9742738529963478
90403-0,atp_calibrated,candidate_pool_01,1.5,mask_88feb37e4997bcb0,7,1.3634086804790746
90403-0,atp_calibrated,candidate_pool_02,0.5,mask_053a16108482e172,6,0.5032721536437809
90403-0,atp_calibrated,candidate_pool_02,1.0,mask_267196af5474f7ae,8,0.9761453386366796
90403-0,atp_calibrated,candidate_pool_02,1.5,mask_267196af5474f7ae,8,0.9761453386366796
90403-0,atp_calibrated,candidate_pool_03,0.5,mask_e3bfff07ca1cabef,9,0.5384163424660916
90403-0,atp_calibrated,candidate_pool_03,1.0,mask_dc2e11f8d6ea9e67,6,0.9714093262755392
90403-0,atp_calibrated,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.2429507349534152
90403-0,atp_calibrated,candidate_pool_04,0.5,mask_93f84412f1b2de39,7,0.5234602509063084
90403-0,atp_calibrated,candidate_pool_04,1.0,mask_6d2e3876c8f68db8,9,0.9934889593760542
90403-0,atp_calibrated,candidate_pool_04,1.5,mask_6d2e3876c8f68db8,9,0.9934889593760542
90403-0,atp_calibrated,candidate_pool_05,0.5,mask_0ea1a19911258943,4,0.4171772557205542
90403-0,atp_calibrated,candidate_pool_05,1.0,mask_f5d21a1898de9318,7,1.15125423991264
90403-0,atp_calibrated,candidate_pool_05,1.5,mask_de24099fc59a002a,4,1.238171632109364
90403-0,atp_calibrated,candidate_pool_06,0.5,mask_f2b097d9ab973b9b,7,0.49704923202509554
90403-0,atp_calibrated,candidate_pool_06,1.0,mask_8a4903df460893e2,6,0.8165017499323721
90403-0,atp_calibrated,candidate_pool_06,1.5,mask_8a4903df460893e2,6,0.8165017499323721
90403-0,atp_calibrated,candidate_pool_07,0.5,mask_21e5e4333c6fc40a,6,0.4923831631704454
90403-0,atp_calibrated,candidate_pool_07,1.0,mask_83fe021aaca96bf0,5,1.1759031898583545
90403-0,atp_calibrated,candidate_pool_07,1.5,mask_d43daec0a2f27dc1,8,1.4312179555466422
90403-0,atp_calibrated,candidate_pool_08,0.5,mask_fc5299efb847cbc8,5,0.5177866210067062
90403-0,atp_calibrated,candidate_pool_08,1.0,mask_a9f1de05a2b5cc89,7,0.7797320999807449
90403-0,atp_calibrated,candidate_pool_08,1.5,mask_a9f1de05a2b5cc89,7,0.7797320999807449
90403-0,atp_calibrated,candidate_pool_09,0.5,mask_ea7ded36b0b6aa15,8,0.3892477669757614
90403-0,atp_calibrated,candidate_pool_09,1.0,mask_6c66643ec3bf086c,6,1.171586712363684
90403-0,atp_calibrated,candidate_pool_09,1.5,mask_6c66643ec3bf086c,6,1.171586712363684
90403-1,additive,candidate_pool_00,0.5,mask_ffe0389c017216d1,4,0.52478102475526
90403-1,additive,candidate_pool_00,1.0,mask_b611eb15c1cbe033,4,1.138544888730554
90403-1,additive,candidate_pool_00,1.5,mask_ff6985d2961f695d,9,1.53477083135588
90403-1,additive,candidate_pool_01,0.5,mask_304d12adafdb81c3,6,0.49657924664679154
90403-1,additive,candidate_pool_01,1.0,mask_16dc2167f216f5a8,5,0.9894223649858968
90403-1,additive,candidate_pool_01,1.5,mask_d34cab07e9bf4ded,4,1.4844374627431327
90403-1,additive,candidate_pool_02,0.5,mask_318be3c54bb72e0d,6,0.4606729911327464
90403-1,additive,candidate_pool_02,1.0,mask_6a56eb1c10f15cf8,7,0.9896676668556057
90403-1,additive,candidate_pool_02,1.5,mask_c7772d470875866f,4,1.5036797460416513
90403-1,additive,candidate_pool_03,0.5,mask_aedb2c503c8eced2,5,0.5002710705891041
90403-1,additive,candidate_pool_03,1.0,mask_30716df5e75daa97,7,0.9540570998754444
90403-1,additive,candidate_pool_03,1.5,mask_dc2e11f8d6ea9e67,6,1.518246584648336
90403-1,additive,candidate_pool_04,0.5,mask_8f5eca4cbcfcb5db,6,0.4501777922640857
90403-1,additive,candidate_pool_04,1.0,mask_5d6868f3c7cf99b3,6,0.9764477168423912
90403-1,additive,candidate_pool_04,1.5,mask_8b7737474604b389,8,1.765846319235337
90403-1,additive,candidate_pool_05,0.5,mask_ae737f6731edb34d,7,0.6485488828981321
90403-1,additive,candidate_pool_05,1.0,mask_111b2c86496d6209,10,0.9356470595598597
90403-1,additive,candidate_pool_05,1.5,mask_de24099fc59a002a,4,1.423912307501868
90403-1,additive,candidate_pool_06,0.5,mask_8da4b6178fa2b73e,7,0.51716841853878
90403-1,additive,candidate_pool_06,1.0,mask_ba28cb4fde59866a,9,1.0384088450051738
90403-1,additive,candidate_pool_06,1.5,mask_8a4903df460893e2,6,1.6045030713041184
90403-1,additive,candidate_pool_07,0.5,mask_9401c6bc69ed4d22,10,0.5783872493357437
90403-1,additive,candidate_pool_07,1.0,mask_c4774bd021c06295,7,0.9348148165769258
90403-1,additive,candidate_pool_07,1.5,mask_21e5e4333c6fc40a,6,1.3488305775455738
90403-1,additive,candidate_pool_08,0.5,mask_3fd358a395ddfdd8,7,0.4252330802238521
90403-1,additive,candidate_pool_08,1.0,mask_1f36ab0e18336a51,6,1.0026423149991113
90403-1,additive,candidate_pool_08,1.5,mask_a9f1de05a2b5cc89,7,1.4115193645337225
90403-1,additive,candidate_pool_09,0.5,mask_c5654b277c578f3e,9,0.3515709197945676
90403-1,additive,candidate_pool_09,1.0,mask_6000c95aa8146da6,7,0.9161357748268031
90403-1,additive,candidate_pool_09,1.5,mask_ea7ded36b0b6aa15,8,1.5286198289173278
90403-1,all_pairs,candidate_pool_00,0.5,mask_b611eb15c1cbe033,4,0.45369213464641955
90403-1,all_pairs,candidate_pool_00,1.0,mask_a096a397a7d70275,7,1.008192533759602
90403-1,all_pairs,candidate_pool_00,1.5,mask_153f1c2a9e066490,6,1.6115540473324064
90403-1,all_pairs,candidate_pool_01,0.5,mask_304d12adafdb81c3,6,0.5513915751261628
90403-1,all_pairs,candidate_pool_01,1.0,mask_625dbe9e05728352,8,0.9869337758849939
90403-1,all_pairs,candidate_pool_01,1.5,mask_88feb37e4997bcb0,7,1.535732201967808
90403-1,all_pairs,candidate_pool_02,0.5,mask_a0046e43df20ac57,5,0.5191569436861421
90403-1,all_pairs,candidate_pool_02,1.0,mask_ab59149b00e47e01,7,1.0197162252929866
90403-1,all_pairs,candidate_pool_02,1.5,mask_053a16108482e172,6,1.3200963181059655
90403-1,all_pairs,candidate_pool_03,0.5,mask_66e7ba4230023a63,10,0.47413681286262577
90403-1,all_pairs,candidate_pool_03,1.0,mask_30716df5e75daa97,7,0.9270128753227475
90403-1,all_pairs,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.1954513474776944
90403-1,all_pairs,candidate_pool_04,0.5,mask_8f5eca4cbcfcb5db,6,0.44871346593473654
90403-1,all_pairs,candidate_pool_04,1.0,mask_5d6868f3c7cf99b3,6,0.95332061466021
90403-1,all_pairs,candidate_pool_04,1.5,mask_cafa56ef6c77bde9,10,1.439510756986283
90403-1,all_pairs,candidate_pool_05,0.5,mask_22c097f7c153bb13,9,0.5734098717579019
90403-1,all_pairs,candidate_pool_05,1.0,mask_cf672502900b1ca1,10,1.0545611969927333
90403-1,all_pairs,candidate_pool_05,1.5,mask_290a3cb1caf906c3,10,1.5720961260547224
90403-1,all_pairs,candidate_pool_06,0.5,mask_8da4b6178fa2b73e,7,0.48673781643689307
90403-1,all_pairs,candidate_pool_06,1.0,mask_2322491b9dd809d6,5,0.9825670644986856
90403-1,all_pairs,candidate_pool_06,1.5,mask_c22a533faf194bc5,7,1.3581206686081226
90403-1,all_pairs,candidate_pool_07,0.5,mask_6c3e3315afb6fb8c,4,0.4421318539491858
90403-1,all_pairs,candidate_pool_07,1.0,mask_2261c8e54842bff6,8,0.9964349361332872
90403-1,all_pairs,candidate_pool_07,1.5,mask_83fe021aaca96bf0,5,1.538978455463674
90403-1,all_pairs,candidate_pool_08,0.5,mask_a842b06af7760b08,4,0.5017239730419581
90403-1,all_pairs,candidate_pool_08,1.0,mask_77740b198a0b3a94,6,0.9916666340120168
90403-1,all_pairs,candidate_pool_08,1.5,mask_1ee94a6fab0d1183,8,1.4513987601541198
90403-1,all_pairs,candidate_pool_09,0.5,mask_4be83a97da997236,8,0.4937779274744549
90403-1,all_pairs,candidate_pool_09,1.0,mask_7378976187b9a4fb,9,0.9202371698276903
90403-1,all_pairs,candidate_pool_09,1.5,mask_527fb4485b283af0,10,1.5007520550079558
90403-1,atp_raw,candidate_pool_00,0.5,mask_56ee0c60e1cde4b8,5,0.48276344299044327
90403-1,atp_raw,candidate_pool_00,1.0,mask_b611eb15c1cbe033,4,0.9908537591148294
90403-1,atp_raw,candidate_pool_00,1.5,mask_b55f4fdddb0ed7df,7,1.2746699866577145
90403-1,atp_raw,candidate_pool_01,0.5,mask_3cd97f4a74d408b8,10,0.6208919134106109
90403-1,atp_raw,candidate_pool_01,1.0,mask_16dc2167f216f5a8,5,0.9440338147354175
90403-1,atp_raw,candidate_pool_01,1.5,mask_261f2ebd1f8a4eaa,5,1.5245244777552114
90403-1,atp_raw,candidate_pool_02,0.5,mask_ab59149b00e47e01,7,0.5253913273741856
90403-1,atp_raw,candidate_pool_02,1.0,mask_3c9ed4cc352cbb27,5,1.0039260508074017
90403-1,atp_raw,candidate_pool_02,1.5,mask_267196af5474f7ae,8,1.2606841948071723
90403-1,atp_raw,candidate_pool_03,0.5,mask_4887f05639551759,6,0.37833638453667745
90403-1,atp_raw,candidate_pool_03,1.0,mask_e3bfff07ca1cabef,9,0.8294376669022557
90403-1,atp_raw,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.5240392626911987
90403-1,atp_raw,candidate_pool_04,0.5,mask_5d6868f3c7cf99b3,6,0.44081548316236785
90403-1,atp_raw,candidate_pool_04,1.0,mask_ee5fb6904843b482,6,0.8659753967966006
90403-1,atp_raw,candidate_pool_04,1.5,mask_6d2e3876c8f68db8,9,1.3405104565664372
90403-1,atp_raw,candidate_pool_05,0.5,mask_0ea1a19911258943,4,0.4940469843031985
90403-1,atp_raw,candidate_pool_05,1.0,mask_f5d21a1898de9318,7,1.422417985678263
90403-1,atp_raw,candidate_pool_05,1.5,mask_de24099fc59a002a,4,1.4315470577887353
90403-1,atp_raw,candidate_pool_06,0.5,mask_72750b59b18d6c0c,4,0.5164991178800968
90403-1,atp_raw,candidate_pool_06,1.0,mask_25276dd47f8ef77c,4,0.9804133667212942
90403-1,atp_raw,candidate_pool_06,1.5,mask_8a4903df460893e2,6,1.1017097275641359
90403-1,atp_raw,candidate_pool_07,0.5,mask_c4774bd021c06295,7,0.31295464730434364
90403-1,atp_raw,candidate_pool_07,1.0,mask_21e5e4333c6fc40a,6,0.7802835826898056
90403-1,atp_raw,candidate_pool_07,1.5,mask_83fe021aaca96bf0,5,1.4876485561292743
90403-1,atp_raw,candidate_pool_08,0.5,mask_331502b1b3b7fde3,6,0.5335887342879777
90403-1,atp_raw,candidate_pool_08,1.0,mask_a9f1de05a2b5cc89,7,0.9745848765439784
90403-1,atp_raw,candidate_pool_08,1.5,mask_a842b06af7760b08,4,1.0302157846405013
90403-1,atp_raw,candidate_pool_09,0.5,mask_ea7ded36b0b6aa15,8,0.46933859287959967
90403-1,atp_raw,candidate_pool_09,1.0,mask_a3021efcfb81527e,5,0.5945329115977196
90403-1,atp_raw,candidate_pool_09,1.5,mask_6c66643ec3bf086c,6,1.445193429974567
90403-1,atp_calibrated,candidate_pool_00,0.5,mask_bfa108de38e6d58f,6,0.4850158146099057
90403-1,atp_calibrated,candidate_pool_00,1.0,mask_714aefc72a94a0e9,5,1.0158744070977332
90403-1,atp_calibrated,candidate_pool_00,1.5,mask_153f1c2a9e066490,6,1.4734020558870513
90403-1,atp_calibrated,candidate_pool_01,0.5,mask_3cd97f4a74d408b8,10,0.5187217142661822
90403-1,atp_calibrated,candidate_pool_01,1.0,mask_d34cab07e9bf4ded,4,1.0822161431013975
90403-1,atp_calibrated,candidate_pool_01,1.5,mask_88feb37e4997bcb0,7,1.4098799339595258
90403-1,atp_calibrated,candidate_pool_02,0.5,mask_053a16108482e172,6,0.48739185037590554
90403-1,atp_calibrated,candidate_pool_02,1.0,mask_c7772d470875866f,4,1.0304460136043536
90403-1,atp_calibrated,candidate_pool_02,1.5,mask_267196af5474f7ae,8,1.0532336668494968
90403-1,atp_calibrated,candidate_pool_03,0.5,mask_aedb2c503c8eced2,5,0.6679539762229679
90403-1,atp_calibrated,candidate_pool_03,1.0,mask_dc2e11f8d6ea9e67,6,1.0559601616377376
90403-1,atp_calibrated,candidate_pool_03,1.5,mask_0f1c886d2bd569f0,7,1.273252625581122
