fit_id,observer,target,action_loss,mae
90417-1,atp_raw,0.5,1.0776548456400632,0.6369460935190293
90417-1,atp_raw,1.0,0.9497977141290903,0.6369460935190293
90417-1,atp_raw,1.5,1.0245697336271404,0.6369460935190293
90418-0,additive,0.5,1.1008732872083784,0.47845471662068695
90418-0,additive,1.0,0.987616641446948,0.47845471662068695
90418-0,additive,1.5,1.04210584461689,0.47845471662068695
90418-0,all_pairs,0.5,1.001240338757634,0.3909774650917431
90418-0,all_pairs,1.0,0.9781444847583771,0.3909774650917431
90418-0,all_pairs,1.5,0.9693683814257383,0.3909774650917431
90418-0,atp_calibrated,0.5,0.9446709349751472,0.6301536326858452
90418-0,atp_calibrated,1.0,0.9995061671361327,0.6301536326858452
90418-0,atp_calibrated,1.5,1.1724597137421369,0.6301536326858452
90418-0,atp_raw,0.5,1.0383586511015892,0.655263720563694
90418-0,atp_raw,1.0,0.9432371627539397,0.655263720563694
90418-0,atp_raw,1.5,1.1013786509633063,0.655263720563694
90418-1,additive,0.5,0.9213435798883438,0.5038932957912177
90418-1,additive,1.0,0.9588862538337708,0.5038932957912177
90418-1,additive,1.5,1.0239643312990665,0.5038932957912177
90418-1,all_pairs,0.5,0.9447900295257569,0.40815667816551066
90418-1,all_pairs,1.0,1.019487774372101,0.40815667816551066
90418-1,all_pairs,1.5,0.9761863309890032,0.40815667816551066
90418-1,atp_calibrated,0.5,1.0320373456925154,0.639464359819059
90418-1,atp_calibrated,1.0,0.9057071462273598,0.639464359819059
90418-1,atp_calibrated,1.5,1.0757390193641185,0.639464359819059
90418-1,atp_raw,0.5,1.1533983878791332,0.6741233075327989
90418-1,atp_raw,1.0,0.9515261046588421,0.6741233075327989
90418-1,atp_raw,1.5,1.0207398358732462,0.6741233075327989
90419-0,additive,0.5,1.0350094184279441,0.4959000335954382
90419-0,additive,1.0,1.038604984432459,0.4959000335954382
90419-0,additive,1.5,1.0320131435990334,0.4959000335954382
90419-0,all_pairs,0.5,0.9228284165263176,0.4037543186871574
90419-0,all_pairs,1.0,1.0543456507846714,0.4037543186871574
90419-0,all_pairs,1.5,1.0436841242015362,0.4037543186871574
90419-0,atp_calibrated,0.5,0.9800407141447067,0.6351277746868347
90419-0,atp_calibrated,1.0,0.9953577544540166,0.6351277746868347
90419-0,atp_calibrated,1.5,1.0980415970087052,0.6351277746868347
90419-0,atp_raw,0.5,1.102050304785371,0.675821018466614
90419-0,atp_raw,1.0,1.015800478681922,0.675821018466614
90419-0,atp_raw,1.5,1.034793647751212,0.675821018466614
90419-1,additive,0.5,1.073307497613132,0.4864881490217745
90419-1,additive,1.0,0.9206959096714854,0.4864881490217745
90419-1,additive,1.5,1.0559909593313932,0.4864881490217745
90419-1,all_pairs,0.5,0.9744344852864743,0.39794265931726786
90419-1,all_pairs,1.0,1.0199693083763122,0.39794265931726786
90419-1,all_pairs,1.5,1.0217149641364813,0.39794265931726786
90419-1,atp_calibrated,0.5,0.9550127368420362,0.631335496348185
90419-1,atp_calibrated,1.0,0.991862497292459,0.631335496348185
90419-1,atp_calibrated,1.5,1.119145044311881,0.631335496348185
90419-1,atp_raw,0.5,1.015258766338229,0.6580051602604944
90419-1,atp_raw,1.0,0.915912214294076,0.6580051602604944
90419-1,atp_raw,1.5,1.0697735331952571,0.6580051602604944
full,additive,0.5,1.0532364122569562,0.48595756725242917
full,additive,1.0,0.9716042436659336,0.48595756725242917
full,additive,1.5,1.0239643312990665,0.48595756725242917
full,all_pairs,0.5,1.0176696451380849,0.39454780135474377
full,all_pairs,1.0,1.0215677600353956,0.39454780135474377
full,all_pairs,1.5,1.0064963147044181,0.39454780135474377
full,atp_calibrated,0.5,0.9722735788673162,0.6315641765432101
full,atp_calibrated,1.0,0.9995061671361327,0.6315641765432101
full,atp_calibrated,1.5,1.1143924120813609,0.6315641765432101
full,atp_raw,0.5,1.074557850509882,0.6624301549178806
full,atp_raw,1.0,0.9464705429971219,0.6624301549178806
full,atp_raw,1.5,1.092542002722621,0.6624301549178806
