mask_id,mask_bits,n_heads,n_P,n_B,n_E,pool_id,pool_index,sampling_stratum,size_match_cell,within_cell_index
mask_e8bbbcf2c845fe1c,0100001101000,4,1,3,0,candidate_pool_08,8,broad,n_heads_04,0
mask_1b0c2fea7e73598b,0110010000010,4,2,1,1,candidate_pool_08,8,primary_heavy,n_heads_04,0
mask_a842b06af7760b08,1100000100100,4,2,2,0,candidate_pool_08,8,primary_heavy,n_heads_04,1
mask_317174e97dc0f0ba,0101100101000,5,1,4,0,candidate_pool_08,8,broad,n_heads_05,1
mask_6adee7a0cff1394b,0000100011011,5,0,3,2,candidate_pool_08,8,broad,n_heads_05,0
mask_8dc1386ad4524dcb,1100110001000,5,2,3,0,candidate_pool_08,8,primary_heavy,n_heads_05,1
mask_fc5299efb847cbc8,1110000001100,5,3,2,0,candidate_pool_08,8,primary_heavy,n_heads_05,0
mask_0483c7c3a82ced7e,0001111110000,6,0,6,0,candidate_pool_08,8,broad,n_heads_06,1
mask_7653a500a201847f,1001010001101,6,1,4,1,candidate_pool_08,8,broad,n_heads_06,2
mask_f9eb5b3f143d0f35,0001010110011,6,0,4,2,candidate_pool_08,8,broad,n_heads_06,0
mask_1f36ab0e18336a51,1100110011000,6,2,4,0,candidate_pool_08,8,primary_heavy,n_heads_06,0
mask_331502b1b3b7fde3,1010110010010,6,2,3,1,candidate_pool_08,8,primary_heavy,n_heads_06,1
mask_77740b198a0b3a94,1110010100010,6,3,2,1,candidate_pool_08,8,primary_heavy,n_heads_06,2
mask_3fd358a395ddfdd8,1000001111101,7,1,5,1,candidate_pool_08,8,broad,n_heads_07,1
mask_6fc70a100d0a8ba1,0000111111001,7,0,6,1,candidate_pool_08,8,broad,n_heads_07,2
mask_beb9ec06fb38206b,0000101101111,7,0,5,2,candidate_pool_08,8,broad,n_heads_07,0
mask_4df006937804a6d1,1100110010101,7,2,4,1,candidate_pool_08,8,primary_heavy,n_heads_07,0
mask_a9f1de05a2b5cc89,1011011001100,7,2,5,0,candidate_pool_08,8,primary_heavy,n_heads_07,1
mask_bda88699e1e7badf,1101000110101,7,2,4,1,candidate_pool_08,8,primary_heavy,n_heads_07,2
mask_3a1e9bb541f8aca6,0001111101110,8,0,7,1,candidate_pool_08,8,broad,n_heads_08,0
mask_df5a91df62629ec0,0001001111111,8,0,6,2,candidate_pool_08,8,broad,n_heads_08,1
mask_1ee94a6fab0d1183,1111010110010,8,3,4,1,candidate_pool_08,8,primary_heavy,n_heads_08,1
mask_248e15522b401ece,1010101011101,8,2,5,1,candidate_pool_08,8,primary_heavy,n_heads_08,0
mask_05debd2dcf6608b1,0101111101011,9,1,6,2,candidate_pool_08,8,broad,n_heads_09,0
mask_f26d93b694924f1e,0011111001111,9,1,6,2,candidate_pool_08,8,broad,n_heads_09,1
mask_25aa4cf6fe69b75c,1101000111111,9,2,5,2,candidate_pool_08,8,primary_heavy,n_heads_09,1
mask_aebcbcf7f67000e0,1101011110101,9,2,6,1,candidate_pool_08,8,primary_heavy,n_heads_09,0
mask_005e8f0c4b6641e0,0011011111111,10,1,7,2,candidate_pool_08,8,broad,n_heads_10,0
mask_9cf21c6baa863a79,0100111111111,10,1,7,2,candidate_pool_08,8,broad,n_heads_10,1
mask_03ced2f511e0a2f2,1110110111110,10,3,6,1,candidate_pool_08,8,primary_heavy,n_heads_10,0
mask_b817da3d090a7941,1101010111111,10,2,6,2,candidate_pool_08,8,primary_heavy,n_heads_10,1
mask_29035c0362b5b9f8,0100010000101,4,1,2,1,candidate_pool_09,9,broad,n_heads_04,0
mask_7014c21a00895564,0101010000100,4,1,3,0,candidate_pool_09,9,broad,n_heads_04,1
mask_2d90e84a12b72772,1100100001000,4,2,2,0,candidate_pool_09,9,primary_heavy,n_heads_04,1
mask_84a81846a5ba1642,0110001000010,4,2,1,1,candidate_pool_09,9,primary_heavy,n_heads_04,0
mask_0e86e968e9d121f9,1000001001110,5,1,3,1,candidate_pool_09,9,broad,n_heads_05,0
mask_655b102e6639bbfc,0000100100111,5,0,3,2,candidate_pool_09,9,broad,n_heads_05,1
mask_441a862ab7ebf428,0110100001010,5,2,2,1,candidate_pool_09,9,primary_heavy,n_heads_05,1
mask_a3021efcfb81527e,1100000101100,5,2,3,0,candidate_pool_09,9,primary_heavy,n_heads_05,0
mask_b4f0ad9f99dd69af,0101101010001,6,1,4,1,candidate_pool_09,9,broad,n_heads_06,0
mask_c3f11a7d9ebab23d,1001011100001,6,1,4,1,candidate_pool_09,9,broad,n_heads_06,2
mask_f826a41b1906d197,0101001101001,6,1,4,1,candidate_pool_09,9,broad,n_heads_06,1
mask_6c66643ec3bf086c,1110001100100,6,3,3,0,candidate_pool_09,9,primary_heavy,n_heads_06,2
mask_99b322f566a2bc85,1100101100010,6,2,3,1,candidate_pool_09,9,primary_heavy,n_heads_06,0
mask_bdf060e535bbc3f1,0110001000111,6,2,2,2,candidate_pool_09,9,primary_heavy,n_heads_06,1
mask_3c166d1eae5ed3e7,1000101011011,7,1,4,2,candidate_pool_09,9,broad,n_heads_07,2
mask_b7f51d1564f006ed,0011101010101,7,1,5,1,candidate_pool_09,9,broad,n_heads_07,1
mask_e17f356a7bd86a02,0100101110110,7,1,5,1,candidate_pool_09,9,broad,n_heads_07,0
mask_6000c95aa8146da6,1011010010110,7,2,4,1,candidate_pool_09,9,primary_heavy,n_heads_07,2
mask_be69d0111bfe63f7,1100110011001,7,2,4,1,candidate_pool_09,9,primary_heavy,n_heads_07,1
mask_c939a4a80d3901d5,1100000110111,7,2,3,2,candidate_pool_09,9,primary_heavy,n_heads_07,0
mask_769865f6aa1c3668,0101100111011,8,1,5,2,candidate_pool_09,9,broad,n_heads_08,0
mask_f7629d353a5a8c8c,0101010111101,8,1,6,1,candidate_pool_09,9,broad,n_heads_08,1
mask_4be83a97da997236,1110100100111,8,3,3,2,candidate_pool_09,9,primary_heavy,n_heads_08,0
mask_ea7ded36b0b6aa15,1011001110110,8,2,5,1,candidate_pool_09,9,primary_heavy,n_heads_08,1
mask_3f221e71d8f4c4eb,0011111011110,9,1,7,1,candidate_pool_09,9,broad,n_heads_09,0
mask_9bc61d867f34c105,0011011111011,9,1,6,2,candidate_pool_09,9,broad,n_heads_09,1
mask_7378976187b9a4fb,1111001101110,9,3,5,1,candidate_pool_09,9,primary_heavy,n_heads_09,0
mask_c5654b277c578f3e,1101111011001,9,2,6,1,candidate_pool_09,9,primary_heavy,n_heads_09,1
mask_51d102684cbc70d7,0011110111111,10,1,7,2,candidate_pool_09,9,broad,n_heads_10,0
mask_ca9141d1c988f73a,0101111111110,10,1,8,1,candidate_pool_09,9,broad,n_heads_10,1
mask_527fb4485b283af0,1111111010110,10,3,6,1,candidate_pool_09,9,primary_heavy,n_heads_10,0
mask_a80d553a0648023d,1101111001111,10,2,6,2,candidate_pool_09,9,primary_heavy,n_heads_10,1
