measurement_order,mask_id,mask_bits,n_heads,n_P,n_B,n_E,bank,pool_id,pool_index,sampling_stratum,size_match_cell,within_cell_index
,mask_30716df5e75daa97,1010011010110,7,2,4,1,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_07,2.0
,mask_db4ced2a93ad8780,1010100110011,7,2,3,2,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_07,0.0
,mask_384a80f180c950e1,0011111100110,8,1,6,1,candidate,candidate_pool_03,3.0,broad,n_heads_08,0.0
,mask_fdaa260e90039f39,1001110110011,8,1,5,2,candidate,candidate_pool_03,3.0,broad,n_heads_08,1.0
,mask_7ffec6cebc7147bc,0111110110001,8,2,5,1,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_08,0.0
,mask_8e19964bc0ea5bd6,1100111100101,8,2,5,1,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_08,1.0
,mask_510a1a5f1a6a36a9,0001111111101,9,0,8,1,candidate,candidate_pool_03,3.0,broad,n_heads_09,1.0
,mask_869d66d61d829aa3,0010011111111,9,1,6,2,candidate,candidate_pool_03,3.0,broad,n_heads_09,0.0
,mask_2b83958421bb5cda,0111101110110,9,2,6,1,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_09,0.0
,mask_e3bfff07ca1cabef,1101111011100,9,2,7,0,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_09,1.0
,mask_0fb6d9bf1421fa6c,0011111111011,10,1,7,2,candidate,candidate_pool_03,3.0,broad,n_heads_10,1.0
,mask_f22d93db3ad45aa7,1001111110111,10,1,7,2,candidate,candidate_pool_03,3.0,broad,n_heads_10,0.0
,mask_66e7ba4230023a63,1111010101111,10,3,5,2,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_10,0.0
,mask_ef5c55a63fd9a61d,1011110011111,10,2,6,2,candidate,candidate_pool_03,3.0,primary_heavy,n_heads_10,1.0
,mask_f0c601118b39fe23,0001010011000,4,0,4,0,candidate,candidate_pool_04,4.0,broad,n_heads_04,0.0
,mask_f9b9a5353aeba653,0001100100010,4,0,3,1,candidate,candidate_pool_04,4.0,broad,n_heads_04,1.0
,mask_5190866506d2856d,0110000010001,4,2,1,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_04,1.0
,mask_d1786933297085c0,1010001000001,4,2,1,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_04,0.0
,mask_6b607c9d9ebed276,0000111001010,5,0,4,1,candidate,candidate_pool_04,4.0,broad,n_heads_05,1.0
,mask_d9a16613cc73af42,0101110000001,5,1,3,1,candidate,candidate_pool_04,4.0,broad,n_heads_05,0.0
,mask_404aeacce5dd470d,0110000110001,5,2,2,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_05,1.0
,mask_5e55c5762af6b0d5,0110100010001,5,2,2,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_05,0.0
,mask_76eefe00ea7f7098,0101001101100,6,1,5,0,candidate,candidate_pool_04,4.0,broad,n_heads_06,1.0
,mask_e8e5e157d6e5049e,0100001101101,6,1,4,1,candidate,candidate_pool_04,4.0,broad,n_heads_06,0.0
,mask_ee5fb6904843b482,1000011101100,6,1,5,0,candidate,candidate_pool_04,4.0,broad,n_heads_06,2.0
,mask_08ecbaf1273b839d,0110101000011,6,2,2,2,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_06,0.0
,mask_5d6868f3c7cf99b3,1010100010110,6,2,3,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_06,1.0
,mask_8f5eca4cbcfcb5db,1010010011001,6,2,3,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_06,2.0
,mask_7fb6ffeb6bd8fc1f,1000110110110,7,1,5,1,candidate,candidate_pool_04,4.0,broad,n_heads_07,0.0
,mask_93f84412f1b2de39,0011111101000,7,1,6,0,candidate,candidate_pool_04,4.0,broad,n_heads_07,1.0
,mask_a70ae2b6886df911,0010111110001,7,1,5,1,candidate,candidate_pool_04,4.0,broad,n_heads_07,2.0
,mask_8831b2c38466a549,1100011101010,7,2,4,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_07,1.0
,mask_8eaaf64cc1220873,1011110001010,7,2,4,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_07,0.0
,mask_ff0a498847885133,1011100011010,7,2,4,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_07,2.0
,mask_236220af5313649a,0100100111111,8,1,5,2,candidate,candidate_pool_04,4.0,broad,n_heads_08,1.0
,mask_a26e5c6ddb2404bd,0101101010111,8,1,5,2,candidate,candidate_pool_04,4.0,broad,n_heads_08,0.0
,mask_8b7737474604b389,1010111110010,8,2,5,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_08,1.0
,mask_d661254b6d532a93,1110101011010,8,3,4,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_08,0.0
,mask_6d2e3876c8f68db8,1001111111100,9,1,8,0,candidate,candidate_pool_04,4.0,broad,n_heads_09,1.0
,mask_e3d966acffab63d3,0000111111111,9,0,7,2,candidate,candidate_pool_04,4.0,broad,n_heads_09,0.0
,mask_23526c3b8294fcb7,1101111001110,9,2,6,1,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_09,0.0
,mask_3f42ad7cb49d164c,0110111100111,9,2,5,2,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_09,1.0
,mask_707fcddd05f279f6,0101111101111,10,1,7,2,candidate,candidate_pool_04,4.0,broad,n_heads_10,1.0
,mask_e9f121c635b9e306,0010111111111,10,1,7,2,candidate,candidate_pool_04,4.0,broad,n_heads_10,0.0
,mask_cafa56ef6c77bde9,1111101110011,10,3,5,2,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_10,0.0
,mask_dc190fdfa9807171,1110011110111,10,3,5,2,candidate,candidate_pool_04,4.0,primary_heavy,n_heads_10,1.0
,mask_9781274f8ee1fcdf,0101100001000,4,1,3,0,candidate,candidate_pool_05,5.0,broad,n_heads_04,1.0
,mask_f2e0ea8fb5aced9f,0001100000110,4,0,3,1,candidate,candidate_pool_05,5.0,broad,n_heads_04,0.0
,mask_0ea1a19911258943,0110101000000,4,2,2,0,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_04,1.0
,mask_de24099fc59a002a,1010010000100,4,2,2,0,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_04,0.0
,mask_733a12c308c35650,0011000010101,5,1,3,1,candidate,candidate_pool_05,5.0,broad,n_heads_05,1.0
,mask_8f9a3d833faba0f0,0010101100010,5,1,3,1,candidate,candidate_pool_05,5.0,broad,n_heads_05,0.0
,mask_622d100078295a52,0110001010001,5,2,2,1,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_05,1.0
,mask_f0bc7dbe5565770b,1100101000010,5,2,2,1,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_05,0.0
,mask_25aad795bfaf26cc,0100010111010,6,1,4,1,candidate,candidate_pool_05,5.0,broad,n_heads_06,2.0
,mask_89894a3de9800e4f,0100100011110,6,1,4,1,candidate,candidate_pool_05,5.0,broad,n_heads_06,1.0
,mask_bb34cb2eaf4b5d75,0101001011100,6,1,5,0,candidate,candidate_pool_05,5.0,broad,n_heads_06,0.0
,mask_70032bddd368aae7,1100100001011,6,2,2,2,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_06,2.0
,mask_9ada32a4bff7daa9,0110011001100,6,2,4,0,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_06,0.0
,mask_a1583d68d1b5ac36,1101000100011,6,2,2,2,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_06,1.0
,mask_638cefc8ffcf604a,0100101110011,7,1,4,2,candidate,candidate_pool_05,5.0,broad,n_heads_07,2.0
,mask_d46389ced1402b06,0011100101101,7,1,5,1,candidate,candidate_pool_05,5.0,broad,n_heads_07,0.0
,mask_f87b6c1f9dbae6a0,0100100101111,7,1,4,2,candidate,candidate_pool_05,5.0,broad,n_heads_07,1.0
,mask_62191f28479b805a,1110111000010,7,3,3,1,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_07,2.0
,mask_ae737f6731edb34d,1010010101110,7,2,4,1,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_07,0.0
,mask_f5d21a1898de9318,1011000111100,7,2,5,0,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_07,1.0
,mask_f0c07bdf1eb92157,0100011111110,8,1,6,1,candidate,candidate_pool_05,5.0,broad,n_heads_08,1.0
,mask_fdeec4fb4b923420,0101101001111,8,1,5,2,candidate,candidate_pool_05,5.0,broad,n_heads_08,0.0
,mask_1abd41f1a83adf2a,1110010100111,8,3,3,2,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_08,0.0
,mask_762a6523a5ece970,0111110001110,8,2,5,1,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_08,1.0
,mask_3895d99325d254e9,0011101110111,9,1,6,2,candidate,candidate_pool_05,5.0,broad,n_heads_09,1.0
,mask_df9ab984d1b9e9f4,1000101111111,9,1,6,2,candidate,candidate_pool_05,5.0,broad,n_heads_09,0.0
,mask_22c097f7c153bb13,1110110101011,9,3,4,2,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_09,1.0
,mask_439dcebfa10ec4e4,0110011111110,9,2,6,1,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_09,0.0
,mask_111b2c86496d6209,1001111111110,10,1,8,1,candidate,candidate_pool_05,5.0,broad,n_heads_10,0.0
,mask_c2c23ea606b0481a,1001011111111,10,1,7,2,candidate,candidate_pool_05,5.0,broad,n_heads_10,1.0
,mask_290a3cb1caf906c3,1011110111110,10,2,7,1,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_10,0.0
,mask_cf672502900b1ca1,1011111101011,10,2,6,2,candidate,candidate_pool_05,5.0,primary_heavy,n_heads_10,1.0
,mask_24aa69bed4ef8bfe,0000011010100,4,0,4,0,candidate,candidate_pool_06,6.0,broad,n_heads_04,0.0
,mask_c9523b88300a64c5,1001000001010,4,1,2,1,candidate,candidate_pool_06,6.0,broad,n_heads_04,1.0
,mask_25276dd47f8ef77c,1100100000100,4,2,2,0,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_04,0.0
,mask_72750b59b18d6c0c,0110100000100,4,2,2,0,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_04,1.0
,mask_2322491b9dd809d6,1000101100001,5,1,3,1,candidate,candidate_pool_06,6.0,broad,n_heads_05,1.0
,mask_4dc179e3bed83994,0100011001100,5,1,4,0,candidate,candidate_pool_06,6.0,broad,n_heads_05,0.0
,mask_0cbfd8c3e3987d54,1010000101010,5,2,2,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_05,0.0
,mask_382e0bf880e4af69,1101101000000,5,2,3,0,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_05,1.0
,mask_46bb144591a6ff63,0101000001111,6,1,3,2,candidate,candidate_pool_06,6.0,broad,n_heads_06,1.0
,mask_b6d6b292842a5d66,0011000111001,6,1,4,1,candidate,candidate_pool_06,6.0,broad,n_heads_06,0.0
,mask_bf6676c8cf2328fe,0011001101010,6,1,4,1,candidate,candidate_pool_06,6.0,broad,n_heads_06,2.0
,mask_59ac3ea373ffb409,0111010000011,6,2,2,2,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_06,1.0
,mask_8a4903df460893e2,1101011100000,6,2,4,0,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_06,2.0
,mask_f16ce08b0ff70796,1010110010001,6,2,3,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_06,0.0
,mask_834a6ea68547fc89,0100011001111,7,1,4,2,candidate,candidate_pool_06,6.0,broad,n_heads_07,0.0
,mask_9074ffe6e76859ab,0101110100011,7,1,4,2,candidate,candidate_pool_06,6.0,broad,n_heads_07,2.0
,mask_f2b097d9ab973b9b,0101111110000,7,1,6,0,candidate,candidate_pool_06,6.0,broad,n_heads_07,1.0
,mask_8da4b6178fa2b73e,1010001011101,7,2,4,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_07,0.0
,mask_bcf00f575657ab57,1101010100101,7,2,4,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_07,1.0
,mask_c22a533faf194bc5,1010001110110,7,2,4,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_07,2.0
,mask_30a6028bf95dd005,0001111001111,8,0,6,2,candidate,candidate_pool_06,6.0,broad,n_heads_08,1.0
,mask_a63bdf91a6b6b869,1001011011101,8,1,6,1,candidate,candidate_pool_06,6.0,broad,n_heads_08,0.0
,mask_704e0264140b05ba,1100011011110,8,2,5,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_08,1.0
,mask_ad8e51343f6afbab,0110101101101,8,2,5,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_08,0.0
,mask_5209887ff03654c4,1001010111111,9,1,6,2,candidate,candidate_pool_06,6.0,broad,n_heads_09,1.0
,mask_d27ab5b97e7881b1,0101111101110,9,1,7,1,candidate,candidate_pool_06,6.0,broad,n_heads_09,0.0
,mask_ba28cb4fde59866a,1011010111101,9,2,6,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_09,0.0
,mask_e8682f72515acb06,1111110010011,9,3,4,2,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_09,1.0
,mask_9d03b54ad45d1a11,1001111111011,10,1,7,2,candidate,candidate_pool_06,6.0,broad,n_heads_10,1.0
,mask_b42f1f770ee4852b,1001101111111,10,1,7,2,candidate,candidate_pool_06,6.0,broad,n_heads_10,0.0
,mask_5bf7af84e459f7ba,1110111101101,10,3,6,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_10,1.0
,mask_d278c50dbd98b217,0111111101101,10,2,7,1,candidate,candidate_pool_06,6.0,primary_heavy,n_heads_10,0.0
,mask_3cd13f0b09b38224,0100100010010,4,1,2,1,candidate,candidate_pool_07,7.0,broad,n_heads_04,1.0
,mask_f395e84fb1153ac4,0001000101001,4,0,3,1,candidate,candidate_pool_07,7.0,broad,n_heads_04,0.0
,mask_6c3e3315afb6fb8c,1011000000010,4,2,1,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_04,1.0
,mask_73324c4014b4a4c2,1010001010000,4,2,2,0,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_04,0.0
,mask_13bde25a1f9e1093,0101000101010,5,1,3,1,candidate,candidate_pool_07,7.0,broad,n_heads_05,0.0
,mask_83fe021aaca96bf0,1001100100100,5,1,4,0,candidate,candidate_pool_07,7.0,broad,n_heads_05,1.0
,mask_c9688ac3f4d96cac,1101000100001,5,2,2,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_05,0.0
,mask_d4de593b7cc70d8f,0111000001100,5,2,3,0,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_05,1.0
,mask_52536938b0d3c559,0101010100101,6,1,4,1,candidate,candidate_pool_07,7.0,broad,n_heads_06,0.0
,mask_aea069a826f0a096,0011010101001,6,1,4,1,candidate,candidate_pool_07,7.0,broad,n_heads_06,1.0
,mask_be0515fb61fc8e18,0010100111010,6,1,4,1,candidate,candidate_pool_07,7.0,broad,n_heads_06,2.0
,mask_21e5e4333c6fc40a,1100001111000,6,2,4,0,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_06,2.0
,mask_7f24cc1e43cc6a20,0111001001001,6,2,3,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_06,1.0
,mask_ca31fbfa51703440,1100010011001,6,2,3,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_06,0.0
,mask_1071d55a6118c541,0011100101011,7,1,4,2,candidate,candidate_pool_07,7.0,broad,n_heads_07,1.0
,mask_89f636ee152a5c54,0101001110101,7,1,5,1,candidate,candidate_pool_07,7.0,broad,n_heads_07,0.0
,mask_db49e87b0dddbc80,1000101011110,7,1,5,1,candidate,candidate_pool_07,7.0,broad,n_heads_07,2.0
,mask_5d9ff63fcd689a2f,0111101010010,7,2,4,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_07,1.0
,mask_80c3a0633db3b3e5,0110111100010,7,2,4,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_07,2.0
,mask_c4774bd021c06295,1010111000110,7,2,4,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_07,0.0
,mask_57d082e10f160b56,0010101111101,8,1,6,1,candidate,candidate_pool_07,7.0,broad,n_heads_08,0.0
,mask_69b31d9c3a76ba45,0011010111110,8,1,6,1,candidate,candidate_pool_07,7.0,broad,n_heads_08,1.0
,mask_2261c8e54842bff6,1010010111110,8,2,5,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_08,1.0
,mask_d43daec0a2f27dc1,1010111111000,8,2,6,0,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_08,0.0
,mask_7b086f967d1f6c45,0101011111011,9,1,6,2,candidate,candidate_pool_07,7.0,broad,n_heads_09,0.0
,mask_897eaef6989d8277,0011111010111,9,1,6,2,candidate,candidate_pool_07,7.0,broad,n_heads_09,1.0
,mask_66a1456a9ed6a190,1110111110100,9,3,6,0,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_09,0.0
,mask_dcead7d80876d41f,1110111011010,9,3,5,1,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_09,1.0
,mask_86cee7aec23aade6,1001111101111,10,1,7,2,candidate,candidate_pool_07,7.0,broad,n_heads_10,1.0
,mask_8b4aadeb70824cb3,0011101111111,10,1,7,2,candidate,candidate_pool_07,7.0,broad,n_heads_10,0.0
,mask_9401c6bc69ed4d22,1110101110111,10,3,5,2,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_10,1.0
,mask_e28119cc1bd5501f,1111001011111,10,3,5,2,candidate,candidate_pool_07,7.0,primary_heavy,n_heads_10,0.0
,mask_d71fb8f090c52558,0001110001000,4,0,4,0,candidate,candidate_pool_08,8.0,broad,n_heads_04,1.0
,mask_e8bbbcf2c845fe1c,0100001101000,4,1,3,0,candidate,candidate_pool_08,8.0,broad,n_heads_04,0.0
,mask_1b0c2fea7e73598b,0110010000010,4,2,1,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_04,0.0
,mask_a842b06af7760b08,1100000100100,4,2,2,0,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_04,1.0
,mask_317174e97dc0f0ba,0101100101000,5,1,4,0,candidate,candidate_pool_08,8.0,broad,n_heads_05,1.0
,mask_6adee7a0cff1394b,0000100011011,5,0,3,2,candidate,candidate_pool_08,8.0,broad,n_heads_05,0.0
,mask_8dc1386ad4524dcb,1100110001000,5,2,3,0,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_05,1.0
,mask_fc5299efb847cbc8,1110000001100,5,3,2,0,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_05,0.0
,mask_0483c7c3a82ced7e,0001111110000,6,0,6,0,candidate,candidate_pool_08,8.0,broad,n_heads_06,1.0
,mask_7653a500a201847f,1001010001101,6,1,4,1,candidate,candidate_pool_08,8.0,broad,n_heads_06,2.0
,mask_f9eb5b3f143d0f35,0001010110011,6,0,4,2,candidate,candidate_pool_08,8.0,broad,n_heads_06,0.0
,mask_1f36ab0e18336a51,1100110011000,6,2,4,0,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_06,0.0
,mask_331502b1b3b7fde3,1010110010010,6,2,3,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_06,1.0
,mask_77740b198a0b3a94,1110010100010,6,3,2,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_06,2.0
,mask_3fd358a395ddfdd8,1000001111101,7,1,5,1,candidate,candidate_pool_08,8.0,broad,n_heads_07,1.0
,mask_6fc70a100d0a8ba1,0000111111001,7,0,6,1,candidate,candidate_pool_08,8.0,broad,n_heads_07,2.0
,mask_beb9ec06fb38206b,0000101101111,7,0,5,2,candidate,candidate_pool_08,8.0,broad,n_heads_07,0.0
,mask_4df006937804a6d1,1100110010101,7,2,4,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_07,0.0
,mask_a9f1de05a2b5cc89,1011011001100,7,2,5,0,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_07,1.0
,mask_bda88699e1e7badf,1101000110101,7,2,4,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_07,2.0
,mask_3a1e9bb541f8aca6,0001111101110,8,0,7,1,candidate,candidate_pool_08,8.0,broad,n_heads_08,0.0
,mask_df5a91df62629ec0,0001001111111,8,0,6,2,candidate,candidate_pool_08,8.0,broad,n_heads_08,1.0
,mask_1ee94a6fab0d1183,1111010110010,8,3,4,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_08,1.0
,mask_248e15522b401ece,1010101011101,8,2,5,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_08,0.0
,mask_05debd2dcf6608b1,0101111101011,9,1,6,2,candidate,candidate_pool_08,8.0,broad,n_heads_09,0.0
,mask_f26d93b694924f1e,0011111001111,9,1,6,2,candidate,candidate_pool_08,8.0,broad,n_heads_09,1.0
,mask_25aa4cf6fe69b75c,1101000111111,9,2,5,2,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_09,1.0
,mask_aebcbcf7f67000e0,1101011110101,9,2,6,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_09,0.0
,mask_005e8f0c4b6641e0,0011011111111,10,1,7,2,candidate,candidate_pool_08,8.0,broad,n_heads_10,0.0
,mask_9cf21c6baa863a79,0100111111111,10,1,7,2,candidate,candidate_pool_08,8.0,broad,n_heads_10,1.0
,mask_03ced2f511e0a2f2,1110110111110,10,3,6,1,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_10,0.0
,mask_b817da3d090a7941,1101010111111,10,2,6,2,candidate,candidate_pool_08,8.0,primary_heavy,n_heads_10,1.0
,mask_29035c0362b5b9f8,0100010000101,4,1,2,1,candidate,candidate_pool_09,9.0,broad,n_heads_04,0.0
,mask_7014c21a00895564,0101010000100,4,1,3,0,candidate,candidate_pool_09,9.0,broad,n_heads_04,1.0
,mask_2d90e84a12b72772,1100100001000,4,2,2,0,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_04,1.0
,mask_84a81846a5ba1642,0110001000010,4,2,1,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_04,0.0
,mask_0e86e968e9d121f9,1000001001110,5,1,3,1,candidate,candidate_pool_09,9.0,broad,n_heads_05,0.0
,mask_655b102e6639bbfc,0000100100111,5,0,3,2,candidate,candidate_pool_09,9.0,broad,n_heads_05,1.0
,mask_441a862ab7ebf428,0110100001010,5,2,2,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_05,1.0
,mask_a3021efcfb81527e,1100000101100,5,2,3,0,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_05,0.0
,mask_b4f0ad9f99dd69af,0101101010001,6,1,4,1,candidate,candidate_pool_09,9.0,broad,n_heads_06,0.0
,mask_c3f11a7d9ebab23d,1001011100001,6,1,4,1,candidate,candidate_pool_09,9.0,broad,n_heads_06,2.0
,mask_f826a41b1906d197,0101001101001,6,1,4,1,candidate,candidate_pool_09,9.0,broad,n_heads_06,1.0
,mask_6c66643ec3bf086c,1110001100100,6,3,3,0,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_06,2.0
,mask_99b322f566a2bc85,1100101100010,6,2,3,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_06,0.0
,mask_bdf060e535bbc3f1,0110001000111,6,2,2,2,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_06,1.0
,mask_3c166d1eae5ed3e7,1000101011011,7,1,4,2,candidate,candidate_pool_09,9.0,broad,n_heads_07,2.0
,mask_b7f51d1564f006ed,0011101010101,7,1,5,1,candidate,candidate_pool_09,9.0,broad,n_heads_07,1.0
,mask_e17f356a7bd86a02,0100101110110,7,1,5,1,candidate,candidate_pool_09,9.0,broad,n_heads_07,0.0
,mask_6000c95aa8146da6,1011010010110,7,2,4,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_07,2.0
,mask_be69d0111bfe63f7,1100110011001,7,2,4,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_07,1.0
,mask_c939a4a80d3901d5,1100000110111,7,2,3,2,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_07,0.0
,mask_769865f6aa1c3668,0101100111011,8,1,5,2,candidate,candidate_pool_09,9.0,broad,n_heads_08,0.0
,mask_f7629d353a5a8c8c,0101010111101,8,1,6,1,candidate,candidate_pool_09,9.0,broad,n_heads_08,1.0
,mask_4be83a97da997236,1110100100111,8,3,3,2,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_08,0.0
,mask_ea7ded36b0b6aa15,1011001110110,8,2,5,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_08,1.0
,mask_3f221e71d8f4c4eb,0011111011110,9,1,7,1,candidate,candidate_pool_09,9.0,broad,n_heads_09,0.0
,mask_9bc61d867f34c105,0011011111011,9,1,6,2,candidate,candidate_pool_09,9.0,broad,n_heads_09,1.0
,mask_7378976187b9a4fb,1111001101110,9,3,5,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_09,0.0
,mask_c5654b277c578f3e,1101111011001,9,2,6,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_09,1.0
,mask_51d102684cbc70d7,0011110111111,10,1,7,2,candidate,candidate_pool_09,9.0,broad,n_heads_10,0.0
,mask_ca9141d1c988f73a,0101111111110,10,1,8,1,candidate,candidate_pool_09,9.0,broad,n_heads_10,1.0
,mask_527fb4485b283af0,1111111010110,10,3,6,1,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_10,0.0
,mask_a80d553a0648023d,1101111001111,10,2,6,2,candidate,candidate_pool_09,9.0,primary_heavy,n_heads_10,1.0
