prompt_id,split,template_id,structure,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
prompt_a0df960c144ca501,reference,abba_park,ABBA,Nancy,Anthony,"After Nancy and Anthony visited the park, Anthony handed a folded map to",Nancy,Anthony,18496,9953
prompt_a5361d5819153003,reference,abba_park,ABBA,Michelle,Anthony,"After Michelle and Anthony visited the park, Anthony handed a folded map to",Michelle,Anthony,16738,9953
prompt_a5807067a7367bcc,reference,abba_park,ABBA,Benjamin,Ruth,"After Benjamin and Ruth visited the park, Ruth handed a folded map to",Benjamin,Ruth,14533,22132
prompt_a8cf685b7164dbaf,reference,abba_park,ABBA,Amy,Carol,"After Amy and Carol visited the park, Carol handed a folded map to",Amy,Carol,14235,5074
prompt_a955caab8acc4b50,reference,abba_park,ABBA,Susan,Ryan,"After Susan and Ryan visited the park, Ryan handed a folded map to",Susan,Ryan,14919,6047
prompt_aa75127e00828c07,reference,abba_park,ABBA,Sandra,Susan,"After Sandra and Susan visited the park, Susan handed a folded map to",Sandra,Susan,32464,14919
prompt_b0cb5e93738202a8,reference,abba_park,ABBA,Helen,Amy,"After Helen and Amy visited the park, Amy handed a folded map to",Helen,Amy,22695,14235
prompt_b83037848f9b323e,reference,abba_park,ABBA,Ruth,Pamela,"After Ruth and Pamela visited the park, Pamela handed a folded map to",Ruth,Pamela,22132,43341
prompt_b84f73e16f80a469,reference,abba_park,ABBA,Carol,Anthony,"After Carol and Anthony visited the park, Anthony handed a folded map to",Carol,Anthony,5074,9953
prompt_b94d72ade074c108,reference,abba_park,ABBA,Sandra,Anthony,"After Sandra and Anthony visited the park, Anthony handed a folded map to",Sandra,Anthony,32464,9953
prompt_bc33599fd78b046f,reference,abba_park,ABBA,Michelle,Jason,"After Michelle and Jason visited the park, Jason handed a folded map to",Michelle,Jason,16738,8982
prompt_be33b0fcd7fae4e6,reference,abba_park,ABBA,Patricia,Ryan,"After Patricia and Ryan visited the park, Ryan handed a folded map to",Patricia,Ryan,30223,6047
prompt_c1c4d6dd22f53f39,reference,abba_park,ABBA,Frances,Sandra,"After Frances and Sandra visited the park, Sandra handed a folded map to",Frances,Sandra,27025,32464
prompt_cacd5029cd386429,reference,abba_park,ABBA,Frances,Benjamin,"After Frances and Benjamin visited the park, Benjamin handed a folded map to",Frances,Benjamin,27025,14533
prompt_cc284fcc36439307,reference,abba_park,ABBA,Carol,Sandra,"After Carol and Sandra visited the park, Sandra handed a folded map to",Carol,Sandra,5074,32464
prompt_cede8abfd909432d,reference,abba_park,ABBA,Frances,Helen,"After Frances and Helen visited the park, Helen handed a folded map to",Frances,Helen,27025,22695
prompt_d13ce821ebe09cb9,reference,abba_park,ABBA,Ryan,Amy,"After Ryan and Amy visited the park, Amy handed a folded map to",Ryan,Amy,6047,14235
prompt_de72cc2ba6174632,reference,abba_park,ABBA,Donna,Nancy,"After Donna and Nancy visited the park, Nancy handed a folded map to",Donna,Nancy,29216,18496
prompt_de9c9cd607c184cd,reference,abba_park,ABBA,Anthony,Jason,"After Anthony and Jason visited the park, Jason handed a folded map to",Anthony,Jason,9953,8982
prompt_e67a11cd7c5172d2,reference,abba_park,ABBA,Ruth,Anthony,"After Ruth and Anthony visited the park, Anthony handed a folded map to",Ruth,Anthony,22132,9953
prompt_e9c40b105ae67d84,reference,abba_park,ABBA,Michelle,Susan,"After Michelle and Susan visited the park, Susan handed a folded map to",Michelle,Susan,16738,14919
prompt_f09a0963493085a6,reference,abba_park,ABBA,Susan,Anthony,"After Susan and Anthony visited the park, Anthony handed a folded map to",Susan,Anthony,14919,9953
prompt_fac8741f336806ed,reference,abba_park,ABBA,Pamela,Ryan,"After Pamela and Ryan visited the park, Ryan handed a folded map to",Pamela,Ryan,43341,6047
prompt_0122f1957ba4fcd2,reference,abba_store,ABBA,Patricia,Ryan,"When Patricia and Ryan went to the store, Ryan gave a bottle of milk to",Patricia,Ryan,30223,6047
prompt_026d41a31d14612c,reference,abba_store,ABBA,Patricia,Carol,"When Patricia and Carol went to the store, Carol gave a bottle of milk to",Patricia,Carol,30223,5074
prompt_0768545ae18acaf0,reference,abba_store,ABBA,Susan,Helen,"When Susan and Helen went to the store, Helen gave a bottle of milk to",Susan,Helen,14919,22695
prompt_0d1c7d70abefced2,reference,abba_store,ABBA,Frances,Carol,"When Frances and Carol went to the store, Carol gave a bottle of milk to",Frances,Carol,27025,5074
prompt_11c78cfebc73e6dd,reference,abba_store,ABBA,Nancy,Ruth,"When Nancy and Ruth went to the store, Ruth gave a bottle of milk to",Nancy,Ruth,18496,22132
prompt_1881f31d88fff5ce,reference,abba_store,ABBA,Anthony,Sandra,"When Anthony and Sandra went to the store, Sandra gave a bottle of milk to",Anthony,Sandra,9953,32464
prompt_1db46eaf66a99c66,reference,abba_store,ABBA,Sandra,Benjamin,"When Sandra and Benjamin went to the store, Benjamin gave a bottle of milk to",Sandra,Benjamin,32464,14533
prompt_243d1597a70be3d2,reference,abba_store,ABBA,Amy,Ruth,"When Amy and Ruth went to the store, Ruth gave a bottle of milk to",Amy,Ruth,14235,22132
prompt_28da4a2e1fe430aa,reference,abba_store,ABBA,Frances,Amy,"When Frances and Amy went to the store, Amy gave a bottle of milk to",Frances,Amy,27025,14235
prompt_2b47a4c764eff82a,reference,abba_store,ABBA,Susan,Benjamin,"When Susan and Benjamin went to the store, Benjamin gave a bottle of milk to",Susan,Benjamin,14919,14533
prompt_2cb07a4ce55207b9,reference,abba_store,ABBA,Donna,Carol,"When Donna and Carol went to the store, Carol gave a bottle of milk to",Donna,Carol,29216,5074
prompt_2cd7cb9c219b2e1b,reference,abba_store,ABBA,Jason,Pamela,"When Jason and Pamela went to the store, Pamela gave a bottle of milk to",Jason,Pamela,8982,43341
prompt_33120e5c23a47c35,reference,abba_store,ABBA,Donna,Sandra,"When Donna and Sandra went to the store, Sandra gave a bottle of milk to",Donna,Sandra,29216,32464
prompt_35d89ca9e0d32a7c,reference,abba_store,ABBA,Susan,Jason,"When Susan and Jason went to the store, Jason gave a bottle of milk to",Susan,Jason,14919,8982
prompt_36fbfe0b5e61ae01,reference,abba_store,ABBA,Susan,Ruth,"When Susan and Ruth went to the store, Ruth gave a bottle of milk to",Susan,Ruth,14919,22132
prompt_3a81bc50e939f5d8,reference,abba_store,ABBA,Jason,Carol,"When Jason and Carol went to the store, Carol gave a bottle of milk to",Jason,Carol,8982,5074
prompt_3b9a5c0f036fb145,reference,abba_store,ABBA,Anthony,Carol,"When Anthony and Carol went to the store, Carol gave a bottle of milk to",Anthony,Carol,9953,5074
prompt_3f48be67e275474b,reference,abba_store,ABBA,Helen,Carol,"When Helen and Carol went to the store, Carol gave a bottle of milk to",Helen,Carol,22695,5074
prompt_41ed32663a5f36ed,reference,abba_store,ABBA,Carol,Frances,"When Carol and Frances went to the store, Frances gave a bottle of milk to",Carol,Frances,5074,27025
prompt_48110901e99fdf05,reference,abba_store,ABBA,Anthony,Helen,"When Anthony and Helen went to the store, Helen gave a bottle of milk to",Anthony,Helen,9953,22695
prompt_4acb7b01dbb4fad3,reference,abba_store,ABBA,Helen,Donna,"When Helen and Donna went to the store, Donna gave a bottle of milk to",Helen,Donna,22695,29216
prompt_4da654d3de23b46b,reference,abba_store,ABBA,Susan,Michelle,"When Susan and Michelle went to the store, Michelle gave a bottle of milk to",Susan,Michelle,14919,16738
prompt_4ef7339800c12a8d,reference,abba_store,ABBA,Sandra,Nancy,"When Sandra and Nancy went to the store, Nancy gave a bottle of milk to",Sandra,Nancy,32464,18496
prompt_4f6f728a058c0689,reference,abba_store,ABBA,Michelle,Carol,"When Michelle and Carol went to the store, Carol gave a bottle of milk to",Michelle,Carol,16738,5074
prompt_508780c6d3ce237e,reference,abba_store,ABBA,Frances,Helen,"When Frances and Helen went to the store, Helen gave a bottle of milk to",Frances,Helen,27025,22695
prompt_5290f71dda08be69,reference,abba_store,ABBA,Pamela,Donna,"When Pamela and Donna went to the store, Donna gave a bottle of milk to",Pamela,Donna,43341,29216
prompt_5a53593e51c7d1b2,reference,abba_store,ABBA,Benjamin,Sandra,"When Benjamin and Sandra went to the store, Sandra gave a bottle of milk to",Benjamin,Sandra,14533,32464
prompt_5c4f72e5b6176d53,reference,abba_store,ABBA,Carol,Michelle,"When Carol and Michelle went to the store, Michelle gave a bottle of milk to",Carol,Michelle,5074,16738
prompt_6626d9629e9d574f,reference,abba_store,ABBA,Anthony,Pamela,"When Anthony and Pamela went to the store, Pamela gave a bottle of milk to",Anthony,Pamela,9953,43341
prompt_698dff24b5435b14,reference,abba_store,ABBA,Nancy,Donna,"When Nancy and Donna went to the store, Donna gave a bottle of milk to",Nancy,Donna,18496,29216
prompt_6b9000c6932ed325,reference,abba_store,ABBA,Amy,Nancy,"When Amy and Nancy went to the store, Nancy gave a bottle of milk to",Amy,Nancy,14235,18496
prompt_6ca3da6e2ca9a4ae,reference,abba_store,ABBA,Jason,Benjamin,"When Jason and Benjamin went to the store, Benjamin gave a bottle of milk to",Jason,Benjamin,8982,14533
prompt_7a00e36acbd64f37,reference,abba_store,ABBA,Patricia,Pamela,"When Patricia and Pamela went to the store, Pamela gave a bottle of milk to",Patricia,Pamela,30223,43341
prompt_7b0899082d4ba77c,reference,abba_store,ABBA,Anthony,Patricia,"When Anthony and Patricia went to the store, Patricia gave a bottle of milk to",Anthony,Patricia,9953,30223
prompt_7f38ceb69b6d4745,reference,abba_store,ABBA,Benjamin,Susan,"When Benjamin and Susan went to the store, Susan gave a bottle of milk to",Benjamin,Susan,14533,14919
prompt_80a99a7385dd7a3d,reference,abba_store,ABBA,Donna,Amy,"When Donna and Amy went to the store, Amy gave a bottle of milk to",Donna,Amy,29216,14235
prompt_82cd9ccbbcb08b6b,reference,abba_store,ABBA,Nancy,Jason,"When Nancy and Jason went to the store, Jason gave a bottle of milk to",Nancy,Jason,18496,8982
prompt_8345fd10d03423cd,reference,abba_store,ABBA,Donna,Ruth,"When Donna and Ruth went to the store, Ruth gave a bottle of milk to",Donna,Ruth,29216,22132
prompt_89c1908fcb0ec1cc,reference,abba_store,ABBA,Ruth,Frances,"When Ruth and Frances went to the store, Frances gave a bottle of milk to",Ruth,Frances,22132,27025
prompt_8a8ee9b913759d82,reference,abba_store,ABBA,Frances,Michelle,"When Frances and Michelle went to the store, Michelle gave a bottle of milk to",Frances,Michelle,27025,16738
prompt_903093c607318a69,reference,abba_store,ABBA,Nancy,Michelle,"When Nancy and Michelle went to the store, Michelle gave a bottle of milk to",Nancy,Michelle,18496,16738
prompt_909395ff910749c3,reference,abba_store,ABBA,Ryan,Sandra,"When Ryan and Sandra went to the store, Sandra gave a bottle of milk to",Ryan,Sandra,6047,32464
prompt_90fec43dc247c7ed,reference,abba_store,ABBA,Anthony,Ruth,"When Anthony and Ruth went to the store, Ruth gave a bottle of milk to",Anthony,Ruth,9953,22132
prompt_91ae32346bcdbebd,reference,abba_store,ABBA,Ruth,Carol,"When Ruth and Carol went to the store, Carol gave a bottle of milk to",Ruth,Carol,22132,5074
prompt_97105a9ed0b60430,reference,abba_store,ABBA,Nancy,Susan,"When Nancy and Susan went to the store, Susan gave a bottle of milk to",Nancy,Susan,18496,14919
prompt_a309205a5108c62a,reference,abba_store,ABBA,Ryan,Susan,"When Ryan and Susan went to the store, Susan gave a bottle of milk to",Ryan,Susan,6047,14919
prompt_a43afafc927f4534,reference,abba_store,ABBA,Pamela,Frances,"When Pamela and Frances went to the store, Frances gave a bottle of milk to",Pamela,Frances,43341,27025
prompt_a58be9d90a8e16b7,reference,abba_store,ABBA,Anthony,Frances,"When Anthony and Frances went to the store, Frances gave a bottle of milk to",Anthony,Frances,9953,27025
prompt_ab8afac25d6f8d5c,reference,abba_store,ABBA,Frances,Susan,"When Frances and Susan went to the store, Susan gave a bottle of milk to",Frances,Susan,27025,14919
prompt_bc6bbfc5acbf4ea0,reference,abba_store,ABBA,Amy,Patricia,"When Amy and Patricia went to the store, Patricia gave a bottle of milk to",Amy,Patricia,14235,30223
prompt_bd5e169ba658eba6,reference,abba_store,ABBA,Helen,Amy,"When Helen and Amy went to the store, Amy gave a bottle of milk to",Helen,Amy,22695,14235
prompt_c67e76632d41ff00,reference,abba_store,ABBA,Sandra,Amy,"When Sandra and Amy went to the store, Amy gave a bottle of milk to",Sandra,Amy,32464,14235
prompt_cd3c262d292c7325,reference,abba_store,ABBA,Pamela,Benjamin,"When Pamela and Benjamin went to the store, Benjamin gave a bottle of milk to",Pamela,Benjamin,43341,14533
prompt_cfaa10304da94db5,reference,abba_store,ABBA,Pamela,Nancy,"When Pamela and Nancy went to the store, Nancy gave a bottle of milk to",Pamela,Nancy,43341,18496
prompt_d38b1982f70d7d33,reference,abba_store,ABBA,Michelle,Ryan,"When Michelle and Ryan went to the store, Ryan gave a bottle of milk to",Michelle,Ryan,16738,6047
prompt_d4094093d1a191d6,reference,abba_store,ABBA,Donna,Benjamin,"When Donna and Benjamin went to the store, Benjamin gave a bottle of milk to",Donna,Benjamin,29216,14533
prompt_dbe95f88d37d0f7e,reference,abba_store,ABBA,Carol,Donna,"When Carol and Donna went to the store, Donna gave a bottle of milk to",Carol,Donna,5074,29216
prompt_dff64045cddea31a,reference,abba_store,ABBA,Susan,Amy,"When Susan and Amy went to the store, Amy gave a bottle of milk to",Susan,Amy,14919,14235
prompt_e04c84e29da73ee5,reference,abba_store,ABBA,Patricia,Sandra,"When Patricia and Sandra went to the store, Sandra gave a bottle of milk to",Patricia,Sandra,30223,32464
prompt_e4e0c042be52ebee,reference,abba_store,ABBA,Ruth,Amy,"When Ruth and Amy went to the store, Amy gave a bottle of milk to",Ruth,Amy,22132,14235
prompt_e96e384beedccbcc,reference,abba_store,ABBA,Amy,Helen,"When Amy and Helen went to the store, Helen gave a bottle of milk to",Amy,Helen,14235,22695
prompt_eec3908413eaa808,reference,abba_store,ABBA,Michelle,Benjamin,"When Michelle and Benjamin went to the store, Benjamin gave a bottle of milk to",Michelle,Benjamin,16738,14533
prompt_f3147b868eabb14d,reference,abba_store,ABBA,Helen,Anthony,"When Helen and Anthony went to the store, Anthony gave a bottle of milk to",Helen,Anthony,22695,9953
prompt_f62cd79473e683b4,reference,abba_store,ABBA,Nancy,Benjamin,"When Nancy and Benjamin went to the store, Benjamin gave a bottle of milk to",Nancy,Benjamin,18496,14533
prompt_02459edf5767fa8b,reference,baba_meeting,BABA,Donna,Anthony,"Because Anthony and Donna attended the meeting, Anthony sent a short note to",Donna,Anthony,29216,9953
prompt_055777c34c290fbf,reference,baba_meeting,BABA,Ryan,Helen,"Because Helen and Ryan attended the meeting, Helen sent a short note to",Ryan,Helen,6047,22695
prompt_0c36430e305f39ed,reference,baba_meeting,BABA,Patricia,Sandra,"Because Sandra and Patricia attended the meeting, Sandra sent a short note to",Patricia,Sandra,30223,32464
prompt_1209d98fab9f97d2,reference,baba_meeting,BABA,Amy,Jason,"Because Jason and Amy attended the meeting, Jason sent a short note to",Amy,Jason,14235,8982
prompt_1316ae000e9b8998,reference,baba_meeting,BABA,Susan,Benjamin,"Because Benjamin and Susan attended the meeting, Benjamin sent a short note to",Susan,Benjamin,14919,14533
prompt_134830ecf55cd8d7,reference,baba_meeting,BABA,Patricia,Anthony,"Because Anthony and Patricia attended the meeting, Anthony sent a short note to",Patricia,Anthony,30223,9953
prompt_136f880d624fbea3,reference,baba_meeting,BABA,Pamela,Ryan,"Because Ryan and Pamela attended the meeting, Ryan sent a short note to",Pamela,Ryan,43341,6047
prompt_1572d4890cc4fee6,reference,baba_meeting,BABA,Nancy,Carol,"Because Carol and Nancy attended the meeting, Carol sent a short note to",Nancy,Carol,18496,5074
prompt_1625ea0adcd931e0,reference,baba_meeting,BABA,Patricia,Helen,"Because Helen and Patricia attended the meeting, Helen sent a short note to",Patricia,Helen,30223,22695
prompt_16c61a4c89084694,reference,baba_meeting,BABA,Frances,Susan,"Because Susan and Frances attended the meeting, Susan sent a short note to",Frances,Susan,27025,14919
prompt_1a963b5ca3544c7f,reference,baba_meeting,BABA,Frances,Anthony,"Because Anthony and Frances attended the meeting, Anthony sent a short note to",Frances,Anthony,27025,9953
prompt_1cd01f9e09558d43,reference,baba_meeting,BABA,Pamela,Helen,"Because Helen and Pamela attended the meeting, Helen sent a short note to",Pamela,Helen,43341,22695
prompt_246099434496d15c,reference,baba_meeting,BABA,Patricia,Jason,"Because Jason and Patricia attended the meeting, Jason sent a short note to",Patricia,Jason,30223,8982
prompt_24f5deb7e40150d2,reference,baba_meeting,BABA,Susan,Michelle,"Because Michelle and Susan attended the meeting, Michelle sent a short note to",Susan,Michelle,14919,16738
prompt_25f55fa17d97bd4e,reference,baba_meeting,BABA,Amy,Helen,"Because Helen and Amy attended the meeting, Helen sent a short note to",Amy,Helen,14235,22695
prompt_2710fb2e34ea3fc9,reference,baba_meeting,BABA,Pamela,Amy,"Because Amy and Pamela attended the meeting, Amy sent a short note to",Pamela,Amy,43341,14235
prompt_2b806387a6e80a9a,reference,baba_meeting,BABA,Donna,Sandra,"Because Sandra and Donna attended the meeting, Sandra sent a short note to",Donna,Sandra,29216,32464
prompt_3367fedd6019fab0,reference,baba_meeting,BABA,Frances,Sandra,"Because Sandra and Frances attended the meeting, Sandra sent a short note to",Frances,Sandra,27025,32464
prompt_36b59d9efdfc179b,reference,baba_meeting,BABA,Donna,Amy,"Because Amy and Donna attended the meeting, Amy sent a short note to",Donna,Amy,29216,14235
prompt_3e7aa10eece761cc,reference,baba_meeting,BABA,Helen,Anthony,"Because Anthony and Helen attended the meeting, Anthony sent a short note to",Helen,Anthony,22695,9953
prompt_48841ab4deffdf2f,reference,baba_meeting,BABA,Ruth,Ryan,"Because Ryan and Ruth attended the meeting, Ryan sent a short note to",Ruth,Ryan,22132,6047
prompt_4eb4ad8776340c11,reference,baba_meeting,BABA,Amy,Benjamin,"Because Benjamin and Amy attended the meeting, Benjamin sent a short note to",Amy,Benjamin,14235,14533
prompt_4f7c9121f0566c1d,reference,baba_meeting,BABA,Carol,Michelle,"Because Michelle and Carol attended the meeting, Michelle sent a short note to",Carol,Michelle,5074,16738
prompt_522f9c964b1c1f96,reference,baba_meeting,BABA,Nancy,Ruth,"Because Ruth and Nancy attended the meeting, Ruth sent a short note to",Nancy,Ruth,18496,22132
prompt_560bbf8f7edf9bdd,reference,baba_meeting,BABA,Ryan,Susan,"Because Susan and Ryan attended the meeting, Susan sent a short note to",Ryan,Susan,6047,14919
prompt_5bc667e78666b482,reference,baba_meeting,BABA,Sandra,Ryan,"Because Ryan and Sandra attended the meeting, Ryan sent a short note to",Sandra,Ryan,32464,6047
prompt_5ed112cd9893ac76,reference,baba_meeting,BABA,Benjamin,Amy,"Because Amy and Benjamin attended the meeting, Amy sent a short note to",Benjamin,Amy,14533,14235
prompt_622de76b1a21d5c8,reference,baba_meeting,BABA,Jason,Michelle,"Because Michelle and Jason attended the meeting, Michelle sent a short note to",Jason,Michelle,8982,16738
prompt_6268bd586a48bbce,reference,baba_meeting,BABA,Sandra,Ruth,"Because Ruth and Sandra attended the meeting, Ruth sent a short note to",Sandra,Ruth,32464,22132
prompt_676b3aeaf9ab308b,reference,baba_meeting,BABA,Ryan,Jason,"Because Jason and Ryan attended the meeting, Jason sent a short note to",Ryan,Jason,6047,8982
prompt_6b1c01ec155518c8,reference,baba_meeting,BABA,Ryan,Benjamin,"Because Benjamin and Ryan attended the meeting, Benjamin sent a short note to",Ryan,Benjamin,6047,14533
prompt_6ba4a7da64a65898,reference,baba_meeting,BABA,Nancy,Jason,"Because Jason and Nancy attended the meeting, Jason sent a short note to",Nancy,Jason,18496,8982
prompt_78dcbc32fe52ae9a,reference,baba_meeting,BABA,Sandra,Frances,"Because Frances and Sandra attended the meeting, Frances sent a short note to",Sandra,Frances,32464,27025
prompt_7b89c2bb50c53b9b,reference,baba_meeting,BABA,Michelle,Anthony,"Because Anthony and Michelle attended the meeting, Anthony sent a short note to",Michelle,Anthony,16738,9953
prompt_7cd93ddaa2e1f6ba,reference,baba_meeting,BABA,Sandra,Pamela,"Because Pamela and Sandra attended the meeting, Pamela sent a short note to",Sandra,Pamela,32464,43341
prompt_81cc815b53dba878,reference,baba_meeting,BABA,Jason,Helen,"Because Helen and Jason attended the meeting, Helen sent a short note to",Jason,Helen,8982,22695
prompt_828c1c1860707ffe,reference,baba_meeting,BABA,Carol,Nancy,"Because Nancy and Carol attended the meeting, Nancy sent a short note to",Carol,Nancy,5074,18496
prompt_8847668f09e28013,reference,baba_meeting,BABA,Jason,Nancy,"Because Nancy and Jason attended the meeting, Nancy sent a short note to",Jason,Nancy,8982,18496
prompt_89f9a05060da0f55,reference,baba_meeting,BABA,Ryan,Pamela,"Because Pamela and Ryan attended the meeting, Pamela sent a short note to",Ryan,Pamela,6047,43341
prompt_9c57602157997906,reference,baba_meeting,BABA,Ruth,Amy,"Because Amy and Ruth attended the meeting, Amy sent a short note to",Ruth,Amy,22132,14235
prompt_9caba9f31863099c,reference,baba_meeting,BABA,Nancy,Sandra,"Because Sandra and Nancy attended the meeting, Sandra sent a short note to",Nancy,Sandra,18496,32464
prompt_9cee8404f2334ce8,reference,baba_meeting,BABA,Frances,Ryan,"Because Ryan and Frances attended the meeting, Ryan sent a short note to",Frances,Ryan,27025,6047
prompt_a7952ac20fd0f889,reference,baba_meeting,BABA,Amy,Michelle,"Because Michelle and Amy attended the meeting, Michelle sent a short note to",Amy,Michelle,14235,16738
prompt_ad09e3e7dc823e58,reference,baba_meeting,BABA,Carol,Susan,"Because Susan and Carol attended the meeting, Susan sent a short note to",Carol,Susan,5074,14919
prompt_b4505c7cfecf5036,reference,baba_meeting,BABA,Amy,Carol,"Because Carol and Amy attended the meeting, Carol sent a short note to",Amy,Carol,14235,5074
prompt_b60af9989c9801a4,reference,baba_meeting,BABA,Sandra,Michelle,"Because Michelle and Sandra attended the meeting, Michelle sent a short note to",Sandra,Michelle,32464,16738
prompt_b94f07d68cc641a1,reference,baba_meeting,BABA,Anthony,Helen,"Because Helen and Anthony attended the meeting, Helen sent a short note to",Anthony,Helen,9953,22695
prompt_cf076ecf4af51f23,reference,baba_meeting,BABA,Benjamin,Susan,"Because Susan and Benjamin attended the meeting, Susan sent a short note to",Benjamin,Susan,14533,14919
prompt_d0c10a8ba488afff,reference,baba_meeting,BABA,Susan,Amy,"Because Amy and Susan attended the meeting, Amy sent a short note to",Susan,Amy,14919,14235
prompt_d6a40a72835d4a7f,reference,baba_meeting,BABA,Ruth,Donna,"Because Donna and Ruth attended the meeting, Donna sent a short note to",Ruth,Donna,22132,29216
prompt_e44c056c4abb375c,reference,baba_meeting,BABA,Carol,Benjamin,"Because Benjamin and Carol attended the meeting, Benjamin sent a short note to",Carol,Benjamin,5074,14533
prompt_e4f91cc206b44b62,reference,baba_meeting,BABA,Amy,Frances,"Because Frances and Amy attended the meeting, Frances sent a short note to",Amy,Frances,14235,27025
prompt_e748d6cf27c1a5bc,reference,baba_meeting,BABA,Ruth,Nancy,"Because Nancy and Ruth attended the meeting, Nancy sent a short note to",Ruth,Nancy,22132,18496
prompt_e77c361d4b3663c8,reference,baba_meeting,BABA,Anthony,Ruth,"Because Ruth and Anthony attended the meeting, Ruth sent a short note to",Anthony,Ruth,9953,22132
prompt_ebfb8d81e7c4dbbb,reference,baba_meeting,BABA,Patricia,Susan,"Because Susan and Patricia attended the meeting, Susan sent a short note to",Patricia,Susan,30223,14919
prompt_eee7e7b0143051a9,reference,baba_meeting,BABA,Patricia,Ruth,"Because Ruth and Patricia attended the meeting, Ruth sent a short note to",Patricia,Ruth,30223,22132
prompt_f00660307db0c3e0,reference,baba_meeting,BABA,Pamela,Frances,"Because Frances and Pamela attended the meeting, Frances sent a short note to",Pamela,Frances,43341,27025
prompt_f033b95a489be944,reference,baba_meeting,BABA,Susan,Ryan,"Because Ryan and Susan attended the meeting, Ryan sent a short note to",Susan,Ryan,14919,6047
prompt_f3d17232591b05dc,reference,baba_meeting,BABA,Helen,Michelle,"Because Michelle and Helen attended the meeting, Michelle sent a short note to",Helen,Michelle,22695,16738
prompt_f4d2c987eb958f4f,reference,baba_meeting,BABA,Donna,Benjamin,"Because Benjamin and Donna attended the meeting, Benjamin sent a short note to",Donna,Benjamin,29216,14533
prompt_f66c2e2524085534,reference,baba_meeting,BABA,Susan,Patricia,"Because Patricia and Susan attended the meeting, Patricia sent a short note to",Susan,Patricia,14919,30223
prompt_f8720e99fa08e232,reference,baba_meeting,BABA,Donna,Pamela,"Because Pamela and Donna attended the meeting, Pamela sent a short note to",Donna,Pamela,29216,43341
prompt_fc65aa8f8903521a,reference,baba_meeting,BABA,Anthony,Benjamin,"Because Benjamin and Anthony attended the meeting, Benjamin sent a short note to",Anthony,Benjamin,9953,14533
prompt_ffb6cad1d59574b2,reference,baba_meeting,BABA,Sandra,Jason,"Because Jason and Sandra attended the meeting, Jason sent a short note to",Sandra,Jason,32464,8982
prompt_068ed049c74a71ce,reference,baba_office,BABA,Amy,Anthony,"While Anthony and Amy worked in the office, Anthony passed a blue folder to",Amy,Anthony,14235,9953
prompt_0af3d19899d845f1,reference,baba_office,BABA,Donna,Pamela,"While Pamela and Donna worked in the office, Pamela passed a blue folder to",Donna,Pamela,29216,43341
prompt_0b4a0031d08f140e,reference,baba_office,BABA,Susan,Anthony,"While Anthony and Susan worked in the office, Anthony passed a blue folder to",Susan,Anthony,14919,9953
prompt_0cb698d0cfb51d86,reference,baba_office,BABA,Helen,Anthony,"While Anthony and Helen worked in the office, Anthony passed a blue folder to",Helen,Anthony,22695,9953
prompt_0cf941646f0e792e,reference,baba_office,BABA,Anthony,Pamela,"While Pamela and Anthony worked in the office, Pamela passed a blue folder to",Anthony,Pamela,9953,43341
prompt_0cfe01e6e8b6b943,reference,baba_office,BABA,Michelle,Amy,"While Amy and Michelle worked in the office, Amy passed a blue folder to",Michelle,Amy,16738,14235
prompt_10a2245748c1bda4,reference,baba_office,BABA,Ruth,Carol,"While Carol and Ruth worked in the office, Carol passed a blue folder to",Ruth,Carol,22132,5074
prompt_112a4625de3b774d,reference,baba_office,BABA,Susan,Amy,"While Amy and Susan worked in the office, Amy passed a blue folder to",Susan,Amy,14919,14235
prompt_1323a042a03243e6,reference,baba_office,BABA,Patricia,Donna,"While Donna and Patricia worked in the office, Donna passed a blue folder to",Patricia,Donna,30223,29216
prompt_14e36dd45be160fd,reference,baba_office,BABA,Sandra,Carol,"While Carol and Sandra worked in the office, Carol passed a blue folder to",Sandra,Carol,32464,5074
prompt_19ff9829d9c8e3b8,reference,baba_office,BABA,Patricia,Frances,"While Frances and Patricia worked in the office, Frances passed a blue folder to",Patricia,Frances,30223,27025
prompt_1a46b34e80c70d73,reference,baba_office,BABA,Jason,Sandra,"While Sandra and Jason worked in the office, Sandra passed a blue folder to",Jason,Sandra,8982,32464
prompt_1be924a49306c595,reference,baba_office,BABA,Anthony,Nancy,"While Nancy and Anthony worked in the office, Nancy passed a blue folder to",Anthony,Nancy,9953,18496
prompt_2009e142bd4af8eb,reference,baba_office,BABA,Ryan,Anthony,"While Anthony and Ryan worked in the office, Anthony passed a blue folder to",Ryan,Anthony,6047,9953
prompt_20f286807b0cc646,reference,baba_office,BABA,Ruth,Michelle,"While Michelle and Ruth worked in the office, Michelle passed a blue folder to",Ruth,Michelle,22132,16738
prompt_21c21909b36e5e0a,reference,baba_office,BABA,Nancy,Sandra,"While Sandra and Nancy worked in the office, Sandra passed a blue folder to",Nancy,Sandra,18496,32464
prompt_24c41d27dc023b19,reference,baba_office,BABA,Carol,Ruth,"While Ruth and Carol worked in the office, Ruth passed a blue folder to",Carol,Ruth,5074,22132
prompt_2541c3c94a8da878,reference,baba_office,BABA,Helen,Benjamin,"While Benjamin and Helen worked in the office, Benjamin passed a blue folder to",Helen,Benjamin,22695,14533
