measurement_budget,reference,candidate,repetition,oracle_regret_reduction,absolute_error_reduction,within_tolerance_improvement
40,count_additive,count_plus_PE_bin4,20,0.07451373003423215,0.07451373003423215,0.075
40,count_additive,count_plus_PE_bin4,21,0.06175380516797304,0.06175380516797304,-0.05
40,count_additive,count_plus_PE_bin4,22,-0.021052968129515647,-0.021052968129515647,-0.075
40,count_additive,count_plus_PE_bin4,23,0.02486948501318693,0.02486948501318693,0.0
40,count_additive,count_plus_PE_bin4,24,-0.029167518950998783,-0.029167518950998783,0.0
40,count_additive,count_plus_PE_bin4,25,-0.045876095443964,-0.045876095443964,0.05
40,count_additive,count_plus_PE_bin4,26,0.051332042925059794,0.051332042925059794,-0.05
40,count_additive,count_plus_PE_bin4,27,0.11496037133038044,0.11496037133038044,0.05
40,count_additive,count_plus_PE_bin4,28,0.18406576346606016,0.18406576346606016,0.025
40,count_additive,count_plus_PE_bin4,29,0.01223947163671255,0.01223947163671255,0.0
40,count_additive,count_plus_all_bin4,0,-0.04003746099770069,-0.04003746099770069,-0.05
40,count_additive,count_plus_all_bin4,1,-0.07742644995450973,-0.07742644995450973,0.0
40,count_additive,count_plus_all_bin4,2,0.12235620263963938,0.12235620263963938,0.1
40,count_additive,count_plus_all_bin4,3,-0.13224112782627345,-0.13224112782627345,-0.05
40,count_additive,count_plus_all_bin4,4,-0.09391902815550565,-0.09391902815550565,0.075
40,count_additive,count_plus_all_bin4,5,0.0852019727230072,0.0852019727230072,0.0
40,count_additive,count_plus_all_bin4,6,-0.15206131990998983,-0.15206131990998983,-0.05
40,count_additive,count_plus_all_bin4,7,0.03456874005496502,0.03456874005496502,0.025
40,count_additive,count_plus_all_bin4,8,0.13107456285506486,0.13107456285506486,0.15
40,count_additive,count_plus_all_bin4,9,-0.030316369049251078,-0.030316369049251078,0.05
40,count_additive,count_plus_all_bin4,10,9.442027658224106e-05,9.442027658224106e-05,0.1
40,count_additive,count_plus_all_bin4,11,0.16704916395246983,0.16704916395246983,0.025
40,count_additive,count_plus_all_bin4,12,-0.03079218901693821,-0.03079218901693821,0.125
40,count_additive,count_plus_all_bin4,13,0.046167082525789736,0.046167082525789736,0.05
40,count_additive,count_plus_all_bin4,14,-0.04052434675395489,-0.04052434675395489,-0.15
40,count_additive,count_plus_all_bin4,15,-0.049246924743056295,-0.049246924743056295,-0.05
40,count_additive,count_plus_all_bin4,16,-0.018540138937532903,-0.018540138937532903,0.075
40,count_additive,count_plus_all_bin4,17,-0.2063924927264452,-0.2063924927264452,-0.125
40,count_additive,count_plus_all_bin4,18,0.07426237650215625,0.07426237650215625,0.0
40,count_additive,count_plus_all_bin4,19,-0.10631057396531104,-0.10631057396531104,0.0
40,count_additive,count_plus_all_bin4,20,0.054022423550486566,0.054022423550486566,0.05
40,count_additive,count_plus_all_bin4,21,0.022525117360055448,0.022525117360055448,0.1
40,count_additive,count_plus_all_bin4,22,-0.06406234111636877,-0.06406234111636877,-0.025
40,count_additive,count_plus_all_bin4,23,0.12867610529065132,0.12867610529065132,0.05
40,count_additive,count_plus_all_bin4,24,-0.06211188044399023,-0.06211188044399023,-0.025
40,count_additive,count_plus_all_bin4,25,-0.08206400722265243,-0.08206400722265243,0.075
40,count_additive,count_plus_all_bin4,26,-0.08635173812508583,-0.08635173812508583,-0.1
40,count_additive,count_plus_all_bin4,27,0.07429438699036836,0.07429438699036836,-0.125
40,count_additive,count_plus_all_bin4,28,0.08853921107947826,0.08853921107947826,0.0
40,count_additive,count_plus_all_bin4,29,0.10800381284207106,0.10800381284207106,0.025
80,additive_head,count_plus_PE_bin4,0,-0.09076820313930511,-0.09076820313930511,-0.075
80,additive_head,count_plus_PE_bin4,1,-0.029501096159219743,-0.029501096159219743,-0.025
80,additive_head,count_plus_PE_bin4,2,0.16311375238001347,0.16311375238001347,0.15
80,additive_head,count_plus_PE_bin4,3,0.15282989330589772,0.15282989330589772,0.025
80,additive_head,count_plus_PE_bin4,4,0.18270659670233727,0.18270659670233727,0.175
80,additive_head,count_plus_PE_bin4,5,0.07495975941419601,0.07495975941419601,0.025
80,additive_head,count_plus_PE_bin4,6,0.08136260844767093,0.08136260844767093,0.175
80,additive_head,count_plus_PE_bin4,7,0.07072692662477494,0.07072692662477494,0.025
80,additive_head,count_plus_PE_bin4,8,0.0770493034273386,0.0770493034273386,0.1
80,additive_head,count_plus_PE_bin4,9,0.08499563727527856,0.08499563727527856,0.0
80,additive_head,count_plus_PE_bin4,10,0.04264770857989788,0.04264770857989788,0.0
80,additive_head,count_plus_PE_bin4,11,0.14126566909253596,0.14126566909253596,0.075
80,additive_head,count_plus_PE_bin4,12,0.07046282570809126,0.07046282570809126,-0.075
80,additive_head,count_plus_PE_bin4,13,0.005179926007986069,0.005179926007986069,0.025
80,additive_head,count_plus_PE_bin4,14,0.1355097906664014,0.1355097906664014,0.125
80,additive_head,count_plus_PE_bin4,15,-0.015139673464000225,-0.015139673464000225,0.05
80,additive_head,count_plus_PE_bin4,16,-0.0560328146442771,-0.0560328146442771,-0.125
80,additive_head,count_plus_PE_bin4,17,0.007517706602811813,0.007517706602811813,-0.05
80,additive_head,count_plus_PE_bin4,18,-0.01718386132270098,-0.01718386132270098,0.0
80,additive_head,count_plus_PE_bin4,19,0.03799656182527542,0.03799656182527542,0.075
80,additive_head,count_plus_PE_bin4,20,-0.008231936208903789,-0.008231936208903789,-0.05
80,additive_head,count_plus_PE_bin4,21,-0.0032528065145015716,-0.0032528065145015716,-0.05
80,additive_head,count_plus_PE_bin4,22,0.06244209408760071,0.06244209408760071,0.0
80,additive_head,count_plus_PE_bin4,23,0.12889822646975518,0.12889822646975518,0.175
80,additive_head,count_plus_PE_bin4,24,-0.004359745606780052,-0.004359745606780052,-0.075
80,additive_head,count_plus_PE_bin4,25,0.02859703600406647,0.02859703600406647,-0.1
80,additive_head,count_plus_PE_bin4,26,0.21976672485470772,0.21976672485470772,0.1
80,additive_head,count_plus_PE_bin4,27,0.13355323318392037,0.13355323318392037,0.175
80,additive_head,count_plus_PE_bin4,28,0.1210993742570281,0.1210993742570281,0.1
80,additive_head,count_plus_PE_bin4,29,0.02903788760304451,0.02903788760304451,0.05
80,additive_head,count_plus_all_bin4,0,0.10540826003998519,0.10540826003998519,0.075
80,additive_head,count_plus_all_bin4,1,0.013101283833384514,0.013101283833384514,0.05
80,additive_head,count_plus_all_bin4,2,0.13867087326943875,0.13867087326943875,0.175
80,additive_head,count_plus_all_bin4,3,0.16233860850334167,0.16233860850334167,0.05
80,additive_head,count_plus_all_bin4,4,0.16029391176998614,0.16029391176998614,0.075
80,additive_head,count_plus_all_bin4,5,0.04357000198215246,0.04357000198215246,-0.1
80,additive_head,count_plus_all_bin4,6,0.03644677251577377,0.03644677251577377,0.075
80,additive_head,count_plus_all_bin4,7,0.19333076421171427,0.19333076421171427,0.15
80,additive_head,count_plus_all_bin4,8,0.12803549468517303,0.12803549468517303,0.15
80,additive_head,count_plus_all_bin4,9,0.16801256407052279,0.16801256407052279,0.15
80,additive_head,count_plus_all_bin4,10,0.09364124331623316,0.09364124331623316,0.05
80,additive_head,count_plus_all_bin4,11,0.1730600891634822,0.1730600891634822,0.075
80,additive_head,count_plus_all_bin4,12,0.0956484965980053,0.0956484965980053,0.0
80,additive_head,count_plus_all_bin4,13,0.10602757912129164,0.10602757912129164,0.075
80,additive_head,count_plus_all_bin4,14,0.1444989860057831,0.1444989860057831,0.15
80,additive_head,count_plus_all_bin4,15,0.010872979275882244,0.010872979275882244,0.075
80,additive_head,count_plus_all_bin4,16,0.05174698699265719,0.05174698699265719,-0.025
80,additive_head,count_plus_all_bin4,17,0.10214706379920244,0.10214706379920244,0.1
80,additive_head,count_plus_all_bin4,18,-0.0350261090323329,-0.0350261090323329,-0.05
80,additive_head,count_plus_all_bin4,19,0.11361249014735222,0.11361249014735222,0.175
80,additive_head,count_plus_all_bin4,20,-0.03533464726060629,-0.03533464726060629,-0.1
80,additive_head,count_plus_all_bin4,21,0.09322407655417919,0.09322407655417919,-0.05
80,additive_head,count_plus_all_bin4,22,0.07835851907730103,0.07835851907730103,0.025
80,additive_head,count_plus_all_bin4,23,0.16101124789565802,0.16101124789565802,0.15
80,additive_head,count_plus_all_bin4,24,0.0003923475742340088,0.0003923475742340088,0.025
80,additive_head,count_plus_all_bin4,25,0.0917255736887455,0.0917255736887455,0.15
80,additive_head,count_plus_all_bin4,26,0.11327475514262915,0.11327475514262915,0.0
80,additive_head,count_plus_all_bin4,27,0.09571592807769776,0.09571592807769776,0.15
80,additive_head,count_plus_all_bin4,28,0.07849942278116942,0.07849942278116942,0.0
80,additive_head,count_plus_all_bin4,29,0.08192847538739442,0.08192847538739442,0.15
80,count_additive,count_plus_PE_bin4,0,-0.05515956450253725,-0.05515956450253725,0.05
80,count_additive,count_plus_PE_bin4,1,-0.010535953752696513,-0.010535953752696513,0.0
80,count_additive,count_plus_PE_bin4,2,0.09181432258337736,0.09181432258337736,0.1
80,count_additive,count_plus_PE_bin4,3,0.07173327431082725,0.07173327431082725,0.025
80,count_additive,count_plus_PE_bin4,4,0.1964398393407464,0.1964398393407464,0.275
80,count_additive,count_plus_PE_bin4,5,0.21909022461622954,0.21909022461622954,0.2
80,count_additive,count_plus_PE_bin4,6,0.09140102937817574,0.09140102937817574,0.275
80,count_additive,count_plus_PE_bin4,7,0.09723437894135714,0.09723437894135714,0.1
80,count_additive,count_plus_PE_bin4,8,0.03459280487149954,0.03459280487149954,0.1
80,count_additive,count_plus_PE_bin4,9,0.061679630540311337,0.061679630540311337,-0.025
80,count_additive,count_plus_PE_bin4,10,0.06346914544701576,0.06346914544701576,-0.025
80,count_additive,count_plus_PE_bin4,11,0.10915686767548323,0.10915686767548323,0.025
80,count_additive,count_plus_PE_bin4,12,0.07771972436457872,0.07771972436457872,-0.05
80,count_additive,count_plus_PE_bin4,13,0.04649029076099396,0.04649029076099396,0.05
80,count_additive,count_plus_PE_bin4,14,0.15209014788269998,0.15209014788269998,0.125
80,count_additive,count_plus_PE_bin4,15,0.044147653691470626,0.044147653691470626,0.1
80,count_additive,count_plus_PE_bin4,16,-0.07627316527068614,-0.07627316527068614,-0.125
80,count_additive,count_plus_PE_bin4,17,0.06318505480885506,0.06318505480885506,0.05
80,count_additive,count_plus_PE_bin4,18,0.09156348723918199,0.09156348723918199,0.175
80,count_additive,count_plus_PE_bin4,19,0.1426640758290887,0.1426640758290887,0.275
80,count_additive,count_plus_PE_bin4,20,0.044021721556782724,0.044021721556782724,0.025
80,count_additive,count_plus_PE_bin4,21,0.012787057645618915,0.012787057645618915,-0.075
80,count_additive,count_plus_PE_bin4,22,0.05303085073828697,0.05303085073828697,-0.025
80,count_additive,count_plus_PE_bin4,23,0.0715359641239047,0.0715359641239047,0.025
80,count_additive,count_plus_PE_bin4,24,0.09587139114737511,0.09587139114737511,-0.025
80,count_additive,count_plus_PE_bin4,25,-0.0007265569642186165,-0.0007265569642186165,-0.1
80,count_additive,count_plus_PE_bin4,26,0.20030674263834952,0.20030674263834952,0.05
80,count_additive,count_plus_PE_bin4,27,0.10768903195858001,0.10768903195858001,0.025
80,count_additive,count_plus_PE_bin4,28,0.05365044753998518,0.05365044753998518,0.075
80,count_additive,count_plus_PE_bin4,29,0.12367936801165343,0.12367936801165343,0.2
80,count_additive,count_plus_all_bin4,0,0.14101689867675304,0.14101689867675304,0.2
80,count_additive,count_plus_all_bin4,1,0.03206642623990774,0.03206642623990774,0.075
80,count_additive,count_plus_all_bin4,2,0.06737144347280263,0.06737144347280263,0.125
80,count_additive,count_plus_all_bin4,3,0.08124198950827122,0.08124198950827122,0.05
80,count_additive,count_plus_all_bin4,4,0.17402715440839528,0.17402715440839528,0.175
80,count_additive,count_plus_all_bin4,5,0.18770046718418598,0.18770046718418598,0.075
80,count_additive,count_plus_all_bin4,6,0.04648519344627857,0.04648519344627857,0.175
80,count_additive,count_plus_all_bin4,7,0.21983821652829647,0.21983821652829647,0.225
80,count_additive,count_plus_all_bin4,8,0.08557899612933398,0.08557899612933398,0.15
80,count_additive,count_plus_all_bin4,9,0.14469655733555556,0.14469655733555556,0.125
80,count_additive,count_plus_all_bin4,10,0.11446268018335104,0.11446268018335104,0.025
80,count_additive,count_plus_all_bin4,11,0.14095128774642945,0.14095128774642945,0.025
80,count_additive,count_plus_all_bin4,12,0.10290539525449276,0.10290539525449276,0.025
80,count_additive,count_plus_all_bin4,13,0.14733794387429952,0.14733794387429952,0.1
80,count_additive,count_plus_all_bin4,14,0.16107934322208167,0.16107934322208167,0.15
80,count_additive,count_plus_all_bin4,15,0.0701603064313531,0.0701603064313531,0.125
80,count_additive,count_plus_all_bin4,16,0.031506636366248134,0.031506636366248134,-0.025
80,count_additive,count_plus_all_bin4,17,0.15781441200524568,0.15781441200524568,0.2
80,count_additive,count_plus_all_bin4,18,0.07372123952955008,0.07372123952955008,0.125
80,count_additive,count_plus_all_bin4,19,0.2182800041511655,0.2182800041511655,0.375
80,count_additive,count_plus_all_bin4,20,0.016919010505080222,0.016919010505080222,-0.025
80,count_additive,count_plus_all_bin4,21,0.10926394071429968,0.10926394071429968,-0.075
80,count_additive,count_plus_all_bin4,22,0.06894727572798728,0.06894727572798728,0.0
80,count_additive,count_plus_all_bin4,23,0.10364898554980755,0.10364898554980755,0.0
80,count_additive,count_plus_all_bin4,24,0.10062348432838916,0.10062348432838916,0.075
80,count_additive,count_plus_all_bin4,25,0.062401980720460416,0.062401980720460416,0.15
80,count_additive,count_plus_all_bin4,26,0.09381477292627097,0.09381477292627097,-0.05
80,count_additive,count_plus_all_bin4,27,0.06985172685235738,0.06985172685235738,0.0
80,count_additive,count_plus_all_bin4,28,0.011050496064126492,0.011050496064126492,-0.025
80,count_additive,count_plus_all_bin4,29,0.17656995579600335,0.17656995579600335,0.3
