prompt_id,bank,family_id,selection_rank_within_cell,selection_sha256
qseq_4279be38393632ff,head_fit,length_64_gap_8,6,170d6a8f514f8a53674a8804a037724ba8bb18fbb7fc7f90a17a34b1e994dea7
qseq_a128a3ad062f254f,head_fit,length_64_gap_8,7,198566b8c51b07507d3dd2ca46ded5347147d4e6e1a515a473ae49cbac480422
qseq_40546941dd2db2c4,head_fit,length_64_gap_8,8,1b796e656902e737a284ce059127fb6a3f35de13b24a7c4125f9c618747e0d51
qseq_bd1d709ea9de2442,head_fit,length_64_gap_8,9,1b9291070304998dd2fbf4a3cbabbd23494e9904c2a59462c0896029d2286872
qseq_0701dad0bea1f82c,head_fit,length_64_gap_8,10,1c23b1c6599b100596751c5ddd071d021bd2b8389062f45fbcd92cd2ed521e47
qseq_1922d44b2343c70a,head_fit,length_64_gap_8,11,1d0dc7b3566f0944e56e66be50cf5631ddf41f4323a7a71c1c63994b8b571f4c
qseq_730ee300e88dbdc9,head_fit,length_64_gap_8,12,1d2dc4f9d654a3c081545075ab38533a92540ec5ef94e7ec654b3d089320bba1
qseq_5b194ba92705c9b8,head_fit,length_64_gap_8,13,1d91162131afca0e989c3938e9cc9425a7599aa3c8d3420919045a9d500e836e
qseq_021ce8a6eb41287d,head_fit,length_64_gap_8,14,1f809189e47eca1374287c0a3776f56bd3f3bcfc1ab806d991bd1311b365da57
qseq_039bccf871e60190,head_fit,length_64_gap_8,15,22100ccffe0c93faae02fdf0ea4533fc372303574a56e9bd84b029e88124e32b
qseq_c9895be6cd96e125,head_fit,length_64_gap_8,16,246f05ade300ecd55006e2c09e2b40fee87ab0f441cd8a37e6290577f8376884
qseq_e517bd5620ecf760,head_fit,length_64_gap_8,17,24fa4a17d5992439b41cf93f5bb00d5557249f2af1eb738304e5eea0f273efa6
qseq_05be70e9da000c21,head_fit,length_64_gap_8,18,2551e8a585e1ab5092168de95c6f7e627e7aac78668bf66a2d2851459af6a188
qseq_9e0484c8cf5ddfc6,head_fit,length_64_gap_8,19,2c4dbed4482bbdb81ceb1e04fc71a76528f6fec7b8a4a86d47ff9a7b6039d672
qseq_d8653dab52d91576,head_fit,length_64_gap_8,20,31fc3cc297b3610b9a3f870233bc772a2d87886199dcdf94d27c703dc2727fbc
qseq_7c7ae2fc6a76be76,head_fit,length_64_gap_8,21,32332c690a5f4750178e28b7000c52fd04428f8dcb809c625901fa26d5fee572
qseq_eea059d57beab37f,head_fit,length_64_gap_8,22,3293b9eb83f2c4e1b73d52e9e008f7e4ab9f0d227f74dd054973b5a9dfc050e4
qseq_8fee472e774e69bb,head_fit,length_64_gap_8,23,34fdf0b82f00bc34566c33751151c1a8e88679bd4eb3c2638dbcc9ddbc2a1ee1
qseq_6a6e891f0af35a46,head_fit,length_64_gap_8,24,360475cc14aa828c550da83eb1abf528fe8a953a0ffd5108bb1b5fde20feb39d
qseq_a6eb78d92d0c43ab,head_fit,length_64_gap_8,25,36363ab14e9ae8b5ac3080b7231185a8f6b5b963f5779b79ed7f18c4c2b2613a
qseq_4eb4bdf24b06d78c,head_fit,length_64_gap_8,26,368ae64da69a5ea03e4a75ff8516dce41d30917ae3ff44a808ff0d7afdca70d9
qseq_772ec14d440e73c4,head_fit,length_64_gap_8,27,3956e6b6827d847fc4a26826e4d09d5012ad80d7026631916ae377c4c050e408
qseq_c9795ce42618194e,head_fit,length_64_gap_8,28,3cbf7da146b14b53e6b3135b75ad3b904796229c2c27bf6db4ccbfd5c6732ea6
qseq_ad3d3bcb9795d514,head_fit,length_64_gap_8,29,3e332e6fdd218fe55143f33e14ce51b672827183e40880852d8ee1e88190ec64
qseq_1e356400a385b9c8,head_fit,length_64_gap_8,30,3f6441166813f911bf8c0e3dce11796f1af6e6dfb50b2adb8bed409bba45ed2d
qseq_200c199e7437db70,head_fit,length_64_gap_8,31,41cff34e8a9835c8438257693f79f337c34b719acd137082580dabb99a73396b
qseq_f93016a2d910f6d4,head_fit,length_64_gap_8,32,4947ff5ebd9b057a21aaffa6757118943f79ea631cab20cf7eaefb5e22d117ec
qseq_b26f645287ad75c3,head_fit,length_64_gap_8,33,4ac8545ea8437f901c476010127a009b969992667f51f49f2b74408ea98aade7
qseq_5dbd77e6301a4d88,head_fit,length_64_gap_8,34,4e3302c3a4086176bc20db76fe1411b27a893aa80be41d8dec69cb9737156284
qseq_1f519fea8800a91a,head_fit,length_64_gap_8,35,540333875a6ed9d3b38ccb4c5fdb61ec27870fa382ec1155f9fc20e399fe0d4d
qseq_c22690e962dda79a,head_fit,length_64_gap_8,36,5453969dd4423468026476d9d07b270f1ef6df374549cf7beb2cc24ee27b6c8f
qseq_aa1bf93acfa1394f,head_fit,length_64_gap_8,37,564d58562d559125a378a8be6ca731d6963673b6d97bf1d87959ceab41f4fbe4
qseq_c7e2bf5dffccfdb4,head_fit,length_64_gap_8,38,56520d5b484c2b5358d580d7b6d8ab6bed7934d28ef1ba6b3e13835c4f6444f9
qseq_f0b7c35e28157360,head_fit,length_64_gap_8,39,5ae58e4eb24445784032a59c83f47f93c342ffbbe50ebd8560545dd30e160fa6
qseq_5b3541bc4ecd5520,head_fit,length_64_gap_8,40,5bd38c21a63e60c1f5915192e603f51a98702cc82f00a6cb864aae6476fd17e9
qseq_51105068c69885d2,head_fit,length_64_gap_8,41,5fc4183a8cc9c6c9ed0a2602ff50e3a026b7213ffd08a65428b842556caf0c1a
qseq_1fa7df7dac6c2475,head_fit,length_64_gap_8,42,600aad59e0182dca7b70b2a445f080263bb6570eb520595fa18904eeb932ffe9
qseq_1f17912f3d8f9da9,head_fit,length_64_gap_8,43,6d5345943e6af28ae88ece6738dd6c9abda256271b39daa4552676ab93b161b7
qseq_492ddced5e4b2559,head_fit,length_64_gap_8,44,6ed24327c5e79a1757db6eb1b3e2711120ab99098c827893993a90ea244d28e7
qseq_131de4ffcd89e6e9,head_fit,length_64_gap_8,45,70309a7f2de536bd1b8242a27d298f71be5da71cdaf24e7a127a2ebfc2f5d624
qseq_2eba76d2215c33b9,head_fit,length_64_gap_8,46,7458f36bffb79f87046b185f0c62d68915136c0e46cfbcafee95d1600920fd11
qseq_a1c3fb56cf8462bb,head_fit,length_64_gap_8,47,747d1c591d59b411a1a9767ae63eedb63535880a7ae518f35f934779059c8545
qseq_dcd58d81cb05e28d,head_fit,length_64_gap_8,48,7814ebcb4ab935dd5e7221a0af268a32c631c39a525601bf1802e73e2b1a481d
qseq_6715416239d80838,head_fit,length_64_gap_8,49,7912b2ee0c238b3d59e80d8086cc79d972511385fa8a052623dcf5081924fa4b
qseq_8d499f91b4526a3a,head_fit,length_64_gap_8,50,7ac37c48240ecc9ac9ba0199a34affa1ce7c2cced26ed8766d3b4267f62e7f07
qseq_587220b2bc085b31,head_fit,length_64_gap_8,51,7aece10639083cdb6e1f5c2359069ad7e845c62441e9e75e663162d118c0d8f8
qseq_69cc809df6a6f6c9,head_fit,length_64_gap_8,52,7c3f7911481e54e23ae5d1b84b49b47fa7dbbe5c8715e37001874aef79001142
qseq_b92aea251b1eff2b,head_fit,length_64_gap_8,53,81317acb3139634c066745521ef143167a32d04348a4b3fc021aa09ecf7e0fcb
qseq_4f51e954884cdf48,head_fit,length_64_gap_8,54,82de60a36354577cbaca63781c9e1e4c6a754ae1d909e7b71510ded434c79c83
qseq_fe9ddd894232689b,head_fit,length_64_gap_8,55,86b0b53f8b509153c17fe99527429401b180ecf7b8ebda058dc1db3ed6a2fa5b
qseq_c12d62810ba631af,head_fit,length_64_gap_8,56,88c169810164b202323ed69e02830c16a2183df7b6739e7c85d1d14ef2d5a190
qseq_5e9dad96f848721b,head_fit,length_64_gap_8,57,8cf6c45e1a3b05b5de6ae7b4ce6ef62b41a3d43a1534686984d1cf4e9d31da57
qseq_32e4b0f9ec8b30ce,head_fit,length_64_gap_8,58,939f8284231d34d66e289f7c6451c11a73ea095b90c9d5683c51155edf460c28
qseq_eab2e57f5041e3f9,head_fit,length_64_gap_8,59,964096c2b151563fb55d4598a3611c2e02d0c13b0fbb53e56a638233b5094962
qseq_845854475db5ae4a,head_fit,length_64_gap_8,60,97014b84a9d29509b3afa720cfcd2b1fe5d6f96449c72276c84797f5df246ff5
qseq_8688a95186e10f9c,head_fit,length_64_gap_8,61,9ac655b97f79d8e256dcc8d11429277ad0455c611d1155563f41e1ff0e742ddd
qseq_e8c2d067e77fc845,head_fit,length_64_gap_8,62,9b4eb03ec4f21660ba3e0711a6416e6a06fd3b0bec8d777e0f8b87c9d36d842e
qseq_c0d3d38e8bedac65,head_fit,length_64_gap_8,63,9bb6fc2b442c3e97b6fc252bbb241b6fb0d8ecd889a85eab31c2c43962628de8
qseq_84ff4fbaaa20d8cc,head_fit,length_64_gap_8,64,9d4bebbbf8eb2cefc2b38b098f54ce4da11deecccffb63dafda9a22d4ef072fc
qseq_a0de254948a6e5bf,head_fit,length_64_gap_16,1,00ba27d6d0344ad16e8650a57ef7b74e24b45bd524c026735abd9673c98a6b2a
qseq_b0e4d687f94733dc,head_fit,length_64_gap_16,2,03657441dc3c71a2138d454c229abd3c7ece1c95c4ac111044a10a6357503083
qseq_be52c9a76238a7d9,head_fit,length_64_gap_16,3,04564affb47372aa76bb923c0fd19703c7ede5e7da7f1d04b68c1c5ce1826828
qseq_f37fbd079a3b6bde,head_fit,length_64_gap_16,4,04d9c58393741e4eb2e23929791aedcd7695c090880e6fa0779d5dae851651d9
qseq_ecccef08f74a0d62,head_fit,length_64_gap_16,5,071243f61d38b38774256d6f5079677823488a995d76c85344ca60d39f7843a4
qseq_3b5d281e4d3fc2c2,head_fit,length_64_gap_16,6,073260c20d63831f59c4fc85deeaeed4ff23308d41d3ddfe40566664e4989179
qseq_d1e08ad378e2d77d,head_fit,length_64_gap_16,7,089c46041236d4b9c83a648f4320c4c92e675008a8a358387384b1a614536d19
qseq_7e4b4a517eef4bbc,head_fit,length_64_gap_16,8,0d3f8bd37b2e9dd7ef5f787bcfda1fb68c230ed56acea55fa10d83eaaa52948a
qseq_8b91b6dc4c4ad5a7,head_fit,length_64_gap_16,9,0f50d76fc196199ab47f6830cf2941884b1c1f2b9b50d329f0c2c94a52968f32
qseq_61c50fa15c9aaf25,head_fit,length_64_gap_16,10,115768199b3ca04eb9767dc43be95985e1f1991e7b93f484c7b0f1c7abea5926
qseq_eb6a949eb0642356,head_fit,length_64_gap_16,11,129750aa230b37f0cbbd21506cf0712aabc9cb5c6eaa926e1b0d1e9cf1063558
qseq_ccbe5bac490d61b5,head_fit,length_64_gap_16,12,135e412f0459759bce983bc5f983933aa7a4abbec6c934a1d000da42d5f06db6
qseq_ae9e47b71d61c01f,head_fit,length_64_gap_16,13,1542b5dd9eb5838c29ff2d608696978f3f78461a8c670b51da227ec29898a4c9
qseq_c423f0620a3bd358,head_fit,length_64_gap_16,14,165a8900bd6901cee48a8b7b6dd8b0f0f44a8128274ba3d5c0756458fda4fb5d
qseq_b7edc17d7108c749,head_fit,length_64_gap_16,15,16da2b50a180b6caaf3af98833ed248132586f4eaaf369344c71c1a48bec6ae0
qseq_c0b98a93360f9565,head_fit,length_64_gap_16,16,188724019f48cc78574eff46b9c95ea8370f503a10a921f6f7af225efa726524
qseq_b6de0520ecba0cb7,head_fit,length_64_gap_16,17,18d85a0d8b76ad6647da433403a932c72942abcd0b806890509935cd0b6afe43
qseq_adc73ff9cfa008e2,head_fit,length_64_gap_16,18,29ba77d42da2151b63ff37ec42213975c977bc7c932197b5055d82250ab79c82
qseq_2940a4d578561754,head_fit,length_64_gap_16,19,2f650bb2fff3f6b0bd38133f14d8d2caae21a5619d494cb64328e8d7a38c35fb
qseq_30994fe2dabf428d,head_fit,length_64_gap_16,20,31ca9ff23a814c6b3a6a0f274f522ab2bead6dbf31f23571d9a55b0d0004ff2d
qseq_949a4801d597a033,head_fit,length_64_gap_16,21,3254f07154ee77d63059f2b4d00b094b0e9718760d75ed6bac7d33470ef207c7
qseq_c5b16a3541c1277e,head_fit,length_64_gap_16,22,33c8ac0bc721623c72c896b9e16455cd0371653cee3a0843d1ed0b99be343903
qseq_9431506847fefb45,head_fit,length_64_gap_16,23,346a5682bb69f897e8e54f4a5d91fd7d10a6b718d1f1f9e907a74e1a95e4ccf7
qseq_5c36d742824efa4b,head_fit,length_64_gap_16,24,3c3c318d849103a1eefc0630f14e371b01499bc27d211959f58428fa2e1687dc
qseq_05d8cddf3ea281a9,head_fit,length_64_gap_16,25,44655e6e3e116a4d2e500f123bb61460e6313cbe30921981e52265039a74f193
qseq_f17674cc4392f3bf,head_fit,length_64_gap_16,26,48c38badb7f82abc15a38ee502fcd68241c5b26118e71320faea28016960380d
qseq_382e6ced8b87a663,head_fit,length_64_gap_16,27,491b2ab29498363169907c415c5eb62dcfa4484e79db0169944115414d8073c6
qseq_fe5cd0e334e253c1,head_fit,length_64_gap_16,28,4a4e2cfe047a6c9381804c76317331da070648b5b16bf1c8c7f109a63f4522b0
qseq_b417731b953269a4,head_fit,length_64_gap_16,29,4ef94a805eb54c3deb8805ae72bb1210a0a3a02a6c5f68094abdcf9418dba8bb
qseq_450cbb29b12c67b7,head_fit,length_64_gap_16,30,505f9ac6faad060fa44dd25646d6bc74997ef51df6eabcf90254f64250757215
qseq_a30ec5f4c977bbc8,head_fit,length_64_gap_16,31,507bb05eae548904d138cb6443ffa83deddd9578b939464bc8ed65a38919cb16
qseq_f52fc5c697a8e7f5,head_fit,length_64_gap_16,32,53ef5fb6dc928abfde31444942ce0076f95a36014b70a07e469b13196d0d64de
qseq_396aff10bb95400f,head_fit,length_64_gap_16,33,551f4b68fe62ff04d0dae2c0d85215a6caa8457e427f0a4fff00f4e31e9bc770
qseq_82c1df8241dca3cf,head_fit,length_64_gap_16,34,57f40787f79341bfbe12fc217f960d87a9551e7969e31b29d3f373640d58c076
qseq_204175b8e8f592ff,head_fit,length_64_gap_16,35,591822fc6db3e45faa2e8d4f4d95ea612353e4cf70db501e2b4244ad7be8680f
qseq_b7054e022b918880,head_fit,length_64_gap_16,36,5cbc06fbaec3e7475f5db4f3896c6589319527a970836232937084cd8cb3b257
qseq_ba8a8e9d30f030c0,head_fit,length_64_gap_16,37,5ce7172241d455a7ce3005cdd4168c68f46373ff765745f33639adf724b15a32
qseq_57bd27a9adf994ef,head_fit,length_64_gap_16,38,5ecefac6a3a8cf25a8523783898f1aabe1715b794be6352c732abceeb6788ea7
qseq_df9ba99fcdbb78f6,head_fit,length_64_gap_16,39,60ed8790fbb15a8cdbd1632b0f5d6517a2dff2a73827242cdbef84f9459f5ffa
qseq_c7f36be3fc9142a4,head_fit,length_64_gap_16,40,61c5b9a91e60578ed599ac2d0c3a3869698683baf005faca8088fbccfee10996
qseq_bb25837841d78095,head_fit,length_64_gap_16,41,61e19dfce8cf77a9be0015607c1e16282724993733d3ca1b02420e59c4a81062
qseq_89060805f114dcc8,head_fit,length_64_gap_16,42,69956e340cf467f86b111fce54bb38fa70174bbb707df64d41e6d69cbf4f8a70
qseq_cfce5ff0ec658964,head_fit,length_64_gap_16,43,6ca46e8bd9c71f588ea4b5032c72ca67e94fbd2c8b3fefb7847b5e079a03cbb3
qseq_84f8cb3faeb6a744,head_fit,length_64_gap_16,44,6d59a6b4599afc3720ef3de7165f4629bcdc91a9b7529f349c50a61b6452a22b
qseq_42c429c411c30673,head_fit,length_64_gap_16,45,6f0ecd31632d83f85f53411ff0769cc2dcf4d33a76d1311b827788ec6813aece
qseq_1d8ea3a6efaf9fab,head_fit,length_64_gap_16,46,6fb465cd142d74016cb2ee788eee58abce2858a5ce25e44b618d22b11ccc6724
qseq_a1e47f7cb49b58b7,head_fit,length_64_gap_16,47,72b023b14cfc3809c7fba3cc69ce10cbe769f05ef658a8bbbb92917e2a9ad214
qseq_75975c5fcfe56f9f,head_fit,length_64_gap_16,48,74aa2e2df8555698671e82f3c2a0e817bb9eaa7a6508c559952e62d629d137b3
qseq_8a0db1772110a4a8,head_fit,length_64_gap_16,49,763b3b3648385b28f06bb8bd9d554bb95b1428c053b1aa282ec17f806c0157dd
qseq_5f7ce90f26f794f5,head_fit,length_64_gap_16,50,771a533ac5d434eec8a8c869071bb813e46e60dae4b3d5ffd699a4b8323bb0fb
qseq_f2f94c41d471f1c4,head_fit,length_64_gap_16,51,7a613c30311c776c41d238a12cbc1dda34ba8805175f19dea80867b449a23f49
qseq_d57f36c4148c49c6,head_fit,length_64_gap_16,52,7a9430bca0f6e0c281b37126af50453f9e8edf42dc45a2705cdd9a59e9c70044
qseq_fdf96662daefa822,head_fit,length_64_gap_16,53,7c33f936a85b1e81f5c6aafbdc0f0fa20b187d22e80f4df7b72b616aa3e442dc
qseq_4b71f66c27222d97,head_fit,length_64_gap_16,54,7c4e71fc1a76f508a89ad0ea2fabd264b0056b77963276d067f4ae80f1a08c4c
qseq_a1e8b0d618f525ce,head_fit,length_64_gap_16,55,7e139180521fe31e356210217d291d0b64f646b32c11666128d6982f2580fad5
qseq_8597a5fd74382a82,head_fit,length_64_gap_16,56,7f90bed452e268be06cd43b724b79698ba4b6f61ef4aa3898f0b359714b8c288
qseq_2317dd357fbf5323,head_fit,length_64_gap_16,57,819b5e1cbc4a6955d61a5ceac81e76b8e6f2c9ae2c7788d009fc1de4c2b7a4d8
qseq_44b93471651b7136,head_fit,length_64_gap_16,58,868911c1ed4a389d4623a7be5adb34170f7f315ae0976a3e4e67607a76daa32c
qseq_9936aeb4dac5517c,head_fit,length_64_gap_16,59,86b73f934ab95e663c095c1d6a130023703fb9d1dae2235e66cedceb6a104c47
qseq_4118977d719f3b17,head_fit,length_64_gap_16,60,8cf6ad1a09aa12852bad9b53014f4183229eb3143ca77582e8892c640922c0c6
qseq_622c80501e6559b9,head_fit,length_64_gap_16,61,8ff457ccb82acf4b1b4fe2190a0997e331c1e553760f83a8cd26bedd7335d3ea
qseq_995d48cc4618a5d7,head_fit,length_64_gap_16,62,9104829f9efbc8ad311f4dae0a5aa72c04409e3454d1c0bdf0f79cc8501c1aad
qseq_2a1a4deb70ed1a8f,head_fit,length_64_gap_16,63,92cac78af09612c8a91a164125c6136ac585ed838230001c4d1a173fb799c7de
qseq_d83a3e748cb0801e,head_fit,length_64_gap_16,64,951b10ce7ad03694dd9245721ed71c3fe736fcb1686cb35aad78a0183f244f23
qseq_20d84938c3ec3dc4,head_test,length_32_gap_8,1,03396b664e606eaace2bab7b6e59c87d9bce2160a5600225b7c0273e65f8d26c
qseq_59a61a4ecc55ea15,head_test,length_32_gap_8,2,05ff8f3f84bf2e696a930483bd3a3d0737fe03111593f54a4222140863334ae0
qseq_31237421f3e8fb73,head_test,length_32_gap_8,3,07275c1d95afecf262ea295c7213aa0f8ed1f52dbd1666c206ad05cb7b767499
qseq_db51bc7a8ce2bdc9,head_test,length_32_gap_8,4,086a07ce6220ee141c410df8c2c2a259b8653cd564d1cab354f2afc1b26f3211
qseq_255b180c5f28b7b1,head_test,length_32_gap_8,5,0946754b3b93396a9322475b9262995f7438ddbfb1620c8601eb3eed0c59089f
qseq_1c4677283f4ddd38,head_test,length_32_gap_8,6,0caab2ffa650fde6622b4cd2e4f2d08d272c8b8090ea8bee001738144e1e1e55
qseq_f7e61a8c16cb0bc2,head_test,length_32_gap_8,7,0d2901203f7cf7f57940156547aaf7976dd8ef714bc427049b5c08401eaf114b
qseq_67a3ef5387ab6eca,head_test,length_32_gap_8,8,14039e912bf2d6e8893a2548ba61b25a5306334e133995c81c05f80372f8d68f
qseq_7e2b133ba97b8dce,head_test,length_32_gap_8,9,1b159d9b366404257701d05c4a7bce4023306720f0143b1766f724bee73a3c73
qseq_950af0df43357e44,head_test,length_32_gap_8,10,1c32216724620a0c5494d31814c99bed1f63e3cc29126a239d4ad343d634fcc5
qseq_74ed97927d986956,head_test,length_32_gap_8,11,1c4947d631bab3e9d9a19a5e9d9d0ee06f57ef270711f5cccf136437ef36b7d7
qseq_87afc113ff384c6d,head_test,length_32_gap_8,12,1d6a962774096610db0a0aabad522c22aa95b1e955987dec3d39c4ba19c8eee1
qseq_2a1a536b5de4cf84,head_test,length_32_gap_8,13,2013a6205ee05abdfc528e09ed12f31f7e71f34d04c59404758b8990245ebc3b
qseq_63682190c380ff47,head_test,length_32_gap_8,14,22dc414261e97871377bb6d07b38d1bba078b680c69bdb61226d7a4bbc2d29f8
qseq_6cd4ec537ca76518,head_test,length_32_gap_8,15,25be9f8d461516634e95704fa6711d5729912ef552bd9ae0881639a865cecde2
qseq_a9ea8585d9a3c7f1,head_test,length_32_gap_8,16,2861a0a483b90146445459cac140a1ca81da0c333b2fc83a852a773b9745e576
qseq_11741601f9bfa578,head_test,length_32_gap_8,17,28e5886a5e12068776a38ff3e685a7f130638e98eb8e54c8879051d19f66421c
qseq_22a648f6472d4674,head_test,length_32_gap_8,18,2ac2a31648ac045feacc329ec131cce44372654743531e9cd78698177a2e3c8b
qseq_a88503e9abfb0d77,head_test,length_32_gap_8,19,2b58c20a3689cf51be878142c735c92c610f3eef8aba81cf6fb1eb214fd42b69
qseq_3ac95bf0de6f1790,head_test,length_32_gap_8,20,2d09b03dc72f883eba91738a6e22f8dba431dd06ea465be339a35a7ccfdf8ba3
qseq_81860bc02f0fb157,head_test,length_32_gap_8,21,34beb04af823d16ab08f9d0fbf4088b5ab8e69562a96b316be291a7e8ebdec24
qseq_c3c978d14fde62e1,head_test,length_32_gap_8,22,34cba3c717544d586c0be14a3b37fbe115ad589cbc82a27a6474724982bcec76
qseq_54e32c4912938dbc,head_test,length_32_gap_8,23,388663f5d36f0ae2bbff9662ff1023e39329d6aac4d0ee4a44db9bb0d10849c6
qseq_db9cc61c16a077a0,head_test,length_32_gap_8,24,39be8ec4870a0744df320798bc1e3404998333dd9f6a881cbdd8e25607c1d4f9
qseq_88cc5ee4f2c1aee5,head_test,length_32_gap_8,25,3a24ec1a723b6e1a6b8e0b7b9cce2ba06e5d43e8a678f273aa32fd967f915d61
qseq_233e7deb7facb2d3,head_test,length_32_gap_8,26,3ae47ec3e96df7f1c837cb963144b05957ef707a2df9f18552070d0a642d2f08
qseq_d39f95bd596f6631,head_test,length_32_gap_8,27,3ef9d583d56675c31ef9c0119aff5cc200a230497ca0631d639cecf580696414
qseq_3722357b53a5dc31,head_test,length_32_gap_8,28,40cfaf13b4575a64a02bde59edefaf941b13378c2c0942405a96146ae969b9a1
qseq_1fad909cfec0bc31,head_test,length_32_gap_8,29,41166a8d7457179fb01f3a2bb7c6cfd55bd403f867fa239a4dfeb9ec565f68e5
qseq_fb081f0f4fed1e4a,head_test,length_32_gap_8,30,411e3f780344a5466fce7b05d7eab1ebd7f42b986156d0166beb88440c508938
qseq_cfa290f91e756400,head_test,length_32_gap_8,31,417af20f07817d7b281ae0c7afb11b1c5d860e794b34f01ac3ab238dacbaf16d
qseq_f8c0f781f4c949d8,head_test,length_32_gap_8,32,4abf301d7b860535a829f7570e2f4a1016a3c74fe84ef79f1148c32b6f0a768d
qseq_8ac75402182e3000,head_test,length_32_gap_8,33,4b5e30e0ee4329f54ffa0982d2f3174feb297ccc0f55c85020680db2136d3151
qseq_4d0c2bcc7fd5efd9,head_test,length_32_gap_8,34,4be08b50c458de61934423b252b0cf97c091ac801e1e09842a548bf805823f37
qseq_1ac3e646d5b1a53b,head_test,length_32_gap_8,35,544b76489a03ff936d1bfe02b465be2777c8aa549460d1127945a0dc4c7e66b6
qseq_da502db63aa53069,head_test,length_32_gap_8,36,56608c4b46f1c44863556d102a5524f1b618c16d4002efe9c9f7357aa29f1da5
qseq_2afb1901a35bc7e4,head_test,length_32_gap_8,37,572a069f1d5943a47ef29af3846b17a688d51fbeecf35e943859b7d00f2b472f
qseq_ca9c1c54e5e581ab,head_test,length_32_gap_8,38,5a83d5d1f20435aef519fc6d7abfa7a21afac0e57c3d28abe4609cf7fa58106c
qseq_00ed603bd5ff1e0f,head_test,length_32_gap_8,39,5cdf5dd5a66ececc2d29f2cba245e8d50d8821cb52bb7fd12f2a895607b86c5c
qseq_6b8de9991cf2ccf0,head_test,length_32_gap_8,40,5f035624f5364a8270094f42c7728a13515bfef3885b7e95e77542419549be5a
qseq_5fc0c2647c795de0,head_test,length_32_gap_8,41,63224ecedc9deac7df023bdfb87aba441ab94c91fec39d6e3a85d926b890355f
qseq_2ed16ad0822e1aa9,head_test,length_32_gap_8,42,63600524f8e4d424988197ace9bb9ad0b12df9eba0dc82a2da4ae93504c67a22
qseq_c90fbe0d78789bdf,head_test,length_32_gap_8,43,6417274f0f4654bdf9721de3e4bfaba948e80e0f5c03bd26ffdcf57c1af2a736
qseq_265dbb128691c4ea,head_test,length_32_gap_8,44,67dacad9066196cd66e05d89162c3a891b11cb4c8fadc92623253fd91b956a39
qseq_74f97f9f309af75a,head_test,length_32_gap_8,45,6a86d5302e8ff725a8abab0e0557fb9b3a063dfc5711053becae0b0852e73371
qseq_5fae35a4e32931ac,head_test,length_32_gap_8,46,6d8f2bacc2087bb41f7ca00d9b239af20796e65c66f3289758f938318f1ea51e
qseq_1607504492823f9b,head_test,length_32_gap_8,47,6fb2c769a36d4b8d6d81f83af081b738c807ce193438fbfbcecade8ac7b46561
qseq_515c6d1a3124f890,head_test,length_32_gap_8,48,7072e5dc22466d666634b94e93d9af777725dd05fd48c671412b5d64809f7e5e
qseq_91148b6cc5bccdd2,head_test,length_32_gap_8,49,70af8af21778fcba64ed9fce016d26149ccbb5d5917706c0c16304d50ee411eb
qseq_65d0ab00219d2c21,head_test,length_32_gap_8,50,724550bf60d0fd533d39fb5c22979ed93dfe6955b7d3e379b28e1b1b73fbab4d
qseq_712af6cd95e56e10,head_test,length_32_gap_8,51,7362f5798f8aaf956ce3817758b3a797a55c4091b03f0673add9dc1e94e17f66
qseq_c2368bbd0e7be1e6,head_test,length_32_gap_8,52,765bb0918dec0a60339818b18337b0ece46107778cc001da9fbe5cd5e4725fa4
qseq_94595c58ff11bc3c,head_test,length_32_gap_8,53,7728fac379718b47877f76bb8bf6b3e2f55b1694e0b76f0a95640193ad743dc7
qseq_22463e75f2e88311,head_test,length_32_gap_8,54,7bc96154a9dd128b8df8226399f45c51f92e41f081a485868acdc174d7e196c5
qseq_c9d5935b86e922bb,head_test,length_32_gap_8,55,7c556a341c4fd47a3f6b4e48e6b6565e144f93960466186f753ae9481d4e0c29
qseq_041fbec7259fe37b,head_test,length_32_gap_8,56,7ca01d9783baeffdb92b988d32c4c6172c5ab8b0d21a5d39873f67426e8ecdbf
qseq_0f456dc928177364,head_test,length_32_gap_8,57,7e83738ee88532a9aeb677f4e496be5b9dfa91d2cc96667adc9dbf9535c6c9b1
qseq_f7c35de3d1ed3dd4,head_test,length_32_gap_8,58,7f15ba70eaa02b8345e958b1407c1c7a78907a534576e9e5c633b71493ffd6e5
qseq_fc6cbdd98e626237,head_test,length_32_gap_8,59,825b5669d34291704d6728743aa9c65a22d90ba6185772d5ef581fcc3a2556a8
qseq_283b7aef68bf4713,head_test,length_32_gap_8,60,88a2581a755713b57e6d80bf3b5717cb937975f8c3bf9b164786073f6cb74a5c
qseq_878b4243e0fd2299,head_test,length_32_gap_8,61,8dc8fb8c60fb6ad8f6a40b1b471a30738d12ed05d672f23ae55e4081fe4b5e60
qseq_f273063a59bc269c,head_test,length_32_gap_8,62,8dfcf1ca676750ca1dd801ec3404dd62c6e99a64f2bf2c837858bcf36ff6f6c7
qseq_c857772dff50b7c9,head_test,length_32_gap_8,63,95d4c022c1ab25ffbce54035176c9ffd6b1da340f5c13f9595efac93e525f0ff
qseq_a4034c146d2097b6,head_test,length_32_gap_8,64,9ca3530afb947d344d8722bb78dcbdc7f2edf0295e5ee388d7e79c6c7485beba
qseq_6a43aad004f55b84,head_test,length_32_gap_16,1,017b121894f97d55fdffba4fb8658f01351dfe743487b73a4e125132c299e107
