target_fraction,target,pool_id,query_id,mask_bits,n_heads,is_noop,actual_target_loss,n_test_prompts
0.50,1.7268613737542182,qpool_6c9ad557921d1966,qmask_e003b3ec0121953b,11011001,5,false,1.5323970123781692,512
0.50,1.7268613737542182,qpool_6c9ad557921d1966,qmask_f820e84b827bfd6b,10101101,5,false,0.980872764808737,512
0.50,1.7268613737542182,qpool_6c9ad557921d1966,qmask_fa363a52954060a1,10110110,5,false,0.8571829470638477,512
0.50,1.7268613737542182,qpool_6c9ad557921d1966,analytic_noop,00000000,0,true,1.7268613737542182,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_14432725d56e8049,10011100,4,false,0.9645927519977704,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_323b67f1b27b5893,11111100,6,false,1.794605819224671,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_39ecce4dbde1e7f4,11001001,4,false,1.176494214444574,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_527883050feb9009,11001011,5,false,1.2456768263646154,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_7f50455f5507bafe,10010011,4,false,0.768306199327526,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,00010111,4,false,1.208419748302731,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_a6bb6d75ba01c741,11010000,3,false,1.0208097616459781,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,qmask_ddede699aac8de6a,11111010,6,false,1.7382459891096005,512
0.50,1.7268613737542182,qpool_70bc91001fd21361,analytic_noop,00000000,0,true,1.7268613737542182,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_4cc030241e0f1e44,01100010,3,false,0.9523359073900792,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_6d08de407943319e,11101101,6,false,1.5195145928391867,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_87c7efb1f0502cb1,01001101,4,false,0.9203537446528571,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,00111011,5,false,1.2751720270080114,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_9a6bcdbfd54eac0e,10101001,4,false,1.0068692002396347,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,11011100,5,false,1.5999461737437741,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,01100110,4,false,0.8826586942614085,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_fac74048988e3cbb,01010001,3,false,0.8834730845874219,512
0.50,1.7268613737542182,qpool_7d29cbb2adc90870,analytic_noop,00000000,0,true,1.7268613737542182,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,10011011,5,false,0.9909833882384191,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_58970516f324daa1,11011000,4,false,1.444149263982581,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_5a3f155888c60ff4,10001001,3,false,0.9018906138126113,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_8a58e1cfc4f87182,11010001,4,false,1.1237510014798318,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_9df5cd7b1d191d30,00001110,3,false,1.3040747164122877,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_a9284c314595341d,11001010,4,false,1.137968451611414,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,00101100,3,false,1.2846708614870295,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_d350d740bff94567,00010011,3,false,1.3407148814194443,512
0.50,1.7268613737542182,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,0,true,1.7268613737542182,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,00110100,3,false,1.1924331386699123,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,01011101,5,false,1.0653476687357397,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_1d6d1ddc1980f1fe,10111000,4,false,1.0913968080467384,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_424f9867dfadb061,10110000,3,false,0.8879039223893415,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_884363745844cf9e,10110011,5,false,0.87813181763795,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,11010101,5,false,1.258717069483282,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_ddc0ed6fecc12d09,11011011,6,false,1.6411628178129831,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,qmask_fe9b859e1804ec08,00011010,3,false,1.2875755256836783,512
0.50,1.7268613737542182,qpool_bace2709926cfaee,analytic_noop,00000000,0,true,1.7268613737542182,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_07e4d5ad11974b66,01010100,3,false,0.8183901662177959,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_47a8b0e6e63f5071,10111110,6,false,1.1382075061474097,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_75e6dad44fc41222,01100100,3,false,0.9090755784427529,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_b0e252c8a061a875,00110011,4,false,1.1942187380273026,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_e7b741d3e896dac1,01101010,4,false,1.0403650864545853,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_e8f30cbb6e37ce0d,10101011,5,false,0.9859518242183185,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,10000101,3,false,0.7619535784606342,512
0.50,1.7268613737542182,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,01111011,6,false,1.2176597200641481,512
0.50,1.7268613737542182,qpool_c519138426e50658,analytic_noop,00000000,0,true,1.7268613737542182,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_30f1d2fade2e7178,01001010,3,false,0.9431875237241911,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_6227c96ae46c75f8,01111001,5,false,1.2002102310816554,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,5,false,1.3586625894449753,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_9f2a7299208a9ed1,01100111,5,false,0.8815395173760407,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_afbe22c87ad11ae4,10101100,4,false,0.961689043966544,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_cc0414ee182789c1,01111111,7,false,1.2728671429831593,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,00011111,5,false,1.2083587258130137,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_f61f977e6689b2ed,10001111,5,false,0.8270109930645049,512
0.50,1.7268613737542182,qpool_e3bc02cdca185ab2,analytic_noop,00000000,0,true,1.7268613737542182,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_05031e6a7405856b,00111110,5,false,1.2249342134809922,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_239a2dd293cc8eaf,11000001,3,false,0.893569463757558,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_2678a15f3a1887ca,10110001,4,false,0.8930608332275369,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,01111000,4,false,1.1667107291232242,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_8a4fe6aab0927861,11110001,5,false,1.3361172642162273,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,00100111,4,false,1.2253614776527684,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_bdc01c419cf655bf,01100001,3,false,0.9689009182366135,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,5,false,1.2143410015059999,512
0.50,1.7268613737542182,qpool_ff721276bd560c43,analytic_noop,00000000,0,true,1.7268613737542182,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_04e99e00df510b89,10100010,3,false,1.564756378546008,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_4dc7fd92c7b096a2,11101001,5,false,1.256863044493457,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_56332775d253c008,10100101,4,false,1.405008692526735,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_6d873abcf3a8f6b9,01001001,3,false,1.6343776281037208,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_7c330068eacbeec8,01111110,6,false,1.4134014669934913,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_87bb9cc60085dcff,11011101,6,false,1.3846197999537253,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_a3ac1f42a70defe3,10110101,5,false,1.307204285534226,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,11100110,5,false,1.0614792343103545,512
0.75,2.5902920606313273,qpool_04a0d16a2ce1d6ae,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_168ecc77c6d9bec7,00100011,3,false,2.1604897188631185,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,11100100,4,false,1.0631138429403109,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_514b410bbe7f097e,11010111,6,false,1.1018100647388565,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_8630d2328962fa10,00111000,3,false,1.9520578849696903,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_a4b7b621b0c57baf,10111100,5,false,1.400930301488188,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_abc2c93f2a9da9d0,11100111,6,false,1.1143823891329703,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_cdd694ec938105ff,00011011,4,false,1.9967812447052893,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_e907033eeed311b5,00101010,3,false,2.052881313767557,512
0.75,2.5902920606313273,qpool_094d56ddcd5f1fe4,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_282cb65c9e54d1f9,01101110,5,false,1.426312187896201,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,11001111,6,false,1.1752972429026158,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_849e90ce5ffd4bc1,00111010,4,false,1.8617216158786505,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_84e1013c62ab0342,10110111,6,false,1.2466121093320908,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_92fdf63f6fed474e,00011001,3,false,2.0983472898565196,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_95b0a9234a9eee46,10101110,5,false,1.371806393497991,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_9a86a5949df1b42b,01001100,3,false,1.5233127638257429,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,qmask_bde177d3edcb1ae0,00110110,4,false,1.8600411194206572,512
0.75,2.5902920606313273,qpool_0b1792f4952557ee,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_31a763e8bc0202e0,00101110,4,false,1.920390646852411,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_4f926e356a625a67,01111100,5,false,1.445447698105454,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_7c849c67ebb1b4f9,10111111,7,false,1.3732673538415838,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_8fc54aeb91caafc9,00111101,5,false,1.8310282707525403,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_af6d0dc69e3d9a78,00011110,4,false,1.8845683697290951,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_b996be105c0f3dda,10100110,4,false,1.4189399917781884,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,11010110,5,false,1.048495178712983,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_e217ee83fae37141,11110010,5,false,1.1401700434212216,512
0.75,2.5902920606313273,qpool_0ffd30d33ad8dd0f,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_427363983d4a675f,11011110,6,false,1.3854603308404876,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_55cbf5fefb67a9c9,10010100,3,false,1.3994012440507504,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_68ff8f889255b0e9,00001111,4,false,2.075246786666412,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_8a9d405ad1968a90,11001000,3,false,1.0961883804134231,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_96b494b452b77f8e,01110100,4,false,1.3915714979525546,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_b02b2d5954d58371,01011000,3,false,1.4980736189004347,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_bcbb878aab0fd0e6,10010101,4,false,1.3519183443459042,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,11001100,4,false,1.0953734230620285,512
0.75,2.5902920606313273,qpool_169a31b6710ef111,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_330533bb35dfe50c,10001011,4,false,1.4856934659451326,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_7496171506cc1757,10011111,6,false,1.310504455316277,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_81b5d6cd2a60bf37,11110101,6,false,1.2303540888415228,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_85812c22f52f55f2,10101111,6,false,1.3568674504890623,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_8ec53a11acfe0f00,11110110,6,false,1.1964769087176137,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,00110010,3,false,2.0000426098331445,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_d474d772a2156911,10111001,5,false,1.4663553067739485,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_d49846da5aa54e5e,01001011,4,false,1.5442436528387589,512
0.75,2.5902920606313273,qpool_3bc403a0734a65bf,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_06e53efa12c0c89c,01010011,4,false,1.4664596240131686,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_5106913f39c2ea0e,01100101,4,false,1.4738001915288805,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_58d4e1dd95e5c5b0,00111111,6,false,1.7528707561041301,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_ac55e1313a50fb45,01101101,5,false,1.4749976366060764,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,10000111,4,false,1.4423859746075323,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_d3a70a2b122bfec6,10110100,4,false,1.3365454232125558,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_e28959d82dee3e38,10001110,4,false,1.386688405226323,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,11110111,7,false,1.2680681239380647,512
0.75,2.5902920606313273,qpool_4da0243bdf72a6cd,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_03e03e6bad3167c1,00110101,4,false,1.893375332935193,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_22c3d94ed895c2d5,10010110,4,false,1.3118487825449847,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_581f449a19375ab8,00011100,3,false,1.989879877115527,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_649dfffca1027d37,11101111,7,false,1.331991275389555,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_88b9054a02247dd1,11000010,3,false,0.9867559716617507,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_9cf9f1f53520f88b,01111010,5,false,1.4583852204477807,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_af3070b33fa6727a,01000111,4,false,1.5095948630996645,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,11000100,3,false,0.9492519074847223,512
0.75,2.5902920606313273,qpool_59fb93108c625f9c,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_3b86e07f9bac3525,10001010,3,false,1.5332109433238656,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_494f47beb25cae41,11111001,6,false,1.447560500731015,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_5febbac13cd7abee,00010110,3,false,2.0910789704153103,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,01010110,4,false,1.367637617280252,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_d79394fce5af8530,11011111,7,false,1.4516577380345552,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_e003b3ec0121953b,11011001,5,false,1.3043250925566099,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_f820e84b827bfd6b,10101101,5,false,1.413294715403481,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,qmask_fa363a52954060a1,10110110,5,false,1.2692440399282532,512
0.75,2.5902920606313273,qpool_6c9ad557921d1966,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_14432725d56e8049,10011100,4,false,1.3573453389817587,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_323b67f1b27b5893,11111100,6,false,1.466770411831476,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_39ecce4dbde1e7f4,11001001,4,false,1.1248790834406464,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_527883050feb9009,11001011,5,false,1.1278696915910587,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_7f50455f5507bafe,10010011,4,false,1.3950580804694255,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,00010111,4,false,2.0333743976611913,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_a6bb6d75ba01c741,11010000,3,false,1.0220049665604165,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,qmask_ddede699aac8de6a,11111010,6,false,1.4352332072098761,512
0.75,2.5902920606313273,qpool_70bc91001fd21361,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_4cc030241e0f1e44,01100010,3,false,1.6062611810675662,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_6d08de407943319e,11101101,6,false,1.2971429733975128,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_87c7efb1f0502cb1,01001101,4,false,1.4911875906791465,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,00111011,5,false,1.852037256989206,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_9a6bcdbfd54eac0e,10101001,4,false,1.5150189869509632,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,11011100,5,false,1.3208702719889516,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,01100110,4,false,1.4663301341211081,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_fac74048988e3cbb,01010001,3,false,1.5574373216068125,512
0.75,2.5902920606313273,qpool_7d29cbb2adc90870,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,10011011,5,false,1.37337376086316,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_58970516f324daa1,11011000,4,false,1.2526569422657303,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_5a3f155888c60ff4,10001001,3,false,1.5652178619152437,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_8a58e1cfc4f87182,11010001,4,false,1.0475714216063352,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_9df5cd7b1d191d30,00001110,3,false,2.1252957276251436,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_a9284c314595341d,11001010,4,false,1.0888913081557803,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,00101100,3,false,1.9972081258370054,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_d350d740bff94567,00010011,3,false,2.1835042007014636,512
0.75,2.5902920606313273,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,00110100,3,false,1.9504410159856889,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,01011101,5,false,1.4059217541785074,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_1d6d1ddc1980f1fe,10111000,4,false,1.4706416280578196,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_424f9867dfadb061,10110000,3,false,1.4525956504012356,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_884363745844cf9e,10110011,5,false,1.3348470376995465,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,11010101,5,false,1.067103760730788,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_ddc0ed6fecc12d09,11011011,6,false,1.353365412932817,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,qmask_fe9b859e1804ec08,00011010,3,false,2.018001566450039,512
0.75,2.5902920606313273,qpool_bace2709926cfaee,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_07e4d5ad11974b66,01010100,3,false,1.4594592016578645,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_47a8b0e6e63f5071,10111110,6,false,1.365704009701858,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_75e6dad44fc41222,01100100,3,false,1.5312747823322752,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_b0e252c8a061a875,00110011,4,false,1.9410021669759772,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_e7b741d3e896dac1,01101010,4,false,1.5316138956168288,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_e8f30cbb6e37ce0d,10101011,5,false,1.4497579143280745,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,10000101,3,false,1.5247796800586002,512
0.75,2.5902920606313273,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,01111011,6,false,1.461701131398513,512
0.75,2.5902920606313273,qpool_c519138426e50658,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_30f1d2fade2e7178,01001010,3,false,1.583898893894002,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_6227c96ae46c75f8,01111001,5,false,1.5087103388964351,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,5,false,1.162864014117531,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_9f2a7299208a9ed1,01100111,5,false,1.4116710803782553,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_afbe22c87ad11ae4,10101100,4,false,1.4358778157898087,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_cc0414ee182789c1,01111111,7,false,1.4301924059855082,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,00011111,5,false,1.8668856856761522,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_f61f977e6689b2ed,10001111,5,false,1.3526801607426933,512
0.75,2.5902920606313273,qpool_e3bc02cdca185ab2,analytic_noop,00000000,0,true,2.5902920606313273,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_05031e6a7405856b,00111110,5,false,1.7586846952567612,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_239a2dd293cc8eaf,11000001,3,false,0.9939005760638793,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_2678a15f3a1887ca,10110001,4,false,1.4030746913922485,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,01111000,4,false,1.5121319200907237,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_8a4fe6aab0927861,11110001,5,false,1.1820437841297462,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,00100111,4,false,2.0176215546794083,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_bdc01c419cf655bf,01100001,3,false,1.596769472422693,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,5,false,1.1051271354876917,512
0.75,2.5902920606313273,qpool_ff721276bd560c43,analytic_noop,00000000,0,true,2.5902920606313273,512
