sweep_gamma,seed,support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
0.5,3,projected,observer_self_gain,-0.4399385398653549,-0.8396922844806417,0.398449624409171,-0.0013041202061158,0.3997537446152868
0.5,3,projected,observer_error_pole_unsaturated,0.1539784889528741,0.2938922995682246,-0.1394573685432099,0.0004564420721405,-0.1399138106153504
0.5,3,projected,mean_residual_off_support_l2_path,7.419636965674552e-16,1.4175468026541266e-15,-8.608866325999892e-16,-1.8530352651331783e-16,-6.755831060866713e-16
0.5,3,unprojected,integrated_squared_error,3.7552645798586326,10.362511815366087,-4.149604165354102,2.4576430701533525,-6.6072472355074545
0.5,3,unprojected,integrated_absolute_error,0.6616910694096845,2.3091924532879204,-0.969205309897184,0.678296073981052,-1.647501383878236
0.5,3,unprojected,final_target_mse,0.92574667657943,2.599944743199237,-1.067805059475404,0.606393007144403,-1.674198066619807
0.5,3,unprojected,cumulative_collateral_abs,0.0070679560925672,0.0166406279992608,0.5320705574908506,0.5416432293975442,-0.0095726719066935
0.5,3,unprojected,actuation_energy_l1,0.8127655997043917,3.5456442492642744,-1.9179523305389912,0.8149263190208913,-2.7328786495598827
0.5,3,unprojected,observer_bias_mae_path,0.069373267065701,0.2476838844779718,-0.1059900750081328,0.0723205424041379,-0.1783106174122708
0.5,3,unprojected,large_error_trajectory_rate,-0.2233333333333333,0.0,-0.2233333333333333,0.0,-0.2233333333333333
0.5,3,unprojected,observer_self_gain,-0.0267556421178115,-0.0688172134954435,0.0240409260161733,-0.0180206453614586,0.0420615713776319
0.5,3,unprojected,observer_error_pole_unsaturated,0.0093644747412341,0.0240860247234052,-0.0084143241056606,0.0063072258765104,-0.0147215499821711
0.5,3,unprojected,mean_residual_off_support_l2_path,0.0249166101134603,0.2001972137900574,-0.0435725062558778,0.1317080974207192,-0.175280603676597
0.5,4,projected,integrated_squared_error,275.778552617152,141.95281203407978,133.82715263389514,0.0014120508229407,133.82574058307222
0.5,4,projected,integrated_absolute_error,45.52541111689544,30.95007252098854,14.588020695390853,0.0126820994839502,14.5753385959069
0.5,4,projected,final_target_mse,68.29802477656952,38.11297268562501,30.185077238489495,2.5147544995591213e-05,30.18505209094451
0.5,4,projected,cumulative_collateral_abs,20.754863539671824,6.633741961723585,16.350947405563396,2.229825827615157,14.12112157794824
0.5,4,projected,actuation_energy_l1,226.93701184598632,154.44816427337523,73.54091538476251,1.0520678121514102,72.48884757261109
0.5,4,projected,observer_bias_mae_path,5.786984248101978,3.4679529950106085,2.320064161159323,0.0010329080679525,2.31903125309137
0.5,4,projected,large_error_trajectory_rate,1.0,0.8773333333333333,0.1226666666666667,0.0,0.1226666666666667
0.5,4,projected,observer_self_gain,-1.3986895358426532,-1.1308910402142445,-0.266254148131273,0.0015443474971357,-0.2677984956284087
0.5,4,projected,observer_error_pole_unsaturated,0.4895413375449285,0.3958118640749855,0.0931889518459456,-0.0005405216239974,0.093729473469943
0.5,4,projected,mean_residual_off_support_l2_path,2.4036806746048877e-14,1.4149661441986796e-14,1.0636458005223908e-14,7.493127011618271e-16,9.88714530406208e-15
0.5,4,unprojected,integrated_squared_error,24.262117656362115,21.244705221065132,4.9523572272991885,1.9349447920022056,3.0174124352969827
0.5,4,unprojected,integrated_absolute_error,5.363651343274137,4.971877377381363,0.981388723993046,0.5896147581002715,0.3917739658927743
0.5,4,unprojected,final_target_mse,6.250153702794411,5.37568843789505,1.3377240750318524,0.4632588101324915,0.8744652648993609
0.5,4,unprojected,cumulative_collateral_abs,0.2207902114940823,0.1132806856050113,0.5798586548768018,0.4723491289877308,0.1075095258890709
0.5,4,unprojected,actuation_energy_l1,8.933305662176153,8.173783412776547,1.5963569803742317,0.8368347309746262,0.7595222493996054
0.5,4,unprojected,observer_bias_mae_path,0.5820167467132484,0.535271491191347,0.1088483467226864,0.0621030912007849,0.0467452555219014
0.5,4,unprojected,large_error_trajectory_rate,0.4513333333333333,0.222,0.2293333333333332,0.0,0.2293333333333332
0.5,4,unprojected,observer_self_gain,-0.1396012617096541,-0.1353228529262831,-0.0211454675506519,-0.0168670587672808,-0.004278408783371
0.5,4,unprojected,observer_error_pole_unsaturated,0.0488604415983789,0.0473629985241991,0.0074009136427282,0.0059034705685483,0.0014974430741798
0.5,4,unprojected,mean_residual_off_support_l2_path,0.5431823991916627,0.4895206426560232,0.1731482783760056,0.1194865218403662,0.0536617565356394
0.5,5,projected,integrated_squared_error,1.1437929996832876,4.063800134799847,-2.9209648927590797,-0.0009577576425201,-2.9200071351165597
0.5,5,projected,integrated_absolute_error,2.5654965751544756,5.158096782746352,-2.6014842429684544,-0.0088840353765777,-2.592600207591876
0.5,5,projected,final_target_mse,0.1982689140628948,0.7401779029026135,-0.5419092055041337,-2.1666441494385205e-07,-0.5419089888397187
0.5,5,projected,cumulative_collateral_abs,2.0623878393000243,2.9637083630425387,0.6772215512114732,1.5785420749539876,-0.9013205237425144
0.5,5,projected,actuation_energy_l1,16.198977637790634,31.800589748328736,-14.212167807368637,1.3894443031694657,-15.601612110538102
0.5,5,projected,observer_bias_mae_path,0.3099088201161817,0.5737039825231471,-0.2629769759761904,0.000818186430775,-0.2637951624069654
0.5,5,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.5,5,projected,observer_self_gain,-0.3211458221801356,-0.4941239014054959,0.1717718450824446,-0.0012062341429156,0.1729780792253603
0.5,5,projected,observer_error_pole_unsaturated,0.1124010377630474,0.1729433654919235,-0.0601201457788556,0.0004221819500205,-0.0605423277288761
0.5,5,projected,mean_residual_off_support_l2_path,1.5151292978572402e-15,3.1278263272250947e-15,-1.247786570185887e-15,3.6491045918196757e-16,-1.6126970293678545e-15
0.5,5,unprojected,integrated_squared_error,1.6888211025096176,3.458500419232756,-0.7820791674334551,0.9876001492896832,-1.7696793167231384
0.5,5,unprojected,integrated_absolute_error,0.1950951995789935,0.6389907575626168,-0.1883712676931637,0.2555242902904595,-0.4438955579836232
0.5,5,unprojected,final_target_mse,0.417546775759547,0.8654445054820554,-0.1998556375451174,0.2480420921773909,-0.4478977297225084
0.5,5,unprojected,cumulative_collateral_abs,-0.0074833679621415,0.0047114233543777,0.0803483790292677,0.092543170345787,-0.0121947913165193
0.5,5,unprojected,actuation_energy_l1,0.0188481995969276,0.7419638823251979,-0.2709630202929176,0.4521526624353527,-0.7231156827282703
0.5,5,unprojected,observer_bias_mae_path,0.0185918624382424,0.066514174181131,-0.0204687925692712,0.0274535191736173,-0.0479223117428886
0.5,5,unprojected,large_error_trajectory_rate,-0.4513333333333333,-0.2319999999999999,0.0,0.2193333333333333,-0.2193333333333333
0.5,5,unprojected,observer_self_gain,-0.0138914074267338,-0.0251273461048689,0.0047462005262775,-0.0064897381518574,0.011235938678135
0.5,5,unprojected,observer_error_pole_unsaturated,0.0048619925993568,0.0087945711367041,-0.0016611701841972,0.00227140835315,-0.0039325785373472
0.5,5,unprojected,mean_residual_off_support_l2_path,-0.0290062271044191,0.0205834022388287,0.0008839112881613,0.0504735406314091,-0.0495896293432478
1.0,0,projected,integrated_squared_error,337.4773318671984,245.94109612276333,91.53810464071302,0.0018688962779038,91.53623574443507
1.0,0,projected,integrated_absolute_error,51.72872576342932,41.59121916400983,10.153729218359269,0.0162226189397736,10.137506599419488
1.0,0,projected,final_target_mse,80.56768745095677,61.80235604033505,18.76537103361109,3.9622989370198975e-05,18.76533141062172
1.0,0,projected,cumulative_collateral_abs,24.614919289315147,11.554317348845858,15.028382001014103,1.9677800605448152,13.060601940469288
1.0,0,projected,actuation_energy_l1,162.4533133280065,131.6126295547931,31.488566674052265,0.6478829008388747,30.840683773213385
1.0,0,projected,observer_bias_mae_path,7.651245379697467,5.282832236451069,2.369589160265832,0.0011760170194352,2.3684131432463973
1.0,0,projected,large_error_trajectory_rate,1.0,1.0,0.0,0.0,0.0
1.0,0,projected,observer_self_gain,-1.6565531494841546,-1.368956975397718,-0.285775468096112,0.0018207059903245,-0.2875961740864365
1.0,0,projected,observer_error_pole_unsaturated,0.5797936023194541,0.4791349413892012,0.1000214138336392,-0.0006372470966136,0.1006586609302528
1.0,0,projected,mean_residual_off_support_l2_path,4.371066161864664e-15,3.0786504555653253e-15,1.4823831753413045e-15,1.8996746904196614e-16,1.2924157062993385e-15
1.0,0,unprojected,integrated_squared_error,78.16253394901877,57.42192649768943,22.06256742020041,1.3219599688710613,20.74060745132934
1.0,0,unprojected,integrated_absolute_error,13.458458726665192,11.004771160133975,3.028418882586031,0.5747313160548142,2.453687566531217
1.0,0,unprojected,final_target_mse,21.246363014601577,14.97515954590682,6.559964372018879,0.2887609033241216,6.2712034686947575
1.0,0,unprojected,cumulative_collateral_abs,1.3328424942354429,0.6894861199610278,1.4834573329535838,0.840100958679169,0.6433563742744148
1.0,0,unprojected,actuation_energy_l1,23.85168575197679,18.48702664609247,6.6748566988440174,1.310197592959696,5.364659105884321
1.0,0,unprojected,observer_bias_mae_path,1.5047275750682163,1.2102833133552475,0.3528097376145114,0.0583654759015422,0.294444261712969
1.0,0,unprojected,large_error_trajectory_rate,0.8726666666666667,0.648,0.2246666666666666,0.0,0.2246666666666666
1.0,0,unprojected,observer_self_gain,-0.3715336596009517,-0.3386557428683687,-0.0522086685896049,-0.019330751857022,-0.0328779167325829
1.0,0,unprojected,observer_error_pole_unsaturated,0.130036780860333,0.118529510003929,0.0182730340063617,0.0067657631499578,0.0115072708564039
1.0,0,unprojected,mean_residual_off_support_l2_path,1.2339366713052833,0.965581576106792,0.3843836646112177,0.1160285694127263,0.2683550951984914
1.0,1,projected,integrated_squared_error,231.12509982251103,95.91640387527052,135.20857501105405,-0.0001209361864615,135.20869594724053
1.0,1,projected,integrated_absolute_error,39.87164054234626,23.82853279257609,16.042145014992204,-0.0009627347779637,16.043107749770172
1.0,1,projected,final_target_mse,58.498801290898285,25.336207128452457,33.162591497680815,-2.6647650141517043e-06,33.16259416244583
1.0,1,projected,cumulative_collateral_abs,10.225166929134486,2.108215519303096,9.794014698939275,1.677063289107887,8.11695140983139
1.0,1,projected,actuation_energy_l1,176.22864670208173,103.49530478675732,73.33202571811543,0.5986838027910117,72.73334191532442
1.0,1,projected,observer_bias_mae_path,4.938749450908121,2.63706144766457,2.301615970825975,-7.20324175763256e-05,2.301688003243551
1.0,1,projected,large_error_trajectory_rate,1.0,0.882,0.118,0.0,0.118
1.0,1,projected,observer_self_gain,-1.3223090105306317,-1.0426037980793246,-0.2798207097250199,-0.0001154972737128,-0.2797052124513071
1.0,1,projected,observer_error_pole_unsaturated,0.462808153685721,0.3649113293277635,0.097937248403757,4.04240457995142e-05,0.0978968243579575
1.0,1,projected,mean_residual_off_support_l2_path,3.1616932456858007e-15,1.9642446412744897e-15,1.35440698861711e-15,1.5695838420579948e-16,1.1974486044113106e-15
1.0,1,unprojected,integrated_squared_error,32.86644758262523,26.861550488501997,8.736955784214167,2.732058690090934,6.00489709412323
1.0,1,unprojected,integrated_absolute_error,5.505216672979232,4.8783457394010465,1.59937621162004,0.9725052780418544,0.6268709335781857
1.0,1,unprojected,final_target_mse,8.382420161947314,6.633755271600259,2.3779334879710063,0.6292685976239509,1.7486648903470554
1.0,1,unprojected,cumulative_collateral_abs,0.175518113536635,0.0630380737527067,0.6350868679429849,0.5226068281590566,0.1124800397839283
1.0,1,unprojected,actuation_energy_l1,9.7462543410169,8.404797529447876,2.7386918506820592,1.3972350391130348,1.3414568115690244
1.0,1,unprojected,observer_bias_mae_path,0.612717837764849,0.533615378239837,0.1799085478926159,0.1008060883676038,0.079102459525012
1.0,1,unprojected,large_error_trajectory_rate,0.2199999999999999,0.0,0.2199999999999999,0.0,0.2199999999999999
1.0,1,unprojected,observer_self_gain,-0.1944750089809365,-0.187919510930651,-0.0349478649585279,-0.0283923669082424,-0.0065554980502854
1.0,1,unprojected,observer_error_pole_unsaturated,0.0680662531433278,0.0657718288257277,0.0122317527354849,0.0099373284178848,0.0022944243176
1.0,1,unprojected,mean_residual_off_support_l2_path,0.5063941787110204,0.420481289096652,0.2829649966564225,0.1970521070420541,0.0859128896143683
1.0,2,projected,integrated_squared_error,10.743803933815856,26.357365940328854,-15.610667598712393,0.0028944078006061,-15.613562006512998
1.0,2,projected,integrated_absolute_error,7.808709165157172,12.437955730794773,-4.607411576847484,0.0218349887901156,-4.629246565637601
1.0,2,projected,final_target_mse,2.046660243475917,5.706221587935915,-3.659559055954937,2.288505061110531e-06,-3.6595613444599984
1.0,2,projected,cumulative_collateral_abs,1.3701380255190403,0.9077452473739082,1.4891428248146974,1.026750046669565,0.4623927781451323
1.0,2,projected,actuation_energy_l1,26.655808837670865,45.913141548744136,-19.12843456469563,0.1288981463776366,-19.25733271107327
1.0,2,projected,observer_bias_mae_path,0.8390847888137466,1.3336862076601184,-0.4949864840395116,-0.0003850651931397,-0.4946014188463717
1.0,2,projected,large_error_trajectory_rate,0.4306666666666666,0.4306666666666666,0.0,0.0,0.0
1.0,2,projected,observer_self_gain,-0.6228018405355854,-0.7800414184577625,0.1604035639141887,0.0031639859920116,0.1572395779221771
1.0,2,projected,observer_error_pole_unsaturated,0.2179806441874549,0.2730144964602168,-0.056141247369966,-0.0011073950972041,-0.0550338522727619
1.0,2,projected,mean_residual_off_support_l2_path,2.272246359977907e-15,3.607146327312839e-15,-1.6797395059941857e-15,-3.448395386592531e-16,-1.3348999673349325e-15
1.0,2,unprojected,integrated_squared_error,9.08907946484482,14.916902559026926,-2.6603212116209036,3.167501882561204,-5.827823094182108
1.0,2,unprojected,integrated_absolute_error,0.3971298094140074,1.9857193357759595,-0.5821742163749413,1.0064153099870108,-1.588589526361952
1.0,2,unprojected,final_target_mse,2.146405156697475,3.5861446914140194,-0.6836507352080874,0.7560887995084569,-1.4397395347165445
1.0,2,unprojected,cumulative_collateral_abs,-0.0085365776113343,0.0108156747415616,0.1940044190148407,0.2133566713677367,-0.0193522523528959
1.0,2,unprojected,actuation_energy_l1,0.8265867228041692,3.3929044101015364,-1.5744019729204837,0.9919157143768836,-2.566317687297367
1.0,2,unprojected,observer_bias_mae_path,0.0469477476837831,0.2172806481491811,-0.0645745277487488,0.1057583727166491,-0.1703329004653979
1.0,2,unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
1.0,2,unprojected,observer_self_gain,-0.0651159520499099,-0.1071537380368783,0.0150729982837657,-0.0269647877032026,0.0420377859869684
1.0,2,unprojected,observer_error_pole_unsaturated,0.0227905832174685,0.0375038083129074,-0.0052755493993179,0.0094376756961209,-0.0147132250954389
1.0,2,unprojected,mean_residual_off_support_l2_path,-0.0503981602351708,0.1139702866625977,0.0329686652335299,0.1973371121312985,-0.1643684468977686
1.0,3,projected,integrated_squared_error,187.40579378659984,76.4204490111229,110.986048269088,0.0007034936110692,110.98534477547696
1.0,3,projected,integrated_absolute_error,34.83186744523246,21.246919825734984,13.591105710069732,0.0061580905722578,13.584947619497475
1.0,3,projected,final_target_mse,48.13378940093847,19.539102149746483,28.594696110136425,8.858944441562908e-06,28.594687251191985
1.0,3,projected,cumulative_collateral_abs,8.61734638405753,1.685231638045377,8.603369832921064,1.671255086908912,6.932114746012154
1.0,3,projected,actuation_energy_l1,131.5405928272126,77.38964028003193,54.39059216043481,0.239639613254134,54.15095254718068
1.0,3,projected,observer_bias_mae_path,4.127313915741016,2.335370934743444,1.7922968574678126,0.00035387647024,1.7919429809975722
1.0,3,projected,large_error_trajectory_rate,0.8766666666666667,0.8766666666666667,0.0,0.0,0.0
1.0,3,projected,observer_self_gain,-1.2285811776834503,-0.998828022148292,-0.2290110846775881,0.0007420708575701,-0.2297531555351581
1.0,3,projected,observer_error_pole_unsaturated,0.4300034121892078,0.3495898077519022,0.0801538796371559,-0.0002597248001496,0.0804136044373056
1.0,3,projected,mean_residual_off_support_l2_path,2.560601159653337e-15,1.370944725703641e-15,1.256842630857949e-15,6.718619690825306e-17,1.189656433949696e-15
1.0,3,unprojected,integrated_squared_error,38.37536829095479,31.4589185998765,9.882734137295197,2.966284446216907,6.916449691078288
1.0,3,unprojected,integrated_absolute_error,7.243335773388143,6.697870750979687,1.79803102894493,1.2525660065364743,0.5454650224084556
1.0,3,unprojected,final_target_mse,9.730699148481207,7.679696770978072,2.7039401033079873,0.6529377258048519,2.051002377503135
1.0,3,unprojected,cumulative_collateral_abs,0.3169413701000207,0.1135393599297168,0.8790861172807191,0.6756841071104152,0.2034020101703039
1.0,3,unprojected,actuation_energy_l1,12.702294696185405,11.209965621297028,3.519780737491253,2.027451662602875,1.492329074888378
1.0,3,unprojected,observer_bias_mae_path,0.7954890499783056,0.7210397793943892,0.2020191797783097,0.1275699091943933,0.0744492705839163
1.0,3,unprojected,large_error_trajectory_rate,0.6453333333333333,0.422,0.2233333333333333,0.0,0.2233333333333333
1.0,3,unprojected,observer_self_gain,-0.2489033059577646,-0.2511094470282361,-0.0391391615021282,-0.0413453025725997,0.0022061410704715
1.0,3,unprojected,observer_error_pole_unsaturated,0.0871161570852177,0.0878883064598825,0.013698706525745,0.0144708559004098,-0.0007721493746648
1.0,3,unprojected,mean_residual_off_support_l2_path,0.6420860514338718,0.5505984576895238,0.3415570179245861,0.2500694241802381,0.091487593744348
1.0,4,projected,integrated_squared_error,234.58538413114047,169.92672251845156,64.65875979928705,9.818659815485908e-05,64.65866161268892
1.0,4,projected,integrated_absolute_error,40.33713817072372,32.75503138252337,7.583028350571595,0.000921562371249,7.582106788200349
1.0,4,projected,final_target_mse,59.298133262695835,43.74035944442523,15.55777470978338,8.915127763766464e-07,15.557773818270604
1.0,4,projected,cumulative_collateral_abs,12.261325972121654,6.86581757732588,6.345177779739972,0.9496693849441976,5.395508394795773
1.0,4,projected,actuation_energy_l1,113.42940806316544,89.14590426142843,24.84110091593371,0.5575971141966818,24.283503801737027
1.0,4,projected,observer_bias_mae_path,5.026001272346737,3.808740937616894,1.2173115365038467,5.120177400399443e-05,1.217260334729843
1.0,4,projected,large_error_trajectory_rate,1.0,0.8773333333333333,0.1226666666666667,0.0,0.1226666666666667
1.0,4,projected,observer_self_gain,-1.3283710147958758,-1.185194333785195,-0.1430705536319217,0.0001061273787592,-0.1431766810106811
1.0,4,projected,observer_error_pole_unsaturated,0.4649298551785564,0.4148180168248181,0.0500746937711726,-3.714458256565134e-05,0.0501118383537383
1.0,4,projected,mean_residual_off_support_l2_path,5.696653465674021e-15,4.090133671040567e-15,1.5789356217378168e-15,-2.7584172895637398e-17,1.6065197946334542e-15
1.0,4,unprojected,integrated_squared_error,77.97034707590106,65.45398036713934,13.988525584388825,1.4721588756271116,12.516366708761725
1.0,4,unprojected,integrated_absolute_error,15.494600861916966,14.467055983552031,1.942627035997333,0.9150821576323978,1.0275448783649352
1.0,4,unprojected,final_target_mse,20.65073422213923,16.80530480182704,4.139727951911603,0.2942985315994142,3.8454294203121897
1.0,4,unprojected,cumulative_collateral_abs,1.5192367046922626,1.1014129350301138,0.9150558685214638,0.4972320988593151,0.4178237696621487
1.0,4,unprojected,actuation_energy_l1,26.803499304843516,24.3536368558403,3.6862483635437897,1.2363859145405731,2.4498624490032164
1.0,4,unprojected,observer_bias_mae_path,1.6952368998193317,1.5598779089862174,0.225977328032644,0.0906183371995298,0.1353589908331141
1.0,4,unprojected,large_error_trajectory_rate,0.8773333333333333,0.648,0.2293333333333332,0.0,0.2293333333333332
1.0,4,unprojected,observer_self_gain,-0.4582965170757732,-0.4638693445838608,-0.0337275243101482,-0.0393003518182358,0.0055728275080875
1.0,4,unprojected,observer_error_pole_unsaturated,0.1604037809765206,0.1623542706043512,0.0118046335085519,0.0137551231363826,-0.0019504896278306
1.0,4,unprojected,mean_residual_off_support_l2_path,1.3465341163822049,1.16503163643588,0.3802280937588276,0.1987256138125028,0.1815024799463247
1.0,5,projected,integrated_squared_error,107.10995240855242,40.34904078449672,66.7607758047211,-0.0001358193345857,66.7609116240557
1.0,5,projected,integrated_absolute_error,25.203715968639088,15.422626321233713,9.779854740712208,-0.0012349066931678,9.781089647405375
1.0,5,projected,final_target_mse,28.654502679407848,9.366999879067972,19.2875021287902,-6.715496732325228e-07,19.287502800339876
1.0,5,projected,cumulative_collateral_abs,2.299241184424252,0.6813262669086939,2.0881780018088936,0.4702630842933352,1.6179149175155585
1.0,5,projected,actuation_energy_l1,106.77936360116011,57.04517699597536,50.603024777203686,0.8688381720189255,49.73418660518477
1.0,5,projected,observer_bias_mae_path,2.79940767874452,1.6671152331532846,1.1323586561244745,6.621053323880612e-05,1.1322924455912355
1.0,5,projected,large_error_trajectory_rate,0.8726666666666667,0.4213333333333333,0.4513333333333333,0.0,0.4513333333333333
1.0,5,projected,observer_self_gain,-1.0626805333370202,-0.8810181736001168,-0.181815529118881,-0.0001531693819776,-0.1816623597369033
1.0,5,projected,observer_error_pole_unsaturated,0.3719381866679569,0.3083563607600408,0.0636354351916084,5.360928369224638e-05,0.0635818259079161
1.0,5,projected,mean_residual_off_support_l2_path,1.8978993763291995e-15,8.643947847703625e-16,1.2059648761601717e-15,1.7246028460133454e-16,1.033504591558837e-15
1.0,5,unprojected,integrated_squared_error,21.7122930493162,20.208352998678464,5.007471211492074,3.503531160854335,1.5039400506377376
1.0,5,unprojected,integrated_absolute_error,3.371945900612383,3.606190251065284,1.0175100768453582,1.251754427298259,-0.2342443504529008
1.0,5,unprojected,final_target_mse,5.425885439625064,4.907151042401263,1.3252181485728265,0.8064837513490244,0.5187343972238017
1.0,5,unprojected,cumulative_collateral_abs,0.0316965734279057,0.0214013202822657,0.1341980546150492,0.1239028014694093,0.0102952531456399
1.0,5,unprojected,actuation_energy_l1,6.109335592923976,5.9384147975995205,3.1557402878994374,2.9848194925749816,0.1709207953244558
1.0,5,unprojected,observer_bias_mae_path,0.3746538685622111,0.390950775285783,0.1134446767376637,0.1297415834612356,-0.0162969067235718
1.0,5,unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
1.0,5,unprojected,observer_self_gain,-0.1529648003345811,-0.1649988464888976,-0.0247232579347359,-0.0367573040890525,0.0120340461543165
1.0,5,unprojected,observer_error_pole_unsaturated,0.0535376801171033,0.057749596271114,0.0086531402771576,0.0128650564311684,-0.0042119161540107
1.0,5,unprojected,mean_residual_off_support_l2_path,0.2594170255331902,0.2671728003928248,0.2418649398042984,0.2496207146639331,-0.0077557748596346
1.15,0,projected,integrated_squared_error,338.4444733565694,269.2457369929465,69.20009148834038,0.001355124717461,69.19873636362291
1.15,0,projected,integrated_absolute_error,52.00853988985596,44.41630684344705,7.603875895011889,0.0116428486029809,7.592233046408907
1.15,0,projected,final_target_mse,81.08171205800726,67.197867320903,13.88387315841034,2.8421306088590175e-05,13.883844737104257
1.15,0,projected,cumulative_collateral_abs,23.56856172228732,13.710546549525205,11.327191518554796,1.4691763457926794,9.858015172762116
1.15,0,projected,actuation_energy_l1,132.82998871458335,118.19069810435153,14.710966794970233,0.0716761847384024,14.63929061023184
1.15,0,projected,observer_bias_mae_path,7.720349658815092,5.846994931743117,1.8743231733385892,0.0009684462666137,1.873354727071975
1.15,0,projected,large_error_trajectory_rate,1.0,1.0,0.0,0.0,0.0
1.15,0,projected,observer_self_gain,-1.6603774934893096,-1.433732125141982,-0.2253683261909493,0.001277042156378,-0.2266453683473275
1.15,0,projected,observer_error_pole_unsaturated,0.5811321227212582,0.5018062437996939,0.078878914166832,-0.0004469647547323,0.0793258789215644
1.15,0,projected,mean_residual_off_support_l2_path,5.988695204976671e-15,4.960470883524701e-15,1.2366631591343562e-15,2.084388376823859e-16,1.0282243214519705e-15
1.15,0,unprojected,integrated_squared_error,132.96104985099248,102.31698466629268,31.50852657226943,0.8644613875696239,30.644065184699812
1.15,0,unprojected,integrated_absolute_error,21.802416724461136,18.514865498250465,3.8040130217395927,0.5164617955289206,3.2875512262106703
1.15,0,unprojected,final_target_mse,35.00195509547189,27.615814056029855,7.56027840242831,0.1741373629862717,7.386141039442037
1.15,0,unprojected,cumulative_collateral_abs,3.182840495471839,1.959506631621125,2.059666568508538,0.8363327046578242,1.223333863850714
1.15,0,unprojected,actuation_energy_l1,37.55893046763889,31.23367667920472,7.520875113471845,1.1956213250376777,6.325253788434168
1.15,0,unprojected,observer_bias_mae_path,2.486841687609984,2.0518278259969813,0.4859050710706758,0.0508912094576727,0.4350138616130028
1.15,0,unprojected,large_error_trajectory_rate,0.8726666666666667,0.8726666666666667,0.0,0.0,0.0
1.15,0,unprojected,observer_self_gain,-0.5648526754533997,-0.523795486173097,-0.0621157670941933,-0.0210585778138906,-0.0410571892803026
1.15,0,unprojected,observer_error_pole_unsaturated,0.1976984364086897,0.1833284201605839,0.0217405184829675,0.0073705022348616,0.0143700162481058
1.15,0,unprojected,mean_residual_off_support_l2_path,1.845173177124265,1.4973752089486332,0.455525541830005,0.1077275736543732,0.3477979681756318
1.15,1,projected,integrated_squared_error,228.543944748096,115.09325550594718,113.4509754663996,0.0002862242508097,113.4506892421488
1.15,1,projected,integrated_absolute_error,39.63953878479465,25.907187482101833,13.734599211892004,0.0022479091991809,13.73235130269282
1.15,1,projected,final_target_mse,57.78178307338408,30.518174033080275,27.26361554935697,6.509053166327435e-06,27.2636090403038
1.15,1,projected,cumulative_collateral_abs,9.338196822964166,2.5825720421107268,8.14099788420291,1.3853731033494716,6.75562478085344
1.15,1,projected,actuation_energy_l1,149.10886043591324,97.60275769618556,51.7570252208545,0.2509224811268105,51.506102739727694
1.15,1,projected,observer_bias_mae_path,4.92184483816103,2.8920512572286503,2.0299530142520466,0.0001594333196672,2.0297935809323793
1.15,1,projected,large_error_trajectory_rate,1.0,0.882,0.118,0.0,0.118
1.15,1,projected,observer_self_gain,-1.3225643768262718,-1.0762035180940852,-0.2460980252579688,0.0002628334742178,-0.2463608587321866
1.15,1,projected,observer_error_pole_unsaturated,0.4628975318891951,0.3766712313329298,0.086134308840289,-9.199171597629174e-05,0.0862263005562653
1.15,1,projected,mean_residual_off_support_l2_path,2.706697066704682e-15,2.1178252127367e-15,8.573715151913262e-16,2.6849966122334423e-16,5.888718539679819e-16
1.15,1,unprojected,integrated_squared_error,44.26711675966029,35.657177185049555,11.276475927163077,2.6665363525523382,8.609939574610735
1.15,1,unprojected,integrated_absolute_error,7.850183826935412,7.006332202440998,1.928201428767114,1.0843498042726996,0.8438516244944143
1.15,1,unprojected,final_target_mse,11.322571204668204,8.787144076467637,3.1257789394927435,0.5903518112921771,2.535427128200567
1.15,1,unprojected,cumulative_collateral_abs,0.3197044722322577,0.1411406800444785,0.7141923056307319,0.5356285134429527,0.1785637921877791
1.15,1,unprojected,actuation_energy_l1,13.68691464723748,11.865648564976492,3.3170906752333806,1.4958245929723937,1.821266082260987
1.15,1,unprojected,observer_bias_mae_path,0.867456269811012,0.760540471748177,0.2175919441494032,0.1106761460865681,0.106915798062835
1.15,1,unprojected,large_error_trajectory_rate,0.2199999999999999,0.4353333333333333,0.2199999999999999,0.4353333333333333,-0.2153333333333333
1.15,1,unprojected,observer_self_gain,-0.2612154390171136,-0.2557798451559102,-0.0397637332229161,-0.0343281393617127,-0.0054355938612033
1.15,1,unprojected,observer_error_pole_unsaturated,0.0914254036559898,0.0895229458045685,0.0139173066280207,0.0120148487765994,0.0019024578514212
1.15,1,unprojected,mean_residual_off_support_l2_path,0.7199855799936641,0.6005625249833235,0.3410590610346689,0.2216360060243283,0.1194230550103405
1.15,2,projected,integrated_squared_error,13.33479792606446,31.41353770518984,-18.076263068000326,0.002476711125056,-18.07873977912538
1.15,2,projected,integrated_absolute_error,8.473627045858315,13.344372359390077,-4.850141733431629,0.0206035801001318,-4.87074531353176
