mask_id,mask_bits,family_id,n_controls,mean_kl_clean_to_intervened,median_kl_clean_to_intervened,maximum_kl_clean_to_intervened,mean_total_variation
qmask_8a58e1cfc4f87182,11010001,length_64_gap_16,128,0.0072894044114945687,0.0059453174471854504,0.046867720782756798,0.045124112206394736
qmask_8a58e1cfc4f87182,11010001,length_64_gap_8,128,0.010407956471681195,0.0089824767783283493,0.036078169941902098,0.05530547047965223
qmask_8ec53a11acfe0f00,11110110,all,512,0.020918478610838016,0.015507414005696701,0.36620068550109858,0.073365188545721993
qmask_8ec53a11acfe0f00,11110110,length_32_gap_16,128,0.017521772810141507,0.011808968614786801,0.1116926521062851,0.06683951753075229
qmask_8ec53a11acfe0f00,11110110,length_32_gap_8,128,0.032595247488643453,0.0216803383082151,0.36620068550109858,0.090394325496163191
qmask_8ec53a11acfe0f00,11110110,length_64_gap_16,128,0.014608231245801965,0.011713913641869999,0.063956230878829901,0.06299286228022534
qmask_8ec53a11acfe0f00,11110110,length_64_gap_8,128,0.01894866289876513,0.015941066667437498,0.075702235102653503,0.073234048875747193
qmask_8fc54aeb91caafc9,00111101,all,512,0.019710787705207573,0.012659815605729799,0.23253476619720451,0.070008826998673557
qmask_8fc54aeb91caafc9,00111101,length_32_gap_16,128,0.018577756085505777,0.012120850384235301,0.099854424595832797,0.068302513405797016
qmask_8fc54aeb91caafc9,00111101,length_32_gap_8,128,0.026656831836589796,0.014877001754939501,0.23253476619720451,0.078521778676076751
qmask_8fc54aeb91caafc9,00111101,length_64_gap_16,128,0.016495735622811432,0.011502918321639251,0.11056658625602719,0.0655126725614536
qmask_8fc54aeb91caafc9,00111101,length_64_gap_8,128,0.017112827275923292,0.012465904932469098,0.096880130469799,0.067698343351366874
qmask_90dd78ad11f097b3,11110100,all,512,0.020737078699767104,0.0151841035112738,0.36739775538444508,0.07299027860426574
qmask_90dd78ad11f097b3,11110100,length_32_gap_16,128,0.017469607399107141,0.011760598514229049,0.11178798228502269,0.066677449241979006
qmask_90dd78ad11f097b3,11110100,length_32_gap_8,128,0.032303132491506355,0.021717313677072449,0.36739775538444508,0.089855094061931567
qmask_90dd78ad11f097b3,11110100,length_64_gap_16,128,0.014357486290464249,0.01151599455624815,0.067327417433261802,0.062368068203795646
qmask_90dd78ad11f097b3,11110100,length_64_gap_8,128,0.01881808861799068,0.016127946786582449,0.0759486705064773,0.0730605029093567
qmask_95e119f889d86d43,00111011,all,512,0.019149214494518625,0.012236453127115899,0.233071744441986,0.068612833161751
qmask_95e119f889d86d43,00111011,length_32_gap_16,128,0.018559099216872668,0.012338391505181749,0.11588218808174131,0.067888866222347077
qmask_95e119f889d86d43,00111011,length_32_gap_8,128,0.026027859919849967,0.0136405262164771,0.233071744441986,0.076938496233196887
qmask_95e119f889d86d43,00111011,length_64_gap_16,128,0.015877563313551901,0.010888409800827451,0.1121295914053916,0.064017557044280665
qmask_95e119f889d86d43,00111011,length_64_gap_8,128,0.016132335527799975,0.01166352396830915,0.087399281561374595,0.065606413147179382
qmask_96b494b452b77f8e,01110100,all,512,0.01489207853455805,0.01077149901539085,0.2204189598560333,0.061524611352069714
qmask_96b494b452b77f8e,01110100,length_32_gap_16,128,0.012397362135743563,0.0086339814588427006,0.067728951573371804,0.055928223679074962
qmask_96b494b452b77f8e,01110100,length_32_gap_8,128,0.022591873263081607,0.0136849386617541,0.2204189598560333,0.074176720372633953
qmask_96b494b452b77f8e,01110100,length_64_gap_16,128,0.011325019788273445,0.0088536120019852491,0.062876418232917702,0.055234009283594739
qmask_96b494b452b77f8e,01110100,length_64_gap_8,128,0.013254058951133584,0.01143948826938865,0.072861030697822501,0.060759492072975214
qmask_9a6bcdbfd54eac0e,10101001,all,512,0.018497055687930648,0.012208727188408351,0.33436942100524902,0.067600001217215266
qmask_9a6bcdbfd54eac0e,10101001,length_32_gap_16,128,0.018242991694933104,0.01192602515220635,0.10285671055316919,0.067365308175794739
qmask_9a6bcdbfd54eac0e,10101001,length_32_gap_8,128,0.027375216057407628,0.014471471309661799,0.33436942100524902,0.079468942072708118
qmask_9a6bcdbfd54eac0e,10101001,length_64_gap_16,128,0.013494357648596585,0.0099171753972768506,0.1077704057097435,0.059799039590870906
qmask_9a6bcdbfd54eac0e,10101001,length_64_gap_8,128,0.01487565735078528,0.01217757910490035,0.081272780895233099,0.063766715029487331
qmask_9cf9f1f53520f88b,01111010,all,512,0.021189179521115823,0.014042903669178399,0.2828543484210968,0.073210877206292879
qmask_9cf9f1f53520f88b,01111010,length_32_gap_16,128,0.019277854027677621,0.012961522676050601,0.1062481924891471,0.070719890383770634
qmask_9cf9f1f53520f88b,01111010,length_32_gap_8,128,0.029948145584057728,0.01719322334975,0.2828543484210968,0.083819683350156965
qmask_9cf9f1f53520f88b,01111010,length_64_gap_16,128,0.017259398569876745,0.012247396633028949,0.096777297556400202,0.067655423801625092
qmask_9cf9f1f53520f88b,01111010,length_64_gap_8,128,0.018271319902851201,0.01403848361223935,0.089364580810069996,0.070648511289618854
qmask_9ef84ec72720c5bb,00100111,all,512,0.011943102112127187,0.0070864802692085001,0.16185414791107169,0.052694749032525544
qmask_9ef84ec72720c5bb,00100111,length_32_gap_16,128,0.011435410189733325,0.0067513845860957995,0.082772493362426702,0.051583003616542521
qmask_9ef84ec72720c5bb,00100111,length_32_gap_8,128,0.018625355864060063,0.0083054495044051994,0.16185414791107169,0.063710447895573424
qmask_9ef84ec72720c5bb,00100111,length_64_gap_16,128,0.0084872268889739158,0.0064756718929856495,0.071204811334609902,0.046605585972429205
qmask_9ef84ec72720c5bb,00100111,length_64_gap_8,128,0.0092244155057414397,0.0068019230384379001,0.086646437644958399,0.048879958645557012
qmask_9f2a7299208a9ed1,01100111,all,512,0.014921295790372775,0.010474615730345201,0.207928717136383,0.060976002718234626
qmask_9f2a7299208a9ed1,01100111,length_32_gap_16,128,0.012522822193204726,0.0084775369614362509,0.080477006733417497,0.055604752924409646
qmask_9f2a7299208a9ed1,01100111,length_32_gap_8,128,0.023367974124994317,0.014303900767117701,0.207928717136383,0.074912992742611054
qmask_9f2a7299208a9ed1,01100111,length_64_gap_16,128,0.010888448627156273,0.0092810876667499004,0.067682974040508201,0.053955635026795734
qmask_9f2a7299208a9ed1,01100111,length_64_gap_8,128,0.012905938216135789,0.011090290732681699,0.075509324669837896,0.059430630179122049
qmask_a3ac1f42a70defe3,10110101,all,512,0.017098683929816567,0.011786086950451049,0.29494819045066828,0.06516686387840305
qmask_a3ac1f42a70defe3,10110101,length_32_gap_16,128,0.016044906504248453,0.0097591681405901007,0.095754191279411302,0.062665200966875972
qmask_a3ac1f42a70defe3,10110101,length_32_gap_8,128,0.026108192680112503,0.01540399575605985,0.29494819045066828,0.078671377996215555
qmask_a3ac1f42a70defe3,10110101,length_64_gap_16,128,0.012268015056179089,0.0092629948630928508,0.074434526264667497,0.057004622285603504
qmask_a3ac1f42a70defe3,10110101,length_64_gap_8,128,0.01397362147872622,0.012018187902867749,0.079334408044814994,0.062326254264917169
qmask_a4b7b621b0c57baf,10111100,all,512,0.022367163155195109,0.01495649432763455,0.35112458467483521,0.075198022783297319
qmask_a4b7b621b0c57baf,10111100,length_32_gap_16,128,0.021344141572626492,0.013519254047423549,0.1030201911926269,0.07343891574419098
qmask_a4b7b621b0c57baf,10111100,length_32_gap_8,128,0.031244931949913679,0.019071155227720703,0.35112458467483521,0.086176838784012916
qmask_a4b7b621b0c57baf,10111100,length_64_gap_16,128,0.017774803774955165,0.012995500117540301,0.1005392000079155,0.068449003927526023
qmask_a4b7b621b0c57baf,10111100,length_64_gap_8,128,0.019104775323285091,0.015211679972708149,0.092638134956359794,0.072727332677459317
qmask_a6bb6d75ba01c741,11010000,all,512,0.0098705570828769365,0.0073806392028927005,0.12690684199333191,0.051509941597032552
qmask_a6bb6d75ba01c741,11010000,length_32_gap_16,128,0.0085921891040924916,0.0064098916482180001,0.066753253340721103,0.048385396570665706
qmask_a6bb6d75ba01c741,11010000,length_32_gap_8,128,0.015372194675364829,0.011794370599091001,0.12690684199333191,0.06410094504826698
qmask_a6bb6d75ba01c741,11010000,length_64_gap_16,128,0.0062304194007082965,0.0049107386730610995,0.045135371387004797,0.041465822432655799
qmask_a6bb6d75ba01c741,11010000,length_64_gap_8,128,0.0092874251513421248,0.0078741949982940491,0.0278103034943342,0.052087602336541701
qmask_a9284c314595341d,11001010,all,512,0.013956842255765829,0.010037346743047151,0.27350077033042902,0.060422822942200534
qmask_a9284c314595341d,11001010,length_32_gap_16,128,0.012860872400778996,0.0091950437054037493,0.067412078380584703,0.058289565786253605
qmask_a9284c314595341d,11001010,length_32_gap_8,128,0.021127412670466535,0.014107250608503799,0.27350077033042902,0.072828464064514209
qmask_a9284c314595341d,11001010,length_64_gap_16,128,0.0093867196637801905,0.0072690532542764499,0.046310052275657598,0.050673688019742216
qmask_a9284c314595341d,11001010,length_64_gap_8,128,0.012452364288037594,0.010188394226133751,0.053466573357582002,0.059899573898292105
qmask_aa927932235c699d,11011100,all,512,0.020257102274626911,0.014340732246637299,0.36228996515274042,0.072865925689256927
qmask_aa927932235c699d,11011100,length_32_gap_16,128,0.018560828328190788,0.01259218435734505,0.10984884202480311,0.069678728657890987
qmask_aa927932235c699d,11011100,length_32_gap_8,128,0.028756423889717508,0.019016092643141698,0.36228996515274042,0.085218898835591944
qmask_aa927932235c699d,11011100,length_64_gap_16,128,0.014909403245837843,0.0111156245693564,0.088087186217308003,0.06303061952348793
qmask_aa927932235c699d,11011100,length_64_gap_8,128,0.018801753634761505,0.01540942490100855,0.1016489788889884,0.07353545574005689
qmask_ac55e1313a50fb45,01101101,all,512,0.019490479734486095,0.013897200115025,0.26886120438575739,0.07040864503505867
qmask_ac55e1313a50fb45,01101101,length_32_gap_16,128,0.017093357411795251,0.011988794431090299,0.093346402049064595,0.06646471025305796
qmask_ac55e1313a50fb45,01101101,length_32_gap_8,128,0.028750241428497202,0.017602423205971648,0.26886120438575739,0.082848803431261289
qmask_ac55e1313a50fb45,01101101,length_64_gap_16,128,0.015072904796397729,0.012214567046612449,0.097099244594573905,0.063902071357006152
qmask_ac55e1313a50fb45,01101101,length_64_gap_8,128,0.017045415301254196,0.013780723791569451,0.079838261008262607,0.068418995098909308
qmask_af3070b33fa6727a,01000111,all,512,0.0052875653614136778,0.00426391488872465,0.062036424875259302,0.038333948294166434
qmask_af3070b33fa6727a,01000111,length_32_gap_16,128,0.0044270279186093379,0.0036137034185230498,0.017619775608181901,0.035309198821778368
qmask_af3070b33fa6727a,01000111,length_32_gap_8,128,0.0078073125750960952,0.0061378672253339997,0.062036424875259302,0.046149193687597241
qmask_af3070b33fa6727a,01000111,length_64_gap_16,128,0.0039815575619285932,0.0032539083622395498,0.0150689799338579,0.033720887542585794
qmask_af3070b33fa6727a,01000111,length_64_gap_8,128,0.0049343633900206831,0.0044360312167554504,0.0177516676485538,0.038156513124704319
qmask_afbe22c87ad11ae4,10101100,all,512,0.01814195963970628,0.012119619175791699,0.32922250032424921,0.067213644670118755
qmask_afbe22c87ad11ae4,10101100,length_32_gap_16,128,0.01746746796561633,0.0106495977379381,0.097344070672988794,0.065658429753966588
qmask_afbe22c87ad11ae4,10101100,length_32_gap_8,128,0.026420814079756338,0.0150532876141369,0.32922250032424921,0.078462382021825705
qmask_afbe22c87ad11ae4,10101100,length_64_gap_16,128,0.013444613879983035,0.010301316156983299,0.088425360620021806,0.059953676362056237
qmask_afbe22c87ad11ae4,10101100,length_64_gap_8,128,0.015234942633469422,0.01254376489669075,0.080329909920692402,0.064780090542626512
qmask_b0e252c8a061a875,00110011,all,512,0.012295077704038655,0.00745411077514285,0.17514003813266751,0.053898028731055043
qmask_b0e252c8a061a875,00110011,length_32_gap_16,128,0.011493735451949712,0.0067259212955831996,0.078373700380325304,0.052269538442487773
qmask_b0e252c8a061a875,00110011,length_32_gap_8,128,0.018695754393775084,0.0088311512954532996,0.17514003813266751,0.063996273413067656
qmask_b0e252c8a061a875,00110011,length_64_gap_16,128,0.0092587569051829112,0.00668936362490055,0.082950875163078294,0.048734086652984787
qmask_b0e252c8a061a875,00110011,length_64_gap_8,128,0.0097320640652469106,0.0079121477901935005,0.088542588055133806,0.050592216415679965
qmask_b52a639547d6a0e9,10000111,all,512,0.0054581902390963884,0.00387650995980945,0.071913838386535603,0.037728862838775926
qmask_b52a639547d6a0e9,10000111,length_32_gap_16,128,0.0056944563712021962,0.0033622612245380501,0.042546868324279702,0.037361204755143214
qmask_b52a639547d6a0e9,10000111,length_32_gap_8,128,0.0075493865961106573,0.0053473340813069998,0.071913838386535603,0.044313825957942712
qmask_b52a639547d6a0e9,10000111,length_64_gap_16,128,0.0038358522306225001,0.0026986942393704499,0.021049981936812401,0.032295409888320081
qmask_b52a639547d6a0e9,10000111,length_64_gap_8,128,0.0047530657584501984,0.0040180026553570496,0.0154011119157075,0.036945010753697674
qmask_b996be105c0f3dda,10100110,all,512,0.014010142218467031,0.0089707286097109006,0.2486947774887085,0.057823399416520219
qmask_b996be105c0f3dda,10100110,length_32_gap_16,128,0.013336983425688179,0.0076062718871980003,0.081173345446586595,0.055324896937236134
qmask_b996be105c0f3dda,10100110,length_32_gap_8,128,0.021591770231680081,0.0114673785865306,0.2486947774887085,0.070115456721396158
qmask_b996be105c0f3dda,10100110,length_64_gap_16,128,0.0095456792842014138,0.0071265255101024497,0.060203216969966798,0.049940778146265033
qmask_b996be105c0f3dda,10100110,length_64_gap_8,128,0.011566135932298445,0.0094593064859509,0.080957017838954898,0.055912465861183536
qmask_ba4de66f5ec66b86,01010110,all,512,0.0061567753921280607,0.0049367994070052493,0.049966935068368898,0.041586104620364453
qmask_ba4de66f5ec66b86,01010110,length_32_gap_16,128,0.0052376926441865552,0.0040470957756041995,0.022667091339826501,0.03848503115295894
qmask_ba4de66f5ec66b86,01010110,length_32_gap_8,128,0.0083781877947330455,0.0069996463134884505,0.049966935068368898,0.048389869727543507
qmask_ba4de66f5ec66b86,01010110,length_64_gap_16,128,0.00513744918498555,0.0040603608358651001,0.032258328050374901,0.037837331503396812
qmask_ba4de66f5ec66b86,01010110,length_64_gap_8,128,0.0058737719446070929,0.0050356099382042,0.022892571985721501,0.041632186097558539
qmask_bad2b6dedfcd4ce3,11010101,all,512,0.013607538707674345,0.0104576582089066,0.16228584945201871,0.060506896108563475
qmask_bad2b6dedfcd4ce3,11010101,length_32_gap_16,128,0.011590220625293978,0.0081429262645541997,0.080732554197311401,0.055869925126898978
qmask_bad2b6dedfcd4ce3,11010101,length_32_gap_8,128,0.021148298063053461,0.016274151392281,0.16228584945201871,0.07520559945260169
qmask_bad2b6dedfcd4ce3,11010101,length_64_gap_16,128,0.0089258092884846943,0.0069850492291152,0.050370048731565399,0.049690061394358005
qmask_bad2b6dedfcd4ce3,11010101,length_64_gap_8,128,0.012765826853865243,0.011531601659953549,0.040898159146308802,0.06126199846039522
qmask_bcbb878aab0fd0e6,10010101,all,512,0.0072531579814949006,0.0052925422787666,0.0826474875211715,0.044126482654974056
qmask_bcbb878aab0fd0e6,10010101,length_32_gap_16,128,0.0072467899854017949,0.0047345687635242002,0.0514865852892398,0.043323077334207441
qmask_bcbb878aab0fd0e6,10010101,length_32_gap_8,128,0.0097405013457318515,0.0070918509736656501,0.0826474875211715,0.051091014218400191
qmask_bcbb878aab0fd0e6,10010101,length_64_gap_16,128,0.0055366355263685735,0.0039345684926956502,0.032497975975274998,0.03866815318178847
qmask_bcbb878aab0fd0e6,10010101,length_64_gap_8,128,0.0064887050684773826,0.0057652168907224499,0.0291537288576364,0.043423685885500121
qmask_bde177d3edcb1ae0,00110110,all,512,0.011875923154548169,0.007223954424262,0.16274431347846979,0.05320387343817852
qmask_bde177d3edcb1ae0,00110110,length_32_gap_16,128,0.010849548640180676,0.0060727321542798501,0.071954235434532096,0.050581055984366637
qmask_bde177d3edcb1ae0,00110110,length_32_gap_8,128,0.017842437797298726,0.0087879411876201005,0.16274431347846979,0.063303225149866152
qmask_bde177d3edcb1ae0,00110110,length_64_gap_16,128,0.00914701854890149,0.0064107847865670503,0.069700635969638797,0.048620928078889805
qmask_bde177d3edcb1ae0,00110110,length_64_gap_8,128,0.0096646876318117851,0.0074248926248401004,0.084062457084655706,0.050310284539591479
qmask_c76e2148877c5063,11010110,all,512,0.012183191824988119,0.0092438231222331003,0.13068142533302299,0.057436971081187907
qmask_c76e2148877c5063,11010110,length_32_gap_16,128,0.010246046425891057,0.0070394244976340996,0.075186192989349296,0.052458839185419437
qmask_c76e2148877c5063,11010110,length_32_gap_8,128,0.018369037472439183,0.0144832194782793,0.13068142533302299,0.070723582553910064
qmask_c76e2148877c5063,11010110,length_64_gap_16,128,0.0081938214570981861,0.0062583852559327507,0.050655517727136598,0.047498996267677229
qmask_c76e2148877c5063,11010110,length_64_gap_8,128,0.011923861944524054,0.010407879948615952,0.035332635045051498,0.059066466317744884
qmask_c7c095a611af1783,00101100,all,512,0.014323281511224145,0.0091173299588262497,0.20601171255111689,0.058868456835625652
qmask_c7c095a611af1783,00101100,length_32_gap_16,128,0.01331672424930725,0.0085344188846647011,0.091953009366989094,0.056926356890471611
qmask_c7c095a611af1783,00101100,length_32_gap_8,128,0.020286299533836379,0.010529480874538401,0.20601171255111689,0.067267352991620968
qmask_c7c095a611af1783,00101100,length_64_gap_16,128,0.011528074270245218,0.0085222674533724507,0.094455480575561496,0.054852653323905494
qmask_c7c095a611af1783,00101100,length_64_gap_8,128,0.012162027991507732,0.0090788258239626503,0.084223404526710496,0.05642746413650452
qmask_cb0a7c3a10da33f2,11001100,all,512,0.015424086051325451,0.011306994594633499,0.2677018940448761,0.063702271214424344
qmask_cb0a7c3a10da33f2,11001100,length_32_gap_16,128,0.013712041863982394,0.0091069075278937001,0.081817165017127894,0.059835902691702303
qmask_cb0a7c3a10da33f2,11001100,length_32_gap_8,128,0.022962116730923247,0.0161541830748319,0.2677018940448761,0.076703799044480506
qmask_cb0a7c3a10da33f2,11001100,length_64_gap_16,128,0.010605030917758941,0.0079432609491049497,0.054503008723258903,0.053823131893295739
qmask_cb0a7c3a10da33f2,11001100,length_64_gap_8,128,0.014417154692637223,0.011769218835979652,0.066576912999153096,0.064446251228218843
qmask_cbd8bcbf0db11c8c,00110010,all,512,0.010951597098937733,0.0064897572156041496,0.1675767302513122,0.050464109950553344
qmask_cbd8bcbf0db11c8c,00110010,length_32_gap_16,128,0.010115125803167705,0.0057678264565765502,0.077870026230812003,0.048486520172445993
qmask_cbd8bcbf0db11c8c,00110010,length_32_gap_8,128,0.016704238685633709,0.0075972874183207507,0.1675767302513122,0.059932448813924524
qmask_cbd8bcbf0db11c8c,00110010,length_64_gap_16,128,0.0083022234684903586,0.0059293720405548499,0.0716250389814376,0.046202612938941408
qmask_cbd8bcbf0db11c8c,00110010,length_64_gap_8,128,0.0086848004384591608,0.0067711272276937493,0.089371278882026603,0.047234857876901459
qmask_cdd694ec938105ff,00011011,all,512,0.010245322493346925,0.0054869109299032996,0.21129217743873591,0.04888114106870485
qmask_cdd694ec938105ff,00011011,length_32_gap_16,128,0.01037122287470988,0.0059917117469012503,0.1063336879014968,0.050128213566495064
qmask_cdd694ec938105ff,00011011,length_32_gap_8,128,0.011973337046583713,0.00524632725864645,0.21129217743873591,0.049846584239276077
qmask_cdd694ec938105ff,00011011,length_64_gap_16,128,0.0095544487530787071,0.0058129383251070499,0.079597480595111805,0.048114195087691727
qmask_cdd694ec938105ff,00011011,length_64_gap_8,128,0.0090822812990154003,0.0051322958897798993,0.0756101384758949,0.047435571381356512
qmask_d350d740bff94567,00010011,all,512,0.0027731833075676565,0.0019537160405888499,0.060527496039867401,0.027218965651627465
qmask_d350d740bff94567,00010011,length_32_gap_16,128,0.0028411959360709655,0.0019962759688496,0.018306281417608199,0.027651277756376606
qmask_d350d740bff94567,00010011,length_32_gap_8,128,0.0032921057363636858,0.0021637135650962001,0.060527496039867401,0.028433644474716809
qmask_d350d740bff94567,00010011,length_64_gap_16,128,0.0026660969724616283,0.0019739646231755502,0.021483235061168601,0.027167097301571578
qmask_d350d740bff94567,00010011,length_64_gap_8,128,0.0022933345853743473,0.0017079509561881,0.0104237720370292,0.025623843073844861
qmask_d79394fce5af8530,11011111,all,512,0.022289961856586112,0.015849349088966798,0.40526852011680597,0.076571501180296708
qmask_d79394fce5af8530,11011111,length_32_gap_16,128,0.020191490413708331,0.0137963434681296,0.1177474707365036,0.07332251704065125
qmask_d79394fce5af8530,11011111,length_32_gap_8,128,0.032327762881322941,0.021412064321339047,0.40526852011680597,0.090054193657124373
qmask_d79394fce5af8530,11011111,length_64_gap_16,128,0.016390676926675903,0.012078505475074001,0.095368117094039903,0.066494214057456646
qmask_d79394fce5af8530,11011111,length_64_gap_8,128,0.020249917204637268,0.01634371466934675,0.098982624709606101,0.076415079965954605
qmask_d7d102c2537b80f1,11100110,all,512,0.018885942868564549,0.013290641829371449,0.33240854740142822,0.068928129912819658
qmask_d7d102c2537b80f1,11100110,length_32_gap_16,128,0.015911626716842826,0.0096445586532353505,0.097988404333591406,0.0625123808276839
qmask_d7d102c2537b80f1,11100110,length_32_gap_8,128,0.029689443766983414,0.019659620709717197,0.33240854740142822,0.085620952479075599
qmask_d7d102c2537b80f1,11100110,length_64_gap_16,128,0.012755156441926326,0.01019146572798485,0.062716715037822696,0.058503159729298156
qmask_d7d102c2537b80f1,11100110,length_64_gap_8,128,0.017187544548505636,0.015555415302515,0.074670046567916801,0.069076026615221012
qmask_d9d8505932b1a835,11000100,all,512,0.0094987243267041273,0.0068690024781971996,0.080266885459422996,0.050068908814864643
qmask_d9d8505932b1a835,11000100,length_32_gap_16,128,0.0078659177816006801,0.0049223853275179499,0.072282433509826605,0.044786888771341127
qmask_d9d8505932b1a835,11000100,length_32_gap_8,128,0.014690209020045537,0.011693906970322051,0.080266885459422996,0.063266854500397998
qmask_d9d8505932b1a835,11000100,length_64_gap_16,128,0.0059486579839357918,0.0044322710018604499,0.039282087236642803,0.040054842073004644
qmask_d9d8505932b1a835,11000100,length_64_gap_8,128,0.0094901125212344985,0.0081894188188015998,0.029762724414467801,0.052167049914714825
qmask_ddc0ed6fecc12d09,11011011,all,512,0.020404954174864494,0.0139575488865375,0.40127527713775629,0.072879973784438293
qmask_ddc0ed6fecc12d09,11011011,length_32_gap_16,128,0.019013458917470367,0.013304671738296699,0.1154199987649917,0.070967783947708057
qmask_ddc0ed6fecc12d09,11011011,length_32_gap_8,128,0.029835339621058617,0.018651568330824299,0.40127527713775629,0.085690305626485469
qmask_ddc0ed6fecc12d09,11011011,length_64_gap_16,128,0.014928494738342069,0.011108800768852199,0.084898985922336495,0.06323841394623736
qmask_ddc0ed6fecc12d09,11011011,length_64_gap_8,128,0.017842523422586916,0.014230162370949949,0.082747414708137498,0.071623391617322285
qmask_e003b3ec0121953b,11011001,all,512,0.020111664773594336,0.01385036110877985,0.39635679125785822,0.072304591754800585
qmask_e003b3ec0121953b,11011001,length_32_gap_16,128,0.019145089723679069,0.01319334143772715,0.11868429929018021,0.071009616513037999
qmask_e003b3ec0121953b,11011001,length_32_gap_8,128,0.029250419564050348,0.018769865855574549,0.39635679125785822,0.084952652745414498
qmask_e003b3ec0121953b,11011001,length_64_gap_16,128,0.014584593192921554,0.010923635680228399,0.081979215145111001,0.062438999884761814
qmask_e003b3ec0121953b,11011001,length_64_gap_8,128,0.017466556613726376,0.013815685175359201,0.089797914028167697,0.070817097875988069
qmask_e8f30cbb6e37ce0d,10101011,all,512,0.018625506028456536,0.0122884232550859,0.33366808295249928,0.06788276806037169
qmask_e8f30cbb6e37ce0d,10101011,length_32_gap_16,128,0.018351314733081332,0.012140308041125501,0.1015956103801727,0.067626602074596975
qmask_e8f30cbb6e37ce0d,10101011,length_32_gap_8,128,0.02735278532782099,0.01465112715959545,0.33366808295249928,0.079387739795492934
qmask_e8f30cbb6e37ce0d,10101011,length_64_gap_16,128,0.013644195882079609,0.010180024430155699,0.1062940210103988,0.060196275037014808
qmask_e8f30cbb6e37ce0d,10101011,length_64_gap_8,128,0.015153728170844209,0.012288922443985849,0.081213459372520405,0.064320455334382076
qmask_ecc5bb9003043fc6,10000101,all,512,0.0053557790826061552,0.0037146735703571998,0.069308713078498799,0.037277510060448493
qmask_ecc5bb9003043fc6,10000101,length_32_gap_16,128,0.005650042936394992,0.0033772045280783501,0.041919022798538201,0.03718453091278201
qmask_ecc5bb9003043fc6,10000101,length_32_gap_8,128,0.0074529312496451391,0.0050870627164840499,0.069308713078498799,0.043991559388814439
qmask_ecc5bb9003043fc6,10000101,length_64_gap_16,128,0.0036838081900895754,0.0024889548076316497,0.022533643990755001,0.031494037342781611
qmask_ecc5bb9003043fc6,10000101,length_64_gap_8,128,0.0046363339542949151,0.0039394765626638503,0.0155185423791408,0.036439912597415913
qmask_ece46f8d3d79b53f,00011111,all,512,0.010977642812122164,0.0066487733274697997,0.213783174753189,0.051730302777286803
qmask_ece46f8d3d79b53f,00011111,length_32_gap_16,128,0.010522338208829703,0.0067675879690795495,0.092805773019790594,0.051480938083841417
qmask_ece46f8d3d79b53f,00011111,length_32_gap_8,128,0.012828104972868404,0.0061654625460505,0.213783174753189,0.053460670504136901
qmask_ece46f8d3d79b53f,00011111,length_64_gap_16,128,0.010364206577833057,0.0067991041578352,0.091662161052227006,0.050916846041218329
qmask_ece46f8d3d79b53f,00011111,length_64_gap_8,128,0.010195921488957489,0.0064908810891210998,0.080935925245285006,0.051062756479950566
qmask_ecfec3b493d7256a,01100110,all,512,0.013310671188264631,0.0090007781982421493,0.19452184438705439,0.057268927263066829
qmask_ecfec3b493d7256a,01100110,length_32_gap_16,128,0.010986400802721567,0.0072075007483362995,0.067813023924827506,0.051611063725431401
qmask_ecfec3b493d7256a,01100110,length_32_gap_8,128,0.02060065479236068,0.0118627306073904,0.19452184438705439,0.069963219197234097
qmask_ecfec3b493d7256a,01100110,length_64_gap_16,128,0.0097642683631419917,0.0077381583396344995,0.059006642550229998,0.050843601580709163
qmask_ecfec3b493d7256a,01100110,length_64_gap_8,128,0.011891360794834282,0.01001560036092995,0.074515633285045596,0.056657824548892635
qmask_ed854a1bc1c21a23,01111011,all,512,0.022878590439177011,0.015335175674408601,0.29143744707107538,0.076234813590417588
qmask_ed854a1bc1c21a23,01111011,length_32_gap_16,128,0.020890426909318145,0.0147192990407347,0.1152770146727562,0.07367141646682282
qmask_ed854a1bc1c21a23,01111011,length_32_gap_8,128,0.032559837254666435,0.0189019655808806,0.29143744707107538,0.087701598968123989
qmask_ed854a1bc1c21a23,01111011,length_64_gap_16,128,0.018324219319765644,0.0140044107101857,0.1019681617617607,0.069864639313891488
qmask_ed854a1bc1c21a23,01111011,length_64_gap_8,128,0.019739878272957812,0.0152048175223171,0.091090701520442893,0.073701599612832042
qmask_f61f977e6689b2ed,10001111,all,512,0.010628006280057837,0.0074274979997425499,0.1642507016658783,0.052588254351576283
qmask_f61f977e6689b2ed,10001111,length_32_gap_16,128,0.010536799576584547,0.0073672614526003495,0.061759956181049298,0.052151089883409392
qmask_f61f977e6689b2ed,10001111,length_32_gap_8,128,0.014302498106189838,0.0089894044212996509,0.1642507016658783,0.059500252464204054
qmask_f61f977e6689b2ed,10001111,length_64_gap_16,128,0.0082235151421627441,0.0059599836822598496,0.042341839522123302,0.046999258003779631
qmask_f61f977e6689b2ed,10001111,length_64_gap_8,128,0.0094492122952942233,0.0073145094793289501,0.046132434159517198,0.051702417054912034
qmask_f9ff1c9f8ba69f2e,11100101,all,512,0.020519125700502579,0.014796505682170301,0.35558724403381342,0.071893002837896292
qmask_f9ff1c9f8ba69f2e,11100101,length_32_gap_16,128,0.017364584335155038,0.0113194501027464,0.1055725812911987,0.065840772818773929
