selector,target,pool_id,selected_mask_id,selected_mask_bits,selected_is_noop,predicted_target_loss,n_controls,mean_kl_clean_to_intervened,median_kl_clean_to_intervened,maximum_kl_clean_to_intervened,mean_total_variation
exact_noop,2.5902920606313278,qpool_59fb93108c625f9c,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_6c9ad557921d1966,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_70bc91001fd21361,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_7d29cbb2adc90870,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_bace2709926cfaee,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_c519138426e50658,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_e3bc02cdca185ab2,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_ff721276bd560c43,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
natural_mean,2.5902920606313278,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,11100110,False,0.00367974549268,512,0.018885942868564549,0.013290641829371449,0.33240854740142822,0.068928129912819658
natural_mean,2.5902920606313278,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,11100100,False,0.1140785824192827,512,0.018678244032798781,0.013037152122706151,0.33737930655479431,0.068462778363027554
natural_mean,2.5902920606313278,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,11001111,False,0.2234514303583488,512,0.017499560568921827,0.012557221110910101,0.31945234537124628,0.067976849528349662
natural_mean,2.5902920606313278,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,11010110,False,0.086916097586675095,512,0.012183191824988119,0.0092438231222331003,0.13068142533302299,0.057436971081187907
natural_mean,2.5902920606313278,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,11001100,False,0.043364086858053097,512,0.015424086051325451,0.011306994594633499,0.2677018940448761,0.063702271214424344
natural_mean,2.5902920606313278,qpool_3bc403a0734a65bf,qmask_81b5d6cd2a60bf37,11110101,False,0.37609864225865941,512,0.022724149814166546,0.017075580544769701,0.3741046786308288,0.076484133220219477
natural_mean,2.5902920606313278,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,11110111,False,0.52277524569458078,512,0.022983951444984947,0.016977234743535498,0.37952464818954462,0.076960324971878394
natural_mean,2.5902920606313278,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,11000100,False,0.42555862516749071,512,0.0094987243267041273,0.0068690024781971996,0.080266885459422996,0.050068908814864643
natural_mean,2.5902920606313278,qpool_6c9ad557921d1966,qmask_e003b3ec0121953b,11011001,False,0.34320747975137511,512,0.020111664773594336,0.01385036110877985,0.39635679125785822,0.072304591754800585
natural_mean,2.5902920606313278,qpool_70bc91001fd21361,qmask_527883050feb9009,11001011,False,0.0092064133153883995,512,0.015685317170664303,0.011197447776794401,0.3190548419952392,0.064052905247081016
natural_mean,2.5902920606313278,qpool_7d29cbb2adc90870,qmask_6d08de407943319e,11101101,False,0.3951048566038069,512,0.025800679164603886,0.018917034380137851,0.41956630349159241,0.081382412492530393
natural_mean,2.5902920606313278,qpool_a6ffe2b653ce5a24,qmask_a9284c314595341d,11001010,False,0.1267304728678873,512,0.013956842255765829,0.010037346743047151,0.27350077033042902,0.060422822942200534
natural_mean,2.5902920606313278,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,11010101,False,0.067334279318648799,512,0.013607538707674345,0.0104576582089066,0.16228584945201871,0.060506896108563475
natural_mean,2.5902920606313278,qpool_c519138426e50658,qmask_47a8b0e6e63f5071,10111110,False,0.46755182930640288,512,0.022501831469980922,0.015095490030944299,0.3466274738311767,0.075615243324136772
natural_mean,2.5902920606313278,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,False,0.2368479523035,512,0.020737078699767104,0.0151841035112738,0.36739775538444508,0.07299027860426574
natural_mean,2.5902920606313278,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,False,0.0449427619635187,512,0.020519125700502579,0.014796505682170301,0.35558724403381342,0.071893002837896292
transformed_mean,2.5902920606313278,qpool_04a0d16a2ce1d6ae,qmask_87bb9cc60085dcff,11011101,False,0.19573339103999429,512,0.022016700394487949,0.015947528183460201,0.40046417713165278,0.076062492611526936
transformed_mean,2.5902920606313278,qpool_094d56ddcd5f1fe4,qmask_514b410bbe7f097e,11010111,False,0.21499046468168759,512,0.013875054565687557,0.0104525228962302,0.1726361215114593,0.061260086007678134
transformed_mean,2.5902920606313278,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,11001111,False,0.24742847481681471,512,0.017499560568921827,0.012557221110910101,0.31945234537124628,0.067976849528349662
transformed_mean,2.5902920606313278,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,11010110,False,0.2683536859471447,512,0.012183191824988119,0.0092438231222331003,0.13068142533302299,0.057436971081187907
transformed_mean,2.5902920606313278,qpool_169a31b6710ef111,qmask_427363983d4a675f,11011110,False,0.2305307688596078,512,0.02054987197789155,0.014737447723746249,0.36819931864738459,0.073538722717785221
transformed_mean,2.5902920606313278,qpool_3bc403a0734a65bf,qmask_81b5d6cd2a60bf37,11110101,False,0.27698973407042882,512,0.022724149814166546,0.017075580544769701,0.3741046786308288,0.076484133220219477
transformed_mean,2.5902920606313278,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,11110111,False,0.35337733422190948,512,0.022983951444984947,0.016977234743535498,0.37952464818954462,0.076960324971878394
transformed_mean,2.5902920606313278,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,11000100,False,0.37355616959433829,512,0.0094987243267041273,0.0068690024781971996,0.080266885459422996,0.050068908814864643
transformed_mean,2.5902920606313278,qpool_6c9ad557921d1966,qmask_d79394fce5af8530,11011111,False,0.21413337717555581,512,0.022289961856586112,0.015849349088966798,0.40526852011680597,0.076571501180296708
transformed_mean,2.5902920606313278,qpool_70bc91001fd21361,qmask_527883050feb9009,11001011,False,0.291430810990293,512,0.015685317170664303,0.011197447776794401,0.3190548419952392,0.064052905247081016
transformed_mean,2.5902920606313278,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,11011100,False,0.22690603301589221,512,0.020257102274626911,0.014340732246637299,0.36228996515274042,0.072865925689256927
transformed_mean,2.5902920606313278,qpool_a6ffe2b653ce5a24,qmask_58970516f324daa1,11011000,False,0.3070548337784153,512,0.018367188293268506,0.012717716395854901,0.35518601536750788,0.069009271614049739
transformed_mean,2.5902920606313278,qpool_bace2709926cfaee,qmask_ddc0ed6fecc12d09,11011011,False,0.21211766242613761,512,0.020404954174864494,0.0139575488865375,0.40127527713775629,0.072879973784438293
transformed_mean,2.5902920606313278,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,01111011,False,0.92105876888061622,512,0.022878590439177011,0.015335175674408601,0.29143744707107538,0.076234813590417588
transformed_mean,2.5902920606313278,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,False,0.30894920113878621,512,0.020737078699767104,0.0151841035112738,0.36739775538444508,0.07299027860426574
transformed_mean,2.5902920606313278,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,False,0.16332124642853291,512,0.020519125700502579,0.014796505682170301,0.35558724403381342,0.071893002837896292
