prompt_id,source_prompt_id,family_id,source_cluster_id,query_position,swapped_position,source_input_ids,input_ids,schema_version
qcontrol_3b1f7c723025b376,qseq_7f6f14233c4e64a5,length_32_gap_16,qcluster_locked_test_0030,31,0,46238 131413 49275 66286 87485 17897 112311 71456 29571 91097 49903 39899 139736 143822 127245 62676 115794 73264 116387 85292 134439 66779 122139 54029 77207 108889 54218 142782 117676 37355 109987 62676,62676 131413 49275 66286 87485 17897 112311 71456 29571 91097 49903 39899 139736 143822 127245 62676 115794 73264 116387 85292 134439 66779 122139 54029 77207 108889 54218 142782 117676 37355 109987 46238,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_e548999612b550b8,qseq_02f1e04a5949c661,length_32_gap_16,qcluster_locked_test_0031,31,3,101424 94103 144034 141669 111521 121339 15893 3890 134746 142553 7142 60351 138449 91268 122064 61826 106192 139927 84227 98413 16595 55245 147716 141022 69993 91371 129686 90187 42241 7240 3408 61826,101424 94103 144034 61826 111521 121339 15893 3890 134746 142553 7142 60351 138449 91268 122064 61826 106192 139927 84227 98413 16595 55245 147716 141022 69993 91371 129686 90187 42241 7240 3408 141669,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_7b21fa3b2a337a48,qseq_b7a6ce820628f06f,length_32_gap_16,qcluster_locked_test_0032,31,11,120233 116212 47199 78514 21692 130041 4568 79753 115894 54031 132822 120886 105156 24207 48467 87003 28676 66860 117172 100518 91810 122007 144248 117127 60199 114838 10557 52800 99387 64792 87485 87003,120233 116212 47199 78514 21692 130041 4568 79753 115894 54031 132822 87003 105156 24207 48467 87003 28676 66860 117172 100518 91810 122007 144248 117127 60199 114838 10557 52800 99387 64792 87485 120886,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_25744c4d795c7083,qseq_d0962212dc64a22f,length_32_gap_16,qcluster_locked_test_0033,31,2,13728 132293 110878 46132 130050 148042 115894 3575 105388 36619 130076 50755 29832 18079 10425 6402 52278 142848 87949 108286 46286 138109 97441 6757 94262 126199 24119 61358 90187 140541 8117 6402,13728 132293 6402 46132 130050 148042 115894 3575 105388 36619 130076 50755 29832 18079 10425 6402 52278 142848 87949 108286 46286 138109 97441 6757 94262 126199 24119 61358 90187 140541 8117 110878,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_ef572ddd799eb197,qseq_ade9a41e20023041,length_32_gap_16,qcluster_locked_test_0034,31,25,143582 108823 59126 123127 15911 33325 122961 3408 31585 40206 99788 10582 78862 3232 148023 25185 92158 64371 8726 23345 127154 110582 63942 10708 72935 105110 96644 74210 10021 22811 26756 25185,143582 108823 59126 123127 15911 33325 122961 3408 31585 40206 99788 10582 78862 3232 148023 25185 92158 64371 8726 23345 127154 110582 63942 10708 72935 25185 96644 74210 10021 22811 26756 105110,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_7e203038df24469f,qseq_2de1d7cc972057e5,length_32_gap_16,qcluster_locked_test_0035,31,4,128287 43534 108267 136906 110651 106346 149318 129686 20071 90044 48086 133299 90447 137667 79711 55670 88361 54957 112489 7695 20551 50890 19336 110023 11793 117579 118394 110015 113509 125677 91371 55670,128287 43534 108267 136906 55670 106346 149318 129686 20071 90044 48086 133299 90447 137667 79711 55670 88361 54957 112489 7695 20551 50890 19336 110023 11793 117579 118394 110015 113509 125677 91371 110651,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_13926fbdcd705efe,qseq_f7d77c018142522b,length_32_gap_16,qcluster_locked_test_0036,31,18,26329 40559 111185 145243 37242 50257 60498 132583 141827 41490 145321 73985 92931 112358 24002 21506 80165 115839 67419 136417 106863 5814 81316 82172 108501 126581 136229 85276 131763 144260 61616 21506,26329 40559 111185 145243 37242 50257 60498 132583 141827 41490 145321 73985 92931 112358 24002 21506 80165 115839 21506 136417 106863 5814 81316 82172 108501 126581 136229 85276 131763 144260 61616 67419,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_0db55023554d48c2,qseq_14b3ac9765a97c59,length_32_gap_16,qcluster_locked_test_0037,31,5,52302 41444 86083 63817 86074 103228 96253 28567 4134 63622 96358 8117 17763 5847 151080 132896 85362 28822 149326 20332 18136 30292 82215 77186 124151 134746 14710 41221 15874 89900 23803 132896,52302 41444 86083 63817 86074 132896 96253 28567 4134 63622 96358 8117 17763 5847 151080 132896 85362 28822 149326 20332 18136 30292 82215 77186 124151 134746 14710 41221 15874 89900 23803 103228,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_3d555c992bd4155e,qseq_cc563d4bb08a90a1,length_32_gap_16,qcluster_locked_test_0038,31,23,57109 100837 6372 71087 48709 139897 96059 85766 10790 18448 97261 17999 24575 71277 51834 105927 37766 24588 131704 111088 142848 115137 87598 67771 42378 98671 137442 119545 149139 92481 112489 105927,57109 100837 6372 71087 48709 139897 96059 85766 10790 18448 97261 17999 24575 71277 51834 105927 37766 24588 131704 111088 142848 115137 87598 105927 42378 98671 137442 119545 149139 92481 112489 67771,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_e8b1e2cf1dd5ff20,qseq_a0cf0133cc90b61f,length_32_gap_16,qcluster_locked_test_0039,31,22,37515 3793 118641 60815 33481 30571 143267 130217 137650 76573 43254 58726 46816 28104 13797 58160 84223 91975 41638 127142 112620 48903 13399 41435 122521 15587 49906 17066 151349 47384 2207 58160,37515 3793 118641 60815 33481 30571 143267 130217 137650 76573 43254 58726 46816 28104 13797 58160 84223 91975 41638 127142 112620 48903 58160 41435 122521 15587 49906 17066 151349 47384 2207 13399,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_ed746a2791d0693d,qseq_aa81d604fd9a8e7d,length_32_gap_16,qcluster_locked_test_0040,31,22,54745 131816 2895 87983 111013 98300 98067 25185 89792 66779 21261 122700 61661 131081 38658 145076 74828 21566 108182 135662 100406 74551 29723 137411 129835 132512 100744 61665 107590 8005 88735 145076,54745 131816 2895 87983 111013 98300 98067 25185 89792 66779 21261 122700 61661 131081 38658 145076 74828 21566 108182 135662 100406 74551 145076 137411 129835 132512 100744 61665 107590 8005 88735 29723,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_11ac578757d34b51,qseq_c6badba1c657ba15,length_32_gap_16,qcluster_locked_test_0041,31,9,8634 52302 98171 16661 127413 39686 96198 27121 142782 59126 106780 127559 88952 123429 148675 110651 118532 130723 96331 11388 146228 80813 89558 149318 77995 60729 63277 88728 83475 90635 24011 110651,8634 52302 98171 16661 127413 39686 96198 27121 142782 110651 106780 127559 88952 123429 148675 110651 118532 130723 96331 11388 146228 80813 89558 149318 77995 60729 63277 88728 83475 90635 24011 59126,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_9d6ddb5593ba38ee,qseq_c6da9614b1158fd3,length_32_gap_16,qcluster_locked_test_0042,31,5,58916 7290 4568 121026 104713 146441 70116 78588 54774 99280 112687 98300 84660 40058 145517 62500 91049 27856 47129 106036 103717 24852 22447 59973 85634 5342 121911 77458 85426 93533 17763 62500,58916 7290 4568 121026 104713 62500 70116 78588 54774 99280 112687 98300 84660 40058 145517 62500 91049 27856 47129 106036 103717 24852 22447 59973 85634 5342 121911 77458 85426 93533 17763 146441,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_ad67672095f0e7ca,qseq_07133dae42a80b1a,length_32_gap_16,qcluster_locked_test_0043,31,27,76857 128323 144199 132896 93789 80883 1064 70424 88728 2325 83040 26329 43532 70855 47333 52280 124455 12829 37839 10559 118940 50838 74210 11497 98171 2225 121305 25994 130523 114592 95594 52280,76857 128323 144199 132896 93789 80883 1064 70424 88728 2325 83040 26329 43532 70855 47333 52280 124455 12829 37839 10559 118940 50838 74210 11497 98171 2225 121305 52280 130523 114592 95594 25994,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_e5c21d6641510b51,qseq_ce55063d7248c35b,length_32_gap_16,qcluster_locked_test_0044,31,10,79108 144034 122576 106399 91810 75817 150991 70355 52302 94707 84900 62639 6402 22567 30177 148891 106339 128704 15888 60607 11286 69828 12090 106780 83547 84379 32115 77458 49539 97245 1709 148891,79108 144034 122576 106399 91810 75817 150991 70355 52302 94707 148891 62639 6402 22567 30177 148891 106339 128704 15888 60607 11286 69828 12090 106780 83547 84379 32115 77458 49539 97245 1709 84900,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_e6bd6ee1305c4c12,qseq_2e65cc64bb166b14,length_32_gap_16,qcluster_locked_test_0045,31,4,39046 4003 39594 15158 118940 33745 5856 30425 9379 12702 143224 58911 3890 62332 101254 104374 42397 142782 134552 85062 146542 70424 10744 56188 62576 122331 47575 124874 95030 102801 118580 104374,39046 4003 39594 15158 104374 33745 5856 30425 9379 12702 143224 58911 3890 62332 101254 104374 42397 142782 134552 85062 146542 70424 10744 56188 62576 122331 47575 124874 95030 102801 118580 118940,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_69e2a5537ea89353,qseq_4a40b22e0fcc3c5a,length_32_gap_16,qcluster_locked_test_0046,31,19,107704 106769 145850 63183 150740 25226 36531 100738 141607 40973 85357 60107 130352 83629 128917 131087 128730 111937 70529 61817 55035 82089 60498 25015 150175 74828 59973 126674 75763 59891 32459 131087,107704 106769 145850 63183 150740 25226 36531 100738 141607 40973 85357 60107 130352 83629 128917 131087 128730 111937 70529 131087 55035 82089 60498 25015 150175 74828 59973 126674 75763 59891 32459 61817,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_27d0ff43b6b17f13,qseq_bb7acacc40cf4ae7,length_32_gap_16,qcluster_locked_test_0047,31,0,12695 79656 99727 21692 7283 32619 110133 17923 70424 116473 14691 50609 125795 33633 137893 23269 26688 6910 70026 78082 72482 96010 12931 33505 123735 72294 87657 133281 80965 127342 23205 23269,23269 79656 99727 21692 7283 32619 110133 17923 70424 116473 14691 50609 125795 33633 137893 23269 26688 6910 70026 78082 72482 96010 12931 33505 123735 72294 87657 133281 80965 127342 23205 12695,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_e5aaf168521a298b,qseq_c8d3489767177f72,length_32_gap_16,qcluster_locked_test_0048,31,26,122516 21066 88037 47199 101424 21747 18124 29365 37451 125443 21749 15824 92158 64837 18079 45539 61441 52349 74828 81125 132343 8472 112104 80196 7420 27121 26629 47325 75077 83644 45724 45539,122516 21066 88037 47199 101424 21747 18124 29365 37451 125443 21749 15824 92158 64837 18079 45539 61441 52349 74828 81125 132343 8472 112104 80196 7420 27121 45539 47325 75077 83644 45724 26629,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_0a8dffc7608dd788,qseq_9ee30d1eb0b0fb2b,length_32_gap_16,qcluster_locked_test_0049,31,26,64785 141071 20755 7747 76895 143151 99376 68075 51547 91481 118479 11017 23976 147074 81316 113058 83630 2295 108897 48737 11972 127391 30744 47095 34418 48340 65622 97768 44593 34434 70645 113058,64785 141071 20755 7747 76895 143151 99376 68075 51547 91481 118479 11017 23976 147074 81316 113058 83630 2295 108897 48737 11972 127391 30744 47095 34418 48340 113058 97768 44593 34434 70645 65622,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_4bc9bcc4e26a1007,qseq_70df5c370f291b77,length_32_gap_16,qcluster_locked_test_0050,31,0,11205 108344 16639 63176 105729 85292 29704 149584 80633 20245 3541 122731 135661 125099 24509 42375 36062 83310 119333 7437 12336 21966 106656 11972 23345 41374 32874 121653 18732 141794 92021 42375,42375 108344 16639 63176 105729 85292 29704 149584 80633 20245 3541 122731 135661 125099 24509 42375 36062 83310 119333 7437 12336 21966 106656 11972 23345 41374 32874 121653 18732 141794 92021 11205,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_644bc0615169eb2a,qseq_42a3e04cf7c984d3,length_32_gap_16,qcluster_locked_test_0051,31,20,126853 26319 120257 27361 145004 60480 40977 127743 34146 33112 132125 96100 125544 122891 61817 9342 4946 21068 8010 72119 116690 62332 106238 111937 146023 66335 137462 39327 138250 29180 44151 9342,126853 26319 120257 27361 145004 60480 40977 127743 34146 33112 132125 96100 125544 122891 61817 9342 4946 21068 8010 72119 9342 62332 106238 111937 146023 66335 137462 39327 138250 29180 44151 116690,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_50abd289d3d892bb,qseq_aa5938a8ed6ff637,length_32_gap_16,qcluster_locked_test_0052,31,28,33332 16756 80856 23578 70864 141022 85713 89576 20689 40907 60480 75864 2325 39249 148640 8366 2967 106178 147587 3882 116500 81125 142990 120027 40993 57800 101356 135335 17897 94099 26205 8366,33332 16756 80856 23578 70864 141022 85713 89576 20689 40907 60480 75864 2325 39249 148640 8366 2967 106178 147587 3882 116500 81125 142990 120027 40993 57800 101356 135335 8366 94099 26205 17897,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_7fdd7e158b48f15a,qseq_dd29b57cd29a6083,length_32_gap_16,qcluster_locked_test_0053,31,3,83644 78074 115482 36591 24354 76068 105151 18491 89900 69421 28567 18213 148107 77171 24207 131160 110458 99377 34255 11959 60917 6910 62500 15158 101058 8368 81106 109911 42241 41221 17897 131160,83644 78074 115482 131160 24354 76068 105151 18491 89900 69421 28567 18213 148107 77171 24207 131160 110458 99377 34255 11959 60917 6910 62500 15158 101058 8368 81106 109911 42241 41221 17897 36591,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_c385faec6f89766e,qseq_bf9ea0dab2a0e921,length_32_gap_16,qcluster_locked_test_0054,31,11,55087 45539 80373 59938 894 17417 71376 46941 73409 61291 53952 35644 104662 90798 103170 82874 62500 45816 136658 22107 5155 46835 115522 80001 67051 134169 88651 100468 133299 82566 96331 82874,55087 45539 80373 59938 894 17417 71376 46941 73409 61291 53952 82874 104662 90798 103170 82874 62500 45816 136658 22107 5155 46835 115522 80001 67051 134169 88651 100468 133299 82566 96331 35644,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_8cc5858958e3fdd0,qseq_96ea544553cdae35,length_32_gap_16,qcluster_locked_test_0055,31,24,130653 78074 129211 102968 111736 49240 70026 17363 77717 150777 33307 86252 82113 63469 4963 104164 73729 16599 62362 117293 44149 100543 96607 106040 115210 74828 16756 74636 6150 108889 68805 104164,130653 78074 129211 102968 111736 49240 70026 17363 77717 150777 33307 86252 82113 63469 4963 104164 73729 16599 62362 117293 44149 100543 96607 106040 104164 74828 16756 74636 6150 108889 68805 115210,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_0584d23cb98705f9,qseq_16adac28c45d5e1b,length_32_gap_16,qcluster_locked_test_0056,31,24,7446 49470 9046 54087 80196 87461 113319 67886 39327 4397 98171 119171 5003 7420 9877 141486 112257 28522 130995 43539 27106 87003 75005 18898 18136 53607 97245 59932 36073 14710 72236 141486,7446 49470 9046 54087 80196 87461 113319 67886 39327 4397 98171 119171 5003 7420 9877 141486 112257 28522 130995 43539 27106 87003 75005 18898 141486 53607 97245 59932 36073 14710 72236 18136,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_b08468f8d8db0a6a,qseq_7a7f8fe9c2532551,length_32_gap_16,qcluster_locked_test_0057,31,7,71518 18097 148755 135990 21120 104374 30606 591 31659 108555 30478 66324 82839 123560 132002 55380 59973 90044 137224 100305 16342 4206 59701 1467 92609 40245 21483 133458 138212 64792 96209 55380,71518 18097 148755 135990 21120 104374 30606 55380 31659 108555 30478 66324 82839 123560 132002 55380 59973 90044 137224 100305 16342 4206 59701 1467 92609 40245 21483 133458 138212 64792 96209 591,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_b27a6ede4f6ecf11,qseq_bd6df2ccbeb90d0d,length_32_gap_16,qcluster_locked_test_0058,31,9,70906 36576 111484 116331 71518 69595 119664 118992 54945 119091 148484 141022 99636 97894 110582 61345 112257 20538 81106 107577 57108 116872 94262 142987 143256 23013 125544 131750 46254 73557 145624 61345,70906 36576 111484 116331 71518 69595 119664 118992 54945 61345 148484 141022 99636 97894 110582 61345 112257 20538 81106 107577 57108 116872 94262 142987 143256 23013 125544 131750 46254 73557 145624 119091,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_2148772d31be3330,qseq_0b65c96ba616494d,length_32_gap_16,qcluster_locked_test_0059,31,29,51547 112072 136540 96209 8472 47137 74235 3890 130007 139415 24040 74834 62639 59973 82510 63805 62433 105520 56766 148042 4568 58506 141827 112071 8010 73541 46816 120174 138169 40916 53042 63805,51547 112072 136540 96209 8472 47137 74235 3890 130007 139415 24040 74834 62639 59973 82510 63805 62433 105520 56766 148042 4568 58506 141827 112071 8010 73541 46816 120174 138169 63805 53042 40916,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_a8a9ed7a22014367,qseq_01cf1f24a4ea27e7,length_32_gap_16,qcluster_locked_test_0060,31,23,55763 63330 92931 115839 3541 22868 126225 14897 77717 71277 32700 91723 134200 106391 68044 137837 36495 56918 64792 8279 75244 123363 93323 92056 150175 4194 108610 109916 46320 122731 66779 137837,55763 63330 92931 115839 3541 22868 126225 14897 77717 71277 32700 91723 134200 106391 68044 137837 36495 56918 64792 8279 75244 123363 93323 137837 150175 4194 108610 109916 46320 122731 66779 92056,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_1029567271a4606c,qseq_650d053ef817abb0,length_32_gap_16,qcluster_locked_test_0061,31,24,104026 124455 76060 74397 65265 116324 124059 79672 32337 3354 144857 139095 101147 95750 135643 30292 27264 103810 75786 78328 134439 77329 30722 55958 26319 74177 101356 54208 60813 56830 44151 30292,104026 124455 76060 74397 65265 116324 124059 79672 32337 3354 144857 139095 101147 95750 135643 30292 27264 103810 75786 78328 134439 77329 30722 55958 30292 74177 101356 54208 60813 56830 44151 26319,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_cce7922572bb12a5,qseq_28a09382567a1786,length_32_gap_16,qcluster_locked_test_0062,31,20,130821 1128 88873 63315 112823 26119 6757 66455 148023 40917 1675 140975 59952 61302 63711 3632 79292 150740 110710 60917 18136 109499 80114 84503 108501 141312 31255 11075 118479 72621 130523 3632,130821 1128 88873 63315 112823 26119 6757 66455 148023 40917 1675 140975 59952 61302 63711 3632 79292 150740 110710 60917 3632 109499 80114 84503 108501 141312 31255 11075 118479 72621 130523 18136,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_886ac356ae1d7ab0,qseq_974ce5bbf5fae41a,length_32_gap_16,qcluster_locked_test_0063,31,3,33505 52250 65712 150432 72114 61302 14123 28321 15824 144231 82389 119418 67771 62730 130653 146181 101924 40554 124174 33332 63925 3644 36074 45378 120786 19174 79711 68805 134552 148164 65265 146181,33505 52250 65712 146181 72114 61302 14123 28321 15824 144231 82389 119418 67771 62730 130653 146181 101924 40554 124174 33332 63925 3644 36074 45378 120786 19174 79711 68805 134552 148164 65265 150432,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_c28e53f335fff7c9,qseq_2e6691ac3bfdcb35,length_32_gap_16,qcluster_locked_test_0064,31,3,83110 50177 20366 103810 142470 111179 56158 115609 117127 35967 38658 119017 21120 111483 147288 87673 108168 47095 117348 31813 8509 145361 71499 51717 150726 29789 61661 108318 74995 72057 143245 87673,83110 50177 20366 87673 142470 111179 56158 115609 117127 35967 38658 119017 21120 111483 147288 87673 108168 47095 117348 31813 8509 145361 71499 51717 150726 29789 61661 108318 74995 72057 143245 103810,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_f33a3f26de52f47b,qseq_1645e055c80a2d9a,length_32_gap_16,qcluster_locked_test_0065,31,26,17325 53279 130653 13507 97838 138212 62653 55214 150230 105151 63354 132518 71919 139043 5377 11189 68974 63942 67822 36427 72251 46212 8621 128287 41963 29789 9732 53084 130611 46254 79292 11189,17325 53279 130653 13507 97838 138212 62653 55214 150230 105151 63354 132518 71919 139043 5377 11189 68974 63942 67822 36427 72251 46212 8621 128287 41963 29789 11189 53084 130611 46254 79292 9732,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_a12510e062e062a4,qseq_6a2964355401d04e,length_32_gap_16,qcluster_locked_test_0066,31,5,17313 11224 19334 84223 29398 68737 115148 84085 77312 35976 62501 150274 87853 3621 87673 70855 107096 146352 83596 60651 140541 131939 16953 61147 138212 114909 134078 20071 95212 3704 149741 70855,17313 11224 19334 84223 29398 70855 115148 84085 77312 35976 62501 150274 87853 3621 87673 70855 107096 146352 83596 60651 140541 131939 16953 61147 138212 114909 134078 20071 95212 3704 149741 68737,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_2ff848be855bf8e6,qseq_3ca737f32fd4158d,length_32_gap_16,qcluster_locked_test_0067,31,19,131935 77521 57800 47351 46320 61203 72746 119307 148270 110458 116624 11506 25148 84707 12514 68960 88854 16371 15039 141896 33741 143062 7043 135316 45597 99387 132835 44754 38822 115802 6678 68960,131935 77521 57800 47351 46320 61203 72746 119307 148270 110458 116624 11506 25148 84707 12514 68960 88854 16371 15039 68960 33741 143062 7043 135316 45597 99387 132835 44754 38822 115802 6678 141896,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_1268c5e8dbb1a167,qseq_e49f9848656c337a,length_32_gap_16,qcluster_locked_test_0068,31,19,90044 40621 87657 123686 53426 16599 120736 126000 109434 93281 37447 148612 97302 8879 141650 43446 91744 125493 88361 97042 134355 27952 100952 82547 76448 117348 72875 80633 68477 68401 15526 43446,90044 40621 87657 123686 53426 16599 120736 126000 109434 93281 37447 148612 97302 8879 141650 43446 91744 125493 88361 43446 134355 27952 100952 82547 76448 117348 72875 80633 68477 68401 15526 97042,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_5325b1b853b3a910,qseq_125199c6db1b0828,length_32_gap_16,qcluster_locked_test_0069,31,30,60291 148905 72875 33745 30544 117544 16058 109779 32301 46011 118564 96198 2325 85331 21145 15285 66734 92028 43446 145361 29437 147665 76926 106339 120239 114086 148414 146570 98671 133384 27419 15285,60291 148905 72875 33745 30544 117544 16058 109779 32301 46011 118564 96198 2325 85331 21145 15285 66734 92028 43446 145361 29437 147665 76926 106339 120239 114086 148414 146570 98671 133384 15285 27419,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_e66c90dcc0ef4822,qseq_73a622c12da95e25,length_32_gap_16,qcluster_locked_test_0070,31,17,16058 28722 2244 28497 38742 58857 104011 125646 2066 128339 106040 139415 11892 27952 22884 94586 108110 56716 3491 60693 134325 134293 5377 30744 127342 97838 23918 119011 150991 69633 36961 94586,16058 28722 2244 28497 38742 58857 104011 125646 2066 128339 106040 139415 11892 27952 22884 94586 108110 94586 3491 60693 134325 134293 5377 30744 127342 97838 23918 119011 150991 69633 36961 56716,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_db99746efc96ea6b,qseq_21d93cee8ea1c78f,length_32_gap_16,qcluster_locked_test_0071,31,19,85276 95291 117676 2990 48567 94288 100659 106346 93242 13765 30428 139897 11286 101269 82389 34706 115210 144199 63045 97142 75880 37660 1692 114884 75320 125717 17704 145076 63577 12337 112936 34706,85276 95291 117676 2990 48567 94288 100659 106346 93242 13765 30428 139897 11286 101269 82389 34706 115210 144199 63045 34706 75880 37660 1692 114884 75320 125717 17704 145076 63577 12337 112936 97142,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_99db24be200b522b,qseq_6989c993b9aa9724,length_32_gap_16,qcluster_locked_test_0072,31,25,129150 113441 65622 130463 67294 39492 47513 58821 119919 82755 62576 122863 142108 4206 52795 74551 23983 35640 88737 16661 114624 118258 94091 142450 51952 119545 29222 144718 46286 2355 6652 74551,129150 113441 65622 130463 67294 39492 47513 58821 119919 82755 62576 122863 142108 4206 52795 74551 23983 35640 88737 16661 114624 118258 94091 142450 51952 74551 29222 144718 46286 2355 6652 119545,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_0e32fdddb4de9bdb,qseq_dfd4bfe42724bd9a,length_32_gap_16,qcluster_locked_test_0073,31,22,34418 26157 51213 6150 45793 135675 144484 70855 117485 102084 17505 30177 51082 84900 70115 62453 120013 92573 94499 118365 50041 18629 70529 109268 141448 146102 10749 134325 24565 29056 52302 62453,34418 26157 51213 6150 45793 135675 144484 70855 117485 102084 17505 30177 51082 84900 70115 62453 120013 92573 94499 118365 50041 18629 62453 109268 141448 146102 10749 134325 24565 29056 52302 70529,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_287515b5f3da8776,qseq_6c60a41b056d4596,length_32_gap_16,qcluster_locked_test_0074,31,12,43539 110499 85713 81487 148107 105270 12221 56766 81059 32197 65328 107989 126627 27445 4653 37477 21566 87311 20802 46529 76087 136984 1567 80798 48114 49906 130497 82193 96253 47034 93739 37477,43539 110499 85713 81487 148107 105270 12221 56766 81059 32197 65328 107989 37477 27445 4653 37477 21566 87311 20802 46529 76087 136984 1567 80798 48114 49906 130497 82193 96253 47034 93739 126627,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_bfd16e19a7c6b879,qseq_f746711aa7891012,length_32_gap_16,qcluster_locked_test_0075,31,30,4799 63183 30161 45646 44267 51210 85380 139896 49906 39899 148180 9415 11454 141345 76536 4003 15880 135316 80320 136912 60004 98232 86502 130217 134169 74177 52381 117278 61997 8378 113058 4003,4799 63183 30161 45646 44267 51210 85380 139896 49906 39899 148180 9415 11454 141345 76536 4003 15880 135316 80320 136912 60004 98232 86502 130217 134169 74177 52381 117278 61997 8378 4003 113058,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_523fabc5506cfd92,qseq_a9578f86d6667507,length_32_gap_16,qcluster_locked_test_0076,31,28,547 146228 134412 58916 120302 63045 54171 20980 44754 18553 106441 7290 60714 106863 20366 39686 87598 48936 144857 120002 55870 41435 39091 34298 137673 102801 14530 21949 111843 21651 139911 39686,547 146228 134412 58916 120302 63045 54171 20980 44754 18553 106441 7290 60714 106863 20366 39686 87598 48936 144857 120002 55870 41435 39091 34298 137673 102801 14530 21949 39686 21651 139911 111843,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_a0ab1152c1177603,qseq_73655f7b7cac387b,length_32_gap_16,qcluster_locked_test_0077,31,5,34913 52302 145361 94659 18988 114783 110133 142898 80193 123788 38935 139656 145405 120388 83921 88126 10425 137534 18124 40691 148460 1467 86204 99417 86503 26119 97880 114086 27333 145869 61147 88126,34913 52302 145361 94659 18988 88126 110133 142898 80193 123788 38935 139656 145405 120388 83921 88126 10425 137534 18124 40691 148460 1467 86204 99417 86503 26119 97880 114086 27333 145869 61147 114783,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_263eaee1b6125f16,qseq_d1eb81eef2d0be1f,length_32_gap_16,qcluster_locked_test_0078,31,2,107264 9206 53673 122895 28993 36591 99055 18213 1188 118610 104163 63406 24040 122516 43316 36576 60351 2066 90290 135662 34440 50890 59701 73879 11972 31587 121480 9816 58948 54787 131184 36576,107264 9206 36576 122895 28993 36591 99055 18213 1188 118610 104163 63406 24040 122516 43316 36576 60351 2066 90290 135662 34440 50890 59701 73879 11972 31587 121480 9816 58948 54787 131184 53673,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_89dd76ec5ed845ae,qseq_6189571546b7edf1,length_32_gap_16,qcluster_locked_test_0079,31,29,7400 17023 104728 66366 52657 82952 33628 86906 2525 46254 11894 127559 86316 61826 17923 145361 82579 79672 87866 132545 137224 118897 96209 65327 121101 95535 24003 13399 72415 37477 148164 145361,7400 17023 104728 66366 52657 82952 33628 86906 2525 46254 11894 127559 86316 61826 17923 145361 82579 79672 87866 132545 137224 118897 96209 65327 121101 95535 24003 13399 72415 145361 148164 37477,observerbench.qwen_induction.matched_non_induction.v1
