mask_id,mask_bits,n_heads,n_P,n_B,n_E,pool_id,pool_index,sampling_stratum,size_match_cell,within_cell_index,bank,is_noop,physical_mask_id
mask_10a19fe6f72a0b46,1000100110001,5,1,3,1,phase07_action_pool_12,12,broad,n_heads_05,0,candidate,False,mask_10a19fe6f72a0b46
mask_9ec833eefc7eb303,0001011100001,5,0,4,1,phase07_action_pool_12,12,broad,n_heads_05,2,candidate,False,mask_9ec833eefc7eb303
mask_cbfd606c09c89903,0001110010001,5,0,4,1,phase07_action_pool_12,12,broad,n_heads_05,1,candidate,False,mask_cbfd606c09c89903
mask_0e8effd958dbae9a,1010000010101,5,2,2,1,phase07_action_pool_12,12,primary_heavy,n_heads_05,2,candidate,False,mask_0e8effd958dbae9a
mask_2e944cf36fd56513,1100101000001,5,2,2,1,phase07_action_pool_12,12,primary_heavy,n_heads_05,1,candidate,False,mask_2e944cf36fd56513
mask_54d9b25677c77087,0111000100010,5,2,2,1,phase07_action_pool_12,12,primary_heavy,n_heads_05,0,candidate,False,mask_54d9b25677c77087
mask_0f64f569f4e82cca,1001101110000,6,1,5,0,phase07_action_pool_12,12,broad,n_heads_06,0,candidate,False,mask_0f64f569f4e82cca
mask_356841b246180bf1,0000111110010,6,0,5,1,phase07_action_pool_12,12,broad,n_heads_06,1,candidate,False,mask_356841b246180bf1
mask_63f9a2da2fa86edf,0101000111010,6,1,4,1,phase07_action_pool_12,12,broad,n_heads_06,3,candidate,False,mask_63f9a2da2fa86edf
mask_8d9471678e6d186f,1001000101101,6,1,4,1,phase07_action_pool_12,12,broad,n_heads_06,2,candidate,False,mask_8d9471678e6d186f
mask_3ff566e85464dbf8,1101101010000,6,2,4,0,phase07_action_pool_12,12,primary_heavy,n_heads_06,0,candidate,False,mask_3ff566e85464dbf8
mask_4a07ea848e197f92,1011001000110,6,2,3,1,phase07_action_pool_12,12,primary_heavy,n_heads_06,1,candidate,False,mask_4a07ea848e197f92
mask_b749e44de6c4d325,1110010000110,6,3,2,1,phase07_action_pool_12,12,primary_heavy,n_heads_06,2,candidate,False,mask_b749e44de6c4d325
mask_d7c2b44565ff313b,1010110100001,6,2,3,1,phase07_action_pool_12,12,primary_heavy,n_heads_06,3,candidate,False,mask_d7c2b44565ff313b
mask_3263ee8196bf4e97,0100110101110,7,1,5,1,phase07_action_pool_12,12,broad,n_heads_07,2,candidate,False,mask_3263ee8196bf4e97
mask_6889c1ba93761ece,0011001110110,7,1,5,1,phase07_action_pool_12,12,broad,n_heads_07,3,candidate,False,mask_6889c1ba93761ece
mask_d16f2209d5495dcc,0101100010111,7,1,4,2,phase07_action_pool_12,12,broad,n_heads_07,0,candidate,False,mask_d16f2209d5495dcc
mask_e8cc34ae4164c412,1000100111011,7,1,4,2,phase07_action_pool_12,12,broad,n_heads_07,1,candidate,False,mask_e8cc34ae4164c412
mask_25aac3638e68c9f7,1110001000111,7,3,2,2,phase07_action_pool_12,12,primary_heavy,n_heads_07,0,candidate,False,mask_25aac3638e68c9f7
mask_3606dc5941bbc620,0111011010001,7,2,4,1,phase07_action_pool_12,12,primary_heavy,n_heads_07,1,candidate,False,mask_3606dc5941bbc620
mask_4540e505d54e3578,1011101000101,7,2,4,1,phase07_action_pool_12,12,primary_heavy,n_heads_07,3,candidate,False,mask_4540e505d54e3578
mask_81f52ee49b15d1ef,0110010101101,7,2,4,1,phase07_action_pool_12,12,primary_heavy,n_heads_07,2,candidate,False,mask_81f52ee49b15d1ef
mask_2fb3bbb2c38bb8d0,0101001011111,8,1,5,2,phase07_action_pool_12,12,broad,n_heads_08,1,candidate,False,mask_2fb3bbb2c38bb8d0
mask_3e39547159d0f1d5,0101001111101,8,1,6,1,phase07_action_pool_12,12,broad,n_heads_08,2,candidate,False,mask_3e39547159d0f1d5
mask_4c3b51e0cde68874,0010111101101,8,1,6,1,phase07_action_pool_12,12,broad,n_heads_08,0,candidate,False,mask_4c3b51e0cde68874
mask_04ef72339bcb04e1,1010101110101,8,2,5,1,phase07_action_pool_12,12,primary_heavy,n_heads_08,1,candidate,False,mask_04ef72339bcb04e1
mask_99076ed2b4663c53,0111101011100,8,2,6,0,phase07_action_pool_12,12,primary_heavy,n_heads_08,0,candidate,False,mask_99076ed2b4663c53
mask_a750c044c3678ea1,0110011111001,8,2,5,1,phase07_action_pool_12,12,primary_heavy,n_heads_08,2,candidate,False,mask_a750c044c3678ea1
mask_7e8c688ae375bf9a,0101001111111,9,1,6,2,phase07_action_pool_12,12,broad,n_heads_09,0,candidate,False,mask_7e8c688ae375bf9a
mask_bef98479f8d47fcb,1111001101101,9,3,5,1,phase07_action_pool_12,12,primary_heavy,n_heads_09,0,candidate,False,mask_bef98479f8d47fcb
phase07_exact_noop_12,0000000000000,0,0,0,0,phase07_action_pool_12,12,no_op,n_heads_00,0,candidate,True,exact_noop
mask_22b1f78e0a964a99,0101010000101,5,1,3,1,phase07_action_pool_13,13,broad,n_heads_05,0,candidate,False,mask_22b1f78e0a964a99
mask_eb745ae729f12ccf,0100011101000,5,1,4,0,phase07_action_pool_13,13,broad,n_heads_05,2,candidate,False,mask_eb745ae729f12ccf
mask_ff2949cfab1c103a,0001001100110,5,0,4,1,phase07_action_pool_13,13,broad,n_heads_05,1,candidate,False,mask_ff2949cfab1c103a
mask_564fa6f9690c572a,1010000010011,5,2,1,2,phase07_action_pool_13,13,primary_heavy,n_heads_05,2,candidate,False,mask_564fa6f9690c572a
mask_bc6ef8c982709d9d,0110001010100,5,2,3,0,phase07_action_pool_13,13,primary_heavy,n_heads_05,0,candidate,False,mask_bc6ef8c982709d9d
mask_cd8d4bba1694c828,0110010000011,5,2,1,2,phase07_action_pool_13,13,primary_heavy,n_heads_05,1,candidate,False,mask_cd8d4bba1694c828
mask_13dc797e37c9fa78,1001010110010,6,1,4,1,phase07_action_pool_13,13,broad,n_heads_06,3,candidate,False,mask_13dc797e37c9fa78
mask_7ae2d2c82cbfef41,0010011010101,6,1,4,1,phase07_action_pool_13,13,broad,n_heads_06,1,candidate,False,mask_7ae2d2c82cbfef41
mask_907dbf6571e35300,1001000011101,6,1,4,1,phase07_action_pool_13,13,broad,n_heads_06,0,candidate,False,mask_907dbf6571e35300
mask_9c6c55fdc6a8cf62,0001011110001,6,0,5,1,phase07_action_pool_13,13,broad,n_heads_06,2,candidate,False,mask_9c6c55fdc6a8cf62
mask_05bf22321097f341,1111100000100,6,3,3,0,phase07_action_pool_13,13,primary_heavy,n_heads_06,2,candidate,False,mask_05bf22321097f341
mask_3a11397c4dff7e8f,0110100101100,6,2,4,0,phase07_action_pool_13,13,primary_heavy,n_heads_06,1,candidate,False,mask_3a11397c4dff7e8f
mask_b1005f6d32f3a4b2,1110111000000,6,3,3,0,phase07_action_pool_13,13,primary_heavy,n_heads_06,0,candidate,False,mask_b1005f6d32f3a4b2
mask_da75a166438799e5,0110110011000,6,2,4,0,phase07_action_pool_13,13,primary_heavy,n_heads_06,3,candidate,False,mask_da75a166438799e5
mask_0668d00a100bd440,0001011110101,7,0,6,1,phase07_action_pool_13,13,broad,n_heads_07,2,candidate,False,mask_0668d00a100bd440
mask_15eafcf651f303a0,0000100111111,7,0,5,2,phase07_action_pool_13,13,broad,n_heads_07,1,candidate,False,mask_15eafcf651f303a0
mask_356a0c8632484cb9,0001110010111,7,0,5,2,phase07_action_pool_13,13,broad,n_heads_07,3,candidate,False,mask_356a0c8632484cb9
mask_83c81c68debd60dc,0001101110110,7,0,6,1,phase07_action_pool_13,13,broad,n_heads_07,0,candidate,False,mask_83c81c68debd60dc
mask_2f2cb393d009bafa,1110101010100,7,3,4,0,phase07_action_pool_13,13,primary_heavy,n_heads_07,1,candidate,False,mask_2f2cb393d009bafa
mask_5d1ecf4a56e2707a,0110100011110,7,2,4,1,phase07_action_pool_13,13,primary_heavy,n_heads_07,3,candidate,False,mask_5d1ecf4a56e2707a
mask_c72544c4a2ba3950,0111010000111,7,2,3,2,phase07_action_pool_13,13,primary_heavy,n_heads_07,0,candidate,False,mask_c72544c4a2ba3950
mask_ed0181a68f477fe7,1010011110001,7,2,4,1,phase07_action_pool_13,13,primary_heavy,n_heads_07,2,candidate,False,mask_ed0181a68f477fe7
mask_2c989602e598b463,0101110101110,8,1,6,1,phase07_action_pool_13,13,broad,n_heads_08,0,candidate,False,mask_2c989602e598b463
mask_576f51e18c9f102f,1000110101111,8,1,5,2,phase07_action_pool_13,13,broad,n_heads_08,1,candidate,False,mask_576f51e18c9f102f
mask_98d71e6961cf5bc7,0011011011101,8,1,6,1,phase07_action_pool_13,13,broad,n_heads_08,2,candidate,False,mask_98d71e6961cf5bc7
mask_2141fadeb2921fcd,1101111001010,8,2,5,1,phase07_action_pool_13,13,primary_heavy,n_heads_08,1,candidate,False,mask_2141fadeb2921fcd
mask_214a36c05941f3b6,0111010111001,8,2,5,1,phase07_action_pool_13,13,primary_heavy,n_heads_08,0,candidate,False,mask_214a36c05941f3b6
mask_4f8064a474298ef6,1101111010100,8,2,6,0,phase07_action_pool_13,13,primary_heavy,n_heads_08,2,candidate,False,mask_4f8064a474298ef6
mask_f6d534e0c4976d13,0011110111110,9,1,7,1,phase07_action_pool_13,13,broad,n_heads_09,0,candidate,False,mask_f6d534e0c4976d13
mask_680cc397711dd4dd,1011101111100,9,2,7,0,phase07_action_pool_13,13,primary_heavy,n_heads_09,0,candidate,False,mask_680cc397711dd4dd
phase07_exact_noop_13,0000000000000,0,0,0,0,phase07_action_pool_13,13,no_op,n_heads_00,0,candidate,True,exact_noop
mask_4a1e0f10f2ddcf35,0011011000010,5,1,3,1,phase07_action_pool_14,14,broad,n_heads_05,0,candidate,False,mask_4a1e0f10f2ddcf35
mask_5da9ec1bc029b8c1,0011010000011,5,1,2,2,phase07_action_pool_14,14,broad,n_heads_05,1,candidate,False,mask_5da9ec1bc029b8c1
mask_97ba53fe4205c7ab,1000110100001,5,1,3,1,phase07_action_pool_14,14,broad,n_heads_05,2,candidate,False,mask_97ba53fe4205c7ab
mask_1b8608506ce6ed5f,1010100001010,5,2,2,1,phase07_action_pool_14,14,primary_heavy,n_heads_05,1,candidate,False,mask_1b8608506ce6ed5f
mask_2078d2c66f852c50,1010001001001,5,2,2,1,phase07_action_pool_14,14,primary_heavy,n_heads_05,0,candidate,False,mask_2078d2c66f852c50
mask_2d4c8f85a401c026,1011000001010,5,2,2,1,phase07_action_pool_14,14,primary_heavy,n_heads_05,2,candidate,False,mask_2d4c8f85a401c026
mask_4ba4a498c6fd1492,1001100100011,6,1,3,2,phase07_action_pool_14,14,broad,n_heads_06,1,candidate,False,mask_4ba4a498c6fd1492
mask_8ca520e7c20b2d7f,1001001011001,6,1,4,1,phase07_action_pool_14,14,broad,n_heads_06,0,candidate,False,mask_8ca520e7c20b2d7f
mask_ea361c6b83faa8f8,0101010011001,6,1,4,1,phase07_action_pool_14,14,broad,n_heads_06,3,candidate,False,mask_ea361c6b83faa8f8
mask_fc2a6463b864e26c,0011110000101,6,1,4,1,phase07_action_pool_14,14,broad,n_heads_06,2,candidate,False,mask_fc2a6463b864e26c
mask_06613154543a718d,1100100100011,6,2,2,2,phase07_action_pool_14,14,primary_heavy,n_heads_06,1,candidate,False,mask_06613154543a718d
mask_29eb6f2abb1f43ab,1101100000101,6,2,3,1,phase07_action_pool_14,14,primary_heavy,n_heads_06,0,candidate,False,mask_29eb6f2abb1f43ab
mask_4e2194c88e561351,0110010100101,6,2,3,1,phase07_action_pool_14,14,primary_heavy,n_heads_06,2,candidate,False,mask_4e2194c88e561351
mask_60f89daecf8525f6,1010001001101,6,2,3,1,phase07_action_pool_14,14,primary_heavy,n_heads_06,3,candidate,False,mask_60f89daecf8525f6
mask_1ce92a6858e68879,0101011100101,7,1,5,1,phase07_action_pool_14,14,broad,n_heads_07,1,candidate,False,mask_1ce92a6858e68879
mask_7be71c697fec4ae2,1001010110011,7,1,4,2,phase07_action_pool_14,14,broad,n_heads_07,3,candidate,False,mask_7be71c697fec4ae2
mask_80e22e9e1b9eee8d,0101001110110,7,1,5,1,phase07_action_pool_14,14,broad,n_heads_07,2,candidate,False,mask_80e22e9e1b9eee8d
mask_bd8d3d37a827408c,0101001010111,7,1,4,2,phase07_action_pool_14,14,broad,n_heads_07,0,candidate,False,mask_bd8d3d37a827408c
mask_02a245db757cd053,1100011101001,7,2,4,1,phase07_action_pool_14,14,primary_heavy,n_heads_07,1,candidate,False,mask_02a245db757cd053
mask_12c181b9ffcef63c,1110001110001,7,3,3,1,phase07_action_pool_14,14,primary_heavy,n_heads_07,3,candidate,False,mask_12c181b9ffcef63c
mask_2305d2488bf5f615,1011011000101,7,2,4,1,phase07_action_pool_14,14,primary_heavy,n_heads_07,2,candidate,False,mask_2305d2488bf5f615
mask_80c9b1b0e45f3c49,1110110101000,7,3,4,0,phase07_action_pool_14,14,primary_heavy,n_heads_07,0,candidate,False,mask_80c9b1b0e45f3c49
mask_5932540d80f287bb,0011110110101,8,1,6,1,phase07_action_pool_14,14,broad,n_heads_08,2,candidate,False,mask_5932540d80f287bb
mask_6d51f8ee0a0a91d3,0100111101011,8,1,5,2,phase07_action_pool_14,14,broad,n_heads_08,1,candidate,False,mask_6d51f8ee0a0a91d3
mask_8d5175c002797e57,0101111110001,8,1,6,1,phase07_action_pool_14,14,broad,n_heads_08,0,candidate,False,mask_8d5175c002797e57
mask_695fa8af46de7091,0111111010001,8,2,5,1,phase07_action_pool_14,14,primary_heavy,n_heads_08,1,candidate,False,mask_695fa8af46de7091
mask_8a76fe143332d760,1110010011101,8,3,4,1,phase07_action_pool_14,14,primary_heavy,n_heads_08,2,candidate,False,mask_8a76fe143332d760
mask_dfd04a3f19d2c776,1100111001011,8,2,4,2,phase07_action_pool_14,14,primary_heavy,n_heads_08,0,candidate,False,mask_dfd04a3f19d2c776
mask_6c3df9c20aa63cfb,0011111101011,9,1,6,2,phase07_action_pool_14,14,broad,n_heads_09,0,candidate,False,mask_6c3df9c20aa63cfb
mask_798edfe80aa52977,1101011101011,9,2,5,2,phase07_action_pool_14,14,primary_heavy,n_heads_09,0,candidate,False,mask_798edfe80aa52977
phase07_exact_noop_14,0000000000000,0,0,0,0,phase07_action_pool_14,14,no_op,n_heads_00,0,candidate,True,exact_noop
mask_30db8d35e57373c2,1001000010110,5,1,3,1,phase07_action_pool_15,15,broad,n_heads_05,0,candidate,False,mask_30db8d35e57373c2
mask_6f59886e097dcca0,0010010001101,5,1,3,1,phase07_action_pool_15,15,broad,n_heads_05,1,candidate,False,mask_6f59886e097dcca0
mask_aba17037ec740953,0010000111010,5,1,3,1,phase07_action_pool_15,15,broad,n_heads_05,2,candidate,False,mask_aba17037ec740953
mask_29fa64dce74f5141,1011010000100,5,2,3,0,phase07_action_pool_15,15,primary_heavy,n_heads_05,1,candidate,False,mask_29fa64dce74f5141
mask_bcf73820dcd02d13,1111100000000,5,3,2,0,phase07_action_pool_15,15,primary_heavy,n_heads_05,2,candidate,False,mask_bcf73820dcd02d13
mask_c036d92fe6257c9d,1100010100001,5,2,2,1,phase07_action_pool_15,15,primary_heavy,n_heads_05,0,candidate,False,mask_c036d92fe6257c9d
mask_09aa219f1dc0ed82,0001101110001,6,0,5,1,phase07_action_pool_15,15,broad,n_heads_06,1,candidate,False,mask_09aa219f1dc0ed82
mask_2b1033056771f85e,1001010010011,6,1,3,2,phase07_action_pool_15,15,broad,n_heads_06,2,candidate,False,mask_2b1033056771f85e
mask_bef1b0255b8e2841,0101011010100,6,1,5,0,phase07_action_pool_15,15,broad,n_heads_06,0,candidate,False,mask_bef1b0255b8e2841
mask_f94a4ff83f122849,1000001011011,6,1,3,2,phase07_action_pool_15,15,broad,n_heads_06,3,candidate,False,mask_f94a4ff83f122849
mask_21cb18449f1d0db6,0110010011010,6,2,3,1,phase07_action_pool_15,15,primary_heavy,n_heads_06,3,candidate,False,mask_21cb18449f1d0db6
mask_224487eda6d6de36,1100001110100,6,2,4,0,phase07_action_pool_15,15,primary_heavy,n_heads_06,2,candidate,False,mask_224487eda6d6de36
mask_8b06961b2037399e,0110000011110,6,2,3,1,phase07_action_pool_15,15,primary_heavy,n_heads_06,1,candidate,False,mask_8b06961b2037399e
mask_fea27cf4d657c06e,1011000001011,6,2,2,2,phase07_action_pool_15,15,primary_heavy,n_heads_06,0,candidate,False,mask_fea27cf4d657c06e
mask_2400cb29de549af9,0011110000111,7,1,4,2,phase07_action_pool_15,15,broad,n_heads_07,3,candidate,False,mask_2400cb29de549af9
mask_75e4624b638d8d6b,1000111010101,7,1,5,1,phase07_action_pool_15,15,broad,n_heads_07,0,candidate,False,mask_75e4624b638d8d6b
mask_f888a87c85852e28,0010110100111,7,1,4,2,phase07_action_pool_15,15,broad,n_heads_07,2,candidate,False,mask_f888a87c85852e28
mask_fa7ab2932ad7c699,0101100100111,7,1,4,2,phase07_action_pool_15,15,broad,n_heads_07,1,candidate,False,mask_fa7ab2932ad7c699
mask_034164755b66561a,1101011010100,7,2,5,0,phase07_action_pool_15,15,primary_heavy,n_heads_07,1,candidate,False,mask_034164755b66561a
mask_32d262e128bf3b70,1110010010110,7,3,3,1,phase07_action_pool_15,15,primary_heavy,n_heads_07,0,candidate,False,mask_32d262e128bf3b70
mask_3ca3cf9919ae304d,1100111100010,7,2,4,1,phase07_action_pool_15,15,primary_heavy,n_heads_07,2,candidate,False,mask_3ca3cf9919ae304d
mask_c732599940cc372f,1011110001100,7,2,5,0,phase07_action_pool_15,15,primary_heavy,n_heads_07,3,candidate,False,mask_c732599940cc372f
mask_5321e9a998893949,0010111110110,8,1,6,1,phase07_action_pool_15,15,broad,n_heads_08,0,candidate,False,mask_5321e9a998893949
mask_56b23f9d24138221,0101011110101,8,1,6,1,phase07_action_pool_15,15,broad,n_heads_08,1,candidate,False,mask_56b23f9d24138221
mask_bf2dc3340aa593a3,0010111011110,8,1,6,1,phase07_action_pool_15,15,broad,n_heads_08,2,candidate,False,mask_bf2dc3340aa593a3
mask_5c72fd2bbb9b9521,1100111011010,8,2,5,1,phase07_action_pool_15,15,primary_heavy,n_heads_08,1,candidate,False,mask_5c72fd2bbb9b9521
mask_6c2160a61043f965,1101000011111,8,2,4,2,phase07_action_pool_15,15,primary_heavy,n_heads_08,2,candidate,False,mask_6c2160a61043f965
mask_725d0b1b45cf7131,1101110101001,8,2,5,1,phase07_action_pool_15,15,primary_heavy,n_heads_08,0,candidate,False,mask_725d0b1b45cf7131
mask_5764f1572f731d64,1001111110101,9,1,7,1,phase07_action_pool_15,15,broad,n_heads_09,0,candidate,False,mask_5764f1572f731d64
mask_f28592c393f107cf,0111110101011,9,2,5,2,phase07_action_pool_15,15,primary_heavy,n_heads_09,0,candidate,False,mask_f28592c393f107cf
phase07_exact_noop_15,0000000000000,0,0,0,0,phase07_action_pool_15,15,no_op,n_heads_00,0,candidate,True,exact_noop
mask_1ac8224708ec5de8,1001001100001,5,1,3,1,phase07_action_pool_16,16,broad,n_heads_05,0,candidate,False,mask_1ac8224708ec5de8
mask_26c090afd9c4f8d9,0000011110100,5,0,5,0,phase07_action_pool_16,16,broad,n_heads_05,1,candidate,False,mask_26c090afd9c4f8d9
mask_cbec47edb3d04c4e,0101000010101,5,1,3,1,phase07_action_pool_16,16,broad,n_heads_05,2,candidate,False,mask_cbec47edb3d04c4e
mask_2650f538ab847acc,1101000001001,5,2,2,1,phase07_action_pool_16,16,primary_heavy,n_heads_05,2,candidate,False,mask_2650f538ab847acc
mask_383a5227f3eda04d,1011000100100,5,2,3,0,phase07_action_pool_16,16,primary_heavy,n_heads_05,0,candidate,False,mask_383a5227f3eda04d
mask_c9214df8189d5d6d,1101000101000,5,2,3,0,phase07_action_pool_16,16,primary_heavy,n_heads_05,1,candidate,False,mask_c9214df8189d5d6d
mask_22d0018478ec6341,1001110101000,6,1,5,0,phase07_action_pool_16,16,broad,n_heads_06,0,candidate,False,mask_22d0018478ec6341
mask_63249c37a520d1b7,0010101110001,6,1,4,1,phase07_action_pool_16,16,broad,n_heads_06,1,candidate,False,mask_63249c37a520d1b7
mask_642e354069f5ad26,1001001111000,6,1,5,0,phase07_action_pool_16,16,broad,n_heads_06,3,candidate,False,mask_642e354069f5ad26
mask_8bfa55179d98a5b2,0100001101110,6,1,4,1,phase07_action_pool_16,16,broad,n_heads_06,2,candidate,False,mask_8bfa55179d98a5b2
mask_4055c03dfd941aba,1100001000111,6,2,2,2,phase07_action_pool_16,16,primary_heavy,n_heads_06,1,candidate,False,mask_4055c03dfd941aba
mask_47be0fcaae3b3627,1110000100101,6,3,2,1,phase07_action_pool_16,16,primary_heavy,n_heads_06,3,candidate,False,mask_47be0fcaae3b3627
mask_9144dbe2f4b74a65,0111000101001,6,2,3,1,phase07_action_pool_16,16,primary_heavy,n_heads_06,0,candidate,False,mask_9144dbe2f4b74a65
mask_d1ee1397974b7fc1,1111000001100,6,3,3,0,phase07_action_pool_16,16,primary_heavy,n_heads_06,2,candidate,False,mask_d1ee1397974b7fc1
mask_3a1f386cba003a91,0001011101110,7,0,6,1,phase07_action_pool_16,16,broad,n_heads_07,1,candidate,False,mask_3a1f386cba003a91
mask_76b47a09f0324614,0101100111001,7,1,5,1,phase07_action_pool_16,16,broad,n_heads_07,3,candidate,False,mask_76b47a09f0324614
mask_a2965805ace9e0f3,0010010111011,7,1,4,2,phase07_action_pool_16,16,broad,n_heads_07,0,candidate,False,mask_a2965805ace9e0f3
mask_f3c27787ec18a74c,1000101110101,7,1,5,1,phase07_action_pool_16,16,broad,n_heads_07,2,candidate,False,mask_f3c27787ec18a74c
mask_59a8a61e585f5649,1111100011000,7,3,4,0,phase07_action_pool_16,16,primary_heavy,n_heads_07,2,candidate,False,mask_59a8a61e585f5649
mask_65b83c0d39eaa2e8,1110001010011,7,3,2,2,phase07_action_pool_16,16,primary_heavy,n_heads_07,1,candidate,False,mask_65b83c0d39eaa2e8
mask_7dc15ef2a9dd2791,1110100010101,7,3,3,1,phase07_action_pool_16,16,primary_heavy,n_heads_07,3,candidate,False,mask_7dc15ef2a9dd2791
mask_a0cf3ea1e795fe90,0110010011101,7,2,4,1,phase07_action_pool_16,16,primary_heavy,n_heads_07,0,candidate,False,mask_a0cf3ea1e795fe90
mask_0df21ff49f2d34c3,1000110111110,8,1,6,1,phase07_action_pool_16,16,broad,n_heads_08,2,candidate,False,mask_0df21ff49f2d34c3
mask_7a6824096b8c3a37,1001101101011,8,1,5,2,phase07_action_pool_16,16,broad,n_heads_08,1,candidate,False,mask_7a6824096b8c3a37
mask_d7e31114b9726688,0001100111111,8,0,6,2,phase07_action_pool_16,16,broad,n_heads_08,0,candidate,False,mask_d7e31114b9726688
mask_0cf33183c6f66538,1101011111000,8,2,6,0,phase07_action_pool_16,16,primary_heavy,n_heads_08,0,candidate,False,mask_0cf33183c6f66538
mask_4452e9f5a4996fc9,1011101011010,8,2,5,1,phase07_action_pool_16,16,primary_heavy,n_heads_08,2,candidate,False,mask_4452e9f5a4996fc9
mask_b121261ca09f704f,1110100110101,8,3,4,1,phase07_action_pool_16,16,primary_heavy,n_heads_08,1,candidate,False,mask_b121261ca09f704f
mask_d41a242b188dab07,0010111111110,9,1,7,1,phase07_action_pool_16,16,broad,n_heads_09,0,candidate,False,mask_d41a242b188dab07
mask_eeb2f260146e0021,1101111110001,9,2,6,1,phase07_action_pool_16,16,primary_heavy,n_heads_09,0,candidate,False,mask_eeb2f260146e0021
phase07_exact_noop_16,0000000000000,0,0,0,0,phase07_action_pool_16,16,no_op,n_heads_00,0,candidate,True,exact_noop
mask_6d7e661b80df1739,0000110011100,5,0,5,0,phase07_action_pool_17,17,broad,n_heads_05,2,candidate,False,mask_6d7e661b80df1739
mask_a939631acb19697c,0010101001100,5,1,4,0,phase07_action_pool_17,17,broad,n_heads_05,1,candidate,False,mask_a939631acb19697c
mask_d78ecd23fe67470c,0101100110000,5,1,4,0,phase07_action_pool_17,17,broad,n_heads_05,0,candidate,False,mask_d78ecd23fe67470c
mask_090cef6cf2b0698f,1010001000110,5,2,2,1,phase07_action_pool_17,17,primary_heavy,n_heads_05,2,candidate,False,mask_090cef6cf2b0698f
mask_d6336173647a2524,1100001010100,5,2,3,0,phase07_action_pool_17,17,primary_heavy,n_heads_05,1,candidate,False,mask_d6336173647a2524
mask_e365c4158555e95a,1011001000010,5,2,2,1,phase07_action_pool_17,17,primary_heavy,n_heads_05,0,candidate,False,mask_e365c4158555e95a
mask_2d8de9ab79f3fe8e,0000011111001,6,0,5,1,phase07_action_pool_17,17,broad,n_heads_06,1,candidate,False,mask_2d8de9ab79f3fe8e
mask_75c1473ec87b65e1,1000111101000,6,1,5,0,phase07_action_pool_17,17,broad,n_heads_06,0,candidate,False,mask_75c1473ec87b65e1
mask_75f27537ff54fb1b,0000101011011,6,0,4,2,phase07_action_pool_17,17,broad,n_heads_06,2,candidate,False,mask_75f27537ff54fb1b
mask_d35aa12b81e02ed9,0101100000111,6,1,3,2,phase07_action_pool_17,17,broad,n_heads_06,3,candidate,False,mask_d35aa12b81e02ed9
mask_1cc2b38c48a98380,0111011000010,6,2,3,1,phase07_action_pool_17,17,primary_heavy,n_heads_06,1,candidate,False,mask_1cc2b38c48a98380
mask_6cc11207af83a42e,0110000010111,6,2,2,2,phase07_action_pool_17,17,primary_heavy,n_heads_06,2,candidate,False,mask_6cc11207af83a42e
mask_c056e0754243e2a9,0111001100001,6,2,3,1,phase07_action_pool_17,17,primary_heavy,n_heads_06,3,candidate,False,mask_c056e0754243e2a9
mask_d963a4888dae92dc,0110101010010,6,2,3,1,phase07_action_pool_17,17,primary_heavy,n_heads_06,0,candidate,False,mask_d963a4888dae92dc
mask_072bd08f3c56be4a,1001011110001,7,1,5,1,phase07_action_pool_17,17,broad,n_heads_07,3,candidate,False,mask_072bd08f3c56be4a
mask_2d66a7d30f12364e,0010111101100,7,1,6,0,phase07_action_pool_17,17,broad,n_heads_07,1,candidate,False,mask_2d66a7d30f12364e
mask_57bd97c68a412778,0010011111100,7,1,6,0,phase07_action_pool_17,17,broad,n_heads_07,0,candidate,False,mask_57bd97c68a412778
mask_d16d3e36e605cf50,0011110100011,7,1,4,2,phase07_action_pool_17,17,broad,n_heads_07,2,candidate,False,mask_d16d3e36e605cf50
mask_2096abfcb69e588f,0111001110100,7,2,5,0,phase07_action_pool_17,17,primary_heavy,n_heads_07,3,candidate,False,mask_2096abfcb69e588f
mask_5e64dca7c0fc2cf6,1011010001110,7,2,4,1,phase07_action_pool_17,17,primary_heavy,n_heads_07,0,candidate,False,mask_5e64dca7c0fc2cf6
mask_ca24c5af81b21de5,0111110110000,7,2,5,0,phase07_action_pool_17,17,primary_heavy,n_heads_07,2,candidate,False,mask_ca24c5af81b21de5
mask_d03644f5d2891cd3,1110001010110,7,3,3,1,phase07_action_pool_17,17,primary_heavy,n_heads_07,1,candidate,False,mask_d03644f5d2891cd3
mask_99ba7ff8f67b7aa8,0010110011111,8,1,5,2,phase07_action_pool_17,17,broad,n_heads_08,0,candidate,False,mask_99ba7ff8f67b7aa8
mask_af2793626f532b6d,0011111010110,8,1,6,1,phase07_action_pool_17,17,broad,n_heads_08,2,candidate,False,mask_af2793626f532b6d
mask_cd829233f56bcd6e,1001010110111,8,1,5,2,phase07_action_pool_17,17,broad,n_heads_08,1,candidate,False,mask_cd829233f56bcd6e
mask_163bfc9b7a7ad785,1100101011101,8,2,5,1,phase07_action_pool_17,17,primary_heavy,n_heads_08,0,candidate,False,mask_163bfc9b7a7ad785
mask_1d400d3d91e1d1a4,1111011101000,8,3,5,0,phase07_action_pool_17,17,primary_heavy,n_heads_08,1,candidate,False,mask_1d400d3d91e1d1a4
mask_8a9e568d24f2f19c,1101100111001,8,2,5,1,phase07_action_pool_17,17,primary_heavy,n_heads_08,2,candidate,False,mask_8a9e568d24f2f19c
