prompt_id,split,template_id,structure,unordered_name_pair_id,pair_orientation,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
phase7_prompt_86a3e40139db07bd,test,abba_office,ABBA,phase7_pair_fa3bf6a8bde53a2d,b_to_a,Robin,Holly,"While Robin and Holly worked in the office, Holly passed a blue folder to",Robin,Holly,12325,7764
phase7_prompt_b6f4467f01663d82,test,abba_office,ABBA,phase7_pair_fd9a9122baee6ea4,a_to_b,Christina,Gina,"While Christina and Gina worked in the office, Gina passed a blue folder to",Christina,Gina,33673,43002
phase7_prompt_b3aee6adcd1f8073,test,abba_office,ABBA,phase7_pair_fd9a9122baee6ea4,b_to_a,Gina,Christina,"While Gina and Christina worked in the office, Christina passed a blue folder to",Gina,Christina,43002,33673
phase7_prompt_23f61e89460c10fe,test,abba_park,ABBA,phase7_pair_0c18e66c6fc56274,a_to_b,Heather,Tina,"After Heather and Tina visited the park, Tina handed a folded map to",Heather,Tina,24253,35903
phase7_prompt_8e1b8647adbed75b,test,abba_park,ABBA,phase7_pair_0c18e66c6fc56274,b_to_a,Tina,Heather,"After Tina and Heather visited the park, Heather handed a folded map to",Tina,Heather,35903,24253
phase7_prompt_f9bae22012742dee,test,abba_park,ABBA,phase7_pair_267ca827d088ceea,a_to_b,Brooke,Cheryl,"After Brooke and Cheryl visited the park, Cheryl handed a folded map to",Brooke,Cheryl,46459,37958
phase7_prompt_e83397d32b7552f1,test,abba_park,ABBA,phase7_pair_267ca827d088ceea,b_to_a,Cheryl,Brooke,"After Cheryl and Brooke visited the park, Brooke handed a folded map to",Cheryl,Brooke,37958,46459
phase7_prompt_dd85c2ea794c0f87,test,abba_park,ABBA,phase7_pair_278ff35d65d5552a,a_to_b,Chloe,Margaret,"After Chloe and Margaret visited the park, Margaret handed a folded map to",Chloe,Margaret,29476,19579
phase7_prompt_821a542b437d6602,test,abba_park,ABBA,phase7_pair_278ff35d65d5552a,b_to_a,Margaret,Chloe,"After Margaret and Chloe visited the park, Chloe handed a folded map to",Margaret,Chloe,19579,29476
phase7_prompt_37a6fccdb869a88c,test,abba_park,ABBA,phase7_pair_2c9c638f8f4dc409,a_to_b,Eva,Wendy,"After Eva and Wendy visited the park, Wendy handed a folded map to",Eva,Wendy,32355,28314
phase7_prompt_ebc6c7e21e150e08,test,abba_park,ABBA,phase7_pair_2c9c638f8f4dc409,b_to_a,Wendy,Eva,"After Wendy and Eva visited the park, Eva handed a folded map to",Wendy,Eva,28314,32355
phase7_prompt_939d47be80a35cbd,test,abba_park,ABBA,phase7_pair_2f7e5056a93db164,a_to_b,Amelia,Anne,"After Amelia and Anne visited the park, Anne handed a folded map to",Amelia,Anne,49769,15397
phase7_prompt_45bd28fa6163afc6,test,abba_park,ABBA,phase7_pair_2f7e5056a93db164,b_to_a,Anne,Amelia,"After Anne and Amelia visited the park, Amelia handed a folded map to",Anne,Amelia,15397,49769
phase7_prompt_10863da7e43f1539,test,abba_park,ABBA,phase7_pair_332483d3f8db2a87,a_to_b,Marie,Natalie,"After Marie and Natalie visited the park, Natalie handed a folded map to",Marie,Natalie,20492,35571
phase7_prompt_9b506b0bfed2115d,test,abba_park,ABBA,phase7_pair_332483d3f8db2a87,b_to_a,Natalie,Marie,"After Natalie and Marie visited the park, Marie handed a folded map to",Natalie,Marie,35571,20492
phase7_prompt_1105e05cfda3603e,test,abba_park,ABBA,phase7_pair_33dc25959f2ae37b,a_to_b,Jill,Kimberly,"After Jill and Kimberly visited the park, Kimberly handed a folded map to",Jill,Kimberly,22772,48685
phase7_prompt_a9a47778cd8b41ad,test,abba_park,ABBA,phase7_pair_33dc25959f2ae37b,b_to_a,Kimberly,Jill,"After Kimberly and Jill visited the park, Jill handed a folded map to",Kimberly,Jill,48685,22772
phase7_prompt_7c7db41f5c40bd48,test,abba_park,ABBA,phase7_pair_3c6c304726369c49,a_to_b,Judy,Virginia,"After Judy and Virginia visited the park, Virginia handed a folded map to",Judy,Virginia,26395,6025
phase7_prompt_12ffdcb930c5ffab,test,abba_park,ABBA,phase7_pair_3c6c304726369c49,b_to_a,Virginia,Judy,"After Virginia and Judy visited the park, Judy handed a folded map to",Virginia,Judy,6025,26395
phase7_prompt_ec4d211db6a92411,test,abba_park,ABBA,phase7_pair_405b9f63f2142542,a_to_b,Lisa,Maya,"After Lisa and Maya visited the park, Maya handed a folded map to",Lisa,Maya,15378,26041
phase7_prompt_8e2a308096c20c4f,test,abba_park,ABBA,phase7_pair_405b9f63f2142542,b_to_a,Maya,Lisa,"After Maya and Lisa visited the park, Lisa handed a folded map to",Maya,Lisa,26041,15378
phase7_prompt_1d6ce15270e53f99,test,abba_park,ABBA,phase7_pair_644a0d1ba29cc1af,a_to_b,Peggy,Sarah,"After Peggy and Sarah visited the park, Sarah handed a folded map to",Peggy,Sarah,40910,10490
phase7_prompt_2003678fd73af622,test,abba_park,ABBA,phase7_pair_644a0d1ba29cc1af,b_to_a,Sarah,Peggy,"After Sarah and Peggy visited the park, Peggy handed a folded map to",Sarah,Peggy,10490,40910
phase7_prompt_58e61c7206bc086c,test,abba_park,ABBA,phase7_pair_6cd9d7aab319ee07,a_to_b,Charlotte,Elizabeth,"After Charlotte and Elizabeth visited the park, Elizabeth handed a folded map to",Charlotte,Elizabeth,14685,10674
phase7_prompt_ed565ad647252974,test,abba_park,ABBA,phase7_pair_6cd9d7aab319ee07,b_to_a,Elizabeth,Charlotte,"After Elizabeth and Charlotte visited the park, Charlotte handed a folded map to",Elizabeth,Charlotte,10674,14685
phase7_prompt_563112c8c1d9db13,test,abba_park,ABBA,phase7_pair_7d6ae98ddcd65bb9,a_to_b,Amber,Megan,"After Amber and Megan visited the park, Megan handed a folded map to",Amber,Megan,21896,27616
phase7_prompt_00dd58df0c633897,test,abba_park,ABBA,phase7_pair_7d6ae98ddcd65bb9,b_to_a,Megan,Amber,"After Megan and Amber visited the park, Amber handed a folded map to",Megan,Amber,27616,21896
phase7_prompt_5bac55a5630a6b58,test,abba_park,ABBA,phase7_pair_7e9c77fa7af074a6,a_to_b,Claire,Judith,"After Claire and Judith visited the park, Judith handed a folded map to",Claire,Judith,20758,39987
phase7_prompt_784a9fb3da1c6d00,test,abba_park,ABBA,phase7_pair_7e9c77fa7af074a6,b_to_a,Judith,Claire,"After Judith and Claire visited the park, Claire handed a folded map to",Judith,Claire,39987,20758
phase7_prompt_1f6f3dafe33bd101,test,abba_park,ABBA,phase7_pair_853a69d412bf6e50,a_to_b,Bonnie,Valerie,"After Bonnie and Valerie visited the park, Valerie handed a folded map to",Bonnie,Valerie,39203,45603
phase7_prompt_453c02997127ced4,test,abba_park,ABBA,phase7_pair_853a69d412bf6e50,b_to_a,Valerie,Bonnie,"After Valerie and Bonnie visited the park, Bonnie handed a folded map to",Valerie,Bonnie,45603,39203
phase7_prompt_b4c8e5ea2831fc4a,test,abba_park,ABBA,phase7_pair_89614fce75224967,a_to_b,Joan,Madison,"After Joan and Madison visited the park, Madison handed a folded map to",Joan,Madison,26640,14909
phase7_prompt_595a94cb84ec768a,test,abba_park,ABBA,phase7_pair_89614fce75224967,b_to_a,Madison,Joan,"After Madison and Joan visited the park, Joan handed a folded map to",Madison,Joan,14909,26640
phase7_prompt_ccf671e6b526448c,test,abba_park,ABBA,phase7_pair_8ae9abd37b7b8898,a_to_b,Ellie,Melissa,"After Ellie and Melissa visited the park, Melissa handed a folded map to",Ellie,Melissa,44801,24164
phase7_prompt_33dcad85401bdde1,test,abba_park,ABBA,phase7_pair_8ae9abd37b7b8898,b_to_a,Melissa,Ellie,"After Melissa and Ellie visited the park, Ellie handed a folded map to",Melissa,Ellie,24164,44801
phase7_prompt_cc83fa4528458450,test,abba_park,ABBA,phase7_pair_8b8b9a7866d40805,a_to_b,Leslie,Lydia,"After Leslie and Lydia visited the park, Lydia handed a folded map to",Leslie,Lydia,26909,47766
phase7_prompt_1052d09bda8dc7af,test,abba_park,ABBA,phase7_pair_8b8b9a7866d40805,b_to_a,Lydia,Leslie,"After Lydia and Leslie visited the park, Leslie handed a folded map to",Lydia,Leslie,47766,26909
phase7_prompt_4bc84bea57c355f8,test,abba_park,ABBA,phase7_pair_a0d547120ba1438c,a_to_b,Avery,Monica,"After Avery and Monica visited the park, Monica handed a folded map to",Avery,Monica,29218,23240
phase7_prompt_21d9ea710c37e049,test,abba_park,ABBA,phase7_pair_a0d547120ba1438c,b_to_a,Monica,Avery,"After Monica and Avery visited the park, Avery handed a folded map to",Monica,Avery,23240,29218
phase7_prompt_b14335d0937af985,test,abba_park,ABBA,phase7_pair_b14d50f73032807d,a_to_b,Joshua,Sophia,"After Joshua and Sophia visited the park, Sophia handed a folded map to",Joshua,Sophia,20700,39953
phase7_prompt_2afe9f51c49c210a,test,abba_park,ABBA,phase7_pair_b14d50f73032807d,b_to_a,Sophia,Joshua,"After Sophia and Joshua visited the park, Joshua handed a folded map to",Sophia,Joshua,39953,20700
phase7_prompt_c2ac2544798710fe,test,abba_park,ABBA,phase7_pair_b56f872614b96d06,a_to_b,Anna,John,"After Anna and John visited the park, John handed a folded map to",Anna,John,11735,1757
phase7_prompt_127877eeb8c050cf,test,abba_park,ABBA,phase7_pair_b56f872614b96d06,b_to_a,John,Anna,"After John and Anna visited the park, Anna handed a folded map to",John,Anna,1757,11735
phase7_prompt_11352e075f00e423,test,abba_park,ABBA,phase7_pair_bdfb26a7f56b1e9a,a_to_b,Joseph,Paul,"After Joseph and Paul visited the park, Paul handed a folded map to",Joseph,Paul,7212,3362
phase7_prompt_723225998fa713fa,test,abba_park,ABBA,phase7_pair_bdfb26a7f56b1e9a,b_to_a,Paul,Joseph,"After Paul and Joseph visited the park, Joseph handed a folded map to",Paul,Joseph,3362,7212
phase7_prompt_b351513842ec58de,test,abba_park,ABBA,phase7_pair_c4cfd42f0517fb94,a_to_b,Paige,Steven,"After Paige and Steven visited the park, Steven handed a folded map to",Paige,Steven,42847,8239
phase7_prompt_e37b752ef9870e9c,test,abba_park,ABBA,phase7_pair_c4cfd42f0517fb94,b_to_a,Steven,Paige,"After Steven and Paige visited the park, Paige handed a folded map to",Steven,Paige,8239,42847
phase7_prompt_d6d850bc5a1224dd,test,abba_park,ABBA,phase7_pair_c6919b4e946a3fb9,a_to_b,Kelly,Rita,"After Kelly and Rita visited the park, Rita handed a folded map to",Kelly,Rita,9077,42605
phase7_prompt_eb8d604ea4a46601,test,abba_park,ABBA,phase7_pair_c6919b4e946a3fb9,b_to_a,Rita,Kelly,"After Rita and Kelly visited the park, Kelly handed a folded map to",Rita,Kelly,42605,9077
phase7_prompt_da4b8257e5dc7774,test,abba_park,ABBA,phase7_pair_c8fc9f5b7f823c5e,a_to_b,Christopher,Mia,"After Christopher and Mia visited the park, Mia handed a folded map to",Christopher,Mia,12803,32189
phase7_prompt_09e869b1c143fc08,test,abba_park,ABBA,phase7_pair_c8fc9f5b7f823c5e,b_to_a,Mia,Christopher,"After Mia and Christopher visited the park, Christopher handed a folded map to",Mia,Christopher,32189,12803
phase7_prompt_446215dd3d6bf310,test,abba_park,ABBA,phase7_pair_d09e050b4dd99d67,a_to_b,Nina,Scarlett,"After Nina and Scarlett visited the park, Scarlett handed a folded map to",Nina,Scarlett,36300,45046
phase7_prompt_6e79efd242040092,test,abba_park,ABBA,phase7_pair_d09e050b4dd99d67,b_to_a,Scarlett,Nina,"After Scarlett and Nina visited the park, Nina handed a folded map to",Scarlett,Nina,45046,36300
phase7_prompt_490146e4954b6a0e,test,abba_park,ABBA,phase7_pair_d38ce67bcb01e85d,a_to_b,Erica,Mark,"After Erica and Mark visited the park, Mark handed a folded map to",Erica,Mark,45187,2940
phase7_prompt_644226ac4874bc96,test,abba_park,ABBA,phase7_pair_d38ce67bcb01e85d,b_to_a,Mark,Erica,"After Mark and Erica visited the park, Erica handed a folded map to",Mark,Erica,2940,45187
phase7_prompt_07f399999940fa61,test,abba_park,ABBA,phase7_pair_db44c2acb5610f9d,a_to_b,Teresa,Victoria,"After Teresa and Victoria visited the park, Victoria handed a folded map to",Teresa,Victoria,34405,12313
phase7_prompt_dc2b72a572520934,test,abba_park,ABBA,phase7_pair_db44c2acb5610f9d,b_to_a,Victoria,Teresa,"After Victoria and Teresa visited the park, Teresa handed a folded map to",Victoria,Teresa,12313,34405
phase7_prompt_2d1e2455df0fe390,test,abba_park,ABBA,phase7_pair_e48fa907c1e3bc74,a_to_b,April,Zoe,"After April and Zoe visited the park, Zoe handed a folded map to",April,Zoe,3035,32280
phase7_prompt_bfb9a47f177f26ef,test,abba_park,ABBA,phase7_pair_e48fa907c1e3bc74,b_to_a,Zoe,April,"After Zoe and April visited the park, April handed a folded map to",Zoe,April,32280,3035
phase7_prompt_f0c2d3ba9ee22d6e,test,abba_park,ABBA,phase7_pair_e7335226678b08f5,a_to_b,June,Martha,"After June and Martha visited the park, Martha handed a folded map to",June,Martha,2795,27243
phase7_prompt_25b32eb7de201eea,test,abba_park,ABBA,phase7_pair_e7335226678b08f5,b_to_a,Martha,June,"After Martha and June visited the park, June handed a folded map to",Martha,June,27243,2795
phase7_prompt_9378155513408c24,test,abba_park,ABBA,phase7_pair_e9fc6c989f4445cb,a_to_b,Leah,Rosa,"After Leah and Rosa visited the park, Rosa handed a folded map to",Leah,Rosa,31232,27994
phase7_prompt_f318febc82ee0732,test,abba_park,ABBA,phase7_pair_e9fc6c989f4445cb,b_to_a,Rosa,Leah,"After Rosa and Leah visited the park, Leah handed a folded map to",Rosa,Leah,27994,31232
phase7_prompt_9922a2a37fb66683,test,abba_park,ABBA,phase7_pair_fa3bf6a8bde53a2d,a_to_b,Holly,Robin,"After Holly and Robin visited the park, Robin handed a folded map to",Holly,Robin,7764,12325
phase7_prompt_31f1277e2daa84c2,test,abba_park,ABBA,phase7_pair_fa3bf6a8bde53a2d,b_to_a,Robin,Holly,"After Robin and Holly visited the park, Holly handed a folded map to",Robin,Holly,12325,7764
phase7_prompt_de2dcc347fd91e1d,test,abba_park,ABBA,phase7_pair_fd9a9122baee6ea4,a_to_b,Christina,Gina,"After Christina and Gina visited the park, Gina handed a folded map to",Christina,Gina,33673,43002
phase7_prompt_1e3c1493f683badd,test,abba_park,ABBA,phase7_pair_fd9a9122baee6ea4,b_to_a,Gina,Christina,"After Gina and Christina visited the park, Christina handed a folded map to",Gina,Christina,43002,33673
phase7_prompt_01d97677c312133e,test,abba_store,ABBA,phase7_pair_0c18e66c6fc56274,a_to_b,Heather,Tina,"When Heather and Tina went to the store, Tina gave a bottle of milk to",Heather,Tina,24253,35903
phase7_prompt_247126a430cd9229,test,abba_store,ABBA,phase7_pair_0c18e66c6fc56274,b_to_a,Tina,Heather,"When Tina and Heather went to the store, Heather gave a bottle of milk to",Tina,Heather,35903,24253
phase7_prompt_d969e06d650b496a,test,abba_store,ABBA,phase7_pair_267ca827d088ceea,a_to_b,Brooke,Cheryl,"When Brooke and Cheryl went to the store, Cheryl gave a bottle of milk to",Brooke,Cheryl,46459,37958
phase7_prompt_e1f40747ba1a8cb4,test,abba_store,ABBA,phase7_pair_267ca827d088ceea,b_to_a,Cheryl,Brooke,"When Cheryl and Brooke went to the store, Brooke gave a bottle of milk to",Cheryl,Brooke,37958,46459
phase7_prompt_546be5501847de49,test,abba_store,ABBA,phase7_pair_278ff35d65d5552a,a_to_b,Chloe,Margaret,"When Chloe and Margaret went to the store, Margaret gave a bottle of milk to",Chloe,Margaret,29476,19579
phase7_prompt_a28135777fa665c3,test,abba_store,ABBA,phase7_pair_278ff35d65d5552a,b_to_a,Margaret,Chloe,"When Margaret and Chloe went to the store, Chloe gave a bottle of milk to",Margaret,Chloe,19579,29476
phase7_prompt_9aa2a9d5f31f1a16,test,abba_store,ABBA,phase7_pair_2c9c638f8f4dc409,a_to_b,Eva,Wendy,"When Eva and Wendy went to the store, Wendy gave a bottle of milk to",Eva,Wendy,32355,28314
phase7_prompt_624beac05cf751e9,test,abba_store,ABBA,phase7_pair_2c9c638f8f4dc409,b_to_a,Wendy,Eva,"When Wendy and Eva went to the store, Eva gave a bottle of milk to",Wendy,Eva,28314,32355
phase7_prompt_a950c34ec6cf3125,test,abba_store,ABBA,phase7_pair_2f7e5056a93db164,a_to_b,Amelia,Anne,"When Amelia and Anne went to the store, Anne gave a bottle of milk to",Amelia,Anne,49769,15397
phase7_prompt_96b77e897aaf3997,test,abba_store,ABBA,phase7_pair_2f7e5056a93db164,b_to_a,Anne,Amelia,"When Anne and Amelia went to the store, Amelia gave a bottle of milk to",Anne,Amelia,15397,49769
phase7_prompt_be67c36592d2f1db,test,abba_store,ABBA,phase7_pair_332483d3f8db2a87,a_to_b,Marie,Natalie,"When Marie and Natalie went to the store, Natalie gave a bottle of milk to",Marie,Natalie,20492,35571
phase7_prompt_41df99b0bb19277a,test,abba_store,ABBA,phase7_pair_332483d3f8db2a87,b_to_a,Natalie,Marie,"When Natalie and Marie went to the store, Marie gave a bottle of milk to",Natalie,Marie,35571,20492
phase7_prompt_c0c95b6870d0352a,test,abba_store,ABBA,phase7_pair_33dc25959f2ae37b,a_to_b,Jill,Kimberly,"When Jill and Kimberly went to the store, Kimberly gave a bottle of milk to",Jill,Kimberly,22772,48685
phase7_prompt_1f48e226af5dd367,test,abba_store,ABBA,phase7_pair_33dc25959f2ae37b,b_to_a,Kimberly,Jill,"When Kimberly and Jill went to the store, Jill gave a bottle of milk to",Kimberly,Jill,48685,22772
phase7_prompt_0f69c181da2a1a1d,test,abba_store,ABBA,phase7_pair_3c6c304726369c49,a_to_b,Judy,Virginia,"When Judy and Virginia went to the store, Virginia gave a bottle of milk to",Judy,Virginia,26395,6025
phase7_prompt_e86a5cbcdf85be25,test,abba_store,ABBA,phase7_pair_3c6c304726369c49,b_to_a,Virginia,Judy,"When Virginia and Judy went to the store, Judy gave a bottle of milk to",Virginia,Judy,6025,26395
phase7_prompt_a7130c82b18dead8,test,abba_store,ABBA,phase7_pair_405b9f63f2142542,a_to_b,Lisa,Maya,"When Lisa and Maya went to the store, Maya gave a bottle of milk to",Lisa,Maya,15378,26041
phase7_prompt_55c45e155a283943,test,abba_store,ABBA,phase7_pair_405b9f63f2142542,b_to_a,Maya,Lisa,"When Maya and Lisa went to the store, Lisa gave a bottle of milk to",Maya,Lisa,26041,15378
phase7_prompt_2b3a2edea9a73714,test,abba_store,ABBA,phase7_pair_644a0d1ba29cc1af,a_to_b,Peggy,Sarah,"When Peggy and Sarah went to the store, Sarah gave a bottle of milk to",Peggy,Sarah,40910,10490
phase7_prompt_f8f45b6063cfe5ea,test,abba_store,ABBA,phase7_pair_644a0d1ba29cc1af,b_to_a,Sarah,Peggy,"When Sarah and Peggy went to the store, Peggy gave a bottle of milk to",Sarah,Peggy,10490,40910
phase7_prompt_253ec3ea9690ab0b,test,abba_store,ABBA,phase7_pair_6cd9d7aab319ee07,a_to_b,Charlotte,Elizabeth,"When Charlotte and Elizabeth went to the store, Elizabeth gave a bottle of milk to",Charlotte,Elizabeth,14685,10674
phase7_prompt_4eea96a09fd72481,test,abba_store,ABBA,phase7_pair_6cd9d7aab319ee07,b_to_a,Elizabeth,Charlotte,"When Elizabeth and Charlotte went to the store, Charlotte gave a bottle of milk to",Elizabeth,Charlotte,10674,14685
phase7_prompt_9446a863b0a5fd03,test,abba_store,ABBA,phase7_pair_7d6ae98ddcd65bb9,a_to_b,Amber,Megan,"When Amber and Megan went to the store, Megan gave a bottle of milk to",Amber,Megan,21896,27616
phase7_prompt_bbcb3bbc97b94040,test,abba_store,ABBA,phase7_pair_7d6ae98ddcd65bb9,b_to_a,Megan,Amber,"When Megan and Amber went to the store, Amber gave a bottle of milk to",Megan,Amber,27616,21896
phase7_prompt_0cca2ee0ea213a98,test,abba_store,ABBA,phase7_pair_7e9c77fa7af074a6,a_to_b,Claire,Judith,"When Claire and Judith went to the store, Judith gave a bottle of milk to",Claire,Judith,20758,39987
phase7_prompt_0a730b731cefa48a,test,abba_store,ABBA,phase7_pair_7e9c77fa7af074a6,b_to_a,Judith,Claire,"When Judith and Claire went to the store, Claire gave a bottle of milk to",Judith,Claire,39987,20758
phase7_prompt_baf990eaa0ee1742,test,abba_store,ABBA,phase7_pair_853a69d412bf6e50,a_to_b,Bonnie,Valerie,"When Bonnie and Valerie went to the store, Valerie gave a bottle of milk to",Bonnie,Valerie,39203,45603
phase7_prompt_6c6989be2a31e8b7,test,abba_store,ABBA,phase7_pair_853a69d412bf6e50,b_to_a,Valerie,Bonnie,"When Valerie and Bonnie went to the store, Bonnie gave a bottle of milk to",Valerie,Bonnie,45603,39203
phase7_prompt_6df2af880156db63,test,abba_store,ABBA,phase7_pair_89614fce75224967,a_to_b,Joan,Madison,"When Joan and Madison went to the store, Madison gave a bottle of milk to",Joan,Madison,26640,14909
phase7_prompt_5538d5582867a5fd,test,abba_store,ABBA,phase7_pair_89614fce75224967,b_to_a,Madison,Joan,"When Madison and Joan went to the store, Joan gave a bottle of milk to",Madison,Joan,14909,26640
phase7_prompt_971818dc11d11171,test,abba_store,ABBA,phase7_pair_8ae9abd37b7b8898,a_to_b,Ellie,Melissa,"When Ellie and Melissa went to the store, Melissa gave a bottle of milk to",Ellie,Melissa,44801,24164
phase7_prompt_9d7c46e6bda75068,test,abba_store,ABBA,phase7_pair_8ae9abd37b7b8898,b_to_a,Melissa,Ellie,"When Melissa and Ellie went to the store, Ellie gave a bottle of milk to",Melissa,Ellie,24164,44801
phase7_prompt_de05d24c9cdaadcf,test,abba_store,ABBA,phase7_pair_8b8b9a7866d40805,a_to_b,Leslie,Lydia,"When Leslie and Lydia went to the store, Lydia gave a bottle of milk to",Leslie,Lydia,26909,47766
phase7_prompt_082c1084dc38c405,test,abba_store,ABBA,phase7_pair_8b8b9a7866d40805,b_to_a,Lydia,Leslie,"When Lydia and Leslie went to the store, Leslie gave a bottle of milk to",Lydia,Leslie,47766,26909
phase7_prompt_9c7032d397bb610a,test,abba_store,ABBA,phase7_pair_a0d547120ba1438c,a_to_b,Avery,Monica,"When Avery and Monica went to the store, Monica gave a bottle of milk to",Avery,Monica,29218,23240
phase7_prompt_503b622b532ecedb,test,abba_store,ABBA,phase7_pair_a0d547120ba1438c,b_to_a,Monica,Avery,"When Monica and Avery went to the store, Avery gave a bottle of milk to",Monica,Avery,23240,29218
phase7_prompt_c467eaf378646a9f,test,abba_store,ABBA,phase7_pair_b14d50f73032807d,a_to_b,Joshua,Sophia,"When Joshua and Sophia went to the store, Sophia gave a bottle of milk to",Joshua,Sophia,20700,39953
phase7_prompt_ad5247e4a30357f2,test,abba_store,ABBA,phase7_pair_b14d50f73032807d,b_to_a,Sophia,Joshua,"When Sophia and Joshua went to the store, Joshua gave a bottle of milk to",Sophia,Joshua,39953,20700
phase7_prompt_31d19984175595ea,test,abba_store,ABBA,phase7_pair_b56f872614b96d06,a_to_b,Anna,John,"When Anna and John went to the store, John gave a bottle of milk to",Anna,John,11735,1757
phase7_prompt_bf67e7543bc9453e,test,abba_store,ABBA,phase7_pair_b56f872614b96d06,b_to_a,John,Anna,"When John and Anna went to the store, Anna gave a bottle of milk to",John,Anna,1757,11735
phase7_prompt_ebce1e2dbc9b6c7c,test,abba_store,ABBA,phase7_pair_bdfb26a7f56b1e9a,a_to_b,Joseph,Paul,"When Joseph and Paul went to the store, Paul gave a bottle of milk to",Joseph,Paul,7212,3362
phase7_prompt_72ea932e391b1930,test,abba_store,ABBA,phase7_pair_bdfb26a7f56b1e9a,b_to_a,Paul,Joseph,"When Paul and Joseph went to the store, Joseph gave a bottle of milk to",Paul,Joseph,3362,7212
phase7_prompt_ba16ccdaeacc26e7,test,abba_store,ABBA,phase7_pair_c4cfd42f0517fb94,a_to_b,Paige,Steven,"When Paige and Steven went to the store, Steven gave a bottle of milk to",Paige,Steven,42847,8239
phase7_prompt_b4578b1eb9f7976d,test,abba_store,ABBA,phase7_pair_c4cfd42f0517fb94,b_to_a,Steven,Paige,"When Steven and Paige went to the store, Paige gave a bottle of milk to",Steven,Paige,8239,42847
phase7_prompt_856a37c7a18521ed,test,abba_store,ABBA,phase7_pair_c6919b4e946a3fb9,a_to_b,Kelly,Rita,"When Kelly and Rita went to the store, Rita gave a bottle of milk to",Kelly,Rita,9077,42605
phase7_prompt_3836ca0c2514df6a,test,abba_store,ABBA,phase7_pair_c6919b4e946a3fb9,b_to_a,Rita,Kelly,"When Rita and Kelly went to the store, Kelly gave a bottle of milk to",Rita,Kelly,42605,9077
phase7_prompt_2e45fed589dee771,test,abba_store,ABBA,phase7_pair_c8fc9f5b7f823c5e,a_to_b,Christopher,Mia,"When Christopher and Mia went to the store, Mia gave a bottle of milk to",Christopher,Mia,12803,32189
phase7_prompt_90a2241504706958,test,abba_store,ABBA,phase7_pair_c8fc9f5b7f823c5e,b_to_a,Mia,Christopher,"When Mia and Christopher went to the store, Christopher gave a bottle of milk to",Mia,Christopher,32189,12803
phase7_prompt_4634d005779db617,test,abba_store,ABBA,phase7_pair_d09e050b4dd99d67,a_to_b,Nina,Scarlett,"When Nina and Scarlett went to the store, Scarlett gave a bottle of milk to",Nina,Scarlett,36300,45046
phase7_prompt_bf8fec26e29795bb,test,abba_store,ABBA,phase7_pair_d09e050b4dd99d67,b_to_a,Scarlett,Nina,"When Scarlett and Nina went to the store, Nina gave a bottle of milk to",Scarlett,Nina,45046,36300
phase7_prompt_49c739ebbc02cb49,test,abba_store,ABBA,phase7_pair_d38ce67bcb01e85d,a_to_b,Erica,Mark,"When Erica and Mark went to the store, Mark gave a bottle of milk to",Erica,Mark,45187,2940
phase7_prompt_69e8cc6978af3516,test,abba_store,ABBA,phase7_pair_d38ce67bcb01e85d,b_to_a,Mark,Erica,"When Mark and Erica went to the store, Erica gave a bottle of milk to",Mark,Erica,2940,45187
phase7_prompt_338e5198059157b8,test,abba_store,ABBA,phase7_pair_db44c2acb5610f9d,a_to_b,Teresa,Victoria,"When Teresa and Victoria went to the store, Victoria gave a bottle of milk to",Teresa,Victoria,34405,12313
phase7_prompt_65b8c0784c750773,test,abba_store,ABBA,phase7_pair_db44c2acb5610f9d,b_to_a,Victoria,Teresa,"When Victoria and Teresa went to the store, Teresa gave a bottle of milk to",Victoria,Teresa,12313,34405
phase7_prompt_d7f9681fca2f7d92,test,abba_store,ABBA,phase7_pair_e48fa907c1e3bc74,a_to_b,April,Zoe,"When April and Zoe went to the store, Zoe gave a bottle of milk to",April,Zoe,3035,32280
phase7_prompt_1fcc3583f0f1f74e,test,abba_store,ABBA,phase7_pair_e48fa907c1e3bc74,b_to_a,Zoe,April,"When Zoe and April went to the store, April gave a bottle of milk to",Zoe,April,32280,3035
phase7_prompt_f482ea7583c22eb3,test,abba_store,ABBA,phase7_pair_e7335226678b08f5,a_to_b,June,Martha,"When June and Martha went to the store, Martha gave a bottle of milk to",June,Martha,2795,27243
phase7_prompt_3ab860b2b646995f,test,abba_store,ABBA,phase7_pair_e7335226678b08f5,b_to_a,Martha,June,"When Martha and June went to the store, June gave a bottle of milk to",Martha,June,27243,2795
phase7_prompt_b9a4ba2eaf6b8df1,test,abba_store,ABBA,phase7_pair_e9fc6c989f4445cb,a_to_b,Leah,Rosa,"When Leah and Rosa went to the store, Rosa gave a bottle of milk to",Leah,Rosa,31232,27994
phase7_prompt_5a4cf670365ac9a8,test,abba_store,ABBA,phase7_pair_e9fc6c989f4445cb,b_to_a,Rosa,Leah,"When Rosa and Leah went to the store, Leah gave a bottle of milk to",Rosa,Leah,27994,31232
phase7_prompt_e726be3ffc0bac6e,test,abba_store,ABBA,phase7_pair_fa3bf6a8bde53a2d,a_to_b,Holly,Robin,"When Holly and Robin went to the store, Robin gave a bottle of milk to",Holly,Robin,7764,12325
