example_idx,delta_integrated_squared_error_fo_minus_lifted,delta_integrated_absolute_error_fo_minus_lifted,delta_final_target_abs_error_fo_minus_lifted,delta_final_target_squared_error_fo_minus_lifted,delta_cumulative_collateral_abs_fo_minus_lifted,delta_final_collateral_abs_fo_minus_lifted,delta_actuation_energy_l1_fo_minus_lifted,delta_observer_bias_abs_mean_fo_minus_lifted,delta_max_abs_error_fo_minus_lifted,delta_final_over_initial_squared_error_fo_minus_lifted
326,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
327,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
328,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
329,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
330,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
331,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
332,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
333,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
334,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
335,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
336,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
337,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
338,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
339,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
340,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
341,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
342,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
343,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
344,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
345,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
346,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
347,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
348,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
349,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
350,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
351,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
352,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
353,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
354,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
355,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
356,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
357,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
358,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
359,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
360,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
361,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
362,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
363,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
364,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
365,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
366,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
367,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
368,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
369,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
370,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
371,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
372,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
373,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
374,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
375,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
376,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
377,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
378,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
379,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
380,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
381,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
382,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
383,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
384,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
385,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
386,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
387,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
388,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
389,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
390,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
391,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
392,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
393,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
394,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
395,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
396,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
397,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
398,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
399,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
400,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
401,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
402,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
403,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
404,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
405,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
406,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
407,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
408,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
409,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
410,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
411,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
412,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
413,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
414,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
415,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
416,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
417,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
418,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
419,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
420,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
421,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
422,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
423,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
424,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
425,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
426,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
427,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
428,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
429,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
430,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
431,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
432,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
433,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
434,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
435,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
436,-6.699157873400752e-08,-9.780532877479153e-07,-1.2711622854322258e-07,-1.3009558581886932e-08,-3.230420664301903e-08,-3.9834883169831414e-09,-1.1176122689526835e-06,-9.283531622605867e-08,-1.2711622854322258e-07,-0.00013009583395628965
437,-9.940478366225053e-09,-1.394552584077502e-06,2.2730628057576752e-07,2.435069556607075e-10,5.943647207740099e-08,7.306157234765465e-09,2.0050092756351834e-06,-1.1922363520044943e-08,0.0,2.435074201140308e-06
438,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
439,-2.5033034337703514e-08,-8.354837861546116e-07,-1.2405013455341063e-07,-5.531476037412206e-09,-3.190678865561125e-08,-3.929213510112106e-09,-1.0921450172562963e-06,-8.234404378498761e-08,-1.2405013455341063e-07,-5.53148658788416e-05
440,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
441,2.0895154492946155e-08,4.879795563184075e-07,6.66816751537791e-08,4.281264582651004e-09,1.7979589095329374e-08,2.202829252340166e-09,5.903029733356213e-07,4.691476307785991e-08,6.66816751537791e-08,4.281264773986493e-05
