variant,seed,concealment,measurement_fraction,observer,total_loss,measurements_used,protocol_loss_mean,protocol_loss_cvar,risk_auroc,unsafe_allowed_rate,severity_weighted_miss_rate,false_block_rate,clean_utility_retained,escalation_rate,mean_risk_score,worst_family_protocol_loss
pending-operation,9109,0.0,1.0,missing-first,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,0.0,1.0,uncertainty-severity,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,0.5,0.0,random,0.1295,0,0.1295,1.295,0.8830078125,0.5,0.5062761506276151,0.007291666666666667,0.9927083333333333,0.03,0.22672377622377624,0.2639817629179331
pending-operation,9109,0.5,0.0,periodic,0.1295,0,0.1295,1.295,0.8830078125,0.5,0.5062761506276151,0.007291666666666667,0.9927083333333333,0.03,0.22672377622377624,0.2639817629179331
pending-operation,9109,0.5,0.0,missing-first,0.1295,0,0.1295,1.295,0.8830078125,0.5,0.5062761506276151,0.007291666666666667,0.9927083333333333,0.03,0.22672377622377624,0.2639817629179331
pending-operation,9109,0.5,0.0,uncertainty-severity,0.1295,0,0.1295,1.295,0.8830078125,0.5,0.5062761506276151,0.007291666666666667,0.9927083333333333,0.03,0.22672377622377624,0.2639817629179331
pending-operation,9109,0.5,0.02,random,0.1297,20,0.1295,1.295,0.88484375,0.5,0.5062761506276151,0.007291666666666667,0.9927083333333333,0.03,0.2251013065881487,0.2639817629179331
pending-operation,9109,0.5,0.02,periodic,0.1287,20,0.1285,1.285,0.8959635416666667,0.475,0.502092050209205,0.007291666666666667,0.9927083333333333,0.03,0.2259003956569746,0.26382978723404255
pending-operation,9109,0.5,0.02,missing-first,0.10570000000000002,20,0.10550000000000001,1.055,0.8916666666666667,0.45,0.40585774058577406,0.007291666666666667,0.9927083333333333,0.03,0.21875174825174826,0.19103343465045594
pending-operation,9109,0.5,0.02,uncertainty-severity,0.11170000000000001,20,0.1115,1.115,0.888359375,0.475,0.4560669456066946,0.0010416666666666667,0.9989583333333333,0.03,0.22126923076923077,0.2224924012158055
pending-operation,9109,0.5,0.05,random,0.124,50,0.1235,1.235,0.9015494791666666,0.45,0.48535564853556484,0.00625,0.99375,0.03,0.23114758925285242,0.26367781155015196
pending-operation,9109,0.5,0.05,periodic,0.125,50,0.1245,1.245,0.8925,0.475,0.4895397489539749,0.00625,0.99375,0.03,0.2254786989326463,0.2639817629179331
pending-operation,9109,0.5,0.05,missing-first,0.093,50,0.0925,0.925,0.9047265625,0.425,0.35564853556485354,0.00625,0.99375,0.03,0.23486805299963198,0.15425531914893617
pending-operation,9109,0.5,0.05,uncertainty-severity,0.10000000000000002,50,0.09950000000000002,0.995,0.9024088541666667,0.45,0.40585774058577406,0.0010416666666666667,0.9989583333333333,0.03,0.23049852778800148,0.18571428571428572
pending-operation,9109,0.5,0.1,random,0.1245,100,0.1235,1.235,0.9063541666666667,0.45,0.48535564853556484,0.00625,0.99375,0.03,0.22746393080603608,0.26367781155015196
pending-operation,9109,0.5,0.1,periodic,0.1155,100,0.1145,1.145,0.9102083333333333,0.45,0.45188284518828453,0.005208333333333333,0.9947916666666666,0.03,0.22881348914243652,0.22765957446808513
pending-operation,9109,0.5,0.1,missing-first,0.0665,100,0.0655,0.655,0.9241666666666667,0.375,0.25523012552301255,0.003125,0.996875,0.03,0.2520737946264262,0.10430769230769232
pending-operation,9109,0.5,0.1,uncertainty-severity,0.06349999999999999,100,0.06249999999999999,0.625,0.9233854166666666,0.375,0.25523012552301255,0.0,1.0,0.03,0.23977788001472214,0.10015384615384615
pending-operation,9109,0.5,0.25,random,0.094,250,0.0915,0.915,0.9420052083333333,0.35,0.36401673640167365,0.003125,0.996875,0.03,0.24649512329775486,0.19042553191489364
pending-operation,9109,0.5,0.25,periodic,0.08200000000000002,250,0.07950000000000002,0.795,0.9191536458333334,0.4,0.3054393305439331,0.005208333333333333,0.9947916666666666,0.03,0.22514257453073241,0.11808510638297873
pending-operation,9109,0.5,0.25,missing-first,0.034,250,0.0315,0.315,0.9813151041666667,0.075,0.11715481171548117,0.0020833333333333333,0.9979166666666667,0.03,0.2706983805668017,0.07933130699088146
pending-operation,9109,0.5,0.25,uncertainty-severity,0.037000000000000005,250,0.0345,0.345,0.9590494791666667,0.2,0.13807531380753138,0.0,1.0,0.03,0.24125708502024293,0.0756838905775076
pending-operation,9109,0.5,1.0,random,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,0.5,1.0,periodic,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,0.5,1.0,missing-first,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,0.5,1.0,uncertainty-severity,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,1.0,0.0,random,0.1875,0,0.1875,1.875,0.7533072916666667,0.85,0.698744769874477,0.019791666666666666,0.9802083333333333,0.03,0.23824718614718615,0.3541033434650456
pending-operation,9109,1.0,0.0,periodic,0.1875,0,0.1875,1.875,0.7533072916666667,0.85,0.698744769874477,0.019791666666666666,0.9802083333333333,0.03,0.23824718614718615,0.3541033434650456
pending-operation,9109,1.0,0.0,missing-first,0.1875,0,0.1875,1.875,0.7533072916666667,0.85,0.698744769874477,0.019791666666666666,0.9802083333333333,0.03,0.23824718614718615,0.3541033434650456
pending-operation,9109,1.0,0.0,uncertainty-severity,0.1875,0,0.1875,1.875,0.7533072916666667,0.85,0.698744769874477,0.019791666666666666,0.9802083333333333,0.03,0.23824718614718615,0.3541033434650456
pending-operation,9109,1.0,0.02,random,0.1877,20,0.1875,1.875,0.7575260416666667,0.85,0.698744769874477,0.019791666666666666,0.9802083333333333,0.03,0.234837012987013,0.3541033434650456
pending-operation,9109,1.0,0.02,periodic,0.1877,20,0.1875,1.875,0.7670833333333333,0.85,0.698744769874477,0.019791666666666666,0.9802083333333333,0.03,0.2353938311688312,0.3541033434650456
pending-operation,9109,1.0,0.02,missing-first,0.1467,20,0.1465,1.465,0.7712109375,0.775,0.5481171548117155,0.014583333333333334,0.9854166666666667,0.03,0.2247926406926407,0.22948328267477203
pending-operation,9109,1.0,0.02,uncertainty-severity,0.1467,20,0.1465,1.465,0.7713411458333334,0.775,0.5481171548117155,0.014583333333333334,0.9854166666666667,0.03,0.22366536796536798,0.22948328267477203
pending-operation,9109,1.0,0.05,random,0.178,50,0.1775,1.775,0.7910546875,0.8,0.6652719665271967,0.017708333333333333,0.9822916666666667,0.03,0.24881861471861472,0.3480243161094225
pending-operation,9109,1.0,0.05,periodic,0.17000000000000004,50,0.16950000000000004,1.695,0.77859375,0.8,0.6317991631799164,0.017708333333333333,0.9822916666666667,0.03,0.24249015151515152,0.31155015197568386
pending-operation,9109,1.0,0.05,missing-first,0.121,50,0.1205,1.205,0.7958854166666667,0.725,0.4476987447698745,0.0125,0.9875,0.03,0.24661082251082247,0.18461538461538463
pending-operation,9109,1.0,0.05,uncertainty-severity,0.121,50,0.1205,1.205,0.7959505208333333,0.725,0.4476987447698745,0.0125,0.9875,0.03,0.24548354978354972,0.18461538461538463
pending-operation,9109,1.0,0.1,random,0.1735,100,0.1725,1.725,0.8051171875,0.775,0.6485355648535565,0.016666666666666666,0.9833333333333333,0.03,0.24319491341991342,0.34498480243161095
pending-operation,9109,1.0,0.1,periodic,0.1695,100,0.1685,1.685,0.7922916666666666,0.8,0.6317991631799164,0.016666666666666666,0.9833333333333333,0.03,0.24720497835497832,0.30851063829787234
pending-operation,9109,1.0,0.1,missing-first,0.0985,100,0.0975,0.975,0.8313151041666667,0.6,0.36401673640167365,0.009375,0.990625,0.03,0.24778658008658005,0.14923076923076922
pending-operation,9109,1.0,0.1,uncertainty-severity,0.0985,100,0.0975,0.975,0.8317838541666667,0.6,0.36401673640167365,0.009375,0.990625,0.03,0.2460774891774891,0.15538461538461537
pending-operation,9109,1.0,0.25,random,0.14200000000000002,250,0.1395,1.395,0.8624609375,0.7,0.5313807531380753,0.011458333333333333,0.9885416666666667,0.03,0.2650180735930736,0.256838905775076
pending-operation,9109,1.0,0.25,periodic,0.121,250,0.1185,1.185,0.8336848958333334,0.7,0.4309623430962343,0.014583333333333334,0.9854166666666667,0.03,0.22780216450216448,0.1723076923076923
pending-operation,9109,1.0,0.25,missing-first,0.053000000000000005,250,0.0505,0.505,0.9454557291666666,0.175,0.20502092050209206,0.0,1.0,0.03,0.2667229437229437,0.11124620060790275
pending-operation,9109,1.0,0.25,uncertainty-severity,0.051000000000000004,250,0.0485,0.485,0.8995963541666666,0.4,0.19665271966527198,0.0,1.0,0.03,0.24586103896103892,0.07705167173252281
pending-operation,9109,1.0,1.0,random,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,1.0,1.0,periodic,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,1.0,1.0,missing-first,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9109,1.0,1.0,uncertainty-severity,0.0115,1000,0.0015000000000000002,0.015000000000000005,1.0,0.0,0.0,0.0,1.0,0.03,0.239,0.0024566473988439307
pending-operation,9110,0.0,0.0,random,0.0035000000000000005,0,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28558407730602886,0.008487654320987656
pending-operation,9110,0.0,0.0,periodic,0.0035000000000000005,0,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28558407730602886,0.008487654320987656
pending-operation,9110,0.0,0.0,missing-first,0.0035000000000000005,0,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28558407730602886,0.008487654320987656
pending-operation,9110,0.0,0.0,uncertainty-severity,0.0035000000000000005,0,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28558407730602886,0.008487654320987656
pending-operation,9110,0.0,0.02,random,0.0037000000000000006,20,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28554479302417907,0.008487654320987656
pending-operation,9110,0.0,0.02,periodic,0.0037000000000000006,20,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2864414829999313,0.008487654320987656
pending-operation,9110,0.0,0.02,missing-first,0.0037000000000000006,20,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2854218131550854,0.008487654320987656
pending-operation,9110,0.0,0.02,uncertainty-severity,0.003700000000000001,20,0.003500000000000001,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.29455550587745744,0.008487654320987656
pending-operation,9110,0.0,0.05,random,0.004,50,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285500792330108,0.008487654320987656
pending-operation,9110,0.0,0.05,periodic,0.004,50,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2847946075592795,0.008487654320987656
pending-operation,9110,0.0,0.05,missing-first,0.004,50,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2850167817085446,0.008487654320987656
pending-operation,9110,0.0,0.05,uncertainty-severity,0.004,50,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2958577221098624,0.008487654320987654
pending-operation,9110,0.0,0.1,random,0.0045000000000000005,100,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2857591775460686,0.008487654320987656
pending-operation,9110,0.0,0.1,periodic,0.0045000000000000005,100,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2849779115733917,0.008487654320987656
pending-operation,9110,0.0,0.1,missing-first,0.0045000000000000005,100,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2839002198636809,0.008487654320987656
pending-operation,9110,0.0,0.1,uncertainty-severity,0.0045000000000000005,100,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.29302753343061716,0.008487654320987654
pending-operation,9110,0.0,0.25,random,0.006,250,0.0035,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28601083080066464,0.008487654320987654
pending-operation,9110,0.0,0.25,periodic,0.006,250,0.0035,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28787503812717835,0.008487654320987656
pending-operation,9110,0.0,0.25,missing-first,0.006,250,0.0035000000000000005,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.28398681915099827,0.008487654320987656
pending-operation,9110,0.0,0.25,uncertainty-severity,0.006,250,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.2902417948849236,0.008487654320987656
pending-operation,9110,0.0,1.0,random,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,0.0,1.0,periodic,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,0.0,1.0,missing-first,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,0.0,1.0,uncertainty-severity,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,0.5,0.0,random,0.1015,0,0.1015,1.015,0.8301586335605323,0.5961538461538461,0.34035087719298246,0.0031645569620253164,0.9968354430379747,0.03,0.3104797890470803,0.1391509433962264
pending-operation,9110,0.5,0.0,periodic,0.1015,0,0.1015,1.015,0.8301586335605323,0.5961538461538461,0.34035087719298246,0.0031645569620253164,0.9968354430379747,0.03,0.3104797890470803,0.1391509433962264
pending-operation,9110,0.5,0.0,missing-first,0.1015,0,0.1015,1.015,0.8301586335605323,0.5961538461538461,0.34035087719298246,0.0031645569620253164,0.9968354430379747,0.03,0.3104797890470803,0.1391509433962264
pending-operation,9110,0.5,0.0,uncertainty-severity,0.1015,0,0.1015,1.015,0.8301586335605323,0.5961538461538461,0.34035087719298246,0.0031645569620253164,0.9968354430379747,0.03,0.3104797890470803,0.1391509433962264
pending-operation,9110,0.5,0.02,random,0.10170000000000001,20,0.1015,1.015,0.8352706101914963,0.5961538461538461,0.34035087719298246,0.0031645569620253164,0.9968354430379747,0.03,0.316836796510651,0.13930817610062896
pending-operation,9110,0.5,0.02,periodic,0.10170000000000001,20,0.1015,1.015,0.8346316131126258,0.5961538461538461,0.34035087719298246,0.0031645569620253164,0.9968354430379747,0.03,0.3243712920053304,0.13930817610062896
pending-operation,9110,0.5,0.02,missing-first,0.0897,20,0.0895,0.895,0.8417518662771827,0.5769230769230769,0.2982456140350877,0.0031645569620253164,0.9968354430379747,0.03,0.3054247165833122,0.13930817610062896
pending-operation,9110,0.5,0.02,uncertainty-severity,0.09970000000000002,20,0.09950000000000002,0.995,0.8355951801363194,0.5961538461538461,0.34035087719298246,0.0010548523206751054,0.9989451476793249,0.03,0.3207566858927751,0.13836477987421383
pending-operation,9110,0.5,0.05,random,0.10200000000000001,50,0.1015,1.015,0.8470666991236612,0.5961538461538461,0.34035087719298246,0.0031645569620253164,0.9968354430379747,0.03,0.31485008064434955,0.13930817610062896
pending-operation,9110,0.5,0.05,periodic,0.101,50,0.1005,1.005,0.8481824083089906,0.5961538461538461,0.34035087719298246,0.002109704641350211,0.9978902953586498,0.03,0.2935288207341539,0.1389937106918239
pending-operation,9110,0.5,0.05,missing-first,0.09,50,0.0895,0.895,0.8590149302174619,0.5769230769230769,0.2982456140350877,0.0031645569620253164,0.9968354430379747,0.03,0.30141312238041373,0.139622641509434
pending-operation,9110,0.5,0.05,uncertainty-severity,0.087,50,0.0865,0.865,0.8544202369360597,0.5769230769230769,0.2982456140350877,0.0,1.0,0.03,0.3118871206753838,0.13852201257861635
pending-operation,9110,0.5,0.1,random,0.0985,100,0.0975,0.975,0.858862788055826,0.5769230769230769,0.3263157894736842,0.0031645569620253164,0.9968354430379747,0.03,0.31475552218280983,0.1268867924528302
pending-operation,9110,0.5,0.1,periodic,0.0935,100,0.0925,0.925,0.8783978416098669,0.5576923076923077,0.312280701754386,0.002109704641350211,0.9978902953586498,0.03,0.29971369877651327,0.11415094339622643
pending-operation,9110,0.5,0.1,missing-first,0.0685,100,0.0675,0.675,0.8835098182408309,0.34615384615384615,0.22456140350877193,0.002109704641350211,0.9978902953586498,0.03,0.25619186634176633,0.10361635220125787
pending-operation,9110,0.5,0.1,uncertainty-severity,0.0745,100,0.0735,0.735,0.8828809639727361,0.38461538461538464,0.25263157894736843,0.0,1.0,0.03,0.27372480183480413,0.12877358490566038
pending-operation,9110,0.5,0.25,random,0.079,250,0.0765,0.765,0.8920399221032133,0.5192307692307693,0.256140350877193,0.002109704641350211,0.9978902953586498,0.03,0.3146542344284394,0.10204402515723271
pending-operation,9110,0.5,0.25,periodic,0.076,250,0.0735,0.735,0.8983487504057124,0.5384615384615384,0.24210526315789474,0.0031645569620253164,0.9968354430379747,0.03,0.3235213997505174,0.12704402515723273
pending-operation,9110,0.5,0.25,missing-first,0.044000000000000004,250,0.0415,0.415,0.9564873417721519,0.1346153846153846,0.13333333333333333,0.002109704641350211,0.9978902953586498,0.03,0.26938355505690015,0.07262569832402235
pending-operation,9110,0.5,0.25,uncertainty-severity,0.036000000000000004,250,0.0335,0.335,0.9213323596234989,0.23076923076923078,0.11228070175438597,0.0,1.0,0.03,0.27591422817201755,0.03930817610062892
pending-operation,9110,0.5,1.0,random,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,0.5,1.0,periodic,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,0.5,1.0,missing-first,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,0.5,1.0,uncertainty-severity,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,1.0,0.0,random,0.2195,0,0.2195,2.195,0.6781787568971114,0.8653846153846154,0.7052631578947368,0.017932489451476793,0.9820675105485233,0.03,0.3290449069218968,0.35335195530726254
pending-operation,9110,1.0,0.0,periodic,0.2195,0,0.2195,2.195,0.6781787568971114,0.8653846153846154,0.7052631578947368,0.017932489451476793,0.9820675105485233,0.03,0.3290449069218968,0.35335195530726254
pending-operation,9110,1.0,0.0,missing-first,0.2195,0,0.2195,2.195,0.6781787568971114,0.8653846153846154,0.7052631578947368,0.017932489451476793,0.9820675105485233,0.03,0.3290449069218968,0.35335195530726254
pending-operation,9110,1.0,0.0,uncertainty-severity,0.2195,0,0.2195,2.195,0.6781787568971114,0.8653846153846154,0.7052631578947368,0.017932489451476793,0.9820675105485233,0.03,0.3290449069218968,0.35335195530726254
pending-operation,9110,1.0,0.02,random,0.2197,20,0.2195,2.195,0.6866480038948394,0.8653846153846154,0.7052631578947368,0.017932489451476793,0.9820675105485233,0.03,0.3300188578755753,0.35335195530726254
pending-operation,9110,1.0,0.02,periodic,0.2067,20,0.2065,2.065,0.691516553067186,0.8461538461538461,0.6631578947368421,0.016877637130801686,0.9831223628691983,0.03,0.34354561857440524,0.31703910614525144
pending-operation,9110,1.0,0.02,missing-first,0.2177,20,0.2175,2.175,0.696151817591691,0.8653846153846154,0.7052631578947368,0.015822784810126583,0.9841772151898734,0.03,0.3228049069218969,0.3477653631284916
pending-operation,9110,1.0,0.02,uncertainty-severity,0.2177,20,0.2175,2.175,0.696151817591691,0.8653846153846154,0.7052631578947368,0.015822784810126583,0.9841772151898734,0.03,0.3228049069218969,0.3477653631284916
pending-operation,9110,1.0,0.05,random,0.22,50,0.2195,2.195,0.703160499837715,0.8653846153846154,0.7052631578947368,0.017932489451476793,0.9820675105485233,0.03,0.3331404921118311,0.35335195530726254
pending-operation,9110,1.0,0.05,periodic,0.22000000000000003,50,0.21950000000000003,2.195,0.7040429243752029,0.8653846153846154,0.7052631578947368,0.017932489451476793,0.9820675105485233,0.03,0.3052778583564216,0.35335195530726254
pending-operation,9110,1.0,0.05,missing-first,0.18,50,0.1795,1.795,0.7214479876663421,0.8076923076923077,0.5789473684210527,0.013713080168776372,0.9862869198312236,0.03,0.30744490692189685,0.24120111731843574
pending-operation,9110,1.0,0.05,uncertainty-severity,0.18,50,0.1795,1.795,0.7214479876663421,0.8076923076923077,0.5789473684210527,0.013713080168776372,0.9862869198312236,0.03,0.30744490692189685,0.24120111731843574
pending-operation,9110,1.0,0.1,random,0.1975,100,0.1965,1.965,0.7304243752028562,0.8076923076923077,0.6350877192982456,0.014767932489451477,0.9852320675105485,0.03,0.33074187630801644,0.31145251396648044
pending-operation,9110,1.0,0.1,periodic,0.2105,100,0.2095,2.095,0.7412467543005518,0.8269230769230769,0.6771929824561403,0.015822784810126583,0.9841772151898734,0.03,0.3164487232844092,0.3477653631284916
pending-operation,9110,1.0,0.1,missing-first,0.13850000000000004,100,0.13750000000000004,1.375,0.7602340960727036,0.6346153846153846,0.45263157894736844,0.007383966244725738,0.9926160337552743,0.03,0.26595462120761115,0.2122905027932961
pending-operation,9110,1.0,0.1,uncertainty-severity,0.1385,100,0.1375,1.375,0.7608730931515741,0.6346153846153846,0.45263157894736844,0.007383966244725738,0.9926160337552743,0.03,0.2619470917958464,0.2011173184357542
pending-operation,9110,1.0,0.25,random,0.16,250,0.1575,1.575,0.8258377961700747,0.6923076923076923,0.5228070175438596,0.007383966244725738,0.9926160337552743,0.03,0.3266812649463055,0.25837988826815644
pending-operation,9110,1.0,0.25,periodic,0.146,250,0.1435,1.435,0.8307570593963,0.7307692307692307,0.4666666666666667,0.00949367088607595,0.990506329113924,0.03,0.36141390964669246,0.2138364779874214
pending-operation,9110,1.0,0.25,missing-first,0.1,250,0.0975,0.975,0.894677052904901,0.28846153846153844,0.3368421052631579,0.0,1.0,0.03,0.2700246033018112,0.20209497206703908
pending-operation,9110,1.0,0.25,uncertainty-severity,0.077,250,0.0745,0.745,0.845098993833171,0.4807692307692308,0.256140350877193,0.0,1.0,0.03,0.28549367041421475,0.10377094972067039
pending-operation,9110,1.0,1.0,random,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,1.0,1.0,periodic,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,1.0,1.0,missing-first,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9110,1.0,1.0,uncertainty-severity,0.0135,1000,0.0034999999999999996,0.035,1.0,0.038461538461538464,0.007017543859649123,0.0,1.0,0.03,0.285,0.008487654320987656
pending-operation,9111,0.0,0.0,random,0.0055,0,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25347719446551137,0.01436950146627566
pending-operation,9111,0.0,0.0,periodic,0.0055,0,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25347719446551137,0.01436950146627566
pending-operation,9111,0.0,0.0,missing-first,0.0055,0,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25347719446551137,0.01436950146627566
pending-operation,9111,0.0,0.0,uncertainty-severity,0.0055,0,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25347719446551137,0.01436950146627566
pending-operation,9111,0.0,0.02,random,0.005699999999999999,20,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.2534404385983319,0.01436950146627566
pending-operation,9111,0.0,0.02,periodic,0.005699999999999999,20,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25323228974628764,0.01436950146627566
pending-operation,9111,0.0,0.02,missing-first,0.005699999999999999,20,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25384688447699244,0.01436950146627566
pending-operation,9111,0.0,0.02,uncertainty-severity,0.005699999999999999,20,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.26235924574756264,0.01436950146627566
pending-operation,9111,0.0,0.05,random,0.006,50,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.2542054188786935,0.01436950146627566
pending-operation,9111,0.0,0.05,periodic,0.006,50,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25340961610905105,0.01436950146627566
pending-operation,9111,0.0,0.05,missing-first,0.006,50,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25309831960902457,0.01436950146627566
pending-operation,9111,0.0,0.05,uncertainty-severity,0.006,50,0.0055000000000000005,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.26363624536486074,0.01436950146627566
pending-operation,9111,0.0,0.1,random,0.0065,100,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25383868756238886,0.01436950146627566
pending-operation,9111,0.0,0.1,periodic,0.0065,100,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.2528256515174679,0.01436950146627566
pending-operation,9111,0.0,0.1,missing-first,0.0065,100,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.254022161935852,0.01436950146627566
pending-operation,9111,0.0,0.1,uncertainty-severity,0.006500000000000001,100,0.0055000000000000005,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.26065117073799515,0.01436950146627566
pending-operation,9111,0.0,0.25,random,0.008,250,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25519249794410154,0.01436950146627566
pending-operation,9111,0.0,0.25,periodic,0.008,250,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.2527529996133012,0.014369501466275659
pending-operation,9111,0.0,0.25,missing-first,0.008,250,0.0055,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.254918363794604,0.01436950146627566
pending-operation,9111,0.0,0.25,uncertainty-severity,0.008,250,0.0055000000000000005,0.055,1.0,0.07407407407407407,0.015748031496062992,0.0,1.0,0.03,0.25885976124598936,0.01436950146627566
