subset_idx,subset_name,mask_bits,heads,n_heads,n_P,n_B,n_E,has_P,has_B,has_E,P_B,P_E,B_E,P_B_count,P_E_count,B_E_count,high_primary,full_primary
139,P:9.9|P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2,1011011111000,"9.9,10.0,9.0,10.1,10.2,10.6,10.10,11.2",8,2,6,0,1,1,0,1,0,0,0.5,0.0,0.0,1,0
140,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1011111011111,"9.9,10.0,9.0,9.7,10.1,10.2,10.10,11.2,11.9,10.7,11.10",11,2,7,2,1,1,1,1,1,1,0.5833333333333333,0.6666666666666666,0.875,1,0
141,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2|B:11.9|E:11.10,1011111101101,"9.9,10.0,9.0,9.7,10.1,10.2,10.6,11.2,11.9,11.10",10,2,7,1,1,1,1,1,1,1,0.5833333333333333,0.3333333333333333,0.4375,1,0
142,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9,1011111111100,"9.9,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9",10,2,8,0,1,1,0,1,0,0,0.6666666666666666,0.0,0.0,1,0
143,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1011111111101,"9.9,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9,11.10",11,2,8,1,1,1,1,1,1,1,0.6666666666666666,0.3333333333333333,0.5,1,0
144,P:9.9|P:9.6,1100000000000,"9.9,9.6",2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1,0
145,P:9.9|P:9.6|E:11.10,1100000000001,"9.9,9.6,11.10",3,2,0,1,1,0,1,0,1,0,0.0,0.3333333333333333,0.0,1,0
146,P:9.9|P:9.6|B:11.2,1100000001000,"9.9,9.6,11.2",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0
147,P:9.9|P:9.6|B:11.2|E:10.7|E:11.10,1100000001011,"9.9,9.6,11.2,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0
148,P:9.9|P:9.6|B:10.10|E:11.10,1100000010001,"9.9,9.6,10.10,11.10",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0
149,P:9.9|P:9.6|B:10.10|E:10.7,1100000010010,"9.9,9.6,10.10,10.7",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0
150,P:9.9|P:9.6|B:10.10|E:10.7|E:11.10,1100000010011,"9.9,9.6,10.10,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0
151,P:9.9|P:9.6|B:10.6,1100000100000,"9.9,9.6,10.6",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0
152,P:9.9|P:9.6|B:10.6|E:10.7|E:11.10,1100000100011,"9.9,9.6,10.6,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0
153,P:9.9|P:9.6|B:10.2,1100001000000,"9.9,9.6,10.2",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0
154,P:9.9|P:9.6|B:10.2|E:10.7|E:11.10,1100001000011,"9.9,9.6,10.2,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0
155,P:9.9|P:9.6|B:10.2|B:10.6|B:10.10|B:11.2|E:10.7,1100001111010,"9.9,9.6,10.2,10.6,10.10,11.2,10.7",7,2,4,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.25,1,0
156,P:9.9|P:9.6|B:10.1,1100010000000,"9.9,9.6,10.1",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0
157,P:9.9|P:9.6|B:10.1|E:10.7,1100010000010,"9.9,9.6,10.1,10.7",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0
158,P:9.9|P:9.6|B:10.1|E:10.7|E:11.10,1100010000011,"9.9,9.6,10.1,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0
159,P:9.9|P:9.6|B:10.1|B:10.10|B:11.2,1100010011000,"9.9,9.6,10.1,10.10,11.2",5,2,3,0,1,1,0,1,0,0,0.25,0.0,0.0,1,0
160,P:9.9|P:9.6|B:10.1|B:10.6|B:10.10|B:11.2|E:11.10,1100010111001,"9.9,9.6,10.1,10.6,10.10,11.2,11.10",7,2,4,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.25,1,0
161,P:9.9|P:9.6|B:10.1|B:10.2|B:10.10|B:11.2|E:10.7|E:11.10,1100011011011,"9.9,9.6,10.1,10.2,10.10,11.2,10.7,11.10",8,2,4,2,1,1,1,1,1,1,0.3333333333333333,0.6666666666666666,0.5,1,0
162,P:9.9|P:9.6|B:10.1|B:10.2|B:10.6|E:10.7|E:11.10,1100011100011,"9.9,9.6,10.1,10.2,10.6,10.7,11.10",7,2,3,2,1,1,1,1,1,1,0.25,0.6666666666666666,0.375,1,0
163,P:9.9|P:9.6|B:9.7|B:10.2|B:11.2|E:11.10,1100101001001,"9.9,9.6,9.7,10.2,11.2,11.10",6,2,3,1,1,1,1,1,1,1,0.25,0.3333333333333333,0.1875,1,0
164,P:9.9|P:9.6|B:9.7|B:10.1|B:10.10|B:11.2|B:11.9,1100110011100,"9.9,9.6,9.7,10.1,10.10,11.2,11.9",7,2,5,0,1,1,0,1,0,0,0.41666666666666663,0.0,0.0,1,0
165,P:9.9|P:9.6|B:9.7|B:10.1|B:10.6|B:11.2|E:10.7|E:11.10,1100110101011,"9.9,9.6,9.7,10.1,10.6,11.2,10.7,11.10",8,2,4,2,1,1,1,1,1,1,0.3333333333333333,0.6666666666666666,0.5,1,0
166,P:9.9|P:9.6|B:9.7|B:10.1|B:10.2|E:10.7|E:11.10,1100111000011,"9.9,9.6,9.7,10.1,10.2,10.7,11.10",7,2,3,2,1,1,1,1,1,1,0.25,0.6666666666666666,0.375,1,0
167,P:9.9|P:9.6|B:9.0|B:11.9|E:10.7,1101000000110,"9.9,9.6,9.0,11.9,10.7",5,2,2,1,1,1,1,1,1,1,0.16666666666666666,0.3333333333333333,0.125,1,0
168,P:9.9|P:9.6|B:9.0|B:10.2|B:10.10|B:11.2|B:11.9,1101001011100,"9.9,9.6,9.0,10.2,10.10,11.2,11.9",7,2,5,0,1,1,0,1,0,0,0.41666666666666663,0.0,0.0,1,0
169,P:9.9|P:9.6|B:9.0|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1101001111111,"9.9,9.6,9.0,10.2,10.6,10.10,11.2,11.9,10.7,11.10",10,2,6,2,1,1,1,1,1,1,0.5,0.6666666666666666,0.75,1,0
170,P:9.9|P:9.6|B:9.0|B:10.1|B:10.6,1101010100000,"9.9,9.6,9.0,10.1,10.6",5,2,3,0,1,1,0,1,0,0,0.25,0.0,0.0,1,0
171,P:9.9|P:9.6|B:9.0|B:10.1|B:10.2|B:10.10|B:11.2|E:10.7|E:11.10,1101011011011,"9.9,9.6,9.0,10.1,10.2,10.10,11.2,10.7,11.10",9,2,5,2,1,1,1,1,1,1,0.41666666666666663,0.6666666666666666,0.625,1,0
172,P:9.9|P:9.6|B:9.0|B:9.7|B:10.2|B:11.2,1101101001000,"9.9,9.6,9.0,9.7,10.2,11.2",6,2,4,0,1,1,0,1,0,0,0.3333333333333333,0.0,0.0,1,0
173,P:9.9|P:9.6|B:9.0|B:9.7|B:10.2|B:10.6|B:11.9|E:10.7|E:11.10,1101101100111,"9.9,9.6,9.0,9.7,10.2,10.6,11.9,10.7,11.10",9,2,5,2,1,1,1,1,1,1,0.41666666666666663,0.6666666666666666,0.625,1,0
174,P:9.9|P:9.6|B:9.0|B:9.7|B:10.1|B:11.9|E:10.7|E:11.10,1101110000111,"9.9,9.6,9.0,9.7,10.1,11.9,10.7,11.10",8,2,4,2,1,1,1,1,1,1,0.3333333333333333,0.6666666666666666,0.5,1,0
175,P:9.9|P:9.6|B:9.0|B:9.7|B:10.1|B:10.10,1101110010000,"9.9,9.6,9.0,9.7,10.1,10.10",6,2,4,0,1,1,0,1,0,0,0.3333333333333333,0.0,0.0,1,0
176,P:9.9|P:9.6|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.9|E:11.10,1101111100101,"9.9,9.6,9.0,9.7,10.1,10.2,10.6,11.9,11.10",9,2,6,1,1,1,1,1,1,1,0.5,0.3333333333333333,0.375,1,0
177,P:9.9|P:9.6|P:10.0|E:11.10,1110000000001,"9.9,9.6,10.0,11.10",4,3,0,1,1,0,1,0,1,0,0.0,0.5,0.0,1,1
178,P:9.9|P:9.6|P:10.0|E:10.7,1110000000010,"9.9,9.6,10.0,10.7",4,3,0,1,1,0,1,0,1,0,0.0,0.5,0.0,1,1
179,P:9.9|P:9.6|P:10.0|B:11.9|E:10.7,1110000000110,"9.9,9.6,10.0,11.9,10.7",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1
180,P:9.9|P:9.6|P:10.0|B:11.9|E:10.7|E:11.10,1110000000111,"9.9,9.6,10.0,11.9,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1
181,P:9.9|P:9.6|P:10.0|B:11.2,1110000001000,"9.9,9.6,10.0,11.2",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1
182,P:9.9|P:9.6|P:10.0|B:11.2|E:11.10,1110000001001,"9.9,9.6,10.0,11.2,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1
183,P:9.9|P:9.6|P:10.0|B:10.10|B:11.2,1110000011000,"9.9,9.6,10.0,10.10,11.2",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1
184,P:9.9|P:9.6|P:10.0|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1110000011111,"9.9,9.6,10.0,10.10,11.2,11.9,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1
185,P:9.9|P:9.6|P:10.0|B:10.6,1110000100000,"9.9,9.6,10.0,10.6",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1
186,P:9.9|P:9.6|P:10.0|B:10.6|E:10.7|E:11.10,1110000100011,"9.9,9.6,10.0,10.6,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1
187,P:9.9|P:9.6|P:10.0|B:10.6|B:11.2,1110000101000,"9.9,9.6,10.0,10.6,11.2",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1
188,P:9.9|P:9.6|P:10.0|B:10.2|E:11.10,1110001000001,"9.9,9.6,10.0,10.2,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1
189,P:9.9|P:9.6|P:10.0|B:10.2|E:10.7|E:11.10,1110001000011,"9.9,9.6,10.0,10.2,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1
190,P:9.9|P:9.6|P:10.0|B:10.2|B:10.6|B:11.2|E:11.10,1110001101001,"9.9,9.6,10.0,10.2,10.6,11.2,11.10",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1
191,P:9.9|P:9.6|P:10.0|B:10.1|E:11.10,1110010000001,"9.9,9.6,10.0,10.1,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1
192,P:9.9|P:9.6|P:10.0|B:10.1|E:10.7|E:11.10,1110010000011,"9.9,9.6,10.0,10.1,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1
193,P:9.9|P:9.6|P:10.0|B:10.1|B:10.10,1110010010000,"9.9,9.6,10.0,10.1,10.10",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1
194,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:11.9|E:10.7,1110011000110,"9.9,9.6,10.0,10.1,10.2,11.9,10.7",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1
195,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:10.10|E:10.7|E:11.10,1110011010011,"9.9,9.6,10.0,10.1,10.2,10.10,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1
196,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1110011011111,"9.9,9.6,10.0,10.1,10.2,10.10,11.2,11.9,10.7,11.10",10,3,5,2,1,1,1,1,1,1,0.625,1.0,0.625,1,1
197,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:10.6|E:10.7|E:11.10,1110011100011,"9.9,9.6,10.0,10.1,10.2,10.6,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1
198,P:9.9|P:9.6|P:10.0|B:9.7,1110100000000,"9.9,9.6,10.0,9.7",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1
199,P:9.9|P:9.6|P:10.0|B:9.7|E:11.10,1110100000001,"9.9,9.6,10.0,9.7,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1
200,P:9.9|P:9.6|P:10.0|B:9.7|E:10.7|E:11.10,1110100000011,"9.9,9.6,10.0,9.7,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1
201,P:9.9|P:9.6|P:10.0|B:9.7|B:11.2|B:11.9|E:10.7|E:11.10,1110100001111,"9.9,9.6,10.0,9.7,11.2,11.9,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1
202,P:9.9|P:9.6|P:10.0|B:9.7|B:10.10|E:10.7,1110100010010,"9.9,9.6,10.0,9.7,10.10,10.7",6,3,2,1,1,1,1,1,1,1,0.25,0.5,0.125,1,1
203,P:9.9|P:9.6|P:10.0|B:9.7|B:10.6|B:10.10,1110100110000,"9.9,9.6,10.0,9.7,10.6,10.10",6,3,3,0,1,1,0,1,0,0,0.375,0.0,0.0,1,1
204,P:9.9|P:9.6|P:10.0|B:9.7|B:10.6|B:10.10|B:11.9|E:10.7,1110100110110,"9.9,9.6,10.0,9.7,10.6,10.10,11.9,10.7",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1
205,P:9.9|P:9.6|P:10.0|B:9.7|B:10.2|B:11.2|B:11.9|E:10.7,1110101001110,"9.9,9.6,10.0,9.7,10.2,11.2,11.9,10.7",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1
206,P:9.9|P:9.6|P:10.0|B:9.7|B:10.2|B:10.6|E:10.7|E:11.10,1110101100011,"9.9,9.6,10.0,9.7,10.2,10.6,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1
207,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.10|B:11.9|E:10.7|E:11.10,1110110010111,"9.9,9.6,10.0,9.7,10.1,10.10,11.9,10.7,11.10",9,3,4,2,1,1,1,1,1,1,0.5,1.0,0.5,1,1
208,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.2|E:11.10,1110111000001,"9.9,9.6,10.0,9.7,10.1,10.2,11.10",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1
209,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.2|B:10.6,1110111100000,"9.9,9.6,10.0,9.7,10.1,10.2,10.6",7,3,4,0,1,1,0,1,0,0,0.5,0.0,0.0,1,1
210,P:9.9|P:9.6|P:10.0|B:9.0,1111000000000,"9.9,9.6,10.0,9.0",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1
211,P:9.9|P:9.6|P:10.0|B:9.0|E:10.7|E:11.10,1111000000011,"9.9,9.6,10.0,9.0,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1
212,P:9.9|P:9.6|P:10.0|B:9.0|B:11.2|E:10.7,1111000001010,"9.9,9.6,10.0,9.0,11.2,10.7",6,3,2,1,1,1,1,1,1,1,0.25,0.5,0.125,1,1
213,P:9.9|P:9.6|P:10.0|B:9.0|B:10.6,1111000100000,"9.9,9.6,10.0,9.0,10.6",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1
214,P:9.9|P:9.6|P:10.0|B:9.0|B:10.6|B:10.10|B:11.2|E:10.7|E:11.10,1111000111011,"9.9,9.6,10.0,9.0,10.6,10.10,11.2,10.7,11.10",9,3,4,2,1,1,1,1,1,1,0.5,1.0,0.5,1,1
215,P:9.9|P:9.6|P:10.0|B:9.0|B:10.2|B:11.2|E:10.7|E:11.10,1111001001011,"9.9,9.6,10.0,9.0,10.2,11.2,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1
216,P:9.9|P:9.6|P:10.0|B:9.0|B:10.2|B:10.6|E:10.7,1111001100010,"9.9,9.6,10.0,9.0,10.2,10.6,10.7",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1
217,P:9.9|P:9.6|P:10.0|B:9.0|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1111001111101,"9.9,9.6,10.0,9.0,10.2,10.6,10.10,11.2,11.9,11.10",10,3,6,1,1,1,1,1,1,1,0.75,0.5,0.375,1,1
218,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.10,1111010010000,"9.9,9.6,10.0,9.0,10.1,10.10",6,3,3,0,1,1,0,1,0,0,0.375,0.0,0.0,1,1
219,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.6|B:10.10,1111010110000,"9.9,9.6,10.0,9.0,10.1,10.6,10.10",7,3,4,0,1,1,0,1,0,0,0.5,0.0,0.0,1,1
220,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.6|B:10.10|E:10.7|E:11.10,1111010110011,"9.9,9.6,10.0,9.0,10.1,10.6,10.10,10.7,11.10",9,3,4,2,1,1,1,1,1,1,0.5,1.0,0.5,1,1
221,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2|B:11.2|E:11.10,1111011001001,"9.9,9.6,10.0,9.0,10.1,10.2,11.2,11.10",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1
222,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|E:10.7|E:11.10,1111011111011,"9.9,9.6,10.0,9.0,10.1,10.2,10.6,10.10,11.2,10.7,11.10",11,3,6,2,1,1,1,1,1,1,0.75,1.0,0.75,1,1
223,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7,1111011111110,"9.9,9.6,10.0,9.0,10.1,10.2,10.6,10.10,11.2,11.9,10.7",11,3,7,1,1,1,1,1,1,1,0.875,0.5,0.4375,1,1
224,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:11.2|E:11.10,1111100101001,"9.9,9.6,10.0,9.0,9.7,10.6,11.2,11.10",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1
225,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:11.2|B:11.9,1111100101100,"9.9,9.6,10.0,9.0,9.7,10.6,11.2,11.9",8,3,5,0,1,1,0,1,0,0,0.625,0.0,0.0,1,1
226,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:10.10|B:11.9|E:10.7,1111100110110,"9.9,9.6,10.0,9.0,9.7,10.6,10.10,11.9,10.7",9,3,5,1,1,1,1,1,1,1,0.625,0.5,0.3125,1,1
227,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1111100111111,"9.9,9.6,10.0,9.0,9.7,10.6,10.10,11.2,11.9,10.7,11.10",11,3,6,2,1,1,1,1,1,1,0.75,1.0,0.75,1,1
228,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:11.2|B:11.9,1111101001100,"9.9,9.6,10.0,9.0,9.7,10.2,11.2,11.9",8,3,5,0,1,1,0,1,0,0,0.625,0.0,0.0,1,1
229,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:10.6,1111101100000,"9.9,9.6,10.0,9.0,9.7,10.2,10.6",7,3,4,0,1,1,0,1,0,0,0.5,0.0,0.0,1,1
230,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1111101111101,"9.9,9.6,10.0,9.0,9.7,10.2,10.6,10.10,11.2,11.9,11.10",11,3,7,1,1,1,1,1,1,1,0.875,0.5,0.4375,1,1
231,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1111110111111,"9.9,9.6,10.0,9.0,9.7,10.1,10.6,10.10,11.2,11.9,10.7,11.10",12,3,7,2,1,1,1,1,1,1,0.875,1.0,0.875,1,1
232,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:11.2|B:11.9|E:10.7|E:11.10,1111111001111,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,11.2,11.9,10.7,11.10",11,3,6,2,1,1,1,1,1,1,0.75,1.0,0.75,1,1
233,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.10|B:11.2,1111111011000,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.10,11.2",9,3,6,0,1,1,0,1,0,0,0.75,0.0,0.0,1,1
234,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6,1111111100000,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6",8,3,5,0,1,1,0,1,0,0,0.625,0.0,0.0,1,1
235,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2,1111111101000,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,11.2",9,3,6,0,1,1,0,1,0,0,0.75,0.0,0.0,1,1
236,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2|B:11.9|E:11.10,1111111101101,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,11.2,11.9,11.10",11,3,7,1,1,1,1,1,1,1,0.875,0.5,0.4375,1,1
237,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.9,1111111110100,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.9",10,3,7,0,1,1,0,1,0,0,0.875,0.0,0.0,1,1
238,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|E:10.7|E:11.10,1111111111011,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,10.7,11.10",12,3,7,2,1,1,1,1,1,1,0.875,1.0,0.875,1,1
239,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7,1111111111110,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9,10.7",12,3,8,1,1,1,1,1,1,1,1.0,0.5,0.5,1,1
