analysis_status,target,model,measurement_budget,term,coefficient
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PB_bin4_21,0.09790800719190051
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PB_bin4_22,-0.05227063193498313
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PE_bin4_11,-0.10463728964188519
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PE_bin4_12,0.21826567229727376
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PE_bin4_21,-0.05547045344707359
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PE_bin4_22,0.10110782930066851
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,BE_bin4_11,-0.05547045352800681
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,BE_bin4_12,0.11754853393350478
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,BE_bin4_21,-0.10463729014629511
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,BE_bin4_22,0.20182497116657439
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,intercept,0.49558915600570974
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,P:9.9,-0.2465122215073417
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,P:9.6,-0.05736586599933399
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,P:10.0,-0.09511581256988898
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:9.0,0.030870349861341483
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:9.7,0.24610307360551648
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:10.1,0.5541852374073659
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:10.2,0.18894972003316962
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:10.6,0.43758653554209254
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:10.10,0.18897250745042082
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:11.2,0.709089194479721
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B:11.9,0.37570305510973195
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,E:10.7,1.3445137521304613
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,E:11.10,1.0504546233473329
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,P_count_eq_1,0.2952068901227973
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,P_count_eq_2,-0.4492824795934167
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,P_count_eq_3,0.06812139037732287
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B_count_eq_1,-0.3107496791490717
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B_count_2_3,-0.6008020117812197
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B_count_4_5,-1.2680289600258776
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,B_count_6_8,-2.2373116041904146
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,E_count_eq_1,0.20006742569717234
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,E_count_eq_2,1.0974504757925736
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PB_bin4_11,-0.2131062185888338
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PB_bin4_12,0.45869290008677094
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PB_bin4_21,1.0475270254294595
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PB_bin4_22,1.1212247954515093
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PE_bin4_11,-0.833108716011806
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PE_bin4_12,-1.4420409214840104
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PE_bin4_21,-0.6218702921795597
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,PE_bin4_22,-1.4589694938155238
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,BE_bin4_11,-0.7618885358823175
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,BE_bin4_12,-0.25075340189606155
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,BE_bin4_21,-0.45598160374452357
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,40,BE_bin4_22,-1.4147261601387215
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,intercept,0.5616124484741684
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,P:9.9,-0.3917448996172962
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,P:9.6,0.2128172995452426
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,P:10.0,0.042683201855581776
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:9.0,-0.04679095387886369
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:9.7,-0.06296897720578683
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:10.1,0.09130987592785446
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:10.2,0.16707152460970248
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:10.6,0.007009027059721746
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:10.10,-0.10549200881927376
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:11.2,0.5019952594433521
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B:11.9,0.07770770287772935
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,E:10.7,1.2649892412610808
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,E:11.10,1.2404185755621364
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,P_count_eq_1,0.11959362141686249
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,P_count_eq_2,-0.15809257606127708
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,P_count_eq_3,0.02011570672188701
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B_count_eq_1,-0.07929547089342093
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B_count_2_3,-0.3389297279793697
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B_count_4_5,-0.21444697126282516
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,B_count_6_8,-0.5820166485585465
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,E_count_eq_1,0.04581458648670288
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,E_count_eq_2,1.2297966206957627
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PB_bin4_11,0.08807627681993797
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PB_bin4_12,0.3080175300030099
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PB_bin4_21,0.7648707610046179
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PB_bin4_22,0.8828184499901627
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PE_bin4_11,-0.4823901358260153
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PE_bin4_12,-1.1921247003083413
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PE_bin4_21,-0.6555798072991263
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,PE_bin4_22,-2.1839190851384522
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,BE_bin4_11,-0.35829710704878687
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,BE_bin4_12,-0.6980665027112628
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,BE_bin4_21,-0.35559949395283624
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,80,BE_bin4_22,-1.1567060041989876
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,intercept,0.4892863319033811
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,P:9.9,-0.3219274904209902
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,P:9.6,0.22409804938859637
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,P:10.0,0.0038370101932057184
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:9.0,-0.14768895941221452
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:9.7,-0.11660695546343054
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:10.1,0.01583795399771298
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:10.2,0.142166991730214
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:10.6,-0.12847543735710049
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:10.10,-0.14859463300262052
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:11.2,0.380591365106311
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B:11.9,0.039373353217438886
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,E:10.7,1.3050213325881221
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,E:11.10,1.2886456695103683
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,P_count_eq_1,0.20194510923700204
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,P_count_eq_2,-0.1454374607870612
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,P_count_eq_3,-0.0016875360643390956
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B_count_eq_1,0.1220186970623405
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B_count_2_3,0.018095469285907797
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B_count_4_5,0.13787810213328278
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,B_count_6_8,0.053451024161973996
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,E_count_eq_1,0.11017507203550723
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,E_count_eq_2,1.2417459631858487
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PB_bin4_11,0.14355469670264867
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PB_bin4_12,0.14966801749646483
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PB_bin4_21,0.6533390492175691
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PB_bin4_22,0.9098961756638135
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PE_bin4_11,-0.5862648977580331
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PE_bin4_12,-1.2976461774426014
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PE_bin4_21,-0.7284693129686982
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,PE_bin4_22,-2.3055549904364234
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,BE_bin4_11,-0.3943720200268727
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,BE_bin4_12,-0.8505053852685723
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,BE_bin4_21,-0.45379700692098274
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,160,BE_bin4_22,-1.2121072679256575
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,intercept,1.0947551797848678
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,P:9.9,-0.3473738777071109
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,P:9.6,-0.037400150291181794
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,P:10.0,-0.3385231029798142
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:9.0,-0.28891896242801474
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:9.7,-0.12063926506162476
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:10.1,-0.09980683348102297
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:10.2,-0.05133069773853354
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:10.6,-0.33206995288731517
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:10.10,-0.10200553481605114
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:11.2,0.32951292284374434
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,B:11.9,-0.010361610108356728
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,E:10.7,1.3509015184984918
exploratory_post_outcome_not_confirmatory,1.0,additive_head,20,E:11.10,1.1831268003577375
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,intercept,1.1184766703992841
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,P:9.9,-0.7074713378974115
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,P:9.6,0.15362511087829622
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,P:10.0,0.00881416101022613
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:9.0,-0.5182156939404577
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:9.7,0.1729196449911263
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:10.1,0.03843446819201797
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:10.2,0.11549364686024485
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:10.6,-0.012953424848051944
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:10.10,-0.010201601716925445
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:11.2,0.3121922104705053
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,B:11.9,0.15826616378273048
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,E:10.7,0.7147663327057131
exploratory_post_outcome_not_confirmatory,1.0,additive_head,40,E:11.10,0.7594602780341085
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,intercept,1.1955552952543707
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,P:9.9,-0.8055941976326141
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,P:9.6,0.1372917805681228
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,P:10.0,-0.15520041672716198
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:9.0,-0.12593610391309773
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:9.7,-0.16632908749147193
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:10.1,0.04425839210112707
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:10.2,0.1184105854861385
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:10.6,-0.1574097656073205
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:10.10,-0.20230854227509673
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:11.2,0.5399316344357403
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,B:11.9,0.05697778614718336
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,E:10.7,0.8561426659142436
exploratory_post_outcome_not_confirmatory,1.0,additive_head,80,E:11.10,0.9286265006823431
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,intercept,1.3724420395765273
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,P:9.9,-0.7284941415102566
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,P:9.6,0.15460512950764776
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,P:10.0,-0.24751036058268577
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:9.0,-0.15954990390488888
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:9.7,-0.16492016386578517
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:10.1,0.023920025998920836
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:10.2,0.08036741477920369
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:10.6,-0.2106922035435551
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:10.10,-0.17883576553092623
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:11.2,0.4248132044454921
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,B:11.9,0.07083398636911724
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,E:10.7,0.807038892944746
exploratory_post_outcome_not_confirmatory,1.0,additive_head,160,E:11.10,0.8496170571840862
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,intercept,1.000000308783055
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,P:9.9,-0.2283049853517724
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,P:9.6,0.3324791869706974
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,P:10.0,-0.32944684465776386
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:9.0,0.026658652742001885
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:9.7,-0.23983855740828336
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:10.1,-0.06879148720133853
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:10.2,0.05592545859064633
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:10.6,-0.22481379655813516
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:10.10,-0.1218867758664114
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:11.2,0.49487589938741633
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B:11.9,0.02065373617132858
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,E:10.7,0.980061712207691
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,E:11.10,0.5417346353260487
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,P_count_eq_1,0.020850488387307006
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,P_count_eq_2,0.27183729062550455
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,P_count_eq_3,-0.26326590274983314
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B_count_eq_1,-0.025443642095111862
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B_count_2_3,-0.0019018115091152786
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B_count_4_5,0.756992065910549
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,B_count_6_8,-0.5290601758387896
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,E_count_eq_1,0.6272226080475113
exploratory_post_outcome_not_confirmatory,1.0,count_additive,20,E_count_eq_2,0.44728687028592634
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,intercept,1.5594635517010063
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,P:9.9,-0.6669647206030581
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,P:9.6,-0.02860617448252821
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,P:10.0,0.06075030968282491
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:9.0,-0.3761518675914928
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:9.7,0.30965319467575075
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:10.1,0.3592193500639855
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:10.2,0.341000196498207
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:10.6,0.2236317716056728
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:10.10,0.44651563195430233
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:11.2,0.525356984512206
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B:11.9,0.3895407479411079
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,E:10.7,0.7029917503481481
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,E:11.10,0.30332304325854187
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,P_count_eq_1,-0.37957249835664447
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,P_count_eq_2,-0.2166914550125883
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,P_count_eq_3,0.0593782783241115
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B_count_eq_1,-0.7966060914196795
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B_count_2_3,-0.5216571432236948
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B_count_4_5,-1.3435188605178074
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,B_count_6_8,-1.8478592966775718
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,E_count_eq_1,-0.09684431786734245
exploratory_post_outcome_not_confirmatory,1.0,count_additive,40,E_count_eq_2,0.5515795527329652
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,intercept,1.3443189694760853
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,P:9.9,-0.7701507444204634
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,P:9.6,0.18023400060769254
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,P:10.0,-0.10708460970811175
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:9.0,-0.1113052860098081
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:9.7,-0.13547777147375237
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:10.1,0.08287616441850582
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:10.2,0.15709563442289423
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:10.6,-0.09173322259517654
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:10.10,-0.13897483388882698
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:11.2,0.5742871149660067
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B:11.9,0.10966521318161254
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,E:10.7,0.5959323093055239
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,E:11.10,0.6170322767877124
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,P_count_eq_1,-0.17666817603267548
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,P_count_eq_2,-0.19283139362144774
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,P_count_eq_3,-0.0448901350369758
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B_count_eq_1,-0.1924081853382387
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B_count_2_3,-0.05250233140548893
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B_count_4_5,-0.10131709456234884
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,B_count_6_8,-0.4716496769766544
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,E_count_eq_1,0.10762775135529036
exploratory_post_outcome_not_confirmatory,1.0,count_additive,80,E_count_eq_2,0.5526684042270772
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,intercept,1.4647193835472925
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,P:9.9,-0.6977110053973857
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,P:9.6,0.18608849363135124
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,P:10.0,-0.20694810319348997
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:9.0,-0.1908030329709627
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:9.7,-0.1969545319418176
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:10.1,0.004509850409610315
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:10.2,0.045027725736324235
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:10.6,-0.2461692931605745
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:10.10,-0.21479763379564282
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:11.2,0.39429667505302224
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B:11.9,0.03820863022449848
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,E:10.7,0.5451183241047884
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,E:11.10,0.5860379351818205
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,P_count_eq_1,-0.19893213651349465
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,P_count_eq_2,-0.24215499987269623
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,P_count_eq_3,-0.011776166186218382
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B_count_eq_1,0.007750018520639377
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B_count_2_3,0.22651833745297512
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B_count_4_5,0.2609242815448628
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,B_count_6_8,0.18759613501436673
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,E_count_eq_1,0.07468600969281274
exploratory_post_outcome_not_confirmatory,1.0,count_additive,160,E_count_eq_2,0.5282351010090269
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,intercept,1.0000003275543625
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,P:9.9,-0.18850548396716263
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,P:9.6,0.37227861216448777
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,P:10.0,-0.2896474659137187
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:9.0,0.013663146749620212
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:9.7,-0.2528342722617709
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:10.1,-0.08178712961366556
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:10.2,0.04292972620811945
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:10.6,-0.23780952894066182
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:10.10,-0.1348824277477691
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:11.2,0.48188032095387506
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B:11.9,0.007658093759002131
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,E:10.7,0.9317435035315587
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,E:11.10,0.4934164256470302
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,P_count_eq_1,-0.018949003875660748
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,P_count_eq_2,0.3570550301340127
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,P_count_eq_3,-0.2670117959654371
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B_count_eq_1,-0.012448001744847876
exploratory_post_outcome_not_confirmatory,1.0,count_plus_PE_bin4,20,B_count_2_3,-0.16431333416697494
