analysis_status,candidate_selector_family,candidate_model,reference_selector_family,reference_model,measurement_budget,policy,pool_id,mean_objective_loss_reduction,positive_direction
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_02,0.01769967253009478,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_03,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_04,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_05,0.03165199110905329,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_06,-0.15268010397752127,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_07,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_08,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_09,0.007383652031421662,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_00,-0.09342087715864188,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_01,0.20965677559375764,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_02,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_03,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_04,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_05,0.10655281623204549,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_06,-0.14601343731085462,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_07,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_08,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_09,0.014050318698088336,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_00,-0.18499713142712912,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_01,0.06543661405642827,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_02,0.34349382234116393,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_03,0.08748979742328326,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_04,-0.04135256881515185,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_05,0.027241298307975132,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_06,0.06633263578017552,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_07,0.18102902298172316,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_08,-0.0498850184182326,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,target_loss,candidate_pool_09,-0.015313626577456793,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_00,-0.16226116021474205,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_01,-0.00872364486257234,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_02,0.21648625562588375,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_03,0.17814556802312534,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_04,0.06841002389788625,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_05,0.022283554524183288,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_06,0.07966596911350883,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_07,0.1750667692224185,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_08,-0.06321835175156594,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,head_pair_quadratic_screen,160,cost_aware,candidate_pool_09,-0.014050318698088336,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_00,0.00808725506067276,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_01,0.2228953093290329,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_02,0.3150916664550702,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_03,0.2354689141114553,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_04,0.10641256595651309,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_05,0.15102538838982582,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_06,0.16065225501855215,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_07,0.04330072676142057,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_08,0.15375173340241113,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_09,-0.010292968402306238,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_00,0.024156559606393197,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_01,0.22141336182753243,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_02,0.4179040120293697,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_03,0.22775180603067083,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_04,0.05794268583257991,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_05,0.3088471925755341,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_06,0.14065225501855216,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_07,0.07663406009475389,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_08,0.14708506673574442,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_09,0.05221425011754035,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_00,0.04531573380033175,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_01,0.25919651488463086,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_02,0.0515973890821139,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_03,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_04,0.06335774064064026,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_05,0.1227249801158905,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_06,0.20194599901636442,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_07,0.09252491717537244,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_08,-0.20706536620855331,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,target_loss,candidate_pool_09,-0.06535646319389343,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_00,0.06138503834605219,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_01,0.14823647106687224,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_02,0.12774306798974674,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_03,-0.027188117156426106,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_04,0.10335774064064022,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_05,0.17231262584527332,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_06,0.1686126656830311,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_07,0.11252491717537245,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_08,-0.23373203287522,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_all_bin4,160,cost_aware,candidate_pool_09,0.003817421992619798,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_00,0.061778085927168526,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_01,0.32455991332729656,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_02,0.06929706161220868,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_03,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_04,0.06335774064064026,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_05,0.1543769712249438,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_06,0.049265895038843155,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_07,0.09252491717537244,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_08,-0.20706536620855331,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_09,-0.05797281116247177,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_00,-0.03203583881258965,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_01,0.3578932466606299,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_02,0.12774306798974674,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_03,-0.027188117156426106,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_04,0.10335774064064022,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_05,0.27886544207731884,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_06,0.022599228372176487,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_07,0.11252491717537245,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_08,-0.23373203287522,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_plus_PE_bin4,160,cost_aware,candidate_pool_09,0.017867740690708137,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_00,0.16563650593161583,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_01,0.46556473026673,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_02,0.21037408212820688,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_03,0.13947083552678427,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_04,0.06335774064064026,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_05,0.16713929797212282,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_06,0.12517363329728445,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_07,0.4707049715022246,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_08,0.08614764735102654,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,target_loss,candidate_pool_09,0.0537796343366305,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_00,0.18837247714400293,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_01,0.5322313969333966,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_02,0.2598530943691731,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_03,0.13894938503702484,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_04,0.10335774064064022,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_05,0.20202486912409467,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_06,0.09850696663061775,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_07,0.3047767875591914,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_08,0.019480980684359838,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,additive_head,160,cost_aware,candidate_pool_09,0.0962868528564771,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_00,0.04531573380033175,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_01,0.43165722241004306,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_02,0.21037408212820688,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_03,0.2973423736790816,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_04,0.06335774064064026,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_05,0.16713929797212282,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_06,0.12517363329728445,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_07,0.18574494868516922,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_08,-0.014174913366635641,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,target_loss,candidate_pool_09,-0.05276249721646309,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_00,-0.04804951056838035,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_01,0.3935902773340543,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_02,0.2598530943691731,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_03,0.30348758985598884,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_04,0.10335774064064022,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_05,0.2716277688244979,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_06,0.12145605484644569,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_07,0.22574494868516926,1
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_08,-0.06750824669996902,0
exploratory_post_outcome_not_confirmatory,direct_risk,head_pair_quadratic_screen,direct_risk,count_additive,160,cost_aware,candidate_pool_09,0.029744721303383462,1
