mask_id,mask_bits,n_heads,n_P,n_B,n_E,pool_id,pool_index,sampling_stratum,size_match_cell,within_cell_index,bank
mask_0245683bb1a0a29d,0000111100000,4,0,4,0,phase06_candidate_pool_07,7,broad,n_heads_04,0,candidate
mask_91317a05ccd46a9e,1010001100000,4,2,2,0,phase06_candidate_pool_07,7,primary_heavy,n_heads_04,0,candidate
mask_1ad7e8e3fc0e89a0,0001000011101,5,0,4,1,phase06_candidate_pool_07,7,broad,n_heads_05,2,candidate
mask_3be54e43f8bf7f60,0000001110110,5,0,4,1,phase06_candidate_pool_07,7,broad,n_heads_05,1,candidate
mask_6398f94602b1f05a,0101011100000,5,1,4,0,phase06_candidate_pool_07,7,broad,n_heads_05,0,candidate
mask_142d87275e91de25,0110110100000,5,2,3,0,phase06_candidate_pool_07,7,primary_heavy,n_heads_05,2,candidate
mask_98cad526ef680bac,1010001000011,5,2,1,2,phase06_candidate_pool_07,7,primary_heavy,n_heads_05,0,candidate
mask_a6e8b662b45013f1,1010001010010,5,2,2,1,phase06_candidate_pool_07,7,primary_heavy,n_heads_05,1,candidate
mask_68e8358bf18d5d6c,0010101011100,6,1,5,0,phase06_candidate_pool_07,7,broad,n_heads_06,3,candidate
mask_83a800d5c91ea0e3,0000011101110,6,0,5,1,phase06_candidate_pool_07,7,broad,n_heads_06,0,candidate
mask_d30bf8c892254c69,0101000110011,6,1,3,2,phase06_candidate_pool_07,7,broad,n_heads_06,1,candidate
mask_facfecde4adb68f3,1000110110100,6,1,5,0,phase06_candidate_pool_07,7,broad,n_heads_06,2,candidate
mask_40c07b95c10b90d5,1110100001001,6,3,2,1,phase06_candidate_pool_07,7,primary_heavy,n_heads_06,2,candidate
mask_50caf9029d085b00,1101100101000,6,2,4,0,phase06_candidate_pool_07,7,primary_heavy,n_heads_06,3,candidate
mask_8a6151e879cd7355,0110001101001,6,2,3,1,phase06_candidate_pool_07,7,primary_heavy,n_heads_06,1,candidate
mask_ce6b6c0e178d3cf9,1100001010101,6,2,3,1,phase06_candidate_pool_07,7,primary_heavy,n_heads_06,0,candidate
mask_30c7252552f44368,0010011011101,7,1,5,1,phase06_candidate_pool_07,7,broad,n_heads_07,0,candidate
mask_3c266672bf637105,0001111101010,7,0,6,1,phase06_candidate_pool_07,7,broad,n_heads_07,1,candidate
mask_5e9ef971cb17b94c,1001110110010,7,1,5,1,phase06_candidate_pool_07,7,broad,n_heads_07,3,candidate
mask_fead3e7aa836f74c,0011111100100,7,1,6,0,phase06_candidate_pool_07,7,broad,n_heads_07,2,candidate
mask_3b5988957c7b1106,1010011110010,7,2,4,1,phase06_candidate_pool_07,7,primary_heavy,n_heads_07,1,candidate
mask_68d9f60e24cee02b,1101010100011,7,2,3,2,phase06_candidate_pool_07,7,primary_heavy,n_heads_07,2,candidate
mask_a3e3c2f5a85a261a,1100010101011,7,2,3,2,phase06_candidate_pool_07,7,primary_heavy,n_heads_07,0,candidate
mask_fb47ff37a9a041ab,1010101010110,7,2,4,1,phase06_candidate_pool_07,7,primary_heavy,n_heads_07,3,candidate
mask_2ef281849b6d7519,0010110101111,8,1,5,2,phase06_candidate_pool_07,7,broad,n_heads_08,2,candidate
mask_964341f46351dac1,1001110101101,8,1,6,1,phase06_candidate_pool_07,7,broad,n_heads_08,1,candidate
mask_f4f478abd40b6d75,1001111010110,8,1,6,1,phase06_candidate_pool_07,7,broad,n_heads_08,0,candidate
mask_17e1d420a472715c,0111011100011,8,2,4,2,phase06_candidate_pool_07,7,primary_heavy,n_heads_08,2,candidate
mask_245adf09100b1922,1110110100011,8,3,3,2,phase06_candidate_pool_07,7,primary_heavy,n_heads_08,1,candidate
mask_3c3ef8038496903b,1110010011011,8,3,3,2,phase06_candidate_pool_07,7,primary_heavy,n_heads_08,0,candidate
mask_67f8c249956f601f,0011100111111,9,1,6,2,phase06_candidate_pool_07,7,broad,n_heads_09,0,candidate
mask_6e9006903fa9abf9,0111001111110,9,2,6,1,phase06_candidate_pool_07,7,primary_heavy,n_heads_09,0,candidate
mask_7b80e4eb23bd0039,0000110001100,4,0,4,0,phase06_candidate_pool_08,8,broad,n_heads_04,0,candidate
mask_7174af0465aa0aa4,1110010000000,4,3,1,0,phase06_candidate_pool_08,8,primary_heavy,n_heads_04,0,candidate
mask_22fde5999ca9e697,0001101010001,5,0,4,1,phase06_candidate_pool_08,8,broad,n_heads_05,1,candidate
mask_301f307d2ce76f45,0011000000111,5,1,2,2,phase06_candidate_pool_08,8,broad,n_heads_05,2,candidate
mask_84aed5a4f6c16ac2,0001100110010,5,0,4,1,phase06_candidate_pool_08,8,broad,n_heads_05,0,candidate
mask_3baf9f0c4c48f50b,1010000001011,5,2,1,2,phase06_candidate_pool_08,8,primary_heavy,n_heads_05,1,candidate
mask_529a136c81086d24,0111010000010,5,2,2,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_05,0,candidate
mask_a756436e53d3c0be,0111001100000,5,2,3,0,phase06_candidate_pool_08,8,primary_heavy,n_heads_05,2,candidate
mask_2ba5bbabdda9d2ac,0011011000101,6,1,4,1,phase06_candidate_pool_08,8,broad,n_heads_06,3,candidate
mask_37106ae832484e62,0101111000010,6,1,4,1,phase06_candidate_pool_08,8,broad,n_heads_06,2,candidate
mask_a9bb122935cf2838,0000111100101,6,0,5,1,phase06_candidate_pool_08,8,broad,n_heads_06,1,candidate
mask_f60b91071786fe65,0001001011101,6,0,5,1,phase06_candidate_pool_08,8,broad,n_heads_06,0,candidate
mask_2e570709557174c0,1101101000001,6,2,3,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_06,3,candidate
mask_9f57240c154bd8ec,1110001000101,6,3,2,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_06,0,candidate
mask_bc54c9bb572b9576,1101001001100,6,2,4,0,phase06_candidate_pool_08,8,primary_heavy,n_heads_06,2,candidate
mask_d35459bd5621de7d,1011000010011,6,2,2,2,phase06_candidate_pool_08,8,primary_heavy,n_heads_06,1,candidate
mask_96bd2146b785fd31,0001101101101,7,0,6,1,phase06_candidate_pool_08,8,broad,n_heads_07,1,candidate
mask_c38aa9fd0c25691d,0101110110001,7,1,5,1,phase06_candidate_pool_08,8,broad,n_heads_07,0,candidate
mask_c6aa39bdfd0ecaf4,0011011010011,7,1,4,2,phase06_candidate_pool_08,8,broad,n_heads_07,3,candidate
mask_d15bcdc4b7046b53,0010111101010,7,1,5,1,phase06_candidate_pool_08,8,broad,n_heads_07,2,candidate
mask_16a9b3ed05944871,1101001100011,7,2,3,2,phase06_candidate_pool_08,8,primary_heavy,n_heads_07,2,candidate
mask_55c8b0ca6aa655b2,1110000101110,7,3,3,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_07,0,candidate
mask_5fcb9fea41a38e98,1011100100101,7,2,4,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_07,1,candidate
mask_e474430eab3ff0a5,1101110001010,7,2,4,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_07,3,candidate
mask_083abb01ea255f99,0011100101111,8,1,5,2,phase06_candidate_pool_08,8,broad,n_heads_08,0,candidate
mask_29c421046a60a605,0101101111001,8,1,6,1,phase06_candidate_pool_08,8,broad,n_heads_08,1,candidate
mask_f0db08f0147bafcb,0100001111111,8,1,5,2,phase06_candidate_pool_08,8,broad,n_heads_08,2,candidate
mask_51b7398ff0c372b9,0111011011010,8,2,5,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_08,1,candidate
mask_5453060d09cf3b76,1100001110111,8,2,4,2,phase06_candidate_pool_08,8,primary_heavy,n_heads_08,0,candidate
mask_a6635317a7f9a8fe,1010110101110,8,2,5,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_08,2,candidate
mask_8ce4760c6e045c3a,0101110111110,9,1,7,1,phase06_candidate_pool_08,8,broad,n_heads_09,0,candidate
mask_cb8e3b0b481a6ead,1011001111110,9,2,6,1,phase06_candidate_pool_08,8,primary_heavy,n_heads_09,0,candidate
mask_502ff0b547b78c52,0100010001100,4,1,3,0,phase06_candidate_pool_09,9,broad,n_heads_04,0,candidate
mask_3902a2eb400dffa6,0111000100000,4,2,2,0,phase06_candidate_pool_09,9,primary_heavy,n_heads_04,0,candidate
mask_1a191f5df2f0867e,0010000011011,5,1,2,2,phase06_candidate_pool_09,9,broad,n_heads_05,1,candidate
mask_8262134613b9178d,0100101011000,5,1,4,0,phase06_candidate_pool_09,9,broad,n_heads_05,0,candidate
mask_d51869051d895d7f,1000001110001,5,1,3,1,phase06_candidate_pool_09,9,broad,n_heads_05,2,candidate
mask_114f886ec2593a10,1010000111000,5,2,3,0,phase06_candidate_pool_09,9,primary_heavy,n_heads_05,0,candidate
mask_48bc6ad638e9e78f,1100110000010,5,2,2,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_05,2,candidate
mask_e2b08a1737d6b208,0110000100110,5,2,2,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_05,1,candidate
mask_22f4b9a2bf67d329,1001111001000,6,1,5,0,phase06_candidate_pool_09,9,broad,n_heads_06,1,candidate
mask_2674aa2c35c35cde,0001011001101,6,0,5,1,phase06_candidate_pool_09,9,broad,n_heads_06,0,candidate
mask_94831ac6d6b75d27,0100101101001,6,1,4,1,phase06_candidate_pool_09,9,broad,n_heads_06,2,candidate
mask_c124fc259031a553,1000010110110,6,1,4,1,phase06_candidate_pool_09,9,broad,n_heads_06,3,candidate
mask_0b68f6d9b759212d,1010110011000,6,2,4,0,phase06_candidate_pool_09,9,primary_heavy,n_heads_06,2,candidate
mask_930bdb458abd2f9b,0110001110100,6,2,4,0,phase06_candidate_pool_09,9,primary_heavy,n_heads_06,0,candidate
mask_ad7a829d61183583,1011010001100,6,2,4,0,phase06_candidate_pool_09,9,primary_heavy,n_heads_06,3,candidate
mask_bd6d03e0fdd71905,0110010001101,6,2,3,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_06,1,candidate
mask_26dceb5ad9668e41,0000101111011,7,0,5,2,phase06_candidate_pool_09,9,broad,n_heads_07,1,candidate
mask_28c4ae2256b1ddf1,1000111001011,7,1,4,2,phase06_candidate_pool_09,9,broad,n_heads_07,2,candidate
mask_40bf30bd7703e940,0101001100111,7,1,4,2,phase06_candidate_pool_09,9,broad,n_heads_07,0,candidate
mask_bd10ebe48982f8d5,0101101010101,7,1,5,1,phase06_candidate_pool_09,9,broad,n_heads_07,3,candidate
mask_228c1deca4be234b,1010011010101,7,2,4,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_07,2,candidate
mask_bb6361519e7826d4,1110010111000,7,3,4,0,phase06_candidate_pool_09,9,primary_heavy,n_heads_07,0,candidate
mask_c38ad6f10f5d6766,1101100011100,7,2,5,0,phase06_candidate_pool_09,9,primary_heavy,n_heads_07,3,candidate
mask_dd5329acb5f252d1,1110101000101,7,3,3,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_07,1,candidate
mask_2fdfde2e85085bfc,1000111111100,8,1,7,0,phase06_candidate_pool_09,9,broad,n_heads_08,2,candidate
mask_7948646d0683a6e3,1000111110011,8,1,5,2,phase06_candidate_pool_09,9,broad,n_heads_08,1,candidate
mask_ff8e4bac7a35256b,0010111011101,8,1,6,1,phase06_candidate_pool_09,9,broad,n_heads_08,0,candidate
mask_641572a8c944208d,1111001011001,8,3,4,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_08,1,candidate
mask_6a1e2a107d2484c1,0111101011010,8,2,5,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_08,2,candidate
mask_736b1d7bae64ceb8,1010101100111,8,2,4,2,phase06_candidate_pool_09,9,primary_heavy,n_heads_08,0,candidate
mask_f6f267dbb4a57524,1001111110011,9,1,6,2,phase06_candidate_pool_09,9,broad,n_heads_09,0,candidate
mask_433ab404a0e50e56,1110011111010,9,3,5,1,phase06_candidate_pool_09,9,primary_heavy,n_heads_09,0,candidate
mask_291e8c70815f65fd,1000100010010,4,1,2,1,phase06_candidate_pool_10,10,broad,n_heads_04,0,candidate
mask_ecebf4bc283665e8,1100010010000,4,2,2,0,phase06_candidate_pool_10,10,primary_heavy,n_heads_04,0,candidate
mask_190544ae64094af3,0010010100101,5,1,3,1,phase06_candidate_pool_10,10,broad,n_heads_05,0,candidate
mask_2e6ddf310dc4b20f,0011100001001,5,1,3,1,phase06_candidate_pool_10,10,broad,n_heads_05,1,candidate
mask_a035c990fb694c98,1000010100110,5,1,3,1,phase06_candidate_pool_10,10,broad,n_heads_05,2,candidate
mask_01e80658fb54e3ac,0110000101001,5,2,2,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_05,1,candidate
mask_11a6ae30724af7e5,1100100001010,5,2,2,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_05,2,candidate
mask_89d15203218a229d,0111100000010,5,2,2,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_05,0,candidate
mask_0386a3773f6d3929,0001011101100,6,0,6,0,phase06_candidate_pool_10,10,broad,n_heads_06,3,candidate
mask_5e7d19afb105d291,1000001111100,6,1,5,0,phase06_candidate_pool_10,10,broad,n_heads_06,1,candidate
mask_9719288668d065c7,1000101001101,6,1,4,1,phase06_candidate_pool_10,10,broad,n_heads_06,2,candidate
mask_a2cec3f37ab575cb,0101110001001,6,1,4,1,phase06_candidate_pool_10,10,broad,n_heads_06,0,candidate
mask_13c05cca640e9a93,1110010010001,6,3,2,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_06,1,candidate
mask_26d7ad71022342ab,1101011010000,6,2,4,0,phase06_candidate_pool_10,10,primary_heavy,n_heads_06,0,candidate
mask_82a8a9716b098476,1111110000000,6,3,3,0,phase06_candidate_pool_10,10,primary_heavy,n_heads_06,3,candidate
mask_89baada089f28777,1110100000110,6,3,2,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_06,2,candidate
mask_1406ff544e9b3a0b,0100110100111,7,1,4,2,phase06_candidate_pool_10,10,broad,n_heads_07,2,candidate
mask_c8f34a44e58c1e62,0001011110110,7,0,6,1,phase06_candidate_pool_10,10,broad,n_heads_07,3,candidate
mask_e72b92f71213f961,1000111011010,7,1,5,1,phase06_candidate_pool_10,10,broad,n_heads_07,1,candidate
mask_efe5ffbc9ea95ae8,1001110011010,7,1,5,1,phase06_candidate_pool_10,10,broad,n_heads_07,0,candidate
mask_254fdfd651fb9b8a,0111100100101,7,2,4,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_07,2,candidate
mask_62866ae38320ef08,1111011000001,7,3,3,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_07,0,candidate
mask_f10c37351c545f8e,1111000010101,7,3,3,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_07,1,candidate
mask_fffb040a35c1b9fd,1101101110000,7,2,5,0,phase06_candidate_pool_10,10,primary_heavy,n_heads_07,3,candidate
mask_2aa79880cd16e245,0001011101111,8,0,6,2,phase06_candidate_pool_10,10,broad,n_heads_08,2,candidate
mask_b49bfedf5fd98a33,1000111101011,8,1,5,2,phase06_candidate_pool_10,10,broad,n_heads_08,0,candidate
mask_f36442ec69af9e23,0101010111110,8,1,6,1,phase06_candidate_pool_10,10,broad,n_heads_08,1,candidate
mask_870f8e926cb7768e,1111011010010,8,3,4,1,phase06_candidate_pool_10,10,primary_heavy,n_heads_08,1,candidate
mask_b3cb219cd35e9b41,1010010111011,8,2,4,2,phase06_candidate_pool_10,10,primary_heavy,n_heads_08,2,candidate
mask_f71cd798cc860560,1011101001011,8,2,4,2,phase06_candidate_pool_10,10,primary_heavy,n_heads_08,0,candidate
mask_6ac8ff5597426f16,0011111101101,9,1,7,1,phase06_candidate_pool_10,10,broad,n_heads_09,0,candidate
mask_b91607afddaab7db,0111111001011,9,2,5,2,phase06_candidate_pool_10,10,primary_heavy,n_heads_09,0,candidate
mask_a35e668a6c3b97ee,0101000110000,4,1,3,0,phase06_candidate_pool_11,11,broad,n_heads_04,0,candidate
mask_02181880718fac53,1101000001000,4,2,2,0,phase06_candidate_pool_11,11,primary_heavy,n_heads_04,0,candidate
mask_35e9681bfe6ab4b8,0100011000110,5,1,3,1,phase06_candidate_pool_11,11,broad,n_heads_05,1,candidate
mask_72224d0a827c494b,0000000111110,5,0,4,1,phase06_candidate_pool_11,11,broad,n_heads_05,0,candidate
mask_d194cb369b292083,0010011001010,5,1,3,1,phase06_candidate_pool_11,11,broad,n_heads_05,2,candidate
mask_567a7d5514a914c4,1101000011000,5,2,3,0,phase06_candidate_pool_11,11,primary_heavy,n_heads_05,0,candidate
mask_7e6c28d8204e5c6f,0110110001000,5,2,3,0,phase06_candidate_pool_11,11,primary_heavy,n_heads_05,2,candidate
mask_a57e796b1f64cb6d,0110010010010,5,2,2,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_05,1,candidate
mask_3a2a17d97166233e,0011001100110,6,1,4,1,phase06_candidate_pool_11,11,broad,n_heads_06,2,candidate
mask_52dc01e03f0ef10b,0001111100010,6,0,5,1,phase06_candidate_pool_11,11,broad,n_heads_06,1,candidate
mask_a212bc81e6622de6,0101100110001,6,1,4,1,phase06_candidate_pool_11,11,broad,n_heads_06,3,candidate
mask_d943b287b5a4190a,0010001011101,6,1,4,1,phase06_candidate_pool_11,11,broad,n_heads_06,0,candidate
mask_3e9275a5918cb975,1110110000010,6,3,2,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_06,0,candidate
mask_537238852e583435,1110100100010,6,3,2,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_06,3,candidate
mask_62a9a1fa3348d44f,1111000000101,6,3,2,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_06,1,candidate
mask_aba08106bc715514,1010011010010,6,2,3,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_06,2,candidate
mask_64c6f642692267c3,1001010101110,7,1,5,1,phase06_candidate_pool_11,11,broad,n_heads_07,2,candidate
mask_797842f288165633,0100011111010,7,1,5,1,phase06_candidate_pool_11,11,broad,n_heads_07,1,candidate
mask_7c39e6f1ce63a818,1001010110110,7,1,5,1,phase06_candidate_pool_11,11,broad,n_heads_07,3,candidate
mask_bb446acfe2499fdd,0100110011011,7,1,4,2,phase06_candidate_pool_11,11,broad,n_heads_07,0,candidate
mask_11620895769a8f4b,1111000011010,7,3,3,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_07,0,candidate
mask_71b7df88f9d8284c,1101011001010,7,2,4,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_07,2,candidate
mask_92af4ff40f0277e0,1100001001111,7,2,3,2,phase06_candidate_pool_11,11,primary_heavy,n_heads_07,3,candidate
mask_a42321d1bebff030,1011010001011,7,2,3,2,phase06_candidate_pool_11,11,primary_heavy,n_heads_07,1,candidate
mask_4652ce30c9c8811b,0011111101010,8,1,6,1,phase06_candidate_pool_11,11,broad,n_heads_08,2,candidate
mask_c3c1b7f036565e6a,1001101101110,8,1,6,1,phase06_candidate_pool_11,11,broad,n_heads_08,0,candidate
mask_dd59e8e9dd5f309b,0010101110111,8,1,5,2,phase06_candidate_pool_11,11,broad,n_heads_08,1,candidate
mask_7c7e0b623a5b6552,1111000110101,8,3,4,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_08,2,candidate
mask_a8958410c2211ef6,1011010011101,8,2,5,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_08,0,candidate
mask_e59850187fd3d3d0,1101010101110,8,2,5,1,phase06_candidate_pool_11,11,primary_heavy,n_heads_08,1,candidate
mask_0a06f345857aff06,0001111011111,9,0,7,2,phase06_candidate_pool_11,11,broad,n_heads_09,0,candidate
mask_49ce23c3cf1e6796,1110011110011,9,3,4,2,phase06_candidate_pool_11,11,primary_heavy,n_heads_09,0,candidate
mask_8148bd9a2c8ba4b7,0101000000101,4,1,2,1,phase06_candidate_pool_12,12,broad,n_heads_04,0,candidate
mask_fb33019fe5cccc8d,1010100001000,4,2,2,0,phase06_candidate_pool_12,12,primary_heavy,n_heads_04,0,candidate
mask_9a3e3cfe505bd33a,0000010110110,5,0,4,1,phase06_candidate_pool_12,12,broad,n_heads_05,1,candidate
mask_f28bab16fd7ec803,0100000111001,5,1,3,1,phase06_candidate_pool_12,12,broad,n_heads_05,2,candidate
mask_ffe764d3e677bfaa,1000011010001,5,1,3,1,phase06_candidate_pool_12,12,broad,n_heads_05,0,candidate
mask_08afa32350905510,0111010001000,5,2,3,0,phase06_candidate_pool_12,12,primary_heavy,n_heads_05,1,candidate
mask_19f6dd08f240b339,1011000101000,5,2,3,0,phase06_candidate_pool_12,12,primary_heavy,n_heads_05,2,candidate
mask_27dc3b419ec2e97e,0110100100010,5,2,2,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_05,0,candidate
mask_16aa2116057fbb2c,1001010000111,6,1,3,2,phase06_candidate_pool_12,12,broad,n_heads_06,2,candidate
mask_bdf0b8784b36d2e1,0100111110000,6,1,5,0,phase06_candidate_pool_12,12,broad,n_heads_06,3,candidate
mask_d730d30fc95de84a,0011111010000,6,1,5,0,phase06_candidate_pool_12,12,broad,n_heads_06,1,candidate
mask_f5ce9e58903f6511,0100101010110,6,1,4,1,phase06_candidate_pool_12,12,broad,n_heads_06,0,candidate
mask_144ffa9c13ebe5e6,1110000110100,6,3,3,0,phase06_candidate_pool_12,12,primary_heavy,n_heads_06,0,candidate
mask_40a84f758dfb8dbd,1100000110110,6,2,3,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_06,1,candidate
mask_6e7f79cc5d55648f,1010011100001,6,2,3,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_06,2,candidate
mask_781aeeebf78357bc,0111000011001,6,2,3,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_06,3,candidate
mask_327f0545bb69aae0,1000101111100,7,1,6,0,phase06_candidate_pool_12,12,broad,n_heads_07,1,candidate
mask_531de70e390cc8be,0010101110110,7,1,5,1,phase06_candidate_pool_12,12,broad,n_heads_07,2,candidate
mask_ade50f7ff9e06057,0100100111110,7,1,5,1,phase06_candidate_pool_12,12,broad,n_heads_07,3,candidate
mask_c82a825020ea7548,1001100011110,7,1,5,1,phase06_candidate_pool_12,12,broad,n_heads_07,0,candidate
mask_68b53c7b95b40e8d,1101011101000,7,2,5,0,phase06_candidate_pool_12,12,primary_heavy,n_heads_07,3,candidate
mask_9ea1ff840f818151,1101111000001,7,2,4,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_07,0,candidate
mask_baebb813faaa8669,0110111001010,7,2,4,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_07,2,candidate
mask_ff6252f59378e68d,1100110110001,7,2,4,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_07,1,candidate
mask_8c13851d5f9a45a6,0101011011101,8,1,6,1,phase06_candidate_pool_12,12,broad,n_heads_08,0,candidate
mask_906fc1af6ceaea1b,0101100110111,8,1,5,2,phase06_candidate_pool_12,12,broad,n_heads_08,1,candidate
mask_e97b6ccdd5bbc6ef,0101110101011,8,1,5,2,phase06_candidate_pool_12,12,broad,n_heads_08,2,candidate
mask_2e745ef7708aada7,0110011010111,8,2,4,2,phase06_candidate_pool_12,12,primary_heavy,n_heads_08,0,candidate
mask_c83a9a3bdba42496,0111100110011,8,2,4,2,phase06_candidate_pool_12,12,primary_heavy,n_heads_08,2,candidate
mask_d25f889cd057d304,1010100111110,8,2,5,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_08,1,candidate
mask_cc8d8dae26b28377,0101111110110,9,1,7,1,phase06_candidate_pool_12,12,broad,n_heads_09,0,candidate
mask_e9550279efba83e7,1011010111110,9,2,6,1,phase06_candidate_pool_12,12,primary_heavy,n_heads_09,0,candidate
mask_b9f05a801840584d,0010001001100,4,1,3,0,phase06_candidate_pool_13,13,broad,n_heads_04,0,candidate
mask_0cda8af62c1cee9b,1100001010000,4,2,2,0,phase06_candidate_pool_13,13,primary_heavy,n_heads_04,0,candidate
mask_3770d6ec0410a7e3,0000101101001,5,0,4,1,phase06_candidate_pool_13,13,broad,n_heads_05,0,candidate
mask_5c1186ae688fb280,1000101100010,5,1,3,1,phase06_candidate_pool_13,13,broad,n_heads_05,1,candidate
mask_ed9bfeb52bb79139,0100000011101,5,1,3,1,phase06_candidate_pool_13,13,broad,n_heads_05,2,candidate
mask_3d1483275d1ed1e4,1010000100110,5,2,2,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_05,2,candidate
mask_61a813f1de77a9a4,0110000010101,5,2,2,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_05,0,candidate
mask_631acc7ff622118f,1110010000010,5,3,1,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_05,1,candidate
mask_2c7d8105fb6ebfd5,1000101000111,6,1,3,2,phase06_candidate_pool_13,13,broad,n_heads_06,1,candidate
mask_6e505c21dfe77a79,1000100101101,6,1,4,1,phase06_candidate_pool_13,13,broad,n_heads_06,0,candidate
mask_727d3baf5c112356,0011010100110,6,1,4,1,phase06_candidate_pool_13,13,broad,n_heads_06,2,candidate
mask_dca2f374484f50d4,0000011111010,6,0,5,1,phase06_candidate_pool_13,13,broad,n_heads_06,3,candidate
mask_0df9ada3d7c6e6d5,1010001110100,6,2,4,0,phase06_candidate_pool_13,13,primary_heavy,n_heads_06,0,candidate
mask_66c62f304544387f,1110001010010,6,3,2,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_06,1,candidate
mask_989979ce61835afd,1100100111000,6,2,4,0,phase06_candidate_pool_13,13,primary_heavy,n_heads_06,3,candidate
mask_f1cca1ec45d56847,1101010001010,6,2,3,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_06,2,candidate
mask_131ba968878c6cd8,0011011011001,7,1,5,1,phase06_candidate_pool_13,13,broad,n_heads_07,3,candidate
mask_9e5aadafa5f67993,0011110110010,7,1,5,1,phase06_candidate_pool_13,13,broad,n_heads_07,0,candidate
mask_d5e8691673f8b765,0010101101101,7,1,5,1,phase06_candidate_pool_13,13,broad,n_heads_07,2,candidate
mask_efaca195fe35bb24,1001111001010,7,1,5,1,phase06_candidate_pool_13,13,broad,n_heads_07,1,candidate
mask_6ec65240391e285d,1111101010000,7,3,4,0,phase06_candidate_pool_13,13,primary_heavy,n_heads_07,1,candidate
mask_7d67399d93af97f1,1010010001111,7,2,3,2,phase06_candidate_pool_13,13,primary_heavy,n_heads_07,0,candidate
mask_8c8e74aa97c03916,1100011100110,7,2,4,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_07,3,candidate
mask_97bc052de5f33b2d,0111101101000,7,2,5,0,phase06_candidate_pool_13,13,primary_heavy,n_heads_07,2,candidate
mask_0ed66c76df3d0896,1001001101111,8,1,5,2,phase06_candidate_pool_13,13,broad,n_heads_08,2,candidate
mask_3a557a74120694b1,1001011101011,8,1,5,2,phase06_candidate_pool_13,13,broad,n_heads_08,1,candidate
mask_b42e7d4894c77c8e,0101011100111,8,1,5,2,phase06_candidate_pool_13,13,broad,n_heads_08,0,candidate
mask_c3eee9b553b4a208,1111001111000,8,3,5,0,phase06_candidate_pool_13,13,primary_heavy,n_heads_08,1,candidate
mask_c765ff5bcdb5dc2d,1111010010110,8,3,4,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_08,0,candidate
mask_efc8657a1f9f8158,0111010010111,8,2,4,2,phase06_candidate_pool_13,13,primary_heavy,n_heads_08,2,candidate
mask_3b9207112fb19a86,1001111100111,9,1,6,2,phase06_candidate_pool_13,13,broad,n_heads_09,0,candidate
mask_86432b9175854b03,0110111110101,9,2,6,1,phase06_candidate_pool_13,13,primary_heavy,n_heads_09,0,candidate
mask_a11be5e5cb7a5e87,0010010010001,4,1,2,1,phase06_candidate_pool_14,14,broad,n_heads_04,0,candidate
mask_686d0b03c36e0f38,0110010010000,4,2,2,0,phase06_candidate_pool_14,14,primary_heavy,n_heads_04,0,candidate
